aid,z,log_M,logage,logZ,alpha_fe,sigma_e,ra,dec,Scale,Rhlr,e,lim_sup,ng,_RA,_DE,Separation,Kq,Kn,Mdyn
spec-0939-52636-0178,0.09476107,10.597,10.052383054235056,0.0773506056109457,0.162765562814109,122.38838748918268,142.14239059,40.79143683,1.758,2.7,0.47,0.0,4.27,142.14239,40.79144,0.0115247393196066,0.8729178863405056,5.76104289,10.674759345812088
spec-0941-52709-0175,0.07149516,10.475,10.112378482694938,0.1781895294948401,0.0183768930539858,104.80401135441798,146.63990013,43.21040583,1.363,3.72,0.35,0.0,3.31,146.6399,43.21041,0.0150158746927845,0.9432436911467813,6.383432009999999,10.757417552171454
spec-0941-52709-0243,0.08047642,10.807,10.031704674636345,0.259671745279093,0.20777655637012,162.7387283080001,146.51175578,42.26335213,1.519,3.9,0.49,0.0,6.23,146.51176,42.26335,0.0136089519572558,0.8641911456966372,4.628260889999999,10.982514742020532
spec-0941-52709-0485,0.07455532,10.137,10.16097212141938,-0.13424248136109,0.507188278139965,93.14852100447604,146.75039343,43.50480305,1.417,2.29,0.73,0.0,2.79,146.75039,43.5048,0.0141694778995317,0.7993527728767938,6.739106809999999,10.395968890206781
spec-0944-52614-0141,0.08743574,10.853,10.154599910478346,0.1991471106417235,0.0857000418980808,130.57128072440287,155.28337987,45.63028913,1.637,4.49,0.17,0.0,4.2,155.28338,45.63029,0.0031490517121331,1.1445808046337596,5.804924,11.072825320434262
spec-0949-52427-0114,0.07618591,10.448,10.083127777681876,0.2014227043213662,0.289926656607482,106.98986461630685,164.29294201,57.78438448,1.443,2.49,0.32,0.0,4.18,164.29294,57.78438,0.016582917898792,0.9669974820474221,5.817504839999999,10.571487374629498
spec-0955-52409-0433,0.05734314,10.659,9.855237284344776,-0.1061741901173984,0.145923419316645,124.52860860812746,183.79168799,60.06609255,1.112,4.02,0.57,0.0,4.45,183.79169,60.06609,0.009864585779378,0.8355072068666826,5.649290249999999,10.835149068348505
spec-0967-52636-0007,0.07227951,10.819,10.159073264820035,0.1612978217471982,0.0788793311559331,136.0615896208285,176.43392355,48.5867193,1.377,5.69,0.32,0.0,4.65,176.43392,48.58672,0.0088213899981503,0.9669974820474221,5.526952249999999,11.116935058349288
spec-0967-52636-0127,0.07336719,10.746,9.941025232815289,0.0329834385381764,0.0046721402520074,142.99162413386892,175.38025905,48.47110978,1.396,3.62,0.39,0.0,5.21,175.38026,48.47111,0.0024017913225341,0.9158595133204178,5.19466281,10.913156646952366
spec-0969-52442-0194,0.09715983,10.826,10.165827524472936,0.234349209330989,0.234511489176547,152.08868087169031,181.01089773,49.68180643,1.797,3.72,0.45,0.0,5.75,181.0109,49.68181,0.013897195116654,0.8823790877462955,4.88855625,10.936013204739165
spec-0969-52442-0580,0.083942,10.574,10.039338476745604,0.1684968643414252,0.0441097116619537,124.33481718303196,182.23718571,51.02815624,1.578,2.58,0.46,0.0,4.08,182.23719,51.02816,0.0166604911849471,0.8775527169786937,5.880698239999999,10.679947991213766
spec-0973-52426-0045,0.0838158,10.464,10.147575066773792,0.0443875276819139,0.228749074361305,111.73768479596262,256.25500594,32.0232919,1.576,2.7,0.4,0.0,4.85,256.25501,32.02329,0.0141543392484818,0.9096926026564097,5.406542249999999,10.586018020677841
spec-0982-52466-0483,0.05839583,10.808,10.102284753440635,0.1761671695713047,0.104019993085076,158.50265240654124,311.94592228,0.25241171,1.13,3.28,0.68,0.0,5.29,311.94592,0.25241,0.0102599363161059,0.8083302385460109,5.14842681,10.901650935790826
spec-0995-52731-0288,0.07640802,10.687,10.019822084923046,0.251931223897366,-0.447196072429674,132.19694017105525,149.21849225,5.11354072,1.448,3.92,0.25,0.0,4.75,149.21849,5.11354,0.0084739158736207,1.035709701476211,5.466506249999998,10.95511742156488
spec-0995-52731-0477,0.0930671,10.471,10.011843460817056,0.0342114679003634,0.226587140083688,116.52637949017968,150.10404841,6.28069888,1.73,2.83,0.54,0.0,4.5,150.10405,6.2807,0.0069734547503052,0.8452074611443647,5.618525,10.62766123641356
spec-1002-52646-0237,0.05232186,11.13,10.020306778840618,0.0855501725270161,-0.0170361704220719,178.0637009747055,164.19277,6.85317921,1.02,4.8,0.1,0.0,6.24,164.19277,6.85318,0.0028440000001386,1.2777761041980535,4.622956159999999,11.32020722105351
spec-1013-52707-0082,0.02711286,10.23,9.977421569653712,-0.0541252407230517,-0.0515639182800699,102.97938262145156,170.97139977,53.12940244,0.546,2.63,0.49,0.0,6.25,170.9714,53.1294,0.0087980381037244,0.8641911456966372,4.61765625,10.4129283833616
spec-1044-52468-0181,0.04118164,10.87,10.06113867928201,0.0839262389808932,0.0209834374754902,142.17610813197552,210.60216527,51.68696035,0.814,2.96,0.07,0.0,4.21,210.60216,51.68696,0.0118291329390412,1.3494421058143873,5.798640809999999,11.036866074646815
spec-1051-52468-0122,0.09716521,10.619,9.91799652050832,0.1102730037741386,0.0264180977018047,111.84114161993138,231.43475828,43.44688721,1.798,3.03,0.19,0.0,5.18,231.43476,43.44689,0.0110041429443618,1.1136561812426087,5.21208084,10.708848741541427
spec-1060-52636-0139,0.07508809,10.159,9.880415923394157,-0.224834244636807,0.0034277542625715,85.56575490727596,118.19454766,28.80777887,1.425,2.57,0.67,0.0,1.9,118.19455,28.80778,0.0084281980720634,0.8103453250771835,7.378100999999999,10.417588478039018
spec-1060-52636-0634,0.07139117,10.34,10.1227680476638,0.032641075126912,-0.309146711973672,100.8844071194824,119.58473717,29.6609455,1.362,2.77,0.79,0.0,3.26,119.58474,29.66095,0.0184612189858217,0.7906445920577936,6.41706516,10.521886270241314
spec-1163-52669-0370,0.0805065,10.247,9.933006768020912,-0.3734321388773938,-0.259821830947832,95.39359776090704,220.9255223,55.526698,1.52,2.19,0.48,0.0,4.96,220.92552,55.5267,0.008590972774069,0.8684665799778243,5.341138559999999,10.33231018221002
spec-1171-52753-0199,0.06057047,10.449,10.079335319894389,-0.0947323885174419,-0.0753507124238805,105.614679592754,244.90609095,40.97031672,1.17,2.6,0.72,0.0,3.46,244.90609,40.97032,0.0120870582007185,0.8010113725297354,6.283255559999999,10.530685981068618
spec-1185-52642-0308,0.08679889,10.835,9.957992117684093,0.2854972382622698,0.186814545639364,139.36288698338043,124.80905362,4.16779156,1.626,6.28,0.23,0.0,6.67,124.80905,4.16779,0.0141589341661281,1.059452598972988,4.39941249,11.121170781795593
spec-1186-52646-0214,0.07595409,10.84,10.027149134060029,-0.0352880292293032,0.0498994840171094,131.59583229749413,128.40173916,3.74152016,1.441,5.5,0.22,0.0,6.34,128.40174,3.74152,0.0030720370473666,1.0721232014342572,4.570173959999999,11.035465040927734
spec-1197-52668-0224,0.05833292,10.575,10.124030347616731,0.1441445947285383,0.0941796178942584,124.591799286253,127.19118224,34.95667758,1.129,2.74,0.36,0.0,5.08,127.19118,34.95668,0.0109352476174852,0.9359655037331305,5.270454239999999,10.688278022848866
spec-1212-52703-0034,0.06095325,10.576,10.114928693660396,0.0476602260340819,-0.104310886694992,118.94577990044232,138.4485528,36.06813117,1.176,3.94,0.19,0.0,5.6,138.44855,36.06813,0.0091721450285182,1.1136561812426087,4.972176,10.855932578247083
spec-1216-52709-0200,0.08155414,10.696,10.145078181226458,0.1628104084053091,0.146149472449484,128.41322860071304,147.22588291,40.61799986,1.537,4.08,0.06,0.0,6.15,147.22588,40.618,0.0079679399281184,1.3756720529905118,4.6708722499999995,11.002233252647386
spec-1225-52760-0330,0.07898937,10.467,10.147119759564244,0.0871986894110802,0.347200817729483,117.20789414533908,175.01807655,10.93895963,1.493,2.59,0.4,0.0,4.28,175.01808,10.93896,0.0122668596415939,0.9096926026564097,5.754793439999999,10.636578548450967
spec-1226-52734-0493,0.08815582,10.427,10.150889738721764,-0.1092671537448188,-0.362115051523095,120.79988974272366,176.87677716,10.18476144,1.648,3.0,0.43,0.0,6.09,176.87678,10.18476,0.0113197065039353,0.8926404490652192,4.703033209999999,10.630749593625866
spec-1229-52723-0114,0.06368094,10.623,9.996292528101344,-0.1969178850854222,-0.0114983594126428,115.70236636753124,182.72359522,9.63053931,1.226,2.77,0.16,0.0,6.92,182.72359,9.63054,0.018692941885567,1.1611135454678942,4.273542239999999,10.631267599240699
spec-1229-52723-0118,0.08000079,10.402,9.94443863342972,0.1657556866871714,0.0463154737147016,105.45741589420436,182.66550448,9.80800821,1.51,2.06,0.18,0.0,5.78,182.6655,9.80801,0.017149038832668,1.128773370680186,4.871962439999999,10.466772812731925
spec-1232-52731-0418,0.08553402,10.419,10.100566876967614,0.1353601223773548,-0.0131082262236465,130.2907642759699,187.65859391,10.86889045,1.604,2.92,0.24,0.0,6.91,187.65859,10.86889,0.0139180957130461,1.047323184938283,4.278519209999999,10.713024973808556
spec-1235-52734-0330,0.02983647,10.661,9.94818971141964,0.1841696607310529,0.0564541951744915,125.36111595436452,147.37207486,8.25033165,0.598,3.07,0.34,0.0,5.54,147.37207,8.25033,0.0183054709640063,0.9508320982325946,5.005927559999999,10.727493124572936
spec-1238-52761-0251,0.08519346,10.583,10.134208686592036,0.1783447567802799,0.0793728873045769,132.07936561703173,154.84077182,8.11176088,1.599,3.26,0.66,0.0,4.11,154.84077,8.11176,0.0072187392630689,0.8124406952084483,5.86168961,10.799142690736081
spec-1240-52734-0585,0.07794288,10.996,9.963498475683506,0.2805370430121703,-0.0677096561412895,153.73606476585024,160.7275675,9.27864171,1.474,5.02,0.39,0.0,5.94,160.72757,9.27864,0.0108069689104119,0.9158595133204178,4.784194759999999,11.082333604399397
spec-1267-52932-0488,0.09050094,10.66,10.15542098732501,0.1665717126083596,0.0534891995715105,118.64999248200928,126.88909485,28.28211097,1.687,2.49,0.07,0.0,3.46,126.88909,28.28211,0.0157672692261875,1.3494421058143873,6.283255559999999,10.83951441352191
spec-1267-52932-0618,0.06582589,10.975,9.876416631548858,0.1428370531283707,-0.0147849778969695,158.9044373579188,127.70927936,28.57682849,1.263,3.46,0.32,0.0,5.55,127.70928,28.57683,0.0058003374211545,0.9669974820474221,5.000290249999999,10.992209361344159
spec-1282-52759-0619,0.09981589,10.695,10.0637088569822,0.0148530640576589,-0.211762187383835,123.81142223955844,201.88999225,49.67045285,1.841,4.4,0.38,0.0,4.35,201.88999,49.67045,0.0115216350993519,0.9222860468299282,5.711182249999999,10.9170064139139
spec-1283-52762-0303,0.07528871,10.281,10.05792594433542,0.0048822265902781,0.777658448602994,98.27028557687132,201.99885803,47.75467646,1.428,3.63,0.45,0.0,6.66,201.99886,47.75468,0.0136067383621214,0.8823790877462955,4.404509959999999,10.500744519621007
spec-1311-52765-0558,0.09018455,10.658,9.97287220414452,0.0005875825851346939,0.219284037193289,116.18721544861332,177.32181324,57.2538026,1.683,4.17,0.62,0.0,3.16,177.32181,57.2538,0.0112878942334362,0.8216932330693044,6.484692959999999,10.843492525222864
spec-1313-52790-0132,0.06674223,10.426,10.156701171168043,0.1370819525625746,0.211761276428391,105.92727469578246,179.86914519,56.16402545,1.279,3.07,0.73,0.0,3.68,179.86914,56.16403,0.019404605994799,0.7993527728767938,6.138291839999999,10.59438064688261
spec-1324-53088-0086,0.07800414,10.368,9.824680992825236,-0.0132203896655833,,102.03634058899928,212.23628139,53.29981124,1.476,2.73,0.49,0.0,4.8,212.23628,53.29981,0.0053731333870095,0.8641911456966372,5.436464,10.492039380477179
spec-1327-52781-0236,0.08533917,10.669,10.137956732339108,0.0870187851225806,0.0554486438082354,120.84040818387606,218.4355477,51.97492297,1.601,3.41,0.23,0.0,5.03,218.43555,51.97492,0.0118462776923749,1.059452598972988,5.29982169,10.812962190174021
spec-1330-52822-0554,0.06169496,10.151,10.086413715941534,0.0946640339798026,0.0867396146805073,85.58635773246925,229.52197897,48.83852214,1.19,2.38,0.4,0.0,5.06,229.52198,48.83852,0.0080813286293144,0.9096926026564097,5.28218676,10.289535116937861
spec-1331-52766-0372,0.02662442,10.483,9.995842593175956,0.0673788067165102,-0.0545186023245532,113.88854523800326,230.34265132,48.41580053,0.536,2.66,0.76,0.0,3.34,230.34265,48.4158,0.0036862124659047,0.7947461271650121,6.36330996,10.608193881425748
spec-1331-52766-0374,0.07307412,10.276,10.12573365455227,-0.0037918174214373,0.217610339663313,97.7893795888574,230.40852927,48.75793114,1.39,2.67,0.6,0.0,3.84,230.40853,48.75793,0.0044546972967563,0.8268941874213698,6.03432896,10.47161421913391
spec-1331-52766-0482,0.07481105,10.37,10.05429349794654,-0.0966257491703698,-0.0882178602636741,103.9385757453282,231.38791785,47.96128324,1.421,3.11,0.49,0.0,4.98,231.38792,47.96128,0.0127636960079562,0.8641911456966372,5.32930964,10.556035333404415
spec-1341-52786-0602,0.06895489,10.284,9.989917080305512,-0.0353111625877232,0.110972832240634,109.85069133435614,251.85073445,32.35362683,1.318,2.35,0.81,0.0,3.17,251.85073,32.35363,0.0177024827872274,0.7881627066638371,6.477908489999999,10.527164796525927
spec-1345-52814-0099,0.09493207,10.605,9.952221717438848,-0.0882338471705037,0.182681281576406,137.52688913055792,207.24676518,42.3057598,1.761,3.21,0.44,0.0,4.86,207.24676,42.30576,0.0138101605447311,0.8874053975750458,5.400572359999999,10.83028278147476
spec-1354-52814-0608,0.07793959,10.631,9.9510608480561,0.0579658641356765,0.0235864111281922,114.18112653847624,231.95798377,35.33614672,1.475,3.87,0.4,0.0,6.63,231.95798,35.33615,0.0161867452675517,0.9096926026564097,4.419831289999999,10.67364062252138
spec-1356-53033-0176,0.06529371,10.286,10.148296600635309,-0.2248495284034395,-0.268573139970664,115.69465790359874,151.26903155,39.59962133,1.254,2.66,0.46,-0.08181808336267296,5.84,151.26903,39.59962,0.0064351019025781,0.8775527169786937,4.838904959999999,10.545969211706272
spec-1360-53033-0190,0.09269021,10.837,10.13570057593527,0.1562878282888368,0.046135197617899,170.9383119507744,157.59698106,41.10053252,1.724,3.37,0.4,0.0,4.69,157.59698,41.10053,0.0095168331640819,0.9096926026564097,5.502716009999999,11.059221140795001
spec-1369-53089-0628,0.06633438,10.979,10.116848580095327,0.2855253752115627,0.149006371661721,137.34668605985928,181.77445073,45.93058926,1.272,5.27,0.22,0.0,4.42,181.77445,45.93059,0.0032307794095832,1.0721232014342572,5.66780724,11.147547406661511
spec-1371-52821-0494,0.06353521,10.409,10.007239637862895,-0.1452923248122155,0.123044069465508,111.69103092344584,186.25600845,45.44092015,1.223,2.42,0.71,0.0,1.84,186.25601,45.44092,0.0039522397996716,0.8027356868192035,7.422552959999999,10.621418495768706
spec-1375-53084-0499,0.09165212,10.503,10.163353451689211,0.0358295978085622,0.118945210842592,112.33277064398706,198.55606868,44.77921128,1.707,2.87,0.2,0.0,3.83,198.55607,44.77921,0.0057106420677165,1.0991960685470887,6.04079049,10.747504433206256
spec-1377-53050-0592,0.09596011,10.448,10.033651302049526,-0.0437742672866264,-0.087256923195705,100.7934916010058,207.5223404,40.58827818,1.778,2.46,0.36,0.0,5.66,207.52234,40.58828,0.0066426303995813,0.9359655037331305,4.938597959999999,10.429104257226756
spec-1384-53121-0316,0.07890987,10.363,9.700303481174982,0.1565841988934611,-0.214951297310484,99.855696771336,223.2670268,35.02131305,1.491,2.59,0.77,0.0,3.68,223.26703,35.02131,0.0144763263283184,0.7933257557248411,6.138291839999999,10.465985198893378
spec-1391-52817-0318,0.07383419,10.542,10.110394793383117,-0.0265292409862638,-0.333829288321503,117.10737590801544,237.67607726,28.27553931,1.403,2.6,0.47,0.0,4.7,237.67608,28.27554,0.0090351892464462,0.8729178863405056,5.496669,10.599655479945413
spec-1392-52822-0197,0.09761032,10.645,10.098106392807455,0.1112673223212855,-0.132556846870873,132.9760211976146,239.73589691,27.30652473,1.805,2.9,0.74,0.0,3.8,239.7359,27.30652,0.0196889331992135,0.7977573226358899,6.060203999999999,10.760743364398426
spec-1394-53108-0192,0.0899595,10.539,9.724864122613376,-0.0566164925819577,0.148123643461896,114.77139012417118,213.57371624,43.59987131,1.679,2.51,0.76,0.0,3.91,213.57372,43.59987,0.0108778640180207,0.7947461271650121,5.989233209999999,10.563381304678432
spec-1407-52886-0071,0.06026178,10.741,10.03630345626008,0.1759595409921745,0.0764696764496783,138.57110686090223,246.10593897,28.62500268,1.165,3.24,0.58,-0.03327400659299835,4.52,246.10594,28.625,0.0101822166504109,0.8325219696942819,5.60625264,10.829399405226665
spec-1417-53141-0432,0.09279097,10.506,10.123414089924465,0.0849391533977504,0.293035270716306,119.30828843582064,238.04498582,35.71396371,1.725,4.34,0.17,0.0,7.32,238.04499,35.71396,0.0181015062386178,1.1445808046337596,4.07841584,10.826409578659117
spec-1418-53142-0462,0.09027417,10.553,9.938275959356847,-0.0101099592518029,0.273178181680589,111.57675077016351,240.12325834,34.37456882,1.684,3.73,0.29,0.0,4.18,240.12326,34.37457,0.0065095191533773,0.993954349345031,5.817504839999999,10.795400098926075
spec-1420-53146-0088,0.09765925,10.805,10.042568025011509,0.110341360373067,0.394986147426273,159.06477969125078,245.1301189,29.85763602,1.806,2.96,0.53,0.0,4.9,245.13012,29.85764,0.0147338548495317,0.8487068161348575,5.376740999999999,10.90015722966803
spec-1436-53054-0064,0.02200824,10.4,10.08583398505113,0.1477857627830959,-0.0101097310778749,108.10676249653368,166.11427648,45.12857161,0.445,2.34,0.63,0.0,4.16,166.11428,45.12857,0.0106547205838023,0.8192422451676569,5.830104959999999,10.482450948287694
spec-1441-53083-0186,0.02442783,10.475,9.990364117389792,0.0954265527813057,0.0056385319769814,105.5644069345564,170.35499479,46.28921651,0.494,2.6,0.4,0.0,3.4,170.35499,46.28922,0.0173159837937405,0.9096926026564097,6.323195999999999,10.588280334392776
spec-1446-53080-0502,0.07426213,10.779,9.979062969326632,0.1073133626961029,-0.113512947343653,134.80151609162874,179.20197435,48.03156261,1.411,2.88,0.23,0.0,2.95,179.20197,48.03156,0.0140695140819044,1.059452598972988,6.6282802499999995,10.931705089391965
spec-1456-53115-0381,0.09506686,10.777,10.037232174085656,0.2641451491614202,0.226785069587556,140.41270910553754,190.9796101,43.24910964,1.764,3.58,0.47,0.0,5.37,190.97961,43.24911,0.0013222609464785,0.8729178863405056,5.10249929,10.86389286439709
spec-1458-53119-0373,0.07143234,10.657,9.750255503471973,-0.19511476172568,0.342010464116885,119.68141872873548,194.01275586,42.29577837,1.362,2.73,0.21,0.0,4.62,194.01276,42.29578,0.0124886518645398,1.0853616458827038,5.545180039999999,10.738146881555409
spec-1460-53138-0231,0.05287855,10.731,10.092718179687306,0.2716269325633139,0.106439119615985,135.63458412021123,197.93953959,40.90775728,1.031,2.7,0.14,0.0,5.51,197.93954,40.90776,0.0098553348215913,1.1965054072410661,5.022868409999999,10.84141176565129
spec-1464-53091-0236,0.05459462,11.085,9.988043396677572,0.1222768564717776,-0.0398845208175051,181.42785710448905,202.65878035,40.89871659,1.062,4.75,0.23,0.0,6.16,202.65878,40.89872,0.012312888766647,1.059452598972988,4.66552896,11.254524626988319
spec-1464-53091-0362,0.07590184,10.232,10.129290554063273,0.0056319020021248,,91.51017615342612,202.67460016,41.67946899,1.44,2.18,0.38,0.0,2.96,202.6746,41.67947,0.0036613616258406,0.9222860468299282,6.62139456,10.41365103736143
spec-1465-53082-0282,0.09170289,10.447,10.13559071174203,0.0099875767610816,-0.0764402315037859,109.98696915967038,203.96082476,44.98237967,1.708,2.67,0.22,0.0,4.97,203.96082,44.98238,0.0121787887520039,1.0721232014342572,5.335221689999999,10.633031550262025
spec-1568-53169-0402,0.08153201,10.502,10.16066134867283,0.2264068824376299,0.464106330377056,104.42541927185786,253.0897847,20.529902,1.537,3.7,0.23,0.0,6.84,253.08978,20.5299,0.0174045013532885,1.059452598972988,4.31349296,10.63216545870716
spec-1587-52964-0085,0.08320489,11.175,10.0175466677664,0.3602459390253766,-0.000160811563596111,206.2901021245925,129.80734994,27.075723,1.565,4.1,0.23,0.0,6.34,129.80735,27.07572,0.0108017123586536,1.059452598972988,4.570173959999999,11.293195555675913
spec-1589-52972-0069,0.08585783,10.489,10.054791966802052,0.2758173235191242,-0.0513920793132255,109.99617764464531,133.45426139,28.79617424,1.609,3.56,0.58,0.0,5.06,133.45426,28.79617,0.0158814253712871,0.8325219696942819,5.28218676,10.643855295900982
spec-1590-52974-0380,0.08532138,10.705,10.012711181903509,0.2429872859621759,0.184899841732394,121.11030186117443,134.17460949,30.68068078,1.601,4.6,0.33,0.0,5.96,134.17461,30.68068,0.0032215089763465,0.9587450189793348,4.77331056,10.856083471843093
spec-1599-53089-0327,0.05941917,10.47,10.04163963392724,-0.0370985268839625,-0.0404686560752241,109.37391279400276,156.67369375,11.97370245,1.149,3.12,0.43,0.0,5.57,156.67369,11.9737,0.0158807500251175,0.8926404490652192,4.98903009,10.587115433028927
spec-1602-53117-0217,0.08626598,10.375,10.145455837656858,-0.1108706048472285,-0.178969912632693,100.28163624844176,163.18647,10.73151545,1.616,2.78,0.53,0.0,1.87,163.18647,10.73152,0.0163799999972115,0.8487068161348575,7.4003052899999995,10.610935600504813
spec-1605-53062-0048,0.09904276,10.591,10.08951784321012,0.0705992569318517,-0.0237946160214319,123.90018759555328,170.58316955,11.09200042,1.829,3.85,0.22,0.0,6.31,170.58317,11.092,0.0021939484172064,1.0721232014342572,4.58595801,10.829720080912246
spec-1607-53083-0528,0.09791386,10.744,10.096924323952612,0.1533283842717439,0.278102228981172,150.6256845958176,174.49421273,13.15356965,1.81,3.77,0.53,0.0,3.86,174.49421,13.15357,0.0096527379219776,0.8487068161348575,6.02142036,11.0070367096833
spec-1608-53138-0508,0.08237752,10.335,10.116879044291728,0.0095844490811552,-0.426377112163015,101.37736243065928,176.14901553,12.70620709,1.55,2.63,0.59,0.0,3.95,176.14902,12.70621,0.0188724990094782,0.8296525174182051,5.963570249999999,10.492680954125488
spec-1611-53147-0136,0.06215617,10.758,10.128873644799272,0.2103622417991948,0.0793851017314477,142.62364215256014,181.2403783,11.49224789,1.198,3.25,0.53,0.0,4.2,181.24038,11.49225,0.0096781647643472,0.8487068161348575,5.804924,10.879261289842553
spec-1613-53115-0414,0.0938509,10.884,10.118095315423258,0.2419162924771974,0.0317609163160173,155.19376108324946,183.91997887,13.67425588,1.743,3.89,0.23,0.0,5.56,183.91998,13.67426,0.0153496585117491,1.059452598972988,4.994657759999999,11.061726038854038
spec-1618-53116-0170,0.08324043,10.593,10.077620269870096,0.2535651201516456,-0.0386445876841229,129.62870726232774,172.30037224,7.09595307,1.566,3.3,0.34,0.0,5.61,172.30037,7.09595,0.0136448698559736,0.9508320982325946,4.966567609999999,10.78451716110805
spec-1627-53473-0291,0.07572938,10.648,9.862724954036633,0.2913307363818764,0.0681471948926636,117.64053899921508,186.58039115,6.66722764,1.437,4.22,0.18,0.0,6.93,186.58039,6.66723,0.009438780491225,1.128773370680186,4.268570089999999,10.815756289583978
spec-1647-53531-0390,0.08660239,10.641,9.984962309779904,0.1620719135003872,0.0235820578465235,119.72289443510095,222.69625667,33.86903707,1.622,3.53,0.49,0.0,3.37,222.69626,33.86904,0.0145030485903498,0.8641911456966372,6.343231289999999,10.809490135636649
spec-1649-53149-0171,0.07107253,11.381,9.813611577202236,0.3912889082853485,0.115012840042209,175.59791995372444,228.63270449,31.03095364,1.356,6.28,0.3,0.0,3.94,228.6327,31.03095,0.0190672015060014,0.984585082448575,5.96997876,11.422665070592963
spec-1650-53174-0440,0.07979029,10.564,9.988210356615934,-0.1618933898198533,-0.154584448040748,109.85568757052164,230.19043415,30.49496656,1.507,4.5,0.18,0.0,4.91,230.19043,30.49497,0.0178630352021442,1.128773370680186,5.370795209999999,10.883943610267234
spec-1659-53224-0202,0.05535776,10.65,10.10602413484956,0.0439417402495445,-0.151850098313096,117.98309056592512,248.50154432,20.1322975,1.076,2.84,0.07,0.0,6.2,248.50154,20.1323,0.0171526073590408,1.3494421058143873,4.644203999999999,10.760464077015545
spec-1673-53462-0052,0.07520588,10.44,9.990225286702456,0.1750152211042502,0.0871382485144978,102.40022827437916,218.01202436,47.08835949,1.428,2.58,0.27,0.0,3.9,218.01202,47.08836,0.0108434947869711,1.013935990115002,5.995660999999999,10.582509818903604
spec-1682-53173-0194,0.06826315,10.234,10.15576602232678,-0.3539195216323884,-0.314217766763085,116.13460804145028,240.5537367,35.78015769,1.308,5.08,0.4,0.0,3.19,240.55374,35.78016,0.0127296463641008,0.9096926026564097,6.464354009999999,10.971647479431379
spec-1694-53472-0280,0.07350591,11.087,10.068380188833949,0.1795674417900314,0.336984747774318,180.0091955252593,190.54660698,12.02355904,1.398,3.94,0.46,0.0,3.38,190.54661,12.02356,0.0111810129805175,0.8775527169786937,6.336548039999999,11.217652205896613
spec-1700-53502-0090,0.09156919,10.833,10.073960325011768,0.1123549474586924,0.12305317786668,126.72241144849734,204.96002715,10.90430156,1.705,4.03,0.26,0.0,4.3,204.96003,10.9043,0.0115342991830271,1.024588205031141,5.742309,10.947088469247694
spec-1709-53533-0068,0.05359454,10.251,10.119175030820696,-0.3171080438489346,-0.26054354585539,92.81314901661128,218.65282694,10.20348935,1.043,2.55,0.19,0.0,7.99,218.65283,10.20349,0.0110914287483318,1.1136561812426087,3.7688564099999997,10.331160574796689
spec-1713-53827-0585,0.08000716,10.611,9.953013314474422,0.1134520181834188,-0.0643229573171408,131.74391770832446,223.22900398,10.08521176,1.511,3.19,0.81,0.0,3.84,223.229,10.08521,0.0154641950824225,0.7881627066638371,6.03432896,10.78693734976428
spec-1720-53854-0285,0.0856401,10.749,9.651121735479077,0.2367936871496081,0.0465388865360236,121.73805294770597,229.24783864,9.63373656,1.606,5.5,0.33,0.0,7.99,229.24784,9.63374,0.013291461542409,0.9587450189793348,3.7688564099999997,10.835568759689643
spec-1725-54266-0341,0.09964418,10.663,10.155880873707703,0.1656525920836478,0.0568424843579422,136.60532367307067,234.18097375,9.7628137,1.839,2.91,0.13,0.0,5.94,234.18097,9.76281,0.0188263642558164,1.2154452617527902,4.784194759999999,10.865813149357718
spec-1726-53137-0386,0.04171704,10.247,10.050612968479989,-0.1655544903789294,0.19716438274522,92.60311887858684,237.06819821,9.11592741,0.824,2.14,0.42,0.0,4.0,237.0682,9.11593,0.0112880377675413,0.898093470327658,5.9315999999999995,10.356599051751239
spec-1726-53137-0404,0.07228549,10.787,9.98687615789092,0.2110949010346513,-0.129438338315432,134.90885075351986,237.75089187,9.57155626,1.377,5.08,0.24,0.0,7.98,237.75089,9.57156,0.0150115316180963,1.047323184938283,3.7733176399999993,10.929189336392223
spec-1728-53228-0044,0.07242896,10.641,10.07541744005958,0.1337380777539732,0.0359573168010473,122.79520655311777,241.13696966,8.22468818,1.379,3.59,0.59,0.0,3.08,241.13697,8.22469,0.0066630488430105,0.8296525174182051,6.539142239999999,10.834314951190866
spec-1748-53112-0381,0.08535343,10.545,10.147891830304957,0.086562770705576,-0.0416939483645401,120.30369509437958,158.49221911,13.91635283,1.601,3.82,0.46,0.0,5.1,158.49222,13.91635,0.0106520969466284,0.8775527169786937,5.258741,10.773216948485862
spec-1755-53386-0295,0.08125225,10.602,9.886201161694393,0.2350618260743867,-0.474928314859958,114.73849833073098,173.35505351,13.95557238,1.531,3.67,0.35,0.0,5.88,173.35505,13.95557,0.0149596915038874,0.9432436911467813,4.81696304,10.707922265781978
spec-1755-53386-0619,0.08427683,10.554,10.1302522027239,0.1760439543669169,0.310310151906138,125.967965761736,175.14440916,15.75824435,1.583,3.22,0.06,0.0,7.71,175.14441,15.75824,0.0159281422800751,1.3756720529905118,3.8955928099999997,10.803905229093724
spec-1756-53080-0465,0.09946843,10.5,9.747113579466328,0.2552871332602246,0.0761431372623389,119.9952385315996,122.02804696,7.2875827,1.836,3.37,0.5,0.0,5.29,122.02805,7.28758,0.014571284052165,0.8600842766443919,5.14842681,10.698614134229368
