"lambda" "flux_orig" "err_orig" "flux_corr" "err_corr" "flux_norm" "err_norm" "flux_cont" "flux_cont_corr"
5982.4 4.4989e-05 1e-06 4.4989e-05 1e-06 0.93561268578501 0.0207964766006137 4.80850684086789e-05 4.80850684086789e-05
5981.1 4.71753e-05 1e-06 4.71753e-05 1e-06 0.98125197659926 0.0208001216017547 4.80766420094216e-05 4.80766420094216e-05
5981.2 4.73173e-05 1e-06 4.73173e-05 1e-06 0.98419232237597 0.0207998411231404 4.80772903061973e-05 4.80772903061973e-05
5981.3 4.74445e-05 1e-06 4.74445e-05 1e-06 0.986824755741976 0.0207995606601814 4.807793858427e-05 4.807793858427e-05
5981.4 4.76326e-05 1e-06 4.76326e-05 1e-06 0.990723794667877 0.0207992802128768 4.80785868436399e-05 4.80785868436399e-05
5981.5 4.7856e-05 1e-06 4.7856e-05 1e-06 0.99535693353034 0.0207989997812258 4.80792350843069e-05 4.80792350843069e-05
5981.6 4.80088e-05 1e-06 4.80088e-05 1e-06 0.998521558261319 0.0207987193652272 4.80798833062709e-05 4.80798833062709e-05
5981.7 4.79961e-05 1e-06 4.79961e-05 1e-06 0.998243956402285 0.0207984389648802 4.8080531509532e-05 4.8080531509532e-05
5981.8 4.77916e-05 1e-06 4.77916e-05 1e-06 0.993977275600709 0.0207981585801837 4.80811796940903e-05 4.80811796940903e-05
5981.9 4.74097e-05 1e-06 4.74097e-05 1e-06 0.986021166626538 0.0207978782111369 4.80818278599456e-05 4.80818278599456e-05
5982 4.68498e-05 1e-06 4.68498e-05 1e-06 0.974363300115491 0.0207975978577388 4.80824760070981e-05 4.80824760070981e-05
5982.1 4.61281e-05 1e-06 4.61281e-05 1e-06 0.959340742293775 0.0207973175199883 4.80831241355477e-05 4.80831241355477e-05
5982.2 4.5397e-05 1e-06 4.5397e-05 1e-06 0.94412309767237 0.0207970371978847 4.80837722452943e-05 4.80837722452943e-05
5982.3 4.4948e-05 1e-06 4.4948e-05 1e-06 0.934772628755851 0.0207967568914268 4.8084420336338e-05 4.8084420336338e-05
5982.4 4.4989e-05 1e-06 4.4989e-05 1e-06 0.93561268578501 0.0207964766006137 4.80850684086789e-05 4.80850684086789e-05
5982.5 4.54267e-05 1e-06 4.54267e-05 1e-06 0.94470257161707 0.0207961963254445 4.80857164623168e-05 4.80857164623168e-05
5982.6 4.59456e-05 1e-06 4.59456e-05 1e-06 0.955480841198253 0.0207959160659182 4.80863644972519e-05 4.80863644972519e-05
5982.7 4.62913e-05 1e-06 4.62913e-05 1e-06 0.962657016528517 0.0207956358220339 4.8087012513484e-05 4.8087012513484e-05
5982.8 4.64383e-05 1e-06 4.64383e-05 1e-06 0.965700961671124 0.0207953555937905 4.80876605110132e-05 4.80876605110132e-05
5982.9 4.65099e-05 1e-06 4.65099e-05 1e-06 0.96717687647148 0.0207950753811872 4.80883084898396e-05 4.80883084898396e-05
5983 4.65843e-05 1e-06 4.65843e-05 1e-06 0.968710977300399 0.020794795184223 4.8088956449963e-05 4.8088956449963e-05
5983.1 4.65698e-05 1e-06 4.65698e-05 1e-06 0.968396404781906 0.0207945150028969 4.80896043913836e-05 4.80896043913836e-05
5983.2 4.61947e-05 1e-06 4.61947e-05 1e-06 0.960583440034367 0.0207942348372079 4.80902523141012e-05 4.80902523141012e-05
5983.3 4.51051e-05 1e-06 4.51051e-05 1e-06 0.9379134055596 0.0207939546871551 4.80909002181159e-05 4.80909002181159e-05
5983.4 4.31245e-05 1e-06 4.31245e-05 1e-06 0.896716818249531 0.0207936745527376 4.80915481034277e-05 4.80915481034277e-05
5983.5 4.06245e-05 1e-06 4.06245e-05 1e-06 0.844721252182176 0.0207933944339543 4.80921959700367e-05 4.80921959700367e-05
5983.6 3.86053e-05 1e-06 3.86053e-05 1e-06 0.802724416675001 0.0207931143308044 4.80928438179427e-05 4.80928438179427e-05
5983.7 3.81128e-05 1e-06 3.81128e-05 1e-06 0.79247313294754 0.0207928342432868 4.80934916471458e-05 4.80934916471458e-05
5983.8 3.93771e-05 1e-06 3.93771e-05 1e-06 0.818750484862658 0.0207925541714006 4.80941394576461e-05 4.80941394576461e-05
5983.9 4.15956e-05 1e-06 4.15956e-05 1e-06 0.864867117183919 0.0207922741151448 4.80947872494434e-05 4.80947872494434e-05
