lam,fluxo
3450.0,-0.16315108930434796
3451.0,-0.1738084576849297
3452.0,-0.22368137886467107
3453.0,-0.16749453935849196
3454.0,-0.16509088652559667
3455.0,-0.137998452843505
3456.0,-0.21797438776186756
3457.0,-0.2566376031803513
3458.0,-0.1979031973881521
3459.0,-0.23267407570570528
3460.0,-0.22402617144445972
3461.0,-0.180558201193983
3462.0,-0.17706425026705172
3463.0,-0.22198510716109396
3464.0,-0.18810651690561955
3465.0,-0.17916913918247307
3466.0,-0.30923570104644293
3467.0,-0.2681615941857822
3468.0,-0.21768141932088977
3469.0,-0.1838735013122709
3470.0,-0.23851957483794078
3471.0,-0.24739913670357913
3472.0,-0.2156908131039
3473.0,-0.16105618400883898
3474.0,-0.13818912839582453
3475.0,-0.1536827669726252
3476.0,-0.1789226892550154
3477.0,-0.1934192764688734
3478.0,-0.18768188444268705
3479.0,-0.16164566079111273
3480.0,-0.20769050084138094
3481.0,-0.1922678248976633
3482.0,-0.1938036888405092
3483.0,-0.22280652753862998
3484.0,-0.21681933270301706
3485.0,-0.22181746801940785
3486.0,-0.21176338224719812
3487.0,-0.197105291001149
3488.0,-0.20593789064339496
3489.0,-0.209619106039064
3490.0,-0.19251831588690665
3491.0,-0.23239902207194876
3492.0,-0.20334345722223207
3493.0,-0.2062823081450581
3494.0,-0.20907303438427655
3495.0,-0.19023394862481524
3496.0,-0.18091235943796646
3497.0,-0.17203518900930664
3498.0,-0.20134445897251146
3499.0,-0.222965767690316
3500.0,-0.24431283617337182
3501.0,-0.23663841375259612
3502.0,-0.24758925124518374
3503.0,-0.25528635839600333
3504.0,-0.25706856781922
3505.0,-0.24854603611081938
3506.0,-0.2481822599476548
3507.0,-0.24316016022511863
3508.0,-0.23125032030233086
3509.0,-0.22836300577070268
3510.0,-0.215211465111745
3511.0,-0.23722888187479532
3512.0,-0.2229897410044694
3513.0,-0.2009557314873344
3514.0,-0.21805923260233923
3515.0,-0.2080991017928481
3516.0,-0.2326223144792888
3517.0,-0.21865622883211216
3518.0,-0.22187364068124155
3519.0,-0.21056985522563013
3520.0,-0.21654498937251312
3521.0,-0.22301757909403325
3522.0,-0.20834818257058518
3523.0,-0.19440141811351433
3524.0,-0.18908100013544676
3525.0,-0.2038359349924682
3526.0,-0.19729994704307563
3527.0,-0.18946658008333545
3528.0,-0.20397232780798655
3529.0,-0.23492869557033486
3530.0,-0.2340506803660892
3531.0,-0.2357046284320051
3532.0,-0.23875663832974686
3533.0,-0.2555919788950195
3534.0,-0.25406251283185677
3535.0,-0.24753352011402732
3536.0,-0.2572849931244641
3537.0,-0.25569881714710235
3538.0,-0.26078475331567025
3539.0,-0.25426821368214747
3540.0,-0.25236652827795414
3541.0,-0.26361669969902785
3542.0,-0.270595901513629
3543.0,-0.2738790439677515
