lam,fluxo
5716.0,0.9847354383354896
5717.0,0.9853090747567944
5718.0,0.9864625956431998
5719.0,0.9882178860907344
5720.0,0.9904892887423166
5721.0,0.9930433783377679
5722.0,0.9955000562435994
5723.0,0.9974016056399013
5724.0,0.9983424961462727
5725.0,0.9981077668197033
5726.0,0.9967518297813526
5727.0,0.9945835814195976
5728.0,0.9920788847866548
5729.0,0.9897679005890361
5730.0,0.9881277096273612
5731.0,0.9874831675081548
5732.0,0.9879188681263477
5733.0,0.9892309829324593
5734.0,0.9909618460407366
5735.0,0.9925326325181674
5736.0,0.9934334511431904
5737.0,0.9933900749788077
5738.0,0.9924347946048353
5739.0,0.9908579408807687
5740.0,0.9890712524149649
5741.0,0.9874445817270738
5742.0,0.9861772970326835
5743.0,0.9852448557765768
5744.0,0.9844293509708554
5745.0,0.9834083144137791
5746.0,0.9818531772198155
5747.0,0.9794963236146339
5748.0,0.9761651207726949
5749.0,0.9718200636209285
5750.0,0.966626299030117
5751.0,0.9610253886963448
5752.0,0.9557140438016424
5753.0,0.9514569327507463
5754.0,0.9487772238385115
5755.0,0.9476976553310956
5756.0,0.9477261308727734
5757.0,0.9481473495794118
5758.0,0.9484776373968894
5759.0,0.9488130734036507
5760.0,0.9498481122415995
5761.0,0.9525343345250912
5762.0,0.9575597211723155
5763.0,0.9649274549715661
5764.0,0.9738496051945938
5765.0,0.9829957313005603
5766.0,0.9909575332580056
5767.0,0.9967040212856995
5768.0,0.999838458058868
5769.0,1.0005875777985043
5770.0,0.9995782791133795
5771.0,0.9975255407009911
5772.0,0.9949533936843528
5773.0,0.9920262037391464
5774.0,0.9885189713063897
5775.0,0.9839224288929372
5776.0,0.977655255883014
5777.0,0.9693282331215349
5778.0,0.9589765375383302
5779.0,0.947170184579693
5780.0,0.9349502251268242
5781.0,0.9236102705956274
5782.0,0.9144073570066702
5783.0,0.9083022953214945
5784.0,0.9057952310749091
5785.0,0.9068734961884237
5786.0,0.9110615830930415
5787.0,0.917557257013093
5788.0,0.9254276295432046
5789.0,0.9338134815235676
5790.0,0.9420731317555058
5791.0,0.949820205825866
5792.0,0.9568691644373681
5793.0,0.9631534000741727
5794.0,0.9686779085512187
5795.0,0.973513386336037
5796.0,0.9777826119924207
5797.0,0.9815891822826028
5798.0,0.9849003845985165
5799.0,0.9874671659941189
5800.0,0.9888746965243919
5801.0,0.9887423830172323
5802.0,0.9869805665441364
5803.0,0.9839485999224257
5804.0,0.9803999375840836
5805.0,0.9772217143429476
5806.0,0.9750968117065446
5807.0,0.9742574020902086
5808.0,0.9744420724046219
5809.0,0.9750602524895285
5810.0,0.9754761525481437
5811.0,0.9752905765101965
5812.0,0.9745191254643777
5813.0,0.973611558607407
5814.0,0.9733076664064535
5815.0,0.9743744655549301
5816.0,0.9773145081868531
5817.0,0.9821585915042282
5818.0,0.9884339265949215
5819.0,0.9953257835755569
5820.0,1.0019586550838335
5821.0,1.007665925355733
5822.0,1.0121312273734198
5823.0,1.0153600329612946
5824.0,1.0175281237939962
5825.0,1.0188041771152594
5826.0,1.019237117578786
5827.0,1.0187508554350035
5828.0,1.0172317153845185
5829.0,1.0146540742017154
5830.0,1.0111792959950396
5831.0,1.007180606359307
5832.0,1.003182102235961
5833.0,0.9997380878027234
5834.0,0.9973021913753107
5835.0,0.9961331974382294
5836.0,0.9962592423776726
5837.0,0.9974913817254809
5838.0,0.9994622313512495
5839.0,1.001673617440352
5840.0,1.003557516820017
5841.0,1.0045649772920238
5842.0,1.0042840242660982
5843.0,1.0025563153558101
5844.0,0.9995375040098641
