lam,fluxo
5716.0,0.9930835133607732
5717.0,0.9937637520553531
5718.0,0.9950819247123964
5719.0,0.9971251751024155
5720.0,0.9998790133631332
5721.0,1.0031658730863404
5722.0,1.0066199177958006
5723.0,1.0097366072356935
5724.0,1.0120031542523884
5725.0,1.013062600532434
5726.0,1.0128339058963693
5727.0,1.0115350276923658
5728.0,1.0096135879771133
5729.0,1.007627415122545
5730.0,1.0061119514289374
5731.0,1.0054503402248693
5732.0,1.0057619391465633
5733.0,1.0068467350095138
5734.0,1.0082314787435713
5735.0,1.0093295480054454
5736.0,1.0096634812949923
5737.0,1.009052536251156
5738.0,1.0076750858121213
5739.0,1.0059756420899466
5740.0,1.004462465961664
5741.0,1.003491382354139
5742.0,1.0031311002585452
5743.0,1.0031588827649043
5744.0,1.0031679559329463
5745.0,1.0027145670936748
5746.0,1.0014239650815855
5747.0,0.999019834299169
5748.0,0.9953133688826552
5749.0,0.9902290941708113
5750.0,0.9839083870338143
5751.0,0.976833363360211
5752.0,0.9698371221677984
5753.0,0.9638999105796647
5754.0,0.9597783504484757
5755.0,0.9576700511082376
5756.0,0.9571426608417994
5757.0,0.957410189903175
5758.0,0.9578151012504721
5759.0,0.958233148672625
5760.0,0.9591590181561603
5761.0,0.9614224789628538
5762.0,0.9656980319570224
5763.0,0.9720768803348708
5764.0,0.9799190210615002
5765.0,0.988042080821409
5766.0,0.9951332640383875
5767.0,1.000181809828407
5768.0,1.0027524922396498
5769.0,1.0030204907739149
5770.0,1.0015970579856854
5771.0,0.9992417728986067
5772.0,0.9965695525327773
5773.0,0.9938392637518588
5774.0,0.990879423271144
5775.0,0.98717251401992
5776.0,0.9820773036692847
5777.0,0.975118619919223
5778.0,0.9662363232971335
5779.0,0.9558903264161033
5780.0,0.9449789701441892
5781.0,0.9346160923119217
5782.0,0.9258719131014048
5783.0,0.9195752584284865
5784.0,0.9162139021500711
5785.0,0.9159116146553669
5786.0,0.9184484864197581
5787.0,0.923316558679246
5788.0,0.9298208565345715
5789.0,0.9372186941418771
5790.0,0.9448566126264909
5791.0,0.9522556054248663
5792.0,0.9591263727325717
5793.0,0.9653390130334041
5794.0,0.9708848455718024
5795.0,0.9758418002670132
5796.0,0.9803212261108124
5797.0,0.9843759205019557
5798.0,0.9878952070058965
5799.0,0.9905621730560783
5800.0,0.9919436308608958
5801.0,0.9917069968486603
5802.0,0.9898577842344093
5803.0,0.9868476496687686
5804.0,0.9834620071841874
5805.0,0.9805259581010158
5806.0,0.9785791463110077
5807.0,0.9776882870186638
5808.0,0.9774838688561399
5809.0,0.9773858094199517
5810.0,0.9768980944413346
5811.0,0.9758422490384834
5812.0,0.9744480874980459
