"lambda" "flux_orig" "err_orig" "flux_corr" "err_corr" "flux_norm" "err_norm" "flux_cont" "flux_cont_corr"
7943.1 0.000410043 1e-06 0.000410043 1e-06 0.916813811421309 0.00223589675088054 0.00044724784344634 0.00044724784344634
7943.2 0.000406786 1e-06 0.000406786 1e-06 0.90954472540128 0.0022359292733803 0.000447241338044736 0.000447241338044736
7943.3 0.000406826 1e-06 0.000406826 1e-06 0.909647391275301 0.00223596179023784 0.000447234833960928 0.000447234833960928
7943.4 0.00040968 1e-06 0.00040968 1e-06 0.916042145419119 0.00223599430145264 0.000447228331194913 0.000447228331194913
7943.5 0.000410045 1e-06 0.000410045 1e-06 0.916871612086222 0.00223602680702416 0.000447221829746693 0.000447221829746693
7943.6 0.000401495 1e-06 0.000401495 1e-06 0.897766631444642 0.00223605930695187 0.000447215329616266 0.000447215329616266
7943.7 0.000382021 1e-06 0.000382021 1e-06 0.854234025999689 0.00223609180123524 0.000447208830803632 0.000447208830803632
7943.8 0.000356839 1e-06 0.000356839 1e-06 0.797936355474253 0.00223612428987373 0.000447202333308793 0.000447202333308793
7943.9 0.000335909 1e-06 0.000335909 1e-06 0.751145185416924 0.00223615677286683 0.000447195837131743 0.000447195837131743
7944 0.000327377 1e-06 0.000327377 1e-06 0.732076928167294 0.00223618925021395 0.000447189342272494 0.000447189342272494
7944.1 0.000332014 1e-06 0.000332014 1e-06 0.742456918779762 0.00223622172191462 0.000447182848731034 0.000447182848731034
7944.2 0.000343871 1e-06 0.000343871 1e-06 0.768982963870831 0.00223625418796825 0.000447176356507374 0.000447176356507374
7944.3 0.000356454 1e-06 0.000356454 1e-06 0.797133320959636 0.00223628664837437 0.000447169865601503 0.000447169865601503
7944.4 0.000367816 1e-06 0.000367816 1e-06 0.822553947237743 0.00223631910313239 0.000447163376013427 0.000447163376013427
7944.5 0.000379849 1e-06 0.000379849 1e-06 0.849475900767501 0.00223635155224181 0.000447156887743144 0.000447156887743144
7944.6 0.00039413 1e-06 0.00039413 1e-06 0.881426024226068 0.0022363839957021 0.000447150400790655 0.000447150400790655
7944.7 0.000409307 1e-06 0.000409307 1e-06 0.915380901151785 0.0022364164335127 0.00044714391515596 0.00044714391515596
7944.8 0.000421733 1e-06 0.000421733 1e-06 0.943184289466912 0.0022364488656731 0.000447137430839061 0.000447137430839061
7944.9 0.000427817 1e-06 0.000427817 1e-06 0.956804716977746 0.00223648129218275 0.000447130947839955 0.000447130947839955
7945 0.000426301 1e-06 0.000426301 1e-06 0.953428032383152 0.00223651371304114 0.00044712446615864 0.00044712446615864
7945.1 0.000419281 1e-06 0.000419281 1e-06 0.937741297197833 0.00223654612824772 0.000447117985795122 0.000447117985795122
7945.2 0.000410876 1e-06 0.000410876 1e-06 0.918956443297924 0.00223657853780198 0.000447111506749395 0.000447111506749395
7945.3 0.000403456 1e-06 0.000403456 1e-06 0.90237410409586 0.00223661094170333 0.000447105029021467 0.000447105029021467
