"lambda" "flux_orig" "err_orig" "flux_corr" "err_corr" "flux_norm" "err_norm" "flux_cont" "flux_cont_corr"
7943.1 3.74249e-05 1e-06 3.74249e-05 1e-06 0.915018563055514 0.0244494591316347 4.09007002820001e-05 4.09007002820001e-05
7943.2 3.69314e-05 1e-06 3.69314e-05 1e-06 0.902943836664903 0.0244492176485295 4.09011042551762e-05 4.09011042551762e-05
7943.3 3.67804e-05 1e-06 3.67804e-05 1e-06 0.899243121245265 0.0244489761189455 4.09015083140884e-05 4.09015083140884e-05
7943.4 3.69505e-05 1e-06 3.69505e-05 1e-06 0.903392965726881 0.0244487345428852 4.09019124587373e-05 4.09019124587373e-05
7943.5 3.70227e-05 1e-06 3.70227e-05 1e-06 0.905149218842317 0.024448492920352 4.09023166891222e-05 4.09023166891222e-05
7943.6 3.64718e-05 1e-06 3.64718e-05 1e-06 0.891671729988914 0.024448251251348 4.09027210052442e-05 4.09027210052442e-05
7943.7 3.51095e-05 1e-06 3.51095e-05 1e-06 0.858357390799871 0.0244480095358769 4.0903125407102e-05 4.0903125407102e-05
7943.8 3.33145e-05 1e-06 3.33145e-05 1e-06 0.814465159504963 0.0244477677739412 4.09035298946965e-05 4.09035298946965e-05
7943.9 3.18444e-05 1e-06 3.18444e-05 1e-06 0.778516795857164 0.0244475259655438 4.09039344680273e-05 4.09039344680273e-05
7944 3.13183e-05 1e-06 3.13183e-05 1e-06 0.765647377963752 0.0244472841106877 4.09043391270945e-05 4.09043391270945e-05
7944.1 3.17735e-05 1e-06 3.17735e-05 1e-06 0.776768095639596 0.0244470422093756 4.09047438718985e-05 4.09047438718985e-05
7944.2 3.2712e-05 1e-06 3.2712e-05 1e-06 0.799703730157812 0.0244468002616108 4.09051487024384e-05 4.09051487024384e-05
7944.3 3.35983e-05 1e-06 3.35983e-05 1e-06 0.821362798635446 0.0244465582673959 4.09055536187149e-05 4.09055536187149e-05
7944.4 3.42906e-05 1e-06 3.42906e-05 1e-06 0.838278851204434 0.0244463162267337 4.0905958620728e-05 4.0905958620728e-05
7944.5 3.50088e-05 1e-06 3.50088e-05 1e-06 0.855827720339384 0.0244460741396273 4.09063637084775e-05 4.09063637084775e-05
7944.6 3.59807e-05 1e-06 3.59807e-05 1e-06 0.879578147661153 0.0244458320060797 4.09067688819631e-05 4.09067688819631e-05
7944.7 3.71688e-05 1e-06 3.71688e-05 1e-06 0.908613239128106 0.0244455898260936 4.09071741411854e-05 4.09071741411854e-05
7944.8 3.82758e-05 1e-06 3.82758e-05 1e-06 0.935665235655522 0.0244453475996719 4.09075794861441e-05 4.09075794861441e-05
7944.9 3.89557e-05 1e-06 3.89557e-05 1e-06 0.95227618957991 0.0244451053268176 4.09079849168391e-05 4.09079849168391e-05
7945 3.90504e-05 1e-06 3.90504e-05 1e-06 0.95458167838939 0.0244448630075336 4.09083904332707e-05 4.09083904332707e-05
7945.1 3.86975e-05 1e-06 3.86975e-05 1e-06 0.945945707286939 0.0244446206418228 4.09087960354385e-05 4.09087960354385e-05
7945.2 3.82117e-05 1e-06 3.82117e-05 1e-06 0.934061247599371 0.0244443782296881 4.09092017233429e-05 4.09092017233429e-05
7945.3 3.77669e-05 1e-06 3.77669e-05 1e-06 0.923179231254775 0.0244441357711323 4.09096074969837e-05 4.09096074969837e-05
7945.4 3.7112e-05 1e-06 3.7112e-05 1e-06 0.907161766893671 0.0244438932661584 4.09100133563608e-05 4.09100133563608e-05
7945.5 3.56788e-05 1e-06 3.56788e-05 1e-06 0.872120125122111 0.0244436507147693 4.09104193014745e-05 4.09104193014745e-05
7945.6 3.31638e-05 1e-06 3.31638e-05 1e-06 0.810636298109501 0.0244434081169679 4.09108253323246e-05 4.09108253323246e-05
7945.7 3.0112e-05 1e-06 3.0112e-05 1e-06 0.736032598715665 0.0244431654727572 4.0911231448911e-05 4.0911231448911e-05
7945.8 2.78263e-05 1e-06 2.78263e-05 1e-06 0.680156102212662 0.02444292278214 4.09116376512339e-05 4.09116376512339e-05
7945.9 2.75005e-05 1e-06 2.75005e-05 1e-06 0.6721859225808 0.0244426800451192 4.09120439392931e-05 4.09120439392931e-05
7946 2.93205e-05 1e-06 2.93205e-05 1e-06 0.716664481731608 0.0244424372616977 4.09124503130889e-05 4.09124503130889e-05
7946.1 3.23802e-05 1e-06 3.23802e-05 1e-06 0.791443144143112 0.0244421944318785 4.0912856772621e-05 4.0912856772621e-05
7946.2 3.54025e-05 1e-06 3.54025e-05 1e-06 0.86530618994941 0.0244419515556644 4.09132633178896e-05 4.09132633178896e-05
7946.3 3.7502e-05 1e-06 3.7502e-05 1e-06 0.916612957156958 0.0244417086330584 4.09136699488946e-05 4.09136699488946e-05
7946.4 3.84287e-05 1e-06 3.84287e-05 1e-06 0.939253751564593 0.0244414656640634 4.0914076665636e-05 4.0914076665636e-05
7946.5 3.84143e-05 1e-06 3.84143e-05 1e-06 0.938892459193276 0.0244412226486823 4.09144834681138e-05 4.09144834681138e-05
7946.6 3.79603e-05 1e-06 3.79603e-05 1e-06 0.92778691741328 0.0244409795869179 4.09148903563281e-05 4.09148903563281e-05
7946.7 3.76329e-05 1e-06 3.76329e-05 1e-06 0.919775791832028 0.0244407364787733 4.09152973302787e-05 4.09152973302787e-05
7946.8 3.78008e-05 1e-06 3.78008e-05 1e-06 0.923870200051359 0.0244404933242513 4.09157043899658e-05 4.09157043899658e-05
7946.9 3.84428e-05 1e-06 3.84428e-05 1e-06 0.939551647442105 0.0244402501233548 4.09161115353894e-05 4.09161115353894e-05
7947 3.92162e-05 1e-06 3.92162e-05 1e-06 0.958444197653996 0.0244400068760868 4.09165187665493e-05 4.09165187665493e-05
7947.1 3.97271e-05 1e-06 3.97271e-05 1e-06 0.970920931816356 0.0244397635824502 4.09169260834456e-05 4.09169260834456e-05
7947.2 3.97493e-05 1e-06 3.97493e-05 1e-06 0.971453821973129 0.0244395202424478 4.09173334860784e-05 4.09173334860784e-05
7947.3 3.92852e-05 1e-06 3.92852e-05 1e-06 0.960101879146575 0.0244392768560826 4.09177409744476e-05 4.09177409744476e-05
7947.4 3.85485e-05 1e-06 3.85485e-05 1e-06 0.942088079920296 0.0244390334233575 4.09181485485533e-05 4.09181485485533e-05
7947.5 3.79092e-05 1e-06 3.79092e-05 1e-06 0.926454975755526 0.0244387899442754 4.09185562083953e-05 4.09185562083953e-05
7947.6 3.77334e-05 1e-06 3.77334e-05 1e-06 0.922149447440631 0.0244385464188393 4.09189639539738e-05 4.09189639539738e-05
7947.7 3.81538e-05 1e-06 3.81538e-05 1e-06 0.932414119165853 0.024438302847052 4.09193717852887e-05 4.09193717852887e-05
7947.8 3.89865e-05 1e-06 3.89865e-05 1e-06 0.952754396128153 0.0244380592289165 4.091977970234e-05 4.091977970234e-05
