"lambda" "flux_orig" "err_orig" "flux_corr" "err_corr" "flux_norm" "err_norm" "flux_cont" "flux_cont_corr"
7942.4 0.000430245 1e-06 0.000430245 1e-06 0.959172677029217 0.00222936391365203 0.000448558440313969 0.000448558440313969
7942.1 0.000387499 1e-06 0.000387499 1e-06 0.863840233408449 0.0022292708714305 0.000448577161625186 0.000448577161625186
7942.2 0.000405425 1e-06 0.000405425 1e-06 0.903814717782558 0.00222930188760574 0.000448570920591645 0.000448570920591645
7942.3 0.000421489 1e-06 0.000421489 1e-06 0.939639295396047 0.00222933290167963 0.000448564680154577 0.000448564680154577
7942.4 0.000430245 1e-06 0.000430245 1e-06 0.959172677029217 0.00222936391365203 0.000448558440313969 0.000448558440313969
7942.5 0.00043061 1e-06 0.00043061 1e-06 0.959999748018078 0.00222939492352263 0.000448552201069839 0.000448552201069839
7942.6 0.00042553 1e-06 0.00042553 1e-06 0.948687616542389 0.0022294259312913 0.00044854596242217 0.00044854596242217
7942.7 0.0004197 1e-06 0.0004197 1e-06 0.935703076441188 0.0022294569369578 0.000448539724370971 0.000448539724370971
7942.8 0.000416366 1e-06 0.000416366 1e-06 0.928282975843337 0.00222948794052189 0.000448533486916244 0.000448533486916244
7942.9 0.000415213 1e-06 0.000415213 1e-06 0.925725248457754 0.0022295189419834 0.000448527250057984 0.000448527250057984
7943 0.00041355 1e-06 0.00041355 1e-06 0.922030378242033 0.00222954994134212 0.000448521013796188 0.000448521013796188
7943.1 0.000410043 1e-06 0.000410043 1e-06 0.914224056805454 0.00222958093859779 0.000448514778130868 0.000448514778130868
7943.2 0.000406786 1e-06 0.000406786 1e-06 0.906974920082529 0.00222961193375025 0.000448508543062012 0.000448508543062012
7943.3 0.000406826 1e-06 0.000406826 1e-06 0.907076713338044 0.00222964292679928 0.000448502308589623 0.000448502308589623
7943.4 0.00040968 1e-06 0.00040968 1e-06 0.913452810621628 0.00222967391774465 0.000448496074713704 0.000448496074713704
7943.5 0.000410045 1e-06 0.000410045 1e-06 0.914279348421114 0.00222970490658614 0.000448489841434255 0.000448489841434255
7943.6 0.000401495 1e-06 0.000401495 1e-06 0.895227812489952 0.00222973589332358 0.000448483608751271 0.000448483608751271
7943.7 0.000382021 1e-06 0.000382021 1e-06 0.851817772483901 0.00222976687795671 0.000448477376664761 0.000448477376664761
7943.8 0.000356839 1e-06 0.000356839 1e-06 0.795678838737733 0.00222979786048535 0.000448471145174717 0.000448471145174717
7943.9 0.000335909 1e-06 0.000335909 1e-06 0.749019576121004 0.0022298288409093 0.000448464914281138 0.000448464914281138
7944 0.000327377 1e-06 0.000327377 1e-06 0.730004818039508 0.00222985981922831 0.000448458683984031 0.000448458683984031
7944.1 0.000332014 1e-06 0.000332014 1e-06 0.740354962557943 0.00222989079544219 0.000448452454283394 0.000448452454283394
7944.2 0.000343871 1e-06 0.000343871 1e-06 0.766805428817179 0.00222992176955073 0.000448446225179224 0.000448446225179224
7944.3 0.000356454 1e-06 0.000356454 1e-06 0.794875574537786 0.00222995274155371 0.000448439996671523 0.000448439996671523
7944.4 0.000367816 1e-06 0.000367816 1e-06 0.820223688811033 0.00222998371145092 0.000448433768760291 0.000448433768760291
7944.5 0.000379849 1e-06 0.000379849 1e-06 0.847068845895463 0.00223001467924218 0.000448427541445524 0.000448427541445524
7944.6 0.00039413 1e-06 0.00039413 1e-06 0.87892789003517 0.00223004564492723 0.000448421314727229 0.000448421314727229
7944.7 0.000409307 1e-06 0.000409307 1e-06 0.912785966397722 0.00223007660850589 0.0004484150886054 0.0004484150886054
7944.8 0.000421733 1e-06 0.000421733 1e-06 0.940509955809508 0.00223010756997794 0.00044840886308004 0.00044840886308004
7944.9 0.000427817 1e-06 0.000427817 1e-06 0.954091175208005 0.00223013852934316 0.00044840263815115 0.00044840263815115
7945 0.000426301 1e-06 0.000426301 1e-06 0.950723482307643 0.00223016948660135 0.000448396413818728 0.000448396413818728
7945.1 0.000419281 1e-06 0.000419281 1e-06 0.935080671418347 0.0022302004417523 0.000448390190082773 0.000448390190082773
7945.2 0.000410876 1e-06 0.000410876 1e-06 0.916348554568117 0.00223023139479579 0.000448383966943288 0.000448383966943288
7945.3 0.000403456 1e-06 0.000403456 1e-06 0.899812724959493 0.00223026234573161 0.000448377744400272 0.000448377744400272
7945.4 0.000394209 1e-06 0.000394209 1e-06 0.879201689355027 0.00223029329455955 0.000448371522453725 0.000448371522453725
7945.5 0.000376526 1e-06 0.000376526 1e-06 0.839775065271972 0.00223032424127941 0.000448365301103644 0.000448365301103644
7945.6 0.000347061 1e-06 0.000347061 1e-06 0.774069301170505 0.00223035518589097 0.000448359080350033 0.000448359080350033
7945.7 0.000312494 1e-06 0.000312494 1e-06 0.69698228280636 0.00223038612839402 0.000448352860192888 0.000448352860192888
7945.8 0.000288127 1e-06 0.000288127 1e-06 0.642643378778776 0.00223041706878833 0.000448346640632214 0.000448346640632214
7945.9 0.000287553 1e-06 0.000287553 1e-06 0.641372015778068 0.00223044800707372 0.000448340421668009 0.000448340421668009
7946 0.000312279 1e-06 0.000312279 1e-06 0.696531733919151 0.00223047894324995 0.000448334203300272 0.000448334203300272
7946.1 0.000350933 1e-06 0.000350933 1e-06 0.782759522776428 0.00223050987731683 0.000448327985529003 0.000448327985529003
7946.2 0.000387876 1e-06 0.000387876 1e-06 0.865173246938019 0.00223054080927415 0.000448321768354203 0.000448321768354203
