Nome,Slope,Idade Média(L),Idade Média Log(L),Metalicidade Média(L),Metalicidade Média Log(L)Idade Média(M),Idade Média Log(M),Metalicidade Média(M),Metalicidade Média Log(M),Mcor,Mini
290-51941-245,1.3,7.415220883044177,4.98127497083404,0.12823081010279525,,9.323874814497643,0.21244485725114876,0.13570632612158,10.675967134311009,10.885628892840995
291-51928-156,1.3,7.684198168419817,5.497521796905197,0.13533617331645828,,9.35715740043708,0.21676844372510956,0.14205575492908284,10.773151353387059,10.982854358470917
291-51928-439,1.3,7.851177339882266,5.809018639114189,0.1324633856462768,,9.375669847452917,0.21247599693716096,0.1351202461582618,10.800120250568781,11.0100300822373
291-51928-571,1.3,7.5481780701821934,5.248013984156414,0.1281880031892827,,9.319199506881883,0.21107315432585233,0.13297000222584432,10.75312404284625,10.962880617919895
292-51609-393,1.3,7.946460185707962,6.028305850272817,0.12853462054734682,,9.353624228239486,0.20737176076715186,0.12722314857272157,10.746433935665799,10.956473494423799
294-51986-253,1.3,7.69293225,5.5160230650665785,0.13378691671920706,,9.352458827852617,0.2152034130474852,0.13940915733583154,10.968837458568736,11.178584271972015
295-51985-410,1.3,7.384906425,4.924045334347912,0.13081874228518006,,9.331709444093786,0.21529327475238513,0.14054621523795002,10.974505060335986,11.184079801153285
295-51985-486,1.3,7.499903725019255,5.144394866886983,0.13119693694727647,,9.335835989959431,0.21462127114551705,0.1388142280570351,10.83681466755907,11.046476505192492
295-51985-634,1.3,7.329456075,4.832913122733911,0.12713159599802112,,9.306850479545949,0.21194941905134929,0.1353027914549434,10.919134387706649,11.128738276148981
296-51984-230,1.3,7.335423357915328,4.845669991599546,0.12723048239074208,,9.306012127676302,0.21198451227722054,0.13531958083963988,10.804425400163622,11.01403026505051
296-51984-233,1.3,7.465237056952588,5.064677429019562,0.13147006928983124,,9.347168918102224,0.21538046051930518,0.14031713636892917,10.679896327908159,10.889534951249873
296-51984-422,1.3,7.2052753294724665,4.6288946992397415,0.11717514494421254,,9.237253755492548,0.20274106792884972,0.1205982766158804,10.693729258233597,10.903426211241587
297-51959-198,1.3,7.694917230508277,5.531656377467827,0.13152802379679723,,9.336816816733478,0.21291615220909038,0.13553274307991697,10.744992533365973,10.954785519573447
297-51959-467,1.3,7.699305180069482,5.54567387514113,0.13103439904405836,,9.330358018578574,0.21228827735845435,0.1344375537776955,10.781662966618503,10.991467048326136
299-51671-590,1.3,7.70561389556139,5.509648964465056,0.13652970857311494,,9.387460088111533,0.21807861994926492,0.1441333022370428,10.725901217247397,10.935626251814439
302-51688-99,1.3,7.576079975,5.32622774636859,0.12743814725469454,,9.29607168616147,0.20979882174379966,0.1305500096721247,10.639613868258769,10.849387305017098
302-51688-176,1.3,7.949489214897843,6.0037513306191475,0.13151321932928983,,9.385834206420927,0.2105641105108529,0.13230492344088987,10.478364941856107,10.688368529250104
302-51688-623,1.3,7.508461051692211,5.153927360372193,0.13080025084716995,,9.341081537742864,0.21425356599111162,0.13816060431135208,10.43894036107159,10.64862690190884
302-51688-636,1.3,7.313085975234391,4.830989752211211,0.12148443147588608,,9.259867282698258,0.20617002710147128,0.1256747256655745,10.517874319628037,10.727567453785676
303-51615-75,1.3,7.491927375807262,5.139600322111915,0.1311529658135084,,9.327033478815485,0.2145497762740321,0.13883250423717397,10.922582183599433,11.132224336782297
303-51615-278,1.3,7.729339875,5.561842016108082,0.13339693495652022,,9.378614439531448,0.21504709420762635,0.139138575379705,10.743519901420173,10.953328130197963
303-51615-552,1.3,7.314808181480818,4.824336322785494,0.1254935684233446,,9.283573406987008,0.2102725491225856,0.13247667353394632,10.727353554801896,10.936963771865843
304-51609-90,1.3,7.116621913351233,4.490749412470106,0.10794025226775786,,9.167951549180202,0.19398184091103843,0.10627291263745237,10.475387852226476,10.68518813336393
305-51613-506,1.3,7.495731625853674,5.134174672465477,0.13290114105493386,,9.343142912398001,0.21637831832114712,0.1418074889869682,10.869210429471986,11.078827608414546
306-51637-72,1.3,7.699508070196771,5.520376343881367,0.13405133791820462,,9.360714625672744,0.21549394738198585,0.13984216686308132,10.817663011802303,11.027419028039855
307-51663-385,1.3,7.588750042750009,5.333733773218699,0.12707708703090106,,9.310844313419013,0.2095814624823233,0.1300628133483435,10.415462281368606,10.625276378530648
310-51990-71,1.3,7.495729874999999,5.1547335587659395,0.1311979930876465,,9.319106096410303,0.21441685984466832,0.13850599937186248,10.83478560348307,11.04442238901416
310-51990-74,1.3,7.488366951163305,5.139354824613446,0.13025170742029074,,9.31746640013762,0.21359885411779134,0.13715554848682351,10.743484171208452,10.953140030496714
310-51990-390,1.3,7.086816165,4.457676619140961,0.10544120294808022,,9.134731253821792,0.1913820062603367,0.10205440192245627,10.75075979148696,10.960566635231448
311-51665-186,1.3,7.572376914475382,5.294147959695365,0.13196221734591262,,9.330038173659393,0.214477002984588,0.1384936219377422,11.064770262933623,11.274452836130717
311-51665-605,1.3,7.69302130569787,5.5143160738625925,0.13450983936891808,,9.35492709081774,0.21588432448319678,0.14047683117898557,10.839959578393119,11.0496913104095
313-51673-26,1.3,7.495623424562343,5.1276358914861255,0.13327096510410102,,9.35011538275359,0.21688406779387467,0.1425924044177522,10.85350387161638,11.06311874196034
313-51673-153,1.3,7.499817250036551,5.160142903171794,0.12921963123719546,,9.316385432247431,0.21251357265958465,0.1353983643598861,10.304128514946981,10.51381830966118
313-51673-414,1.3,7.6939236,5.54907581105556,0.12944789167922233,,9.314149686811943,0.210652735019852,0.13181292712010226,10.728703874224859,10.938524910892822
315-51663-557,1.3,7.492383947715184,5.132976925847217,0.13160375289166387,,9.334293641260736,0.2150774093032577,0.13960729587802198,10.696507351779765,10.906148817403531
315-51663-581,1.3,7.493108274310827,5.149220643274959,0.1303367551781351,,9.317593649739836,0.21362469220822713,0.1372538018416117,10.516539661936706,10.726195323949371
328-52282-505,1.3,7.659007636396946,5.414979232240771,0.135090162739228,,9.384649373065082,0.21727125923073143,0.14292461485488683,10.646114025558104,10.85584045689659
328-52282-507,1.3,7.988644625,6.038233215180426,0.13373550892634115,,9.432854139463911,0.21288288298378205,0.13613777153130444,10.639915087777348,10.849941235017264
329-52056-140,1.3,7.493275672982702,5.13618150364459,0.13088324713529748,,9.331217713561639,0.21433436908941012,0.1384333609241417,10.61079552304535,10.820453099436994
330-52370-600,1.3,7.336919948924016,4.843456504400984,0.12704950606968196,,9.309494560635601,0.21180606147770908,0.13508760741556866,10.838506665475336,11.048121647303473
332-52367-535,1.3,7.647695185230481,5.4386842111193765,0.12896117085027695,,9.326687287001382,0.21083881054687492,0.1322249900971544,10.69836333575321,10.908183584972573
333-52313-428,1.3,7.69539973361992,5.522349025449231,0.13309101768293208,,9.349737463359478,0.2145567986348233,0.13826853941983588,10.832069636060695,11.041834050814852
334-51993-57,1.3,7.700324354967565,5.554301425088167,0.12928741206142902,,9.320889942843316,0.21056096726920187,0.1316439643358975,10.608460692003684,10.818299361479616
334-51993-240,1.3,7.064889142555429,4.430278511196807,0.1031592901451034,,9.110473234962436,0.1890455743489981,0.09821664280497344,10.647517562969465,10.857343170630854
336-51999-580,1.3,7.347680625,4.871510741679781,0.12806703466038513,,9.306197953338751,0.21270134060063595,0.13640104194597868,11.027819284509926,11.237410322171968
337-51997-365,1.3,7.333767058246588,4.863113515465417,0.12553067047398506,,9.281130784828214,0.21010086209923495,0.13206908979654045,10.705346086468149,10.914967796186907
337-51997-366,1.3,7.500030649990805,5.1437595968734025,0.1322408151307075,,9.33966405630144,0.2156553644949561,0.14052818908424317,10.725436185564984,10.935073365611224
337-51997-415,1.3,7.48502969850297,5.13013231868671,0.13098466278125295,,9.322351114292575,0.21441651346061613,0.13849152920084096,10.77220672934051,10.98184566564371
337-51997-417,1.3,7.483775826622417,5.124545746659095,0.13134752392368954,,9.326598889432935,0.21483261973162265,0.13922719673618889,10.799582397818723,11.00921425708729
337-51997-450,1.3,7.12923551792355,4.518177284651977,0.11012630595718954,,9.176795350495832,0.1960651768340183,0.10974915725681567,10.866610392043953,11.076367381268158
338-51694-459,1.3,7.599880430023913,5.334847705528488,0.13162393050897503,,9.341002142502854,0.21408105188886503,0.13767086572709455,10.700776592701418,10.910504048137593
338-51694-464,1.3,7.696487730351227,5.501650898150676,0.13538592110054842,,9.375753344050594,0.21700337633189015,0.1423818404351478,10.713448772661213,10.92318224963353
338-51694-468,1.3,7.251902925380586,4.695073554161744,0.12278124383679158,,9.280073060582144,0.20821574569596912,0.12943239525793468,10.977842482622245,11.187473227377842
338-51694-495,1.3,7.459243658151268,5.0742226909208075,0.13052098800505468,,9.325582877519805,0.21426073030153078,0.13842278976954608,10.786122794257718,10.995757395773284
339-51692-192,1.3,7.4930019,5.1413855526810455,0.13095102042166376,,9.326021648338935,0.21434459305922376,0.13838524339073244,10.80315989501384,11.012809888741934
339-51692-276,1.3,7.948553685289263,6.021500547810142,0.12958624952285872,,9.363768908408229,0.20845397590178544,0.1287357244730547,10.687854820038837,10.897887710267588
339-51692-422,1.3,7.419936008006399,4.988535251160722,0.13141062598981626,,9.336450766183704,0.21560383331633381,0.14091290651677596,10.702690653369272,10.912281019503435
339-51692-594,1.3,7.6868216,5.509010616528132,0.1334564392455963,,9.346768529704555,0.2148872876258548,0.13884982258492992,10.926136982679482,11.135882731504163
339-51692-603,1.3,7.475926547592655,5.112146039725736,0.13248040466443964,,9.327516051674959,0.21599892478481722,0.14117583209441345,10.787427762365713,10.997022480863
339-51692-609,1.3,7.4874149962245,5.127617643540805,0.13224502973675284,,9.332388390407502,0.21567248758899438,0.14064854329430682,10.688507894558107,10.898124836991022
340-51990-389,1.3,7.49184845,5.125518857140044,0.13341653050818766,,9.345436256279976,0.21692903106548803,0.14270832452911486,10.778503775297844,10.988107234553075
340-51990-390,1.3,7.625427337542734,5.405537408054042,0.1285982969845332,,9.315316566653525,0.2106084648910408,0.13182793781052882,10.692447416108118,10.902247679878778
341-51690-133,1.3,7.6835673,5.505860510954154,0.13369836900080867,,9.344540358238087,0.21510706759971096,0.13923938535164695,11.061065224219226,11.270798734550223
341-51690-542,1.3,7.392016457395062,4.962873919196023,0.12631238419881466,,9.294349222982994,0.21043006565057232,0.13244023093972745,10.756144334924596,10.965806323502822
350-51691-90,1.3,7.698327960334408,5.562263177316792,0.12798585393495884,,9.306528540939077,0.20909453545425186,0.12923220933441013,10.61292319726424,10.822781210390323
350-51691-92,1.3,6.954285565428556,4.308923001247843,0.09186332857907334,,8.964234913314394,0.17677682433769548,0.0780629591365234,10.594709821217076,10.80460448334929
350-51691-251,1.3,7.96208209620821,6.058102870406448,0.12857419808053236,,9.355925493363317,0.20719536421643833,0.12699643195438,10.695910423672027,10.905961904383016
351-51695-578,1.3,7.4878934,5.118472774746673,0.13290346552198642,,9.343861007153091,0.2164637513463462,0.14201881466509908,10.965503118491792,11.175114196242138
355-51788-290,1.3,7.541485887445767,5.227136278218073,0.13013901454213533,,9.330904715360578,0.2131250291509901,0.13629707647418934,10.784722398838149,10.994436283106674
359-51821-368,1.3,7.951489729851026,5.996045393775075,0.13489955125035968,,9.403907682500053,0.213791132735665,0.13779077034098336,10.597600810240355,10.807533431824721
362-51999-296,1.3,7.23470779694156,4.681826215508129,0.11924962383014291,,9.248990305200817,0.2045359430508159,0.12344294515868247,10.747853814133453,10.957532626377024
363-51989-174,1.3,7.699456375,5.53563429385977,0.13197803384935397,,9.342432328460644,0.21334389069395293,0.1363683653109634,10.838085754213681,11.047872624496588
363-51989-279,1.3,7.542326845767315,5.184987087874143,0.13620192867079894,,9.388154901556344,0.2196084188707203,0.14710901142564667,10.776322293620982,10.985935845048626
363-51989-494,1.3,7.287738832547767,4.756668257830922,0.12495224158223775,,9.294621095736773,0.21013746205427472,0.132491107721293,10.82542553206478,11.035041137189754
367-51997-234,1.3,7.471375052862494,5.084435543988062,0.13475462924963882,,9.351518921589255,0.21848138706658948,0.14540073665655065,11.212937629654673,11.422494164353427
371-52078-283,1.3,7.33504041649596,4.853369211645147,0.1276176686398365,,9.299434957326813,0.2122938582550313,0.1357948302927594,11.008031029213145,11.217616050663166
371-52078-335,1.3,7.3307869169213085,4.8533534126568325,0.12624690385821358,,9.287666161251993,0.21089427215614653,0.13343819448705407,10.84167721290833,11.051283689156744
374-51791-118,1.3,7.328731757873175,4.834190211701962,0.12727478358803893,,9.30470482309767,0.21209304609851287,0.13550430541773578,10.858591659403196,11.068187946416101
374-51791-182,1.3,7.491361273272254,5.127437210189388,0.13253944403191711,,9.340778525502767,0.21607133256593303,0.1413041448875279,10.849882527131822,11.059503192399465
374-51791-405,1.3,7.487041972408395,5.146394066119511,0.13006629290898403,,9.308180166699694,0.21332092017321513,0.13665341023594657,10.899516328938574,11.109165445431293
376-52143-78,1.3,7.218509553149044,4.658388490184364,0.11877824375909016,,9.241058791700336,0.20417528818270014,0.12287385868762604,10.985305666400464,11.194974122504638
376-52143-471,1.3,7.488957453312763,5.138480697727891,0.13093859603435076,,9.321834112977427,0.2142840856614084,0.13838891211603163,10.611914067969161,10.821554394582591
378-52146-611,1.3,7.115870018174005,4.504999496605778,0.10812079365305438,,9.155920620122307,0.1939900252042554,0.1063069724994162,10.594115163485784,10.80389352402954
379-51789-562,1.3,7.154334465433447,4.566815377399772,0.1113024964563659,,9.181416253262945,0.19699820750119995,0.11117275447612282,10.695841299273042,10.905592084227402
380-51792-509,1.3,7.223668297366829,4.661299491755832,0.11901689248764555,,9.247875222584685,0.20441123612485324,0.12328868261185671,10.623829957215506,10.83350457996605
382-51816-366,1.3,7.334535241546475,4.8848023837772185,0.12234248524759654,,9.254763072332178,0.20684528168821203,0.12657578124822805,10.365548696174457,10.575226791520528
383-51818-381,1.3,7.285062325,4.758522978916243,0.12391444666455313,,9.284307826408554,0.20902774172288402,0.1306459026039501,10.615556233501936,10.825186764182247
384-51821-577,1.3,7.17039970796003,4.575952856206875,0.11493912159830778,,9.215918745868432,0.2007637555959496,0.11737765705494413,11.137284395001078,11.346988162577981
385-51783-354,1.3,7.480924009537996,5.13401131312974,0.13071532424485088,,9.311142188893065,0.21403715715850247,0.13791487991458545,10.954894031747317,11.164522396569728
387-51791-465,1.3,7.413984874195463,4.9916071062312986,0.126624727884993,,9.30644111428334,0.21064526560592614,0.13272768780874955,10.661980104326357,10.871666085159303
387-51791-552,1.3,7.49772660022734,5.139989392531082,0.1315052451334731,,9.336967735489424,0.21497658250877144,0.13938602827323268,10.631616607550084,10.841269097967087
389-51795-62,1.3,7.33453749154625,4.842585459053159,0.12683743938249167,,9.30592919636916,0.21162711341717305,0.13473568775692618,10.513517603265262,10.723132496546315
390-51900-586,1.3,7.974225452577454,6.058416450429924,0.1280158876915505,,9.377544139798191,0.20699119248372444,0.12659775029384174,10.560627245903175,10.770728544121855
392-51793-86,1.3,7.4800773289845335,5.156591284870557,0.12773159753234287,,9.281503402141963,0.2109153141190116,0.13262900518159954,10.719438923895568,10.929113506307901
394-51913-40,1.3,8.171174757882524,6.349995395979512,0.13505209151390446,,9.50863581363022,0.212972062953143,0.13754039088916406,10.955375682395333,11.165538588870325
395-51783-177,1.3,7.258449723310055,4.7331721843333945,0.12034297395206216,,9.24833588120842,0.20543727273165419,0.12471359317082116,10.482737544936402,10.692403617634952
398-51789-76,1.3,7.63690284761943,5.414200005812046,0.1304033205315511,,9.332424454821503,0.21242773914701063,0.13475322885470498,10.71500981883286,10.924790317593308
398-51789-448,1.3,7.2666291466741715,4.722371023606473,0.121632275584226,,9.275261307333954,0.20688429546017,0.12721005686082362,10.780222821223722,10.989891509780453
399-51817-171,1.3,7.2913553417289325,4.7673176877623025,0.1242700761265757,,9.288484104116945,0.2093839821875469,0.13116109421538882,10.758840258344094,10.968471707955011
399-51817-427,1.3,7.4570291,5.058665699371153,0.13324383999868092,,9.344001799300928,0.21709835848946374,0.14314090358899742,11.02779027373318,11.23736923681382
402-51793-221,1.3,7.693449553275223,5.53444985180651,0.1309281196154676,,9.329791739853821,0.21225768341774026,0.13440162869617428,10.75839630595968,10.96819821514524
403-51871-54,1.3,8.12617784976443,6.360178067629059,0.12764578604341573,,9.405027712972808,0.20504599168615378,0.12505694364952225,10.36713070413754,10.577329178438582
403-51871-403,1.3,8.231925075,6.579325621240526,0.12361770659693065,,9.41492253801837,0.2003239601753278,0.11820897810106118,10.801306913124268,11.011668063599455
404-51812-67,1.3,7.617370801525839,5.378893378756981,0.13123850200751958,,9.332584037020256,0.21337765140354067,0.13655456750583372,10.656136161631654,10.865875219716518
404-51812-287,1.3,7.538374382674877,5.251750375394086,0.12889579833592646,,9.300057902383006,0.2115396645913613,0.13364895958672146,10.407338852525564,10.61704743565918
404-51812-312,1.3,7.75378890113667,5.646827518197506,0.131931227436195,,9.339825736441352,0.21250039040455554,0.13511547527726195,10.81316756980481,11.022987624091959
407-51820-132,1.3,7.217151713139316,4.651519095838364,0.11929668141991083,,9.247037538052101,0.20473899345853197,0.12386390417284425,10.665949193116925,10.875608977432837
407-51820-343,1.3,7.678895885779178,5.537081536344223,0.12817909021543175,,9.295312281719882,0.20938999117657495,0.1296634045337827,10.550079017958987,10.759903460086178
407-51820-609,1.3,7.044758005,4.406383340613935,0.10060327888402769,,9.082928003262968,0.18633141303487816,0.09373344493205003,10.662573948047626,10.872425764977987
409-51871-427,1.3,7.23252190349562,4.678234143513237,0.11997600731265808,,9.25156063224275,0.20529791116162355,0.12471538419168327,10.652313984701506,10.86197307933189
411-51817-41,1.3,7.131508376301676,4.525655816753651,0.11047288144982137,,9.175995549751407,0.19636635926908172,0.11023319800537562,10.703060633376834,10.912808532137388
412-52258-514,1.3,7.461631917326383,5.060620499936041,0.13003202812099823,,9.339699282024537,0.213931810640132,0.13798442074094183,10.251556207275684,10.461222838814521
415-51810-134,1.3,7.01761619823838,4.37490297029083,0.0978366662943492,,9.049016279333514,0.18336961072905592,0.08885872463120328,10.550460561377932,10.760331460482009
418-51817-199,1.3,7.543690717476288,5.239470552744767,0.13178771232379297,,9.32810250180001,0.21458476927475584,0.13872848247144712,10.566260588919395,10.775925609749994
418-51817-630,1.3,8.306896269310373,6.647018122453486,0.12800925958466386,,9.505103078763252,0.2049999693409546,0.12556353533770734,10.630277315687257,10.840679126649615
419-51879-439,1.3,7.7600090010009,5.651266138754736,0.1312628720935789,,9.345731108103367,0.21198016507746564,0.13412625878234088,10.716923111870978,10.926775135940376
422-51811-139,1.3,7.201273105509241,4.605763147694863,0.11826086170461839,,9.256274000853137,0.2041426745091935,0.12293057794759296,10.85193659706338,11.061621759994422
422-51811-166,1.3,7.221869275,4.660238561794544,0.11911295511920157,,9.246217905482325,0.20451054511736416,0.1234526068570489,10.958786335295345,11.168454309878703
426-51882-200,1.3,7.480434446086888,5.109438221769069,0.13326796920858155,,9.340190194904295,0.21687589269538746,0.1426505740788152,10.797688402979924,11.007279292823686
428-51883-211,1.3,7.423123617312362,5.013963131818211,0.12768755675632373,,9.306776548394174,0.211668628527369,0.1343183399943816,10.459251245696759,10.668912595427114
430-51877-325,1.3,7.322546417745358,4.8467099476339675,0.1259607238733161,,9.278852519049519,0.21061164957240575,0.13295159772761167,10.693217911941383,10.902815236040922
432-51884-170,1.3,7.519399228879847,5.146532463954036,0.13262016153380873,,9.371483312306015,0.21629326462480103,0.14149528162803418,10.556998186736104,10.766679594912247
432-51884-470,1.3,7.4671726,5.083624310849986,0.13059182097859878,,9.330193573889675,0.21430279233650912,0.1384149367221733,10.695623986061793,10.905269976011045
435-51882-509,1.3,7.473390755321849,5.118905398944011,0.12913160392964135,,9.306059552886664,0.21251667822560544,0.13548919545336063,10.956971627008746,11.166631968490778
435-51882-538,1.3,7.50314865062973,5.141981242480708,0.13203612368654793,,9.34637341675059,0.2155130471416153,0.14037379443648862,10.709588264180175,10.919240141962513
437-51876-144,1.3,7.497697574309273,5.135098764285494,0.13193859010737222,,9.343206029114317,0.21545239175472813,0.14031178455162546,10.653236633557153,10.8628817571883
439-51877-40,1.3,7.3556436316930895,4.887001635172197,0.1272354093052545,,9.30321034437955,0.2117715846491819,0.13487937087282165,10.498179099716227,10.707795721865814
439-51877-165,1.3,7.5050189260037845,5.150077913655215,0.13411405652233138,,9.34797250362513,0.21746063317944356,0.14359265732281895,10.797856780459348,11.007452850490804
441-51868-111,1.3,7.338456316154368,4.82860043984223,0.12903601530897027,,9.33320716612074,0.21405067112394574,0.13875909688109445,10.469118011673611,10.678707741694364
442-51882-108,1.3,7.565733348706661,5.246301914000255,0.1352661430599638,,9.370758804566877,0.21818987591534,0.14475325088868762,10.524309931735782,10.733944634475236
442-51882-146,1.3,7.6993561699356174,5.528731924802164,0.13244895190527972,,9.348668682161628,0.2138383151519427,0.1370604589909809,10.57381286291326,10.783599734181994
443-51873-598,1.3,7.7044298,5.53012194500424,0.13423057577381542,,9.361133506177191,0.2155679375230064,0.14002520055009932,10.555099509048585,10.76485386514614
443-51873-633,1.3,7.957351825,6.043762738419123,0.12659298774403346,,9.35517521995089,0.2055687614728599,0.12402074580610999,10.461023310495602,10.67113204351363
444-51883-147,1.3,7.1426036427810935,4.532903206072372,0.11150126942445675,,9.192353853096229,0.1974531811300737,0.1120363007881144,10.810957831568908,11.020705547431772
444-51883-626,1.3,7.206335391267078,4.637583303352555,0.11800549091302605,,9.235630438187668,0.2034922297821703,0.12180704579501764,10.835047671668086,11.044720781717203
445-51873-567,1.3,7.257670625,4.693666379813439,0.12306420261085045,,9.292599230947674,0.20859371898862364,0.13007608801228854,10.89362581472658,11.103268499555096
445-51873-581,1.3,7.634266188426619,5.38492739034069,0.1326704014589516,,9.359713863201211,0.21490264117718644,0.1390401934704376,10.86051406238414,11.070259775992758
445-51873-622,1.3,7.50487019951298,5.155188378494032,0.13068387603218282,,9.333379041891684,0.21407696801534395,0.13792381522656583,10.546635754524118,10.75631104517413
446-51899-71,1.3,7.684163625,5.500016200157402,0.13479755717130434,,9.3535035138095,0.21622179115707985,0.14113306741649936,10.624803769914783,10.834517758798466
447-51877-460,1.3,7.518626228725246,5.19134670897266,0.1298240521066074,,9.322281530754895,0.21295887971432695,0.136011961345542,10.83596673017563,11.04566344813692
448-51900-180,1.3,7.139204396079561,4.522173803578896,0.11043141391141534,,9.190620641804575,0.19645376840144424,0.11038097193926617,10.319803158688412,10.529576664188845
448-51900-411,1.3,7.466562653343734,5.091296074114354,0.1284732057526203,,9.316140231002926,0.21211219565625405,0.13484462849147294,10.767664677048359,10.977351118896705
448-51900-518,1.3,7.624618399923678,5.362070972358452,0.1337736322862766,,9.3661425822834,0.21610616470202765,0.14106923690008888,10.918043787142985,11.127760149059117
449-51900-193,1.3,7.8057787,5.727905973498938,0.13108895677416682,,9.36160392549823,0.2115547284106662,0.13360033471496283,10.76273109886555,10.97263220884101
450-51908-367,1.3,7.675794357420564,5.471455991630673,0.13210777532189336,,9.355491805048906,0.21387345431594187,0.13720104263529573,10.697688737803833,10.907476522621124
452-51911-333,1.3,7.216481239944373,4.653110821358,0.11702449034796576,,9.234278548223175,0.20244554905767856,0.12005583315464177,10.858511366659517,11.068218077081992
453-51915-343,1.3,7.408380463352185,4.9679097287814935,0.12603123021407395,,9.316299376232683,0.21024499708585714,0.132172629724521,10.762266614587984,10.971976432849274
457-51901-570,1.3,7.2008507450850745,4.6274502123503,0.11788317293505933,,9.234559749061086,0.2034473274031116,0.12173378224819205,11.033511800673816,11.243181838326093
459-51924-211,1.3,8.25760045,6.624763802874971,0.1176577212073299,,9.413691906288824,0.19485411782417378,0.10914850377284609,10.51905811967401,10.729596301328273
