plate,mjd,fiberid,fibermag_r,petromag_r,z
1164,52674,432,17.19918,16.37982,0.04543817
1162,52668,563,17.41482,16.69568,0.05497244
1056,52764,467,17.7882,16.93937,0.06405425
1052,52466,36,18.04542,17.34199,0.09916426
1056,52764,457,17.34629,16.57948,0.0374359
1337,52767,499,17.90316,17.2656,0.07316433
1343,52790,387,17.55083,16.91664,0.05519812
1343,52790,97,17.7439,16.95683,0.05995155
1159,52669,136,16.95889,15.72298,0.04117857
1339,52767,634,18.35131,17.7287,0.09991495
1168,52731,190,18.07598,17.35852,0.06567004
1158,52668,351,17.59097,16.66114,0.0689318
1164,52674,9,18.50911,17.65902,0.08455078
1172,52759,93,16.29329,15.20046,0.02889115
1172,52759,592,16.11759,14.79215,0.03042693
973,52426,240,18.29444,17.57568,0.09757023
1175,52791,184,18.16964,17.45389,0.08342498
1170,52756,345,18.49522,17.7216,0.06292454
1174,52782,48,17.38332,16.4737,0.0585393
1170,52756,517,18.21098,17.58806,0.08413272
1172,52759,40,16.42362,15.34382,0.02890712
411,51817,41,16.74237,15.76751,0.03906859
415,51810,134,17.04396,15.89902,0.0331856
1215,52725,53,16.26149,15.15594,0.0407344
1203,52669,619,18.19545,17.79206,0.07521707
1207,52672,568,17.17511,16.23658,0.04852933
1207,52672,615,17.90503,17.27338,0.04791892
1211,52964,510,18.31789,17.79333,0.07283524
1216,52709,577,18.0731,17.2828,0.07139038
1217,52672,563,18.13754,17.28962,0.07241712
1190,52670,569,18.47592,17.8835,0.0934092
1189,52668,67,18.50018,17.87568,0.09493188
1237,52762,397,18.4042,17.6289,0.09825163
1234,52724,440,17.98806,17.26834,0.08452977
1239,52760,339,17.67147,17.02895,0.04568534
1223,52781,172,17.29475,16.47244,0.06431625
1223,52781,40,17.62627,16.97898,0.04146074
1228,52728,483,17.77187,17.01181,0.0677285
1226,52734,448,18.67016,17.84412,0.08449174
1436,53054,137,18.08746,17.3847,0.07396705
1208,52672,545,18.57573,17.88604,0.073428
1214,52731,312,17.86897,17.14673,0.06122884
1442,53050,234,17.36848,16.54538,0.06711195
1446,53080,164,17.70037,16.8475,0.07391421
1208,52672,284,17.09957,16.00244,0.04713003
1210,52701,499,18.37942,17.80075,0.0861963
1431,52992,585,18.16024,17.59488,0.08838681
941,52709,86,18.18746,17.56674,0.07186035
1429,52990,450,17.57092,16.87859,0.07142217
1600,53090,51,18.11088,17.48781,0.08951893
1597,52999,516,18.26816,17.50869,0.08727951
1599,53089,467,17.09804,16.23941,0.06195308
1275,52996,87,17.76414,16.95174,0.08170425
1276,53035,180,18.27948,17.61009,0.07418649
1275,52996,270,17.63567,16.83577,0.08668695
1275,52996,553,15.76008,14.28614,0.01967638
1206,52670,126,18.15942,17.40698,0.07363115
1356,53033,112,17.51377,16.58,0.06767287
448,51900,180,16.78086,16.02731,0.03030265
448,51900,411,18.37782,17.71267,0.08906284
1264,52707,390,18.24544,17.58731,0.08419309
1268,52933,29,18.01534,17.18586,0.08132813
1272,52989,480,18.24824,17.59436,0.09706446
1272,52989,400,18.29107,17.6961,0.06514523
1271,52974,335,17.64056,16.72647,0.06674167
1216,52709,14,18.09776,17.39304,0.09644862
1295,52934,57,16.46483,14.73003,0.02994445
1296,52962,54,17.68662,16.76359,0.08294093
1296,52962,55,17.45393,16.71318,0.0421586
1301,52976,204,17.65042,16.87896,0.09232527
1299,52972,634,18.09742,17.30474,0.05965693
1300,52973,304,17.49053,16.60629,0.06280635
1739,53050,60,17.74866,16.98795,0.07456875
1740,53050,250,16.73611,15.83609,0.03263273
1761,53376,249,18.29548,17.73938,0.08188196
1743,53054,287,17.56223,16.78216,0.08467696
1754,53385,154,17.80308,17.06394,0.08017026
1764,53467,318,17.35325,16.36855,0.08198276
1753,53383,441,17.8512,17.08737,0.07924692
1922,53315,525,18.19391,17.40226,0.06430557
1582,52939,16,17.14925,16.13692,0.04655064
1582,52939,151,17.067,16.23882,0.04575562
1583,52941,633,17.23844,16.46291,0.04522242
1587,52964,236,18.39978,17.82966,0.07989746
1589,52972,135,18.27122,17.55068,0.08670243
1582,52939,457,17.6354,16.90894,0.06089394
1590,52974,211,18.23598,17.74323,0.08381563
1587,52964,258,17.74072,16.89592,0.05287611
1263,52708,275,17.502,16.68009,0.06171868
1268,52933,62,18.04492,17.38767,0.0796706
1269,52937,9,18.42843,17.83063,0.09892484
1588,52965,227,18.16828,17.33737,0.08363286
1588,52965,239,18.23939,17.57109,0.08711011
1582,52939,225,17.789,16.9431,0.06774569
1591,52976,309,15.56034,14.12421,0.01404414
1584,52943,455,18.30327,17.69151,0.05956342
1588,52965,398,17.99859,17.1865,0.09938525
1270,52991,59,17.99364,17.18314,0.07761667
1595,52999,133,17.60975,16.81286,0.0911518
1427,52996,591,17.24689,16.61658,0.05629072
1435,52996,212,17.73997,17.10642,0.09766051
1426,52993,279,15.72966,14.36238,0.02205061
1427,52996,341,16.17738,14.93016,0.02127337
1282,52759,136,17.63859,16.8043,0.06908493
1278,52735,485,18.14342,17.45884,0.0852311
1311,52765,249,17.82392,17.06045,0.07735427
1313,52790,85,18.18268,17.31398,0.06492645
1313,52790,48,17.7305,16.72355,0.0632223
1314,53050,289,17.69133,16.84127,0.06366065
1309,52762,199,18.16553,17.32825,0.05886436
1309,52762,126,17.299,16.33581,0.05154658
1310,53033,138,18.02935,17.38331,0.07352027
1310,53033,323,17.76293,16.91724,0.06748145
1449,53116,456,16.98249,15.99072,0.06413075
1466,53083,43,18.03537,17.18649,0.09176175
1453,53084,40,18.31839,17.59211,0.08180378
1465,53082,64,17.57242,16.81442,0.06236197
1466,53083,165,18.31643,17.53539,0.09121886
1395,52825,433,18.05278,17.24615,0.09624079
1466,53083,408,17.70604,16.91245,0.06354754
1396,53112,366,18.0081,17.27281,0.08344284
1941,53386,340,17.86008,17.00323,0.07383309
1998,53433,574,17.50221,16.7876,0.05676044
1592,52990,81,18.09277,17.5,0.06276888
1427,52996,27,18.28614,17.69488,0.07654658
1426,52993,148,16.87794,15.95224,0.03401096
1428,52998,272,17.49835,16.58028,0.05474751
1428,52998,436,17.73745,17.02709,0.05533081
1341,52786,114,17.60576,16.89699,0.07852639
1322,52791,166,17.29813,16.44949,0.06886681
1327,52781,345,18.11118,17.48614,0.0763498
1331,52766,3,18.36745,17.70011,0.09530167
1341,52786,129,18.11373,17.41095,0.05379637
1333,52782,469,16.64176,15.50448,0.03677466
1324,53088,639,18.0076,17.29663,0.08255488
1337,52767,592,16.86586,16.05679,0.02860677
1172,52759,285,18.40081,17.7037,0.07688908
1048,52736,567,16.01145,14.597,0.02606815
1329,52767,273,18.18266,17.40626,0.07411002
1325,52762,278,17.57365,16.86833,0.07811809
1324,53088,162,17.87463,17.03856,0.07886079
1323,52797,21,18.43764,17.78733,0.08355175
1322,52791,511,17.71106,16.90922,0.07019863
1323,52797,372,18.28209,17.53764,0.06851034
1324,53088,510,17.48233,16.64113,0.04170994
1325,52762,416,17.11038,16.26421,0.04157615
1319,52791,444,18.36605,17.70796,0.07804706
1323,52797,623,17.27692,16.33278,0.0409097
1451,53117,213,15.97036,14.80054,0.02369398
1457,53116,277,16.37704,15.48292,0.02829831
1457,53116,143,17.38556,16.54821,0.06082581
1461,53062,352,18.39441,17.76662,0.09491287
1394,53108,439,17.82065,17.14961,0.09038765
1465,53082,512,17.75437,17.12078,0.06459729
1461,53062,541,17.7643,17.20396,0.06633398
1465,53082,525,17.0277,15.95006,0.06250922
1395,52825,540,18.42288,17.74765,0.07119524
1287,52728,125,18.22554,17.51761,0.09256304
1402,52872,133,17.76454,16.91954,0.07238125
1406,52876,427,16.47369,15.17671,0.03068992
1409,52824,155,17.78681,17.15139,0.04421322
1404,52825,323,18.38291,17.76681,0.07495659
1406,52876,322,18.01679,17.26021,0.05889331
1409,52824,539,17.40422,16.59599,0.07017583
1417,53141,351,18.39281,17.76103,0.08161454
1418,53142,189,18.1591,17.60313,0.08896817
1420,53146,125,18.18451,17.65859,0.09568587
1421,53149,354,18.52371,17.90976,0.09772339
1415,52885,449,17.01094,16.04224,0.04694583
1615,53166,179,18.4028,17.44316,0.08236579
1606,53055,33,18.62519,17.8713,0.09022954
1613,53115,266,17.91267,17.06194,0.06256638
1609,53142,549,18.11787,17.4037,0.08110327
1607,53083,457,18.02111,17.24091,0.08028496
1695,53473,210,17.61596,16.9263,0.07969578
1697,53142,50,18.47065,17.81597,0.08634832
1616,53169,75,18.00031,17.28984,0.07336873
1699,53148,489,16.76933,15.61872,0.02287635
1701,53142,239,18.43447,17.76278,0.09431198
1697,53142,425,16.15283,14.68073,0.02432961
1700,53502,511,18.38338,17.58889,0.09116872
1696,53116,561,17.7108,16.86408,0.08717553
1276,53035,1,17.71859,16.81077,0.06020001
1277,52765,210,17.86085,17.22791,0.06693742
1344,52792,135,17.38614,16.37432,0.06191433
1344,52792,49,17.3948,16.45054,0.06076499
1348,53084,95,18.31304,17.61138,0.08274396
1275,52996,483,17.66216,16.76249,0.08876112
1364,53061,530,18.33806,17.67223,0.08553641
1347,52823,385,17.97843,17.08803,0.09287448
1347,52823,374,18.58224,17.76577,0.08819564
1356,53033,525,18.20298,17.46539,0.08837521
1362,53050,358,18.34525,17.75553,0.08548175
1376,53089,250,18.03952,17.36244,0.07434934
1359,53002,112,18.12517,17.39009,0.08458173
1371,52821,9,17.17453,16.41002,0.0397906
1372,53062,104,18.18722,17.48485,0.05952268
1375,53084,100,18.14526,17.50733,0.07472965
1347,52823,236,17.85428,17.08523,0.08047578
1364,53061,249,18.47876,17.7013,0.07560956
1374,53083,240,17.58504,16.91067,0.07450169
1347,52823,400,18.20734,17.6308,0.08879195
1348,53084,106,18.27918,17.73955,0.08427244
1359,53002,317,18.22743,17.63,0.09523989
1357,53034,612,18.41165,17.65108,0.09026243
1375,53084,153,17.90574,17.13771,0.09111714
1347,52823,465,18.18291,17.49105,0.09550732
1352,52819,479,17.97007,17.26199,0.07945821
1369,53089,605,18.39632,17.74339,0.06956688
1372,53062,388,18.08543,17.44433,0.07591709
1375,53084,373,17.18703,15.96948,0.03541282
1349,52797,624,18.15496,17.44945,0.07694832
2886,54498,445,18.13856,17.47945,0.05962159
1604,53078,243,18.54339,17.82543,0.08427239
1609,53142,219,18.57712,17.8331,0.08325247
1600,53090,21,17.80741,17.02354,0.05300918
1608,53138,25,17.89871,16.97502,0.08194054
1614,53120,40,17.69866,16.81634,0.08633284
1699,53148,104,15.84617,14.43611,0.02221608
1709,53533,52,17.29646,16.39734,0.05487005
1713,53827,180,17.33545,16.45959,0.05093794
1715,54212,235,18.10359,17.33692,0.08546875
1717,53883,167,17.44589,16.68126,0.07818648
1719,53876,261,18.32011,17.54433,0.08049784
1719,53876,262,18.05315,17.36801,0.07794136
1701,53142,271,18.46983,17.67907,0.09518734
1703,53799,166,17.80785,17.10674,0.07955213
1707,53885,300,16.17407,15.24821,0.02523288
1717,53883,351,17.70395,16.90538,0.07852884
1717,53883,27,18.22852,17.51773,0.07889576
1719,53876,195,18.0997,17.44556,0.07958163
1721,53857,479,16.31955,15.08663,0.03341134
1721,53857,500,16.71341,15.75138,0.03075487
1721,53857,494,16.66293,15.35284,0.03378927
1601,53115,595,17.59141,16.64691,0.0800779
1602,53117,439,18.67309,17.75387,0.09465371
1609,53142,586,17.54871,16.76781,0.08097411
1612,53149,570,18.15832,17.44783,0.06596477
1614,53120,421,17.80791,17.04545,0.08283263
1705,53848,321,16.26793,15.32805,0.02289505
1717,53883,488,16.98414,16.13841,0.04323869
1718,53850,112,18.57112,17.8211,0.08237565
1720,53854,121,17.55442,16.70007,0.05440992
1765,53466,259,18.51962,17.8247,0.08191911
1614,53120,522,18.12723,17.42991,0.0817844
1771,53498,43,17.82298,17.14259,0.08413967
1714,53521,255,17.37822,16.67886,0.05017326
1717,53883,451,17.70729,17.05269,0.07736591
1722,53852,302,17.21879,16.08467,0.03389079
886,52381,89,17.90082,17.12944,0.09482258
1673,53462,204,18.42493,17.82418,0.07347701
887,52376,541,16.7214,15.67707,0.0257783
1675,53466,332,17.98041,17.19776,0.08456887
1669,53433,540,17.78153,17.17552,0.06276115
1672,53460,441,18.24383,17.64519,0.07536289
1672,53460,535,17.48169,16.6367,0.06821392
1435,52996,78,18.27717,17.3782,0.07119601
1445,53062,43,18.13624,17.43337,0.08626223
1443,53055,290,17.17027,16.44875,0.04487965
1450,53120,37,17.23876,16.40981,0.03934376
1452,53112,187,18.11341,17.37581,0.0525461
1462,53112,51,17.87864,17.15666,0.06168634
1439,53003,237,18.20621,17.45758,0.07020041
1439,53003,192,18.09484,17.26341,0.08078616
1445,53062,542,17.42518,16.56603,0.06058783
1460,53138,602,16.91606,15.94388,0.06278381
1454,53090,336,17.44663,16.53557,0.06670963
1456,53115,623,17.82881,16.98643,0.0727187
1460,53138,381,17.39895,16.4042,0.03887151
1617,53112,207,17.3193,16.53594,0.04763643
835,52326,567,18.34791,17.74002,0.08268153
1621,53383,8,18.26632,17.64399,0.0740771
1792,54270,48,18.37711,17.82736,0.0921127
1790,53876,69,18.0803,17.34215,0.0806352
1801,54156,13,17.07695,16.06659,0.05911827
1004,52723,64,18.12907,17.42415,0.08089886
1618,53116,174,18.24163,17.51793,0.09170295
1621,53383,150,18.10264,17.36133,0.08946213
1790,53876,150,18.18197,17.2987,0.06877072
1794,54504,184,16.99293,16.04143,0.05356006
1797,54507,64,18.49761,17.81448,0.07177886
1620,53137,497,18.20503,17.74719,0.09770213
1801,54156,197,15.85734,14.43256,0.02391769
1801,54156,635,18.15835,17.49371,0.07898906
1620,53137,626,18.61348,17.55438,0.08682886
1625,53140,493,18.32171,17.69908,0.09117024
1790,53876,426,17.44393,16.37944,0.0687023
1797,54507,495,17.14577,16.1143,0.05048476
1797,54507,484,17.43235,16.56321,0.04648052
1004,52723,373,17.93608,17.22459,0.07323798
1627,53473,287,18.21186,17.47087,0.08298872
1628,53474,257,15.70418,14.18602,0.02416143
1795,54507,12,18.44732,17.73522,0.0930289
1625,53140,61,18.0325,17.29832,0.07419162
1797,54507,153,17.76847,16.99171,0.04851506
1792,54270,612,18.27639,17.5139,0.08182339
1627,53473,441,18.13918,17.45303,0.08863467
1439,53003,133,17.80118,17.06385,0.07488395
1450,53120,302,17.61942,16.71421,0.07590173
1437,53046,75,18.06258,17.45071,0.07350837
1980,53433,509,18.17173,17.44922,0.07873519
1980,53433,551,17.94939,17.32648,0.07484712
1384,53121,167,18.42604,17.7531,0.08788501
1456,53115,371,17.94317,17.1064,0.0712603
1456,53115,372,18.32244,17.48811,0.07227053
1439,53003,438,17.52509,16.72635,0.0770631
1382,53115,543,15.66311,14.34553,0.01376246
1816,53919,334,16.27429,15.16086,0.03063115
1818,54539,536,17.59942,16.99015,0.04778313
1812,53795,528,18.24153,17.61875,0.08540629
1711,53535,214,17.54018,16.80564,0.05081297
1713,53827,287,16.07352,14.97624,0.02425867
1713,53827,49,18.17654,17.50571,0.0802445
1715,54212,42,17.82647,17.00878,0.09846282
1711,53535,158,18.17274,17.46675,0.0927719
1715,54212,157,18.47812,17.8299,0.09186345
1724,53859,25,18.2972,17.75008,0.06673828
1707,53885,469,18.26477,17.61075,0.07906625
1727,53859,340,17.86784,17.08532,0.07157109
2102,54115,489,17.45346,16.66704,0.05632659
1840,53472,365,17.54776,16.63971,0.06939735
1644,53144,256,18.10026,17.51939,0.07651916
2007,53474,51,18.0565,17.32055,0.08148803
2108,53473,608,16.18265,15.18285,0.02205594
1646,53498,48,18.04567,17.2599,0.08742009
1650,53174,268,18.22463,17.48363,0.07791539
1650,53174,296,17.8507,17.16803,0.08072399
1948,53388,198,18.44144,17.92791,0.09714339
1988,53469,184,18.30955,17.60374,0.07400429
2033,53476,419,17.08353,16.20115,0.06184795
2033,53476,441,17.38315,16.57998,0.05478656
1647,53531,196,17.9765,17.47487,0.0852874
1655,53523,195,18.1186,17.41891,0.06389511
1656,53533,165,18.15347,17.37631,0.08887969
1980,53433,208,18.5729,17.62902,0.0752885
1995,53415,290,17.95268,17.15365,0.07684127
1986,53475,107,17.69022,17.03038,0.06572302
2021,53475,72,16.58554,15.04758,0.03543348
1643,53143,35,17.78305,17.05596,0.06814831
1654,53498,384,18.0899,17.34086,0.07442128
1655,53523,29,18.46875,17.92115,0.09027559
2021,53475,616,18.05805,17.30799,0.06791768
2088,53493,460,18.14818,17.67587,0.07890788
1645,53172,607,17.92516,17.14467,0.0863129
1657,53520,606,18.42831,17.80099,0.08429088
1573,53226,249,18.00721,17.26864,0.06096594
1567,53172,250,18.3081,17.67171,0.08179621
1810,53794,234,17.71038,17.05911,0.05840779
1830,54560,364,18.02455,17.21087,0.09558155
1817,53851,51,16.99263,16.15515,0.03458289
1818,54539,251,16.78925,15.89789,0.0329323
1231,52725,174,18.10958,17.32665,0.09066319
1810,53794,210,18.2336,17.64389,0.08329377
1811,53533,270,17.66107,15.48679,0.06005179
1810,53794,31,17.5592,16.84248,0.05700132
1810,53794,48,16.73663,15.81138,0.05684091
1816,53919,17,18.40621,17.69352,0.09345975
1231,52725,507,17.02556,16.18357,0.06702074
1806,53559,481,17.90364,17.05689,0.06155036
1819,54540,541,17.28625,16.29776,0.0446385
1821,53167,468,17.20538,16.16599,0.07109428
1231,52725,460,18.28592,17.71572,0.06683687
1804,53886,348,18.38967,17.76959,0.08207102
1812,53795,608,18.33661,17.66642,0.09500404
1812,53795,613,16.41515,15.15888,0.02996421
1813,53903,451,18.02054,17.18814,0.08628877
1819,54540,533,17.18559,16.11297,0.04328051
1803,54152,454,17.72068,17.02704,0.08293298
1824,53491,453,18.59475,17.79857,0.08712313
1817,53851,68,16.48922,15.32458,0.03670355
1834,54562,410,18.04717,17.41632,0.07593486
1819,54540,309,18.32864,17.59905,0.07784712
1816,53919,178,17.87399,17.05322,0.07809551
1817,53851,440,18.13803,17.47147,0.07483174
1819,54540,237,17.90903,17.15014,0.0750289
1820,54208,466,17.42088,16.48418,0.0660154
1822,53172,612,16.53049,15.26055,0.0457953
1802,53885,382,18.17969,17.4551,0.06926485
1806,53559,473,17.58358,16.74246,0.06665455
1815,53884,501,18.07242,17.28926,0.08818871
1818,54539,411,18.17043,17.65905,0.0752018
1818,54539,578,16.81956,15.42782,0.0461045
1723,53905,275,18.16976,17.47402,0.07889041
1822,53172,559,17.64551,16.76463,0.05090439
1729,53858,268,18.37394,17.63464,0.09963766
1834,54562,93,17.44627,16.84077,0.05196884
593,52026,389,16.25742,15.20152,0.03826661
1830,54560,255,17.82891,17.00497,0.08417636
1833,54561,256,18.3851,17.80341,0.08324032
1830,54560,466,18.34322,17.73537,0.08170159
1832,54259,166,18.18583,17.55977,0.07909383
1835,54563,452,17.74853,17.04269,0.08666269
1823,53886,85,17.85044,17.06214,0.0650751
1823,53886,90,17.41669,16.42765,0.06400914
1832,54259,485,18.11686,17.51061,0.08408552
1817,53851,126,18.03471,17.43367,0.08252176
1817,53851,92,18.10515,17.44419,0.08007754
2951,54592,618,17.77875,16.93191,0.05361331
1817,53851,183,17.67555,16.90845,0.07751305
886,52381,6,16.92856,15.91633,0.03499497
1668,53433,260,17.65354,16.95,0.06127994
1678,53433,246,18.57811,17.83781,0.0901707
1681,53172,311,18.1737,17.40313,0.07205487
886,52381,186,16.15015,15.10646,0.0296909
1675,53466,147,18.3062,17.80863,0.07286341
1680,53171,218,17.99195,17.34997,0.06377619
1690,53475,300,17.68481,17.01402,0.04441864
1677,53148,465,17.77542,16.91599,0.0991873
1681,53172,486,17.68965,17.02757,0.07618156
1682,53173,465,17.81162,17.17191,0.0674132
1673,53462,340,17.99374,17.40035,0.07219937
1672,53460,105,18.05853,17.2251,0.07278904
1680,53171,65,17.29546,16.32931,0.06280135
1682,53173,111,18.2118,17.4822,0.06826108
1671,53446,458,18.25727,17.50323,0.07263241
1675,53466,546,17.44234,16.51336,0.07408763
1678,53433,611,17.89663,17.09055,0.07663943
1682,53173,528,18.34712,17.75786,0.09169935
1682,53173,626,17.74452,17.06205,0.06779531
1340,52781,108,18.38007,17.80406,0.09713665
1379,53084,84,17.4563,16.75801,0.06666841
1652,53555,596,17.84528,17.04377,0.08226901
1385,53108,209,17.9475,17.31308,0.07812012
1390,53142,84,18.45747,17.84414,0.0815587
1392,52822,318,17.99463,17.34449,0.09569712
1392,52822,229,17.85488,17.01482,0.09140495
1392,52822,234,18.23566,17.42053,0.09179554
1392,52822,189,18.26132,17.52229,0.08791184
1378,53061,356,18.10077,17.4248,0.09652174
1379,53084,400,18.36335,17.76442,0.09522503
1384,53121,159,17.75992,16.93887,0.05456365
1391,52817,113,16.25635,15.01753,0.03112935
1393,52824,232,16.64439,15.52931,0.03156111
1393,52824,57,18.58442,17.82433,0.08116709
1575,53493,198,18.5069,17.8093,0.06730895
1574,53476,310,18.44313,17.77573,0.08306544
1575,53493,82,17.40694,16.54486,0.06647116
1574,53476,268,17.7329,17.04415,0.06422025
1390,53142,494,18.38658,17.6725,0.08225472
1392,52822,330,18.61673,17.86246,0.09005851
1393,52824,62,16.60593,15.43961,0.04110302
1377,53050,502,18.50327,17.74936,0.0629958
1380,53084,553,18.13474,17.47707,0.08171234
1385,53108,337,18.34021,17.70712,0.09610792
1391,52817,442,18.25256,17.49081,0.07790822
1393,52824,598,17.76084,16.98608,0.08743692
1464,53091,336,18.19059,17.5507,0.0610855
1404,52825,245,18.07972,17.19204,0.0739713
1409,52824,477,17.81016,17.07172,0.06583438
1401,53144,35,18.15002,17.49151,0.06773119
1409,52824,441,18.25326,17.54484,0.07250159
1420,53146,261,18.07256,17.32316,0.09656806
1420,53146,252,17.3039,16.35802,0.06079045
1423,53167,142,16.93032,15.93885,0.05478143
1425,52913,472,17.86934,17.09698,0.08007082
1649,53149,605,17.83774,17.17379,0.07992273
1654,53498,526,17.95283,17.29576,0.08302158
1391,52817,134,17.54958,16.64823,0.08837041
1392,52822,271,18.38026,17.67287,0.08605201
1391,52817,132,17.68136,17.05495,0.08933492
1392,52822,231,18.34968,17.58238,0.09029622
1392,52822,435,18.14336,17.48384,0.09189001
1391,52817,593,16.6883,15.45521,0.05065905
1386,53116,519,18.47741,17.73515,0.08394211
1417,53141,394,18.40679,17.68707,0.09279055
2949,54557,348,18.36448,17.67697,0.07368314
1424,52912,73,17.64522,17.69235,0.05910516
1417,53141,448,18.19105,17.37823,0.06898353
1424,52912,447,18.36535,17.67612,0.07767525
1416,52875,527,18.36257,17.58391,0.07599197
1683,53436,212,16.1461,15.06535,0.03308775
1684,53239,336,18.48812,17.08365,0.09544598
1692,53473,208,18.12594,17.31973,0.06179416
1681,53172,115,18.42116,17.70835,0.09304547
1675,53466,590,17.3809,16.53988,0.07144992
1056,52764,209,17.47734,16.45588,0.03305731
1340,52781,314,18.23856,17.46848,0.09083596
1342,52793,266,18.4849,17.74832,0.07307385
1416,52875,436,17.89975,17.10274,0.06531516
1416,52875,225,17.86989,17.26081,0.06764845
1416,52875,51,18.33746,17.61044,0.08067437
1418,53142,70,17.27596,16.43283,0.06150443
1419,53144,30,17.68078,16.7362,0.06185007
1421,53149,22,18.36845,17.71953,0.097963
2949,54557,66,17.5915,16.74909,0.05528939
1689,53177,191,17.5294,16.65941,0.0578707
1770,53171,481,18.54059,17.72128,0.08206757
1711,53535,609,16.37966,15.23201,0.03754908
1704,53178,217,18.23973,17.43257,0.07772802
1778,53883,224,18.38007,17.71907,0.09900697
1778,53883,480,16.99357,16.12107,0.0622007
1726,53137,356,16.8025,15.67905,0.05135702
1720,53854,397,16.95313,16.08119,0.0611686
1720,53854,432,18.30639,17.57781,0.0998133
1577,53495,102,17.98222,17.26223,0.07394958
1575,53493,521,18.4616,17.79397,0.09660181
1714,53521,133,17.32246,16.52635,0.0540394
1727,53859,337,18.08813,17.35901,0.07128775
1714,53521,273,16.97484,16.2143,0.02858966
1726,53137,239,18.26974,17.71676,0.07123429
1726,53137,227,18.1693,17.58584,0.07150037
1730,53498,311,17.83704,17.18154,0.05749638
1729,53858,577,18.10869,17.41496,0.08698712
1730,53498,236,18.07384,17.37781,0.07269735
1712,53531,225,17.991,17.35397,0.07940498
1714,53521,508,17.93613,17.01474,0.08039337
1718,53850,159,18.19358,17.58154,0.07913522
1732,53501,612,17.73927,16.85933,0.09062272
1575,53493,61,18.32766,17.58614,0.0957396
1579,53473,187,15.73815,14.39939,0.02024963
1642,53115,251,18.15563,17.32258,0.06115135
1642,53115,42,18.20355,17.59984,0.06494415
1854,53566,446,17.86129,17.17679,0.07093387
1647,53531,208,18.08063,17.36664,0.08472614
1648,53171,211,17.87152,17.26445,0.07935796
1649,53149,181,18.01634,17.28787,0.08809666
1646,53498,141,17.98239,17.43446,0.07075994
1649,53149,17,18.2828,17.70612,0.07813095
1649,53149,78,18.32787,17.71648,0.07827076
1657,53520,531,18.33224,17.69285,0.08504235
1657,53520,545,17.23834,16.26336,0.05588102
1642,53115,539,17.82335,17.20246,0.06571706
1646,53498,450,18.43196,17.80049,0.07718567
1646,53498,573,18.11956,17.53706,0.09691647
1655,53523,494,18.52833,17.86547,0.08933899
1655,53523,626,17.1842,16.19505,0.04431744
1391,52817,54,17.95123,17.10719,0.08760915
1842,53501,224,18.15834,17.52787,0.06988412
1846,54173,181,17.49855,16.79085,0.04599311
1853,53566,396,18.06907,17.3074,0.08961917
1854,53566,227,18.49268,17.90031,0.08538859
1843,53816,514,18.19629,17.49888,0.08146215
1852,53534,12,17.89059,17.12642,0.06937488
1841,53491,556,18.16134,17.40627,0.08483516
1851,53524,27,18.25827,17.49957,0.06902889
380,51792,509,17.07345,16.07,0.04201333
383,51818,381,17.94801,17.28332,0.06842115
385,51783,354,17.77856,17.07737,0.08744142
387,51791,552,18.16821,17.6155,0.0796163
384,51821,577,17.31096,16.44002,0.08393247
378,52146,611,17.37411,16.6837,0.04882229
382,51816,366,17.94659,17.42212,0.05522059
374,51791,118,18.37212,17.67363,0.09506655
376,52143,78,17.90491,17.08291,0.08772293
1733,53047,88,18.2074,17.32587,0.07156746
1780,53090,394,18.46915,17.84342,0.09286498
983,52443,260,17.5598,16.72118,0.05456923
982,52466,95,18.52009,17.85912,0.09773511
374,51791,182,18.30078,17.61455,0.09048728
985,52431,393,17.50232,16.64908,0.05089623
1779,53089,120,18.23363,17.53629,0.08797771
1733,53047,178,17.98714,17.24113,0.07859273
1734,53034,295,18.1514,17.53115,0.07623
1736,53052,457,18.04685,17.29995,0.09454891
1781,53297,443,18.29414,17.66769,0.08309454
392,51793,86,17.92077,17.21321,0.07338227
403,51871,54,17.49329,16.84484,0.04204996
404,51812,67,17.94539,17.34821,0.07000168
407,51820,132,16.59271,15.73236,0.0382392
389,51795,62,17.07035,16.15906,0.03917692
402,51793,221,17.95849,17.39924,0.07921222
398,51789,448,17.96705,17.20276,0.08027731
1870,53383,609,18.47111,17.9697,0.08142021
1866,53314,100,18.2899,17.69168,0.07756652
1869,53327,534,17.18119,16.2509,0.05612176
1877,54464,309,17.5388,16.5774,0.03778162
1868,53318,430,17.84879,17.06903,0.08794928
1865,53312,316,18.16194,17.41261,0.0703029
1866,53314,372,18.30021,17.66865,0.09156933
1869,53327,362,17.50027,16.55414,0.06913607
1875,54453,439,18.56872,17.80712,0.09385498
1877,54464,447,18.54869,17.75572,0.08895601
1870,53383,133,17.62632,16.94782,0.05275617
1872,53386,202,17.1214,16.05605,0.03450923
1867,53317,569,18.28602,17.85175,0.09602371
1866,53314,413,18.49239,17.95436,0.07456052
1869,53327,356,18.54137,17.80505,0.06885792
1871,53384,322,16.51506,15.21955,0.03369835
1930,53347,96,17.82119,16.78714,0.0721614
1928,53327,596,18.07682,17.30321,0.08632083
1930,53347,182,16.87949,15.90226,0.05174446
1921,53317,387,17.33719,16.39688,0.05283606
1926,53317,508,18.6014,17.76058,0.0930817
1928,53327,188,17.79723,17.13117,0.06559747
