Nome,plate,mjd,fiberid,fibermag_r,petromag_r,z
2002-53471-249,2002,53471,249,17.89739,17.07104,0.09357614
2004-53737-139,2004,53737,139,18.15674,17.43684,0.07864232
2006-53476-135,2006,53476,135,18.08392,17.28858,0.06346469
2007-53474-51,2007,53474,51,18.0565,17.32055,0.08148803
2007-53474-70,2007,53474,70,17.79444,17.19861,0.08230908
2007-53474-443,2007,53474,443,18.14636,17.47755,0.08921757
2009-53904-185,2009,53904,185,15.99985,14.43247,0.02523531
2009-53904-313,2009,53904,313,18.18863,17.40457,0.06077189
2009-53904-325,2009,53904,325,18.39997,17.70026,0.09033642
2010-53495-570,2010,53495,570,17.75698,17.0587,0.08284421
2011-53499-24,2011,53499,24,18.36765,17.72124,0.08724827
2011-53499-205,2011,53499,205,16.6348,15.53818,0.06774522
2012-53493-327,2012,53493,327,18.3342,17.7924,0.07616091
2013-53818-44,2013,53818,44,17.85156,17.19727,0.0597476
2013-53818-88,2013,53818,88,17.64446,16.82424,0.06023747
2013-53818-546,2013,53818,546,17.75293,16.93132,0.06948309
2015-53819-578,2015,53819,578,17.90955,17.24101,0.07138706
2017-53474-339,2017,53474,339,17.98681,17.26484,0.07646699
2019-53430-292,2019,53430,292,18.19347,17.43116,0.09082961
2019-53430-427,2019,53430,427,17.89155,17.20753,0.09962358
2021-53475-72,2021,53475,72,16.58554,15.04758,0.03543348
2021-53475-616,2021,53475,616,18.05805,17.30799,0.06791768
2022-53827-472,2022,53827,472,18.14463,17.67673,0.08690152
2022-53827-546,2022,53827,546,18.29765,17.59298,0.0869904
2023-53851-415,2023,53851,415,18.09788,17.74334,0.0721821
2024-53503-51,2024,53503,51,17.54119,16.70733,0.07550654
2025-53431-62,2025,53431,62,17.23152,16.46799,0.0590281
2025-53431-407,2025,53431,407,17.91013,17.29076,0.06528077
2025-53431-462,2025,53431,462,18.13543,17.44474,0.07157567
2030-53499-42,2030,53499,42,17.93066,17.05297,0.07694701
2030-53499-286,2030,53499,286,17.96343,17.21612,0.09095331
2030-53499-444,2030,53499,444,17.9282,17.26309,0.07847295
2033-53476-133,2033,53476,133,18.45838,17.78271,0.0939657
2033-53476-295,2033,53476,295,18.26722,17.74473,0.07715391
2033-53476-419,2033,53476,419,17.08353,16.20115,0.06184795
2033-53476-441,2033,53476,441,17.38315,16.57998,0.05478656
2033-53476-447,2033,53476,447,17.52097,16.66158,0.06175955
2034-53466-95,2034,53466,95,18.11848,17.42688,0.07905282
2036-53446-245,2036,53446,245,18.55812,17.83391,0.06367987
2080-53350-16,2080,53350,16,17.87315,17.07242,0.07553823
2087-53415-47,2087,53415,47,16.97949,15.98825,0.04293343
2087-53415-52,2087,53415,52,18.25624,17.54554,0.07527136
2087-53415-396,2087,53415,396,18.41966,17.78238,0.07590948
2088-53493-152,2088,53493,152,17.94518,17.28812,0.07377042
2088-53493-460,2088,53493,460,18.14818,17.67587,0.07890788
2089-53498-90,2089,53498,90,18.00184,17.38934,0.05698425
2089-53498-138,2089,53498,138,18.10707,17.40317,0.07790685
2092-53460-362,2092,53460,362,17.7496,16.85794,0.07211742
2092-53460-469,2092,53460,469,16.02388,14.79018,0.02747749
2092-53460-599,2092,53460,599,16.54954,15.54102,0.02795149
2093-53818-249,2093,53818,249,18.04416,17.324,0.06750314
2093-53818-427,2093,53818,427,18.14749,17.42873,0.08880097
2094-53851-18,2094,53851,18,17.58353,16.75534,0.05472654
2094-53851-166,2094,53851,166,16.30382,15.25869,0.02723926
2094-53851-366,2094,53851,366,18.0383,17.37233,0.06134753
2095-53474-325,2095,53474,325,16.22263,14.9651,0.03159737
2095-53474-365,2095,53474,365,17.8559,17.11743,0.07993837
2097-53491-446,2097,53491,446,17.70499,17.04125,0.05776933
2100-53713-221,2100,53713,221,16.40571,15.45132,0.04497237
2100-53713-400,2100,53713,400,18.38407,17.52116,0.08664802
2102-54115-489,2102,54115,489,17.45346,16.66704,0.05632659
2103-53467-307,2103,53467,307,17.63192,16.89805,0.06327902
2103-53467-311,2103,53467,311,18.06993,17.42572,0.06381252
2103-53467-313,2103,53467,313,18.18636,17.62102,0.06864669
2103-53467-407,2103,53467,407,17.69664,16.85769,0.07959434
2104-53852-309,2104,53852,309,18.36528,17.73973,0.06144787
2105-53472-6,2105,53472,6,18.06327,17.43027,0.08793778
2105-53472-392,2105,53472,392,18.41951,17.62635,0.0761709
2106-53714-45,2106,53714,45,17.23156,16.04282,0.04715455
2108-53473-608,2108,53473,608,16.18265,15.18285,0.02205594
2108-53473-639,2108,53473,639,17.95802,17.14343,0.0881545
2109-53468-233,2109,53468,233,16.67107,15.70664,0.03540683
2110-53467-412,2110,53467,412,17.70448,16.91,0.05416223
2111-53467-92,2111,53467,92,16.78451,15.77292,0.03868378
2114-53848-202,2114,53848,202,17.49769,16.70767,0.06177851
2114-53848-204,2114,53848,204,17.28825,16.41958,0.06119458
2114-53848-205,2114,53848,205,18.10817,17.40231,0.06211456
2114-53848-211,2114,53848,211,18.08518,17.29654,0.06430561
2114-53848-214,2114,53848,214,18.13058,17.46317,0.06304246
2114-53848-260,2114,53848,260,18.17854,17.53411,0.0629333
2114-53848-291,2114,53848,291,17.12836,16.04652,0.06061524
2114-53848-481,2114,53848,481,17.91004,17.28246,0.07636397
2114-53848-526,2114,53848,526,18.10678,17.41037,0.07724174
2115-53535-11,2115,53535,11,18.09848,17.45087,0.05646681
2115-53535-141,2115,53535,141,16.64069,15.89909,0.02770444
2115-53535-462,2115,53535,462,17.3231,16.51211,0.05459456
2116-53854-180,2116,53854,180,18.26762,17.57652,0.07745336
2118-53820-542,2118,53820,542,17.45421,16.51519,0.07241368
2118-53820-545,2118,53820,545,17.94212,17.2615,0.07469866
2119-53792-3,2119,53792,3,17.31934,16.31674,0.06131956
2119-53792-561,2119,53792,561,17.73285,16.88398,0.06056871
2120-53852-337,2120,53852,337,18.38029,17.6996,0.07029798
2120-53852-431,2120,53852,431,17.7086,17.17776,0.08036856
2120-53852-516,2120,53852,516,17.96041,17.27258,0.07185773
2124-53770-41,2124,53770,41,17.98507,17.12379,0.06837951
2124-53770-148,2124,53770,148,17.39902,16.5084,0.06114161
2124-53770-282,2124,53770,282,18.13531,17.44104,0.09024541
2126-53794-141,2126,53794,141,17.35376,16.31165,0.05730162
2126-53794-158,2126,53794,158,17.76794,17.0772,0.06380646
2126-53794-348,2126,53794,348,16.89742,15.69414,0.06294757
2127-53859-265,2127,53859,265,17.96858,17.20279,0.07161101
2127-53859-368,2127,53859,368,17.16844,16.45029,0.05465127
2127-53859-376,2127,53859,376,17.11109,16.31411,0.05507555
2131-53819-354,2131,53819,354,18.04219,17.49627,0.07266413
2131-53819-474,2131,53819,474,16.80666,15.90582,0.03764195
2131-53819-515,2131,53819,515,17.27075,16.64154,0.03831652
2132-53493-24,2132,53493,24,17.40804,16.54296,0.06486023
2132-53493-537,2132,53493,537,16.93694,15.93114,0.03820034
2132-53493-583,2132,53493,583,17.58365,16.76141,0.08252534
2132-53493-633,2132,53493,633,18.51254,17.74088,0.08086254
2133-53917-171,2133,53917,171,17.79555,17.11657,0.06786246
2134-53876-639,2134,53876,639,17.70986,16.92344,0.05203298
2135-53827-19,2135,53827,19,18.24542,17.5273,0.0876238
2135-53827-467,2135,53827,467,18.37905,17.70272,0.0945128
2137-54206-171,2137,54206,171,18.45383,17.78538,0.09263
2137-54206-585,2137,54206,585,18.33773,17.62931,0.08023064
2139-53878-392,2139,53878,392,18.33017,17.75688,0.08906358
2139-53878-605,2139,53878,605,18.24962,17.58492,0.07397717
2142-54208-227,2142,54208,227,17.52989,16.55542,0.07201222
2142-54208-376,2142,54208,376,17.44335,16.5471,0.06156689
2142-54208-573,2142,54208,573,18.78925,17.85905,0.07520671
2143-54184-359,2143,54184,359,16.86531,15.76161,0.03964029
2143-54184-469,2143,54184,469,17.4089,16.69033,0.06270025
2143-54184-504,2143,54184,504,18.05459,17.35459,0.08040906
2144-53770-320,2144,53770,320,17.7443,16.96527,0.05583312
2145-54212-149,2145,54212,149,18.49798,17.85315,0.08119648
2145-54212-625,2145,54212,625,18.0248,17.33258,0.06893568
2147-53491-576,2147,53491,576,17.66522,16.71535,0.07779656
2148-54526-111,2148,54526,111,18.08713,17.38553,0.07859278
2150-54510-457,2150,54510,457,17.60606,16.61866,0.0806127
2151-54523-57,2151,54523,57,18.64824,17.69996,0.08000033
2151-54523-107,2151,54523,107,17.33187,16.49654,0.05280887
2151-54523-213,2151,54523,213,18.17926,17.5998,0.07822873
2151-54523-346,2151,54523,346,16.77427,15.62988,0.058042
2153-54212-179,2153,54212,179,17.88926,16.99702,0.05108625
2156-54525-40,2156,54525,40,17.57002,16.96611,0.03950009
2156-54525-121,2156,54525,121,17.65895,16.86822,0.04944315
2156-54525-232,2156,54525,232,17.40075,16.64146,0.04048414
2156-54525-239,2156,54525,239,17.07135,16.08976,0.07965589
2157-54242-340,2157,54242,340,18.36759,17.66248,0.08143678
2157-54242-452,2157,54242,452,17.37415,16.57193,0.06418404
2157-54242-540,2157,54242,540,17.40451,16.69827,0.07287423
2157-54242-557,2157,54242,557,18.4336,17.785,0.08201547
2157-54242-567,2157,54242,567,18.18364,17.5745,0.06439309
2159-54328-426,2159,54328,426,18.19515,17.54048,0.05823664
2159-54328-538,2159,54328,538,16.79122,15.76648,0.04055981
2161-53878-25,2161,53878,25,18.07456,17.24922,0.08441087
2161-53878-166,2161,53878,166,18.46018,17.86169,0.09158553
2161-53878-534,2161,53878,534,18.46266,17.80916,0.0896961
2162-54207-538,2162,54207,538,18.05816,17.40933,0.08815919
2165-53917-174,2165,53917,174,17.97704,17.16948,0.09184004
2166-54232-251,2166,54232,251,18.28503,17.55947,0.09778953
2166-54232-258,2166,54232,258,17.62607,16.86513,0.04106251
2166-54232-461,2166,54232,461,17.02723,16.20884,0.04374685
2166-54232-507,2166,54232,507,17.02765,15.97332,0.03931079
2168-53886-31,2168,53886,31,16.53751,15.54573,0.03746887
2168-53886-599,2168,53886,599,17.60053,16.87707,0.05535445
2169-53556-617,2169,53556,617,18.1891,17.52593,0.08711323
2172-54230-604,2172,54230,604,17.5497,16.8695,0.05070878
2173-53874-349,2173,53874,349,16.00312,14.73796,0.02719703
2173-53874-598,2173,53874,598,17.42115,16.49272,0.04753611
2196-53534-144,2196,53534,144,16.94712,15.89514,0.0347338
2196-53534-214,2196,53534,214,16.71759,15.94307,0.03444698
2196-53534-521,2196,53534,521,16.93838,15.80226,0.03359075
2197-53555-240,2197,53555,240,16.55308,15.57984,0.03366669
2197-53555-269,2197,53555,269,16.73555,15.43863,0.03288664
2197-53555-429,2197,53555,429,17.03773,16.2244,0.03658101
2199-53556-211,2199,53556,211,16.7321,15.75778,0.03614409
2200-53875-209,2200,53875,209,17.34882,16.78249,0.04415599
2202-53566-428,2202,53566,428,18.07339,17.35524,0.06662165
2203-53915-199,2203,53915,199,17.99372,17.3409,0.08660276
2203-53915-495,2203,53915,495,18.04311,17.42552,0.05328906
2204-53877-138,2204,53877,138,18.38915,17.88,0.08521454
2205-53793-544,2205,53793,544,18.20543,17.59942,0.08780495
2211-53786-103,2211,53786,103,16.39449,15.34424,0.03163842
2211-53786-386,2211,53786,386,17.7081,16.82976,0.06642648
2211-53786-390,2211,53786,390,18.17749,17.54517,0.07032672
2213-53792-37,2213,53792,37,17.6205,16.80695,0.06880805
2213-53792-140,2213,53792,140,17.19497,16.42473,0.03431016
2213-53792-226,2213,53792,226,17.25185,16.3148,0.03708043
2213-53792-433,2213,53792,433,18.33761,17.64698,0.07776397
2215-53793-67,2215,53793,67,17.68213,16.97042,0.06001388
2215-53793-216,2215,53793,216,18.40702,17.69341,0.07957844
2216-53795-131,2216,53795,131,16.64656,15.42412,0.03294067
2216-53795-403,2216,53795,403,18.21463,17.52825,0.06884437
2216-53795-446,2216,53795,446,17.7322,17.06461,0.07004756
2218-53816-248,2218,53816,248,17.66568,16.99024,0.07042593
2219-53816-87,2219,53816,87,18.38623,17.82065,0.09008747
2219-53816-290,2219,53816,290,17.5358,16.7398,0.05682045
2219-53816-488,2219,53816,488,17.59222,16.73519,0.07679565
2220-53795-440,2220,53795,440,18.09402,17.32611,0.08078857
2221-53792-145,2221,53792,145,16.81211,15.97572,0.02969957
2224-53815-193,2224,53815,193,17.51667,16.27942,0.04437446
2224-53815-575,2224,53815,575,18.14675,17.37695,0.07960169
2225-53729-165,2225,53729,165,18.15769,17.52659,0.08124608
2227-53820-10,2227,53820,10,17.91362,17.12772,0.07767998
2227-53820-516,2227,53820,516,16.64269,15.51941,0.0254337
2229-53823-338,2229,53823,338,18.19613,17.51495,0.08634181
2230-53799-22,2230,53799,22,17.47722,16.58693,0.08981932
2230-53799-443,2230,53799,443,17.88925,17.10409,0.07462467
2230-53799-621,2230,53799,621,16.31798,14.80797,0.0280338
2233-53845-373,2233,53845,373,16.0947,14.6727,0.02548624
2233-53845-453,2233,53845,453,16.34525,15.10155,0.03055688
2237-53828-623,2237,53828,623,17.39432,16.48917,0.06246813
2239-53726-270,2239,53726,270,17.08732,16.17647,0.05766325
2239-53726-523,2239,53726,523,18.36713,17.70372,0.09114516
2240-53823-68,2240,53823,68,15.90658,14.37545,0.01886249
2240-53823-476,2240,53823,476,16.44039,15.43429,0.02416236
2240-53823-491,2240,53823,491,16.06231,14.70531,0.01857126
2240-53823-541,2240,53823,541,15.70344,14.29229,0.01570999
2241-54169-168,2241,54169,168,17.62092,16.7918,0.07007243
2241-54169-391,2241,54169,391,16.16667,15.19222,0.02040969
2241-54169-491,2241,54169,491,15.86232,14.54587,0.02264451
2241-54169-500,2241,54169,500,15.86188,14.44077,0.01608296
2241-54169-510,2241,54169,510,16.34459,15.36005,0.02303923
2241-54169-576,2241,54169,576,16.63365,15.66949,0.025495
2242-54153-440,2242,54153,440,16.25615,15.09424,0.01829657
2242-54153-457,2242,54153,457,16.53211,15.63321,0.02440839
2242-54153-509,2242,54153,509,18.14345,17.42487,0.09785794
2244-53795-266,2244,53795,266,18.07196,17.32935,0.07244004
2244-53795-389,2244,53795,389,18.33923,17.71408,0.07401384
2246-53767-68,2246,53767,68,17.50927,16.62006,0.06720154
2246-53767-385,2246,53767,385,17.81479,17.10783,0.07584681
2246-53767-409,2246,53767,409,17.93781,17.3057,0.07595281
2246-53767-465,2246,53767,465,17.51563,16.63034,0.07447623
2246-53767-480,2246,53767,480,18.53924,17.98095,0.0794723
2266-53679-176,2266,53679,176,18.16995,17.76487,0.0861528
2269-53711-251,2269,53711,251,18.59099,17.90649,0.09177469
2270-53714-195,2270,53714,195,18.16149,17.38786,0.09030687
2271-53726-307,2271,53726,307,17.76305,17.18291,0.06664319
2272-53713-60,2272,53713,60,18.43767,17.82997,0.08044373
2273-53709-172,2273,53709,172,18.3753,17.84832,0.0997415
2274-53726-496,2274,53726,496,18.21658,17.46651,0.0921487
2276-53712-258,2276,53712,258,18.2639,17.36682,0.0653367
2278-53711-359,2278,53711,359,17.72921,17.04042,0.04793206
2279-53708-191,2279,53708,191,17.93324,17.22057,0.07612149
2282-53683-557,2282,53683,557,18.41978,17.81968,0.08312983
2283-53729-538,2283,53729,538,18.54456,17.81476,0.09702987
2283-53729-567,2283,53729,567,18.46391,17.78753,0.09904542
2284-53708-138,2284,53708,138,18.19844,17.47475,0.08268077
2288-53699-166,2288,53699,166,16.48149,15.17025,0.02880703
2290-53727-173,2290,53727,173,17.33127,16.49313,0.03464737
2292-53713-561,2292,53713,561,18.66866,17.82384,0.08759767
2292-53713-578,2292,53713,578,17.97207,17.11741,0.090152
2293-53730-629,2293,53730,629,18.19233,17.56647,0.07202713
2294-54524-593,2294,54524,593,18.3061,17.68768,0.06630005
2295-53734-417,2295,53734,417,17.65322,16.75232,0.08286928
2296-53735-106,2296,53735,106,17.82743,17.0254,0.08954746
2296-53735-114,2296,53735,114,18.15168,17.38969,0.08713418
2297-53738-392,2297,53738,392,16.61611,15.52121,0.04355083
2298-53737-567,2298,53737,567,17.82864,16.85845,0.08044883
2342-53742-5,2342,53742,5,18.21787,17.34149,0.08156294
2342-53742-48,2342,53742,48,18.11549,17.40792,0.08663369
2342-53742-109,2342,53742,109,18.08365,17.41323,0.08526027
2342-53742-214,2342,53742,214,17.62023,16.90501,0.05133542
2343-53735-140,2343,53735,140,17.53763,16.68889,0.04173654
2343-53735-454,2343,53735,454,18.03138,17.27663,0.07190392
2344-53740-343,2344,53740,343,17.85545,17.0985,0.0860963
2346-53734-22,2346,53734,22,17.08667,16.12552,0.04072259
2346-53734-77,2346,53734,77,16.27952,15.0947,0.03833428
2349-53734-301,2349,53734,301,17.37787,16.5027,0.04009369
2349-53734-319,2349,53734,319,17.10723,16.23495,0.03788309
2351-53786-525,2351,53786,525,17.90985,17.24406,0.05232141
2352-53770-100,2352,53770,100,17.98092,17.27314,0.05492491
2352-53770-264,2352,53770,264,18.25226,17.62609,0.08337204
2354-53799-621,2354,53799,621,18.23794,17.45563,0.0971634
2356-53786-409,2356,53786,409,18.30098,17.68019,0.08353876
2358-53797-382,2358,53797,382,18.15788,17.41009,0.08806807
2359-53826-467,2359,53826,467,17.81246,16.99551,0.07725998
2359-53826-562,2359,53826,562,18.25769,17.42029,0.05320875
2363-53763-198,2363,53763,198,18.30865,17.59077,0.07783198
2364-53737-147,2364,53737,147,15.81493,14.43082,0.02865113
2366-53741-603,2366,53741,603,16.97727,16.00194,0.03848022
2367-53763-614,2367,53763,614,16.93591,15.95303,0.04654199
2370-53764-307,2370,53764,307,18.36779,17.67198,0.07463411
2371-53762-283,2371,53762,283,18.02289,17.45136,0.06297354
2371-53762-397,2371,53762,397,18.44335,17.67178,0.06983504
2371-53762-430,2371,53762,430,17.89165,17.12329,0.09642464
2419-54139-509,2419,54139,509,17.07308,16.26906,0.03311493
2421-54153-152,2421,54153,152,17.68453,16.99307,0.0526719
2423-54149-178,2423,54149,178,17.83125,17.14787,0.06379919
2423-54149-471,2423,54149,471,17.87943,16.99308,0.08509931
2424-54448-523,2424,54448,523,18.09082,17.48281,0.05790443
2424-54448-628,2424,54448,628,17.23452,16.33634,0.05917828
2426-53795-586,2426,53795,586,17.25809,16.35023,0.06786913
2427-53815-138,2427,53815,138,18.58507,17.70437,0.06893793
2427-53815-405,2427,53815,405,17.4074,16.43274,0.06026174
2428-53801-6,2428,53801,6,17.93895,17.28481,0.09583072
2429-53799-25,2429,53799,25,18.15132,17.52839,0.09352289
2432-54052-27,2432,54052,27,18.15914,17.40583,0.07397574
2432-54052-300,2432,54052,300,17.61984,16.80384,0.06982514
2433-53820-331,2433,53820,331,18.26575,17.52287,0.09595495
2434-53826-475,2434,53826,475,18.41483,17.61854,0.09957479
2435-53828-39,2435,53828,39,17.57936,16.75477,0.08905716
2435-53828-177,2435,53828,177,18.19016,17.54553,0.07368909
2435-53828-355,2435,53828,355,16.74019,15.5573,0.04878885
2435-53828-504,2435,53828,504,18.13305,17.43049,0.06540567
2438-54056-340,2438,54056,340,18.15611,17.45694,0.0905017
2438-54056-369,2438,54056,369,18.29837,17.55976,0.08793212
2439-53795-247,2439,53795,247,18.34811,17.77554,0.0899521
2439-53795-422,2439,53795,422,16.1207,14.83082,0.02817199
2477-54058-277,2477,54058,277,17.64545,16.95184,0.05596266
2478-54097-235,2478,54097,235,18.16597,17.62257,0.07837316
2479-54174-76,2479,54174,76,17.73227,16.96847,0.0814742
2479-54174-346,2479,54174,346,17.80293,17.06063,0.0803386
2479-54174-415,2479,54174,415,17.23215,16.46022,0.04409605
2479-54174-438,2479,54174,438,16.4615,15.44758,0.03039385
2480-53851-1,2480,53851,1,18.10322,17.29303,0.08666088
2480-53851-347,2480,53851,347,18.31532,17.62,0.08371961
2482-54175-97,2482,54175,97,16.40678,15.23018,0.03793856
2482-54175-139,2482,54175,139,17.70581,16.93006,0.06688607
2482-54175-191,2482,54175,191,17.56968,16.77151,0.05697692
2484-54144-210,2484,54144,210,17.83783,17.14991,0.07902645
2484-54144-328,2484,54144,328,16.33962,15.25856,0.02419617
2485-54176-131,2485,54176,131,18.15773,17.35119,0.09237505
2487-53852-26,2487,53852,26,18.33624,17.61609,0.08902747
2487-53852-287,2487,53852,287,18.06436,17.34421,0.08881065
2487-53852-422,2487,53852,422,17.98034,17.17053,0.06775663
2487-53852-493,2487,53852,493,17.65884,16.86277,0.06887207
2490-54179-484,2490,54179,484,17.57938,16.83056,0.07307432
2491-53855-243,2491,53855,243,18.2905,17.76159,0.08754665
2492-54178-608,2492,54178,608,18.5177,17.80835,0.09241411
2495-54175-588,2495,54175,588,17.53661,16.79558,0.09261879
2495-54175-627,2495,54175,627,17.8224,16.98153,0.06838098
2499-54176-114,2499,54176,114,18.10545,17.44287,0.08000926
2500-54178-508,2500,54178,508,17.71853,16.83583,0.06723137
2500-54178-520,2500,54178,520,16.44377,15.36095,0.03261907
2501-54084-572,2501,54084,572,18.31365,17.18371,0.07102586
2502-54180-88,2502,54180,88,18.31175,17.60224,0.08321417
2502-54180-329,2502,54180,329,18.29776,17.73613,0.06398367
2502-54180-527,2502,54180,527,15.67188,14.29567,0.02137157
2502-54180-583,2502,54180,583,17.75668,17.128,0.06391013
2508-53875-598,2508,53875,598,17.66692,16.95706,0.09164884
2509-54180-229,2509,54180,229,16.60426,15.62383,0.02224016
2509-54180-239,2509,54180,239,16.37641,14.9819,0.02139573
2509-54180-425,2509,54180,425,16.39186,15.409,0.03848594
2509-54180-462,2509,54180,462,15.85137,14.14277,0.02111407
2514-53882-299,2514,53882,299,16.62264,15.68352,0.05125014
2522-54570-213,2522,54570,213,17.63382,16.77458,0.07265975
2522-54570-479,2522,54570,479,16.9891,15.92386,0.03456656
2524-54568-109,2524,54568,109,17.2865,16.43368,0.0407876
2524-54568-487,2524,54568,487,17.7683,17.05141,0.09337725
2525-54569-267,2525,54569,267,18.62569,17.9087,0.06475656
2525-54569-501,2525,54569,501,16.89211,15.90393,0.04016967
2528-54571-611,2528,54571,611,18.15738,17.50133,0.09349965
2531-54572-241,2531,54572,241,18.32407,17.57991,0.08842979
2533-54585-73,2533,54585,73,18.26551,17.58261,0.08602997
2533-54585-183,2533,54585,183,17.26843,16.33977,0.0517427
2533-54585-422,2533,54585,422,18.23093,17.62555,0.09330507
2533-54585-521,2533,54585,521,18.26552,17.60738,0.08711089
2572-54056-273,2572,54056,273,18.32881,17.74851,0.07977517
2574-54084-180,2574,54084,180,17.08595,16.01239,0.06532966
2574-54084-322,2574,54084,322,18.25031,17.49813,0.09544186
2575-54085-85,2575,54085,85,18.00454,17.25143,0.06250674
2576-54086-465,2576,54086,465,17.62061,16.75764,0.0761233
2577-54086-403,2577,54086,403,17.96611,17.24715,0.07823801
2577-54086-543,2577,54086,543,18.45204,17.7279,0.08119195
2578-54093-82,2578,54093,82,18.07251,17.29915,0.09306733
2578-54093-330,2578,54093,330,18.26127,17.49732,0.07892866
2579-54068-221,2579,54068,221,17.79481,16.97271,0.07892723
2580-54092-364,2580,54092,364,17.59723,16.86172,0.08311538
2582-54139-586,2582,54139,586,18.52511,17.78173,0.09675948
2583-54095-40,2583,54095,40,18.09762,17.37446,0.08238113
2583-54095-366,2583,54095,366,18.49094,17.67589,0.08809816
2584-54153-52,2584,54153,52,16.82795,15.74516,0.03247606
2584-54153-165,2584,54153,165,18.3553,17.75977,0.09366962
2584-54153-471,2584,54153,471,16.4453,15.16063,0.02663583
2585-54097-281,2585,54097,281,18.22209,17.55326,0.08146362
2585-54097-289,2585,54097,289,18.15454,17.54334,0.08353499
2585-54097-402,2585,54097,402,18.08853,17.42928,0.0716899
2586-54169-148,2586,54169,148,15.87961,14.28882,0.02977679
2588-54174-477,2588,54174,477,18.4974,17.78698,0.06286813
2589-54174-290,2589,54174,290,18.1592,17.41442,0.08098861
2596-54207-42,2596,54207,42,18.20266,17.37165,0.09313807
2598-54232-330,2598,54232,330,18.25712,17.72743,0.08411701
2599-54234-2,2599,54234,2,18.20239,17.53891,0.07043989
2599-54234-17,2599,54234,17,17.70123,17.00328,0.06608249
2599-54234-56,2599,54234,56,18.34566,17.74062,0.06771735
2599-54234-152,2599,54234,152,18.19334,17.54059,0.08868002
2599-54234-619,2599,54234,619,17.23694,16.3372,0.07132695
2599-54234-637,2599,54234,637,18.15505,17.47973,0.07107078
2600-54243-187,2600,54243,187,17.62746,16.9277,0.07191934
2600-54243-291,2600,54243,291,17.46951,16.64996,0.07834645
2600-54243-346,2600,54243,346,18.3015,17.64914,0.07801393
2600-54243-351,2600,54243,351,17.99248,17.30359,0.07800474
2600-54243-414,2600,54243,414,18.2185,17.69257,0.07325374
2600-54243-555,2600,54243,555,18.25607,17.6086,0.08837892
2601-54144-210,2601,54144,210,17.59093,16.76648,0.08196385
2603-54479-181,2603,54479,181,18.05164,17.4054,0.08852562
2603-54479-355,2603,54479,355,18.22252,17.49315,0.06516161
2603-54479-447,2603,54479,447,18.11179,17.40341,0.08502393
2604-54484-628,2604,54484,628,18.0055,17.39641,0.08751198
2605-54484-11,2605,54484,11,18.33471,17.75209,0.07574691
2605-54484-497,2605,54484,497,18.30375,17.68824,0.08523634
2605-54484-622,2605,54484,622,17.73588,16.94647,0.08711023
2606-54154-257,2606,54154,257,17.68206,16.88647,0.09645173
2606-54154-296,2606,54154,296,17.78444,17.16823,0.0856359
2607-54184-45,2607,54184,45,17.50157,16.50652,0.06605029
2607-54184-127,2607,54184,127,18.13615,17.59681,0.07693143
2607-54184-403,2607,54184,403,18.49656,17.69363,0.07472423
2608-54474-462,2608,54474,462,18.03162,17.30478,0.0677323
2608-54474-528,2608,54474,528,18.41871,17.82761,0.07470154
2609-54476-105,2609,54476,105,18.33233,17.81301,0.07568188
2609-54476-171,2609,54476,171,18.1594,17.64607,0.06665427
2609-54476-387,2609,54476,387,18.01971,17.42738,0.07342097
2609-54476-520,2609,54476,520,18.20823,17.73527,0.06011003
2610-54476-9,2610,54476,9,17.25175,16.42134,0.06684322
2610-54476-548,2610,54476,548,16.36273,15.41117,0.03089036
2611-54477-224,2611,54477,224,17.71426,16.85427,0.07539364
2611-54477-520,2611,54477,520,18.25595,17.60306,0.07578012
2613-54481-81,2613,54481,81,17.92941,17.33488,0.07445801
2615-54483-254,2615,54483,254,18.07484,17.43185,0.06453238
2616-54499-76,2616,54499,76,17.92203,17.2476,0.06453432
2616-54499-295,2616,54499,295,18.01652,17.40228,0.06332935
2616-54499-326,2616,54499,326,17.52133,16.81561,0.08583747
2616-54499-348,2616,54499,348,18.38285,17.68229,0.0851713
2617-54502-128,2617,54502,128,17.91285,17.15891,0.08911083
2617-54502-245,2617,54502,245,18.0557,17.36532,0.08260255
2617-54502-265,2617,54502,265,17.51452,16.8319,0.06042062
2618-54506-207,2618,54506,207,18.48095,17.79692,0.06883778
2619-54506-120,2619,54506,120,18.30567,17.93746,0.08626044
2619-54506-600,2619,54506,600,18.07751,17.26905,0.08779705
2641-54230-440,2641,54230,440,18.40965,17.77979,0.08522832
2643-54208-558,2643,54208,558,18.43357,17.70803,0.07501158
2646-54479-463,2646,54479,463,17.60645,16.87189,0.06805377
2646-54479-518,2646,54479,518,17.7517,16.93286,0.06582754
2649-54212-14,2649,54212,14,18.51697,17.85455,0.09914496
2649-54212-36,2649,54212,36,18.32509,17.48191,0.08669726
2649-54212-258,2649,54212,258,18.45248,17.90685,0.07475799
2650-54505-152,2650,54505,152,17.55135,16.82422,0.06643387
2650-54505-185,2650,54505,185,18.07965,17.28872,0.08318521
2651-54507-430,2651,54507,430,18.02067,17.46048,0.06552083
2651-54507-467,2651,54507,467,17.93827,17.30914,0.09713549
2656-54484-118,2656,54484,118,18.26633,17.60868,0.08186562
2656-54484-128,2656,54484,128,17.45819,16.61344,0.07647181
2656-54484-211,2656,54484,211,17.83007,17.13887,0.08854644
