plate,mjd,fiberid,fibermag_r,petromag_r,z
1809,53792,560,17.24477,15.74673,0.05961874
1717,53883,201,17.46708,15.98539,0.05686538
1818,54539,322,17.13106,15.5091,0.07992959
1713,53827,311,17.23687,16.0191,0.05574812
1711,53535,621,16.38918,14.58649,0.05278031
1825,53504,223,17.9281,16.69122,0.0993861
1825,53504,114,17.84878,16.5605,0.08697866
1834,54562,289,18.41144,17.4343,0.09786664
1702,53144,634,17.66619,16.37751,0.09914713
1409,52824,413,17.97563,16.58643,0.05837027
1726,53137,169,17.47322,15.978,0.07063895
2032,53815,365,16.80145,15.39194,0.05271621
1607,53083,369,18.03426,17.02224,0.07907328
1832,54259,539,17.39065,15.85551,0.07706298
1832,54259,587,17.69691,16.34598,0.07790837
1718,53850,196,18.03613,16.68342,0.07647125
1729,53858,322,17.93645,16.58222,0.07237917
1728,53228,44,17.76297,16.63373,0.07242896
1673,53462,90,17.02577,15.22727,0.07400572
1675,53466,289,17.70901,16.53156,0.05441784
1833,54561,519,16.26485,14.62577,0.03261517
1671,53446,127,16.60583,14.49004,0.05267568
1646,53498,50,19.00885,17.6719,0.08632226
1671,53446,98,17.24947,15.63966,0.05254398
1672,53460,294,17.24695,15.89722,0.06944803
1676,53147,296,17.66112,16.2555,0.07516931
1649,53149,171,16.62194,14.91048,0.07107253
1650,53174,224,18.21742,17.24278,0.0651259
1988,53469,582,17.33847,15.36127,0.07497097
1980,53433,141,17.47332,15.60184,0.06756315
1996,53436,266,18.12947,16.89357,0.07858987
1439,53003,131,17.81936,16.67335,0.07435001
1440,53084,150,17.25574,15.47258,0.06090308
1440,53084,101,17.79847,16.05471,0.05983001
2014,53460,302,17.70581,16.3058,0.07597896
1452,53112,270,16.64797,14.39197,0.03777866
1460,53138,184,18.60449,17.36399,0.06811078
2014,53460,9,17.25692,15.99595,0.06139175
1643,53143,476,17.10933,15.59558,0.06643423
1668,53433,104,17.7492,15.73268,0.0848
1672,53460,314,17.7951,16.4543,0.08603287
1678,53433,221,17.30969,16.09876,0.07578953
1462,53112,55,17.18179,15.91777,0.06236149
1671,53446,160,17.53821,15.66757,0.07132688
1672,53460,62,18.17258,17.07839,0.07278828
1655,53523,440,17.82334,16.44616,0.0848356
1675,53466,387,18.42387,17.09075,0.08441256
1437,53046,639,18.3551,17.3689,0.0954467
1658,53240,478,16.99843,15.02061,0.0525442
1659,53224,517,16.90828,15.51946,0.05727355
1462,53112,318,17.59663,15.94772,0.06786249
1671,53446,34,18.4084,16.7585,0.0715752
1437,53046,509,17.84704,16.69187,0.07243896
1673,53462,322,18.75732,17.4737,0.07242889
1673,53462,377,17.60344,15.48594,0.07271504
1439,53003,502,17.48667,16.00351,0.07177993
1443,53055,633,18.1518,17.03032,0.09066331
1445,53062,466,17.2591,15.60313,0.06528112
1448,53120,178,17.0711,15.24194,0.05358474
1673,53462,407,18.85002,17.79898,0.07268743
1675,53466,490,17.40609,15.73228,0.08680015
1645,53172,378,17.27282,15.69787,0.08099686
1667,53430,590,16.70201,15.03149,0.05574955
1458,53119,373,17.30323,16.238,0.07143234
1668,53433,321,18.56862,16.91766,0.09774806
1671,53446,540,17.63765,16.19436,0.08023004
1439,53003,421,17.59725,16.48227,0.07627223
1435,52996,439,16.6547,14.52828,0.02462758
1004,52723,244,17.35087,16.11012,0.07852513
581,52356,612,16.87396,15.28509,0.04146089
1620,53137,87,17.80689,16.71751,0.07396673
848,52669,568,18.43243,17.61201,0.09244901
1797,54507,288,17.795,15.97309,0.06366006
1626,53472,203,18.17452,17.07501,0.07456221
1647,53531,599,18.50566,17.13957,0.07889583
1797,54507,201,16.98337,15.10711,0.02411593
1003,52641,26,17.31529,15.24359,0.08013161
1796,53884,317,18.45507,17.20554,0.05423585
1810,53794,167,17.86728,16.55258,0.08710578
1794,54504,267,17.30253,15.85381,0.0620516
1795,54507,630,18.19512,17.09576,0.09345914
1793,53883,504,16.16199,14.12742,0.02423745
1810,53794,526,17.8125,16.6066,0.05823299
1790,53876,538,17.90639,16.8736,0.08074059
1794,54504,530,18.39845,17.59559,0.09146882
1816,53919,516,18.17388,16.89482,0.07863901
1817,53851,392,18.13916,17.14951,0.08171596
1817,53851,545,16.62679,14.75115,0.04572444
1817,53851,587,16.94957,15.21251,0.03358852
1817,53851,599,17.36966,15.71064,0.03677052
1796,53884,489,18.70561,17.79131,0.08182988
1802,53885,587,18.02163,16.85258,0.08116714
1806,53559,449,16.96849,15.48587,0.0635484
1797,54507,159,17.37566,16.24981,0.04769999
1796,53884,617,18.35609,16.93275,0.08742087
1794,54504,351,17.94787,16.43744,0.09328222
1817,53851,247,18.26215,17.25505,0.08089782
1835,54563,491,17.86209,16.89235,0.08633284
1807,54175,223,17.78644,16.22855,0.07967015
1821,53167,298,18.10395,16.66205,0.0796148
1821,53167,213,17.85072,16.72036,0.09287418
1823,53886,600,18.57624,17.39377,0.09973455
1816,53919,164,17.91441,16.7065,0.07906538
1437,53046,257,17.76813,16.32296,0.09964544
1980,53433,429,18.57029,17.59076,0.07783339
1440,53084,27,17.59257,15.71492,0.0806476
1460,53138,231,16.80579,15.59876,0.05287855
2088,53493,525,17.1873,15.78788,0.06661553
1816,53919,156,17.61637,16.01143,0.07585392
1816,53919,543,18.66803,17.26213,0.07368708
1440,53084,153,17.0952,15.65558,0.07022491
1378,53061,5,17.58395,16.13495,0.06727675
1380,53084,236,17.74273,16.52028,0.06671129
1383,53116,140,17.58953,16.29864,0.09184081
1384,53121,199,17.40029,16.00508,0.07787913
1819,54540,426,17.88455,16.59015,0.07847417
1439,53003,232,18.11401,16.92865,0.07698364
1820,54208,392,17.54917,16.35389,0.07591048
1820,54208,120,17.6221,16.62215,0.0745215
1437,53046,582,17.43501,16.31941,0.07501037
1452,53112,225,18.29327,16.69816,0.09396564
1464,53091,112,17.50956,16.0917,0.06208227
1378,53061,120,18.47518,17.53817,0.08009234
1430,53002,548,16.5064,14.72943,0.06867719
1820,54208,71,17.8387,16.57126,0.0712854
1437,53046,502,18.63467,17.78939,0.07706298
1809,53792,326,17.95978,16.60337,0.08388457
1460,53138,459,18.06133,16.96857,0.09444011
1377,53050,487,17.76737,16.56647,0.07495738
1377,53050,592,18.59364,17.71611,0.09596011
1383,53116,553,17.60251,16.27832,0.0706369
1440,53084,398,17.06903,15.87805,0.06011145
1445,53062,454,18.25165,16.99163,0.0703741
1452,53112,539,17.50534,16.36208,0.07633278
1813,53903,504,17.12481,15.21186,0.03295785
1462,53112,455,18.62656,17.72964,0.07591684
1363,53053,61,17.93669,16.80961,0.07397085
1366,53063,38,17.19179,15.66189,0.05943399
1353,53083,286,17.91847,16.81125,0.08959423
1815,53884,613,18.08018,16.76956,0.08013047
1816,53919,451,17.61297,16.13737,0.07736324
1817,53851,614,17.93812,16.91891,0.07614118
1709,53533,48,18.49526,17.27164,0.09454957
1715,54212,295,16.5746,14.05527,0.02888002
1815,53884,329,18.35049,16.84118,0.08207762
1816,53919,405,18.06168,17.15581,0.07964807
1719,53876,249,17.12129,15.69236,0.07584967
1719,53876,241,17.50871,16.03812,0.08049743
1723,53905,249,18.86292,17.58005,0.07603545
1721,53857,293,16.62153,14.06625,0.03377918
1727,53859,2,16.92388,15.34996,0.06688415
1709,53533,68,17.74011,16.70073,0.05359454
1729,53858,200,17.36976,16.18169,0.06176497
1731,53884,165,17.11347,15.44511,0.06400681
1711,53535,552,17.40776,16.33465,0.05612082
1825,53504,310,16.11453,14.24237,0.01730789
1829,53494,139,17.88463,17.09594,0.08408532
1723,53905,52,16.51083,14.76309,0.04431709
1731,53884,349,16.86833,15.52992,0.07377164
588,52045,459,17.84136,16.46206,0.08663271
590,52057,607,16.41181,14.11562,0.03778353
1833,54561,221,17.24215,16.18251,0.07935796
591,52022,586,17.13978,15.5045,0.05133927
591,52022,627,16.96821,15.34417,0.05320629
2950,54559,136,18.49148,17.35379,0.09720723
1832,54259,187,17.95398,16.99073,0.07436994
1833,54561,136,18.21833,16.97162,0.0851716
1833,54561,617,16.05705,14.21721,0.03761747
1834,54562,187,16.401,14.75489,0.03305499
1829,53494,600,17.7063,16.67403,0.09687752
1725,54266,292,17.13729,15.78085,0.09973829
1832,54259,484,17.21769,15.58734,0.07446513
1832,54259,456,18.62492,17.52191,0.080337
2102,54115,487,18.42489,17.49068,0.07864457
2102,54115,510,17.77185,16.6745,0.05709777
1643,53143,282,16.97546,15.80435,0.03457023
1844,54138,415,18.52464,17.57342,0.09186466
1844,54138,454,18.46369,17.34322,0.08879101
1852,53534,498,18.0437,16.81404,0.08759888
1948,53388,37,17.36781,15.92903,0.09341136
1954,53357,73,17.04319,15.40376,0.03473582
2007,53474,71,16.78803,15.34743,0.05787473
1816,53919,5,18.45458,17.55289,0.08170389
1817,53851,201,17.7166,16.60524,0.08007897
1832,54259,538,17.95942,16.70822,0.0813306
1834,54562,377,16.78297,14.89144,0.04499168
1646,53498,308,16.75208,14.61908,0.04753659
887,52376,109,16.56254,14.37581,0.05583475
1818,54539,261,17.12325,15.36347,0.0344432
1656,53533,291,17.66812,16.40579,0.06293282
1934,53357,284,18.69501,17.31966,0.09176238
1988,53469,313,17.30827,15.41504,0.06939831
2030,53499,334,17.50822,16.11254,0.07335117
1986,53475,160,16.76876,14.95575,0.05888939
1673,53462,121,17.72385,16.33691,0.07316317
2032,53815,443,17.14371,15.7843,0.07269713
2102,54115,578,18.14096,17.07097,0.07474805
1653,53534,188,17.36616,15.92511,0.03402087
1654,53498,133,17.22117,15.97307,0.09027267
1655,53523,184,18.8638,17.88121,0.07157591
1656,53533,433,18.0868,16.94099,0.08817341
1656,53533,196,18.49356,17.58712,0.08697464
1656,53533,170,18.87403,17.89644,0.08791228
1945,53387,193,16.46374,14.81158,0.04048766
1948,53388,615,16.57083,15.01498,0.03794404
1954,53357,244,17.95983,16.50162,0.09018262
2007,53474,535,18.4126,17.64098,0.08283305
1980,53433,249,17.64531,16.33299,0.07783238
2088,53493,317,17.53396,16.04727,0.08039679
2088,53493,155,17.77477,16.3822,0.07418951
2014,53460,44,18.00264,16.73219,0.09306578
1291,52738,611,17.45723,16.03132,0.07536123
1644,53144,494,18.05636,17.05558,0.0987993
1649,53149,15,18.13108,17.11696,0.07992397
1649,53149,21,17.61906,16.31736,0.07573503
1651,53442,390,18.52835,17.30115,0.07863884
1650,53174,461,18.64166,17.48899,0.07106975
1650,53174,471,17.85669,16.70492,0.0769445
1651,53442,392,17.89491,16.46626,0.07690695
1650,53174,493,18.22593,17.10592,0.07736
1655,53523,387,18.45775,17.1969,0.09121554
1675,53466,48,17.77644,16.60322,0.07940476
1998,53433,477,17.5792,15.89781,0.04168093
1980,53433,451,17.84443,16.40138,0.07612541
1675,53466,603,18.56405,17.22342,0.08675339
1654,53498,469,18.0593,16.39288,0.09691618
1655,53523,461,18.43848,17.97972,0.08688477
1655,53523,589,17.81052,16.61818,0.08895443
1656,53533,380,18.90014,17.88078,0.08754648
1655,53523,32,17.28012,15.6333,0.08856205
2007,53474,398,18.17732,17.00061,0.08852568
2007,53474,434,18.17361,17.09571,0.06880888
1996,53436,382,16.99046,15.47015,0.06065375
1672,53460,564,18.70767,17.50256,0.07408358
1985,53431,386,18.53267,17.65187,0.06893101
1049,52751,310,18.08873,17.07792,0.08772302
1977,53475,538,18.04075,16.98285,0.07618562
1050,52721,290,18.06647,17.03735,0.09530129
2005,53472,408,18.29795,17.43419,0.08089975
1572,53177,286,17.39364,16.27042,0.04559069
1569,53168,213,17.49499,16.31735,0.06082361
1789,54259,141,16.11392,14.57098,0.01908592
1791,54266,248,17.92983,16.89266,0.04579544
1645,53172,606,18.51259,17.42752,0.0819409
1791,54266,260,18.33998,17.37405,0.08119516
1811,53533,287,16.83208,14.92504,0.02459293
1832,54259,533,17.00031,15.42319,0.08248705
1231,52725,178,18.57586,17.50742,0.08911008
1231,52725,179,18.68958,17.77072,0.08910921
1233,52734,174,17.52058,15.48188,0.0329544
1230,52672,37,18.10618,16.92455,0.07030024
1789,54259,560,18.7158,17.65978,0.09761094
1816,53919,159,17.65128,16.26616,0.07539728
1817,53851,585,16.81343,15.21121,0.03868958
1817,53851,636,16.82052,15.0331,0.0455968
1819,54540,223,17.93945,16.61255,0.07715473
1821,53167,328,17.28102,15.80122,0.06574844
1821,53167,98,17.25115,15.8281,0.09624203
1233,52734,600,17.5141,16.44583,0.08119523
1796,53884,462,17.59205,16.34442,0.08624864
1796,53884,631,16.21312,14.43847,0.05275363
1811,53533,386,17.07586,15.78611,0.06288974
1815,53884,506,17.31026,16.13452,0.0879994
1815,53884,591,17.47704,15.81116,0.09232307
1816,53919,477,17.75759,16.62703,0.07569646
1379,53084,490,16.21557,14.23625,0.01900654
1232,52731,454,17.04979,15.58045,0.04882773
1793,53883,372,16.67947,15.03375,0.04599404
1804,53886,516,17.40027,15.93862,0.07522419
1815,53884,566,18.02299,16.52948,0.08201499
1711,53535,241,17.52414,15.83663,0.05174489
1804,53886,84,17.08988,15.49123,0.03613537
1834,54562,403,18.13649,16.89575,0.07639386
1405,52826,64,17.94057,16.36259,0.09313475
1406,52876,499,17.26467,15.85491,0.0614945
1714,53521,158,17.79415,16.78325,0.05969416
1716,53827,14,17.2152,15.74162,0.08846534
1718,53850,412,17.94644,16.65585,0.0701954
1406,52876,72,16.49973,14.39014,0.03365926
1409,52824,475,18.0315,16.64993,0.06516024
1714,53521,541,18.05603,16.95063,0.08064961
1415,52885,187,16.67146,15.12964,0.04879282
1425,52913,222,16.98703,15.36366,0.05014097
1718,53850,604,17.74924,16.51554,0.06499616
1704,53178,105,16.50111,14.84059,0.02740176
1815,53884,596,17.45968,16.076,0.08688481
1819,54540,577,17.92574,16.2678,0.07425919
1419,53144,202,17.19734,15.54527,0.05905117
1821,53167,354,17.81537,16.77594,0.07126129
1714,53521,272,17.75645,16.66013,0.05520466
1420,53146,386,17.81377,16.36492,0.05047991
1420,53146,298,18.72063,17.69811,0.09568499
1706,53442,317,17.69176,16.553,0.09186191
1420,53146,206,17.94794,16.98953,0.09293021
1420,53146,88,17.82212,16.95419,0.09765925
2948,54553,216,18.216,17.31526,0.07249996
1718,53850,408,18.11959,16.8327,0.06926694
1718,53850,447,18.29643,17.21105,0.09668916
1716,53827,548,18.04243,16.70285,0.07266662
1723,53905,309,18.23417,17.24724,0.07445677
1723,53905,266,17.84455,16.72804,0.07859138
1723,53905,66,18.34204,17.30568,0.07436615
1731,53884,181,16.73752,14.90802,0.03934466
1391,52817,97,17.72955,16.47986,0.090275
2746,54232,46,17.58387,16.23447,0.0871964
1824,53491,47,18.12679,17.66229,0.08698738
1392,52822,197,18.06565,17.2461,0.09761032
1830,54560,271,16.5329,14.37618,0.02811822
1835,54563,18,18.43042,16.71316,0.03794016
1836,54567,20,17.22143,15.67323,0.04119583
1727,53859,370,17.48665,16.16405,0.07149717
1827,53531,373,17.6416,16.6454,0.05478361
1644,53144,171,16.66354,15.19526,0.02865401
1646,53498,175,18.21168,17.18194,0.08634599
1646,53498,121,17.0199,15.62711,0.07046242
1643,53143,27,18.17195,17.03926,0.0982519
1647,53531,390,17.94391,16.9104,0.08660239
1573,53226,275,17.04859,15.20908,0.05909931
1573,53226,186,17.98853,16.14296,0.06332762
1831,54557,342,16.65805,14.74582,0.03670051
1831,54557,599,17.6578,16.39296,0.09254181
1836,54567,450,18.58724,17.64233,0.07539452
887,52376,244,17.86204,16.5048,0.07244032
1683,53436,346,17.58957,16.43967,0.0546516
2949,54557,369,17.36475,16.02259,0.08155806
1424,52912,590,16.27607,14.23366,0.03541657
1415,52885,529,17.61261,16.20445,0.05647176
887,52376,28,18.53616,17.52526,0.05790647
1679,53149,3,16.43965,14.81892,0.03341519
1680,53171,319,16.83899,15.44061,0.05519574
1681,53172,381,17.49282,16.24221,0.07318583
1682,53173,194,18.95217,17.52703,0.06826315
1681,53172,388,17.62958,16.1086,0.07886126
1683,53436,230,18.49034,17.25845,0.05689188
1683,53436,437,17.40563,16.0543,0.05376661
1685,53463,421,17.03093,15.45398,0.05151117
1690,53475,142,16.36792,14.11889,0.04436938
1676,53147,493,17.39511,16.31381,0.08664681
1841,53491,186,18.78378,17.55606,0.09955586
1682,53173,375,17.10996,15.81028,0.04048611
1682,53173,554,17.78679,16.71545,0.08086647
1841,53491,152,17.91473,16.57856,0.08537739
1684,53239,98,16.52854,14.58844,0.03628591
1693,53446,100,16.42603,14.81068,0.04791594
1687,53260,45,17.18648,15.79641,0.0310709
1416,52875,266,17.67954,16.22638,0.06507503
1679,53149,554,17.73463,16.2583,0.06728666
1679,53149,76,18.14353,17.2127,0.08182479
1416,52875,190,17.93119,16.82782,0.07007065
1681,53172,633,17.37182,16.06712,0.06791866
1683,53436,587,17.22171,15.83746,0.07116193
1416,52875,171,18.38991,17.1592,0.06575026
1686,53472,447,18.05164,16.55186,0.09704049
886,52381,413,17.76636,16.38978,0.08831003
887,52376,569,16.9576,15.81924,0.06065604
1046,52460,313,18.6723,17.73493,0.07414242
1416,52875,87,18.63927,17.11574,0.07957052
1417,53141,140,17.33937,15.84345,0.07364447
1418,53142,345,17.37559,15.97455,0.05278277
1051,52468,122,18.42915,17.47315,0.09716521
1053,52468,309,18.00987,16.6594,0.08809686
1058,52520,299,16.68978,14.00565,0.03464227
1418,53142,184,17.27288,15.6768,0.07338826
1293,52765,143,16.79432,14.89357,0.06475666
1693,53446,111,17.00088,14.98335,0.03865955
1687,53260,508,17.19234,15.65607,0.06533004
1377,53050,216,17.31013,16.06058,0.07484706
1378,53061,292,17.56889,15.99947,0.0609512
1381,53089,249,18.26027,17.1445,0.09758736
1294,52753,149,17.46135,16.215,0.06457178
1386,53116,202,18.65957,17.22092,0.09028383
1391,52817,318,18.0873,17.15864,0.07383419
1390,53142,127,18.17556,16.88136,0.08698957
1391,52817,225,17.85546,16.51454,0.07433098
1392,52822,313,18.47168,17.25586,0.09026179
1391,52817,218,18.2703,17.18534,0.0866321
1392,52822,315,17.98023,16.72953,0.0882398
1391,52817,210,17.81331,16.8685,0.09098914
1769,53502,259,17.62397,16.55564,0.07436665
1391,52817,136,18.48246,17.24874,0.08409692
1391,52817,139,18.37404,17.31015,0.08738506
1391,52817,138,18.33946,17.16211,0.08852787
1391,52817,56,18.31172,17.23139,0.08547995
1392,52822,283,18.9054,17.50925,0.08712249
1393,52824,295,17.55669,16.48355,0.06571769
1769,53502,210,18.16494,17.14858,0.07389627
1393,52824,84,17.31399,15.67723,0.04776849
1464,53091,236,15.89021,14.62428,0.05459462
1380,53084,26,17.3247,15.13943,0.02807863
1383,53116,182,18.04127,16.94349,0.0913144
1384,53121,7,17.30057,16.01015,0.05706966
1390,53142,46,18.21639,17.16823,0.07472293
1392,52822,437,18.34084,17.33182,0.08669762
1572,53177,211,17.99112,16.73749,0.09211325
1464,53091,495,17.16485,15.29818,0.0539216
1697,53142,459,16.69814,14.65405,0.07020157
1377,53050,438,18.01879,16.76199,0.08902658
1378,53061,508,18.10111,16.52808,0.07945891
1384,53121,110,16.57701,14.94041,0.05773915
1385,53108,343,17.28432,15.52948,0.06072773
1390,53142,426,18.39988,17.23664,0.09656928
1391,52817,516,18.02797,16.9246,0.09140549
1576,53496,206,17.96869,16.74787,0.0672872
1464,53091,362,18.51064,17.65673,0.07590184
1380,53084,556,18.69651,17.67124,0.0817043
2600,54243,98,17.37127,15.82787,0.06893396
1391,52817,413,17.68457,16.86533,0.07853067
1391,52817,448,17.59106,16.41855,0.07727865
1391,52817,538,17.63731,16.43635,0.07790638
1576,53496,261,17.19753,15.21206,0.04078608
1384,53121,569,18.92942,17.724,0.09544606
1707,53885,590,17.44865,16.23987,0.06172199
1385,53108,377,18.5541,17.80342,0.08863305
1387,53118,538,17.12623,15.292,0.08155859
1578,53496,288,16.64274,14.77982,0.0769016
1567,53172,22,17.12029,15.78627,0.05135744
1354,52814,608,17.58362,16.5629,0.07793959
1573,53226,459,18.82041,17.57769,0.06741328
1568,53169,402,18.37213,17.3309,0.08153201
1568,53169,600,17.09785,15.72704,0.05841442
1405,52826,304,17.23424,15.77643,0.07245157
1406,52876,344,18.21849,16.90866,0.09329674
1403,53227,370,17.08658,15.71882,0.05497297
1406,52876,389,17.47365,16.3021,0.04822156
1713,53827,322,16.78868,14.138,0.03048543
1406,52876,163,17.16604,15.26329,0.09280694
1713,53827,535,18.24834,17.26448,0.09675925
1407,52886,345,17.12608,15.16751,0.03112174
1409,52824,238,17.87862,16.73955,0.06529231
1402,52872,69,16.72582,14.69217,0.06983782
1406,52876,326,18.05058,16.83202,0.0690275
1774,53759,218,17.48575,16.31355,0.0778487
1775,53847,46,17.74312,16.40941,0.06662082
1406,52876,334,18.14853,16.49649,0.05403762
1778,53883,139,18.27537,17.48079,0.09958953
1714,53521,274,16.90916,15.31042,0.05125507
1713,53827,528,17.31342,16.0415,0.06219983
1716,53827,169,18.18697,17.31436,0.07790795
1775,53847,462,17.29676,16.048,0.07286381
1704,53178,426,18.11216,16.64367,0.08856313
1718,53850,520,17.95576,16.65448,0.08537667
1722,53852,286,17.90849,16.6154,0.07756524
1726,53137,386,17.47612,16.36145,0.04171704
1726,53137,434,18.7913,17.60075,0.07055676
1722,53852,413,17.67783,16.33898,0.0627841
1722,53852,452,18.38932,17.20746,0.08699119
1729,53858,564,16.44406,14.3155,0.01739782
1407,52886,71,17.18438,16.09162,0.06026178
1417,53141,319,17.94247,16.40078,0.07407826
1418,53142,260,18.4891,17.65512,0.08757355
1704,53178,12,17.73731,16.13739,0.05944544
1718,53850,304,17.771,16.70081,0.07761083
1654,53498,401,17.77548,16.71461,0.07433115
1390,53142,82,17.20007,15.7562,0.08234353
1654,53498,618,18.30413,17.21554,0.08074208
1654,53498,604,17.84634,16.38004,0.09034733
1654,53498,548,18.03279,17.11567,0.09083547
1391,52817,358,17.35708,15.67858,0.0316563
1391,52817,275,18.68355,17.60521,0.07577091
1391,52817,240,18.5611,17.06405,0.09076937
1392,52822,353,17.49591,16.11573,0.08744125
1392,52822,306,18.19835,16.90877,0.09430734
1391,52817,109,18.60755,17.58677,0.09716687
1389,53135,155,17.35155,15.23778,0.08252538
1390,53142,240,18.08547,16.95679,0.09659818
1390,53142,159,17.34201,15.50238,0.07442161
1644,53144,176,16.28253,14.53903,0.02826449
1390,53142,101,18.1487,17.09472,0.077453
1392,52822,488,16.9107,15.49226,0.05201262
2088,53493,114,18.0069,16.72163,0.07205442
1644,53144,82,17.67252,16.50698,0.07536316
1646,53498,381,17.93781,16.78096,0.08454996
1649,53149,591,18.0634,16.44968,0.07058669
1392,52822,67,18.95035,17.84892,0.0494378
1393,52824,200,17.85228,16.37695,0.09201117
1650,53174,469,18.05866,16.87692,0.08078571
1389,53135,115,17.75139,16.39287,0.09146985
1390,53142,66,18.90781,17.79851,0.0788952
1392,52822,374,16.85087,15.03724,0.05196747
1391,52817,625,18.0072,16.66351,0.09202121
1416,52875,432,18.7982,17.5226,0.09313822
1416,52875,467,18.20273,17.28307,0.07615958
1416,52875,491,18.4389,17.03867,0.06608804
1416,52875,158,17.57235,16.17041,0.06134604
1420,53146,398,18.835,17.90125,0.09493263
1417,53141,325,18.17955,16.9948,0.07985416
1643,53143,534,16.45757,14.61975,0.03318981
1647,53531,640,18.08252,16.33058,0.08759202
1648,53171,413,18.01425,16.55416,0.08880883
1417,53141,432,18.46676,17.53461,0.09279097
1417,53141,430,17.70979,16.44645,0.05507123
1417,53141,171,18.52872,17.25526,0.09308039
1647,53531,606,18.13312,16.93078,0.08995456
1392,52822,87,17.58692,16.0878,0.07266847
1417,53141,176,17.25738,15.6924,0.08585756
1569,53168,229,18.14863,17.1442,0.08151018
1567,53172,239,18.62324,17.23464,0.08163147
1567,53172,230,18.16341,16.64569,0.08148775
2028,53818,197,17.30698,15.88624,0.05994937
1418,53142,322,17.54069,16.35613,0.08583829
1418,53142,462,18.59027,17.44254,0.09027417
1419,53144,416,18.37603,17.32395,0.07029631
1840,53472,56,17.47022,16.04167,0.08452971
1420,53146,378,17.18247,15.47218,0.05902984
1423,53167,80,18.25304,17.15366,0.05596443
1840,53472,415,16.73425,15.24431,0.06779665
1424,52912,409,17.88499,16.18499,0.05647071
1424,52912,559,17.90525,16.23753,0.0550417
1419,53144,72,17.24199,15.46203,0.06155284
1420,53146,594,19.0332,17.56932,0.08445333
1688,53462,251,18.88096,17.91361,0.0866642
1294,52753,630,17.70759,16.25315,0.0638115
2146,54230,564,17.99232,16.89323,0.06212089
1417,53141,522,17.12978,15.05958,0.06880853
1417,53141,521,17.01319,15.24897,0.06883715
1681,53172,319,18.20782,17.0802,0.07022571
1681,53172,213,18.1392,16.67799,0.06968194
1681,53172,216,18.09097,16.98808,0.09330558
1683,53436,352,18.15371,16.81369,0.08355419
1681,53172,228,17.91767,16.6324,0.06346475
1682,53173,348,17.55604,16.0407,0.08799917
1682,53173,43,18.26121,16.43597,0.0689248
1683,53436,172,18.54477,17.55868,0.09241516
2948,54553,521,19.07516,17.67037,0.08843096
1681,53172,15,16.506,14.03004,0.03107188
1693,53446,138,17.68846,16.16507,0.0386613
1679,53149,71,18.39024,17.33368,0.08836997
1684,53239,431,18.3928,17.28421,0.07291713
1686,53472,573,16.95792,14.98242,0.05537173
1682,53173,612,17.50637,15.78693,0.06821568
1340,52781,335,17.5332,15.99721,0.08488659
1340,52781,304,17.45644,15.79026,0.05530972
1854,53566,240,18.09034,16.34752,0.07218568
1854,53566,214,18.00013,16.82179,0.0936692
1854,53566,451,18.10843,17.04319,0.08567254
1417,53141,149,18.08004,16.60162,0.08809736
1418,53142,334,18.28662,17.43186,0.08600952
1384,53121,316,18.39344,17.55483,0.07890987
1419,53144,493,17.25164,15.88385,0.09703942
385,51783,202,17.86888,16.39762,0.07959267
2948,54553,161,17.39684,15.39391,0.07255161
1384,53121,230,16.8852,15.28247,0.04878691
1384,53121,213,17.04769,15.72468,0.08728381
1419,53144,119,17.75396,16.75005,0.07205502
1417,53141,589,17.61178,16.10741,0.08724023
1769,53502,207,17.56518,16.3071,0.07391657
1772,53089,247,17.27468,14.7367,0.0272489
1772,53089,21,18.57128,17.27375,0.08842886
1769,53502,141,17.38583,16.19756,0.06918371
1768,53442,431,18.41727,17.07936,0.08404116
1769,53502,428,17.65032,15.88925,0.0707968
1767,53436,416,17.96602,16.4458,0.07998968
1767,53436,527,18.79818,17.78291,0.09574049
1772,53089,448,17.89694,16.36862,0.08255333
1772,53089,454,18.62816,17.59327,0.08467548
1710,53504,121,18.11116,16.95454,0.08567408
1741,53052,102,17.04634,15.65069,0.07046221
1711,53535,372,17.32098,16.34259,0.08372057
1747,53075,79,17.80356,16.73434,0.09500394
1749,53357,629,17.47989,16.43171,0.08210915
1751,53377,496,17.9555,16.43137,0.08981921
1748,53112,413,18.52079,17.57811,0.0930615
1775,53847,255,17.75496,16.05762,0.07847052
1710,53504,254,18.65446,17.61154,0.08523698
1754,53385,66,18.14291,16.94791,0.0810335
1712,53531,167,17.52714,16.17215,0.09111662
1775,53847,465,17.89815,16.84365,0.09188846
1714,53521,516,16.93251,14.59522,0.0302162
1785,54439,180,18.16587,17.25517,0.09287515
1777,53857,547,16.04248,14.05528,0.02416592
1774,53759,408,18.48896,17.46568,0.09494603
1764,53467,474,18.32466,17.46646,0.07892759
1578,53496,212,17.82253,16.45318,0.06894705
1577,53495,291,17.1422,15.6813,0.04713185
1579,53473,108,17.87404,16.57114,0.07475505
1578,53496,141,18.43133,17.0716,0.09179571
1574,53476,362,18.36949,17.47119,0.09691721
1577,53495,78,17.73427,16.45392,0.06418222
1576,53496,330,19.09046,17.66068,0.06494461
1721,53857,410,17.83784,16.51354,0.0761197
1724,53859,575,17.49411,16.68109,0.07109266
1708,53503,346,18.39286,17.29358,0.09806869
1710,53504,598,17.1449,15.69178,0.0477666
