plate,mjd,fiberid,fibermag_r,petromag_r,z
1190,52670,227,17.5963,16.47163,0.07791501
889,52663,487,17.17462,15.85209,0.09245034
890,52583,281,16.146,14.31077,0.01454612
892,52378,185,17.63274,16.20417,0.0924488
892,52378,156,18.47558,17.62922,0.08413982
947,52411,492,17.20689,15.61621,0.07298565
892,52378,487,18.42963,17.51721,0.07989726
982,52466,483,17.12417,15.9946,0.05839583
393,51794,268,17.96711,16.79159,0.08089914
892,52378,511,17.20715,15.37352,0.0862614
894,52615,244,16.53389,14.69546,0.03069427
404,51812,299,16.86399,15.04732,0.04260251
895,52581,183,17.23967,15.53342,0.083551
895,52581,474,18.15603,17.03898,0.08088592
888,52339,407,17.27057,15.64737,0.05998321
404,51812,295,17.91772,16.63333,0.04259944
754,52232,41,17.03216,14.54918,0.03930965
893,52589,263,17.14924,15.8178,0.07246439
759,52254,71,18.12369,17.0852,0.06741638
1060,52636,189,17.73155,16.07841,0.0599805
1060,52636,437,18.66434,17.71873,0.06027979
829,52296,449,16.93014,15.30166,0.06835804
1060,52636,348,16.74481,15.00235,0.05441263
890,52583,108,19.02466,17.92032,0.08044743
959,52411,625,17.984,16.68603,0.07139084
959,52411,623,17.67669,15.81911,0.06523904
1621,53383,94,18.56581,17.41329,0.08236456
893,52589,557,17.66848,16.5295,0.08717593
892,52378,239,18.11876,16.88316,0.08808168
1000,52643,320,16.83227,15.72522,0.07220141
1000,52643,105,17.48603,16.27247,0.06771686
1618,53116,216,18.03581,16.77262,0.06367969
1621,53383,291,18.43597,17.55515,0.0943202
893,52589,176,18.0799,17.04704,0.0605914
893,52589,492,16.59741,14.557,0.06134602
1620,53137,74,18.00072,16.55512,0.08788531
1621,53383,114,18.39164,17.54334,0.08788509
1185,52642,79,18.69485,17.54986,0.09785899
1186,52646,105,17.79095,16.61137,0.06066674
991,52707,596,18.59159,17.39679,0.0764492
893,52589,609,17.51462,15.82083,0.0970646
894,52615,161,17.29201,15.87109,0.0658713
993,52710,146,18.64919,17.44603,0.08897027
889,52663,309,16.89266,15.17373,0.0613884
761,54524,128,18.32766,17.06166,0.05629208
895,52581,410,18.10131,17.15249,0.09201555
904,52381,27,16.81377,15.0091,0.06350128
904,52381,36,17.90974,16.47795,0.06389587
1310,53033,90,17.54051,16.33377,0.07508919
1310,53033,20,18.0905,16.96359,0.07807526
1313,52790,116,17.37482,15.78522,0.06688349
1617,53112,268,18.01609,16.14425,0.05402751
1184,52641,513,17.85298,16.64977,0.07502872
1184,52641,366,18.41293,17.34044,0.07837295
1314,53050,81,17.44727,16.08106,0.06409287
1311,52765,72,17.39831,15.52056,0.09625312
905,52643,199,17.50667,16.31209,0.06913771
409,51871,183,17.18625,15.85159,0.04420912
954,52405,22,17.72285,16.22949,0.09616444
944,52614,141,17.974,16.67823,0.08743574
969,52442,232,17.10623,15.28973,0.06250563
415,51810,196,18.08392,16.13248,0.08497741
1311,52765,198,17.00408,14.94561,0.07961622
1311,52765,558,18.35163,17.26366,0.09018455
1313,52790,475,17.74728,16.37233,0.05522308
904,52381,561,17.10441,15.63599,0.06421635
1007,52706,93,16.67032,14.45499,0.06066861
931,52619,308,17.22106,16.10031,0.07736823
931,52619,532,18.16674,17.17876,0.08227158
936,52705,353,18.32018,17.08444,0.09049913
1013,52707,82,16.55236,15.15808,0.02711286
1616,53169,233,18.33051,17.23013,0.0966044
928,52578,369,17.73319,16.3114,0.08660251
1694,53472,185,17.10464,15.68177,0.06096629
878,52353,211,19.08221,17.81433,0.07452267
886,52381,309,18.55732,17.54587,0.06702118
859,52317,582,17.20549,15.38611,0.07336917
861,52318,218,18.46078,17.42154,0.08757354
861,52318,115,18.36016,16.97836,0.04756946
1197,52668,203,18.05264,16.9334,0.0871979
1197,52668,53,18.70952,17.65322,0.082601
874,52338,288,17.66085,16.23749,0.061394
1185,52642,507,17.39478,15.82482,0.09856018
875,52354,79,16.59009,15.06041,0.04410378
878,52353,306,17.34867,16.25123,0.06972688
882,52370,191,17.65974,16.25378,0.06687964
886,52381,303,18.22195,17.20999,0.06673843
860,52319,193,18.01203,16.68332,0.08856279
1197,52668,224,17.38995,16.27069,0.05833292
1616,53169,33,17.13801,15.6648,0.07398075
883,52430,512,17.93282,16.6741,0.09008715
884,52374,394,16.61246,14.34028,0.05927012
1197,52668,426,18.33692,16.49742,0.05786431
875,52354,492,17.54383,15.79669,0.0444193
874,52338,574,17.18081,15.45317,0.06318979
877,52353,609,18.29498,17.44848,0.09583314
879,52365,442,18.05259,16.88243,0.04799866
883,52430,367,17.90334,16.6554,0.08243211
882,52370,612,17.92673,16.63296,0.08178992
884,52374,528,16.55964,14.43932,0.03658396
885,52379,408,18.23764,16.84096,0.0833302
903,52400,46,17.9871,16.83951,0.0862558
903,52400,118,18.0091,17.20879,0.09636513
899,52620,621,17.27508,15.97815,0.05173986
899,52620,537,17.41217,16.19394,0.05089384
895,52581,54,17.83586,16.187,0.09029563
828,52317,407,17.73357,16.17782,0.09352122
903,52400,14,17.7676,16.36658,0.08448324
902,52409,213,17.02646,15.6298,0.05017182
991,52707,423,17.46425,16.13386,0.05938012
1002,52646,598,17.2077,15.56062,0.0721607
902,52409,156,17.41135,15.60328,0.04991153
903,52400,185,17.49729,16.21115,0.05440204
1003,52641,640,17.14612,15.62254,0.06886538
1004,52723,555,17.60734,16.18733,0.07394855
903,52400,484,16.96935,15.52092,0.04537797
904,52381,504,16.80668,14.37652,0.04543945
903,52400,525,17.04627,15.66698,0.04770128
763,52235,42,18.52517,17.41144,0.05301398
764,52238,43,17.84842,16.31244,0.08969545
1004,52723,596,17.53743,15.96615,0.04820938
948,52428,43,16.93143,15.2235,0.04499441
928,52578,372,18.30187,16.89223,0.08744092
929,52581,276,17.91602,15.91623,0.06540738
929,52581,352,17.66368,14.53409,0.04619508
929,52581,349,18.48141,17.92826,0.09642911
930,52618,521,17.90326,16.63886,0.0751656
1040,52722,340,17.26818,15.83692,0.0640618
860,52319,122,17.64306,16.39793,0.07907301
1193,52652,578,17.67836,16.12559,0.09066312
870,52325,134,16.81278,15.03243,0.02758285
862,52325,174,17.83934,16.69004,0.06179279
1235,52734,62,18.11489,16.64296,0.07767442
865,52323,465,17.98081,16.53664,0.0931181
1060,52636,634,18.25123,17.33614,0.07139117
1060,52636,139,18.65282,17.68684,0.07508809
870,52325,369,17.8492,16.61659,0.07441709
882,52370,47,17.8919,16.12958,0.0853399
1220,52723,127,18.31377,16.8529,0.08631905
884,52374,125,18.07395,16.96544,0.0866609
872,52339,211,16.176,14.05695,0.024171
873,52674,165,16.99571,15.11578,0.04170336
1620,53137,405,18.68995,17.82242,0.09956231
1231,52725,259,17.61937,16.10939,0.07217899
876,52669,80,16.75107,15.05737,0.02540485
877,52353,155,17.28587,15.96922,0.06890111
875,52354,181,16.10776,14.61731,0.04421667
877,52353,274,17.81248,16.67974,0.0680268
877,52353,520,17.97905,16.939,0.06870016
879,52365,313,18.41261,17.44208,0.09488983
881,52368,270,16.84265,15.15202,0.05043181
2956,54525,563,18.16642,16.97585,0.08146282
876,52669,439,17.71636,16.5899,0.06248544
877,52353,615,16.49613,14.85891,0.04568236
2956,54525,435,17.66714,16.45225,0.08427735
1008,52707,26,17.92264,16.70859,0.06768932
938,52708,44,16.38797,15.16956,0.02804272
940,52670,64,17.98693,16.93695,0.07186674
941,52709,243,17.48938,16.44782,0.08047642
942,52703,52,17.61277,16.4525,0.06654979
939,52636,252,17.10984,15.24273,0.03247586
939,52636,178,18.39009,17.52316,0.09476107
941,52709,175,18.18354,16.92123,0.07149516
939,52636,305,17.12136,15.49611,0.07411026
1203,52669,221,18.01037,17.1966,0.08309425
1205,52670,356,17.07432,15.48495,0.06842
1206,52670,397,17.81366,16.15138,0.07646661
857,52314,98,17.80757,16.71433,0.07652193
930,52618,2,17.38297,15.52207,0.09256347
933,52642,2,17.21693,15.52556,0.06972739
928,52578,143,17.89213,16.79616,0.06119184
931,52619,290,18.04688,16.76473,0.07800934
2147,53491,267,18.55033,17.74642,0.07957174
931,52619,63,17.9369,16.92822,0.06475782
938,52708,214,17.23811,15.31278,0.0275778
931,52619,298,18.32257,16.85317,0.04988376
1192,52649,364,16.00086,14.18982,0.03288739
966,52642,249,17.8011,16.47424,0.07574847
968,52412,86,17.60744,16.53861,0.07737728
968,52412,83,18.5074,17.50432,0.07715464
1281,52753,139,17.39099,15.76402,0.08388666
1283,52762,303,18.60294,17.53823,0.07528871
1283,52762,203,17.3722,15.96332,0.06200055
1287,52728,130,17.96782,16.56738,0.06145368
933,52642,114,17.23312,15.67779,0.06596471
1048,52736,553,18.46076,17.63968,0.0896185
965,52438,290,17.92905,16.37861,0.07525172
968,52412,189,16.69386,15.21819,0.05388535
968,52412,193,17.62088,16.43061,0.05321138
971,52644,304,18.59549,17.3612,0.09955723
1288,52731,226,18.34133,17.36592,0.0935756
1192,52649,377,17.89835,16.61271,0.07756723
1192,52649,413,18.62722,17.45734,0.07724618
971,52644,197,17.6332,16.48682,0.08628994
971,52644,196,17.53587,16.24283,0.0856363
1281,52753,499,17.01017,15.60437,0.0554626
1282,52759,151,18.08725,16.69715,0.09853503
1047,52733,97,17.21811,15.48486,0.07578936
1229,52723,225,18.30533,17.41425,0.06872379
970,52413,589,17.96085,16.70359,0.08491623
1287,52728,493,17.37794,15.80405,0.07227008
1287,52728,490,16.98116,15.30764,0.07338228
1288,52731,329,17.49231,15.93149,0.07331441
1050,52721,369,18.24161,17.22855,0.07812189
1191,52674,308,18.57603,17.19171,0.07126791
966,52642,604,16.91921,15.30434,0.05389148
965,52438,368,18.32811,17.39028,0.07622948
968,52412,406,17.76089,16.5266,0.08287194
968,52412,567,16.7151,15.21646,0.06380697
969,52442,580,18.13422,17.25318,0.083942
971,52644,327,16.37108,14.66668,0.03049273
971,52644,447,18.3421,17.36629,0.08664645
971,52644,568,17.06484,15.57317,0.03857939
564,52224,327,17.68081,16.54389,0.07725134
1184,52641,99,18.24336,17.35293,0.09111758
1185,52642,34,17.8292,16.30691,0.09786703
1186,52646,214,17.43201,16.09595,0.07595409
1186,52646,127,17.72477,15.88281,0.07603736
1163,52669,370,18.28174,17.53523,0.0805065
995,52731,477,18.5168,17.6256,0.0930671
998,52750,344,17.26584,15.72122,0.06944618
1185,52642,308,17.70168,16.35831,0.08679889
1185,52642,325,16.98461,15.56139,0.03051586
1186,52646,439,17.65623,15.9226,0.06391018
996,52641,510,18.58702,17.38159,0.08759786
1003,52641,396,17.08689,15.22756,0.03711441
1003,52641,498,17.06691,15.31914,0.07142437
995,52731,337,17.26702,15.78108,0.07791467
1002,52646,529,17.67954,16.47371,0.07389536
1238,52761,548,17.3986,16.08905,0.09016725
945,52652,69,17.63226,16.74556,0.09431307
945,52652,182,16.69506,15.02909,0.04791624
947,52411,154,17.74352,16.36142,0.04487921
949,52427,112,17.77887,16.30693,0.07603829
949,52427,114,18.12553,17.18013,0.07618591
947,52411,558,16.33849,14.22156,0.04619253
769,54530,486,17.2607,15.66363,0.04464684
948,52428,358,18.11673,16.98958,0.08509819
948,52428,414,17.64023,16.23879,0.0715754
556,51991,40,17.49818,14.91786,0.04655178
954,52405,95,18.22308,17.03619,0.06379882
956,52401,135,17.71776,16.47792,0.06722981
957,52398,59,16.41448,14.59233,0.04601015
959,52411,262,17.04126,15.5281,0.05441521
959,52411,187,17.45144,15.76559,0.0666132
959,52411,164,17.45249,16.22702,0.07096416
955,52409,231,17.40313,15.96176,0.05777349
955,52409,177,16.81411,15.45288,0.05977733
959,52411,357,17.7193,16.36415,0.07456015
953,52411,588,18.04772,16.9515,0.07520256
954,52405,578,17.73204,16.6858,0.09149797
954,52405,533,17.03455,15.42393,0.05202907
959,52411,325,18.20077,17.01981,0.09900511
995,52731,288,18.01827,16.84612,0.07640802
1002,52646,286,17.14548,15.77469,0.07170219
1619,53084,255,18.50952,17.41591,0.0930461
1192,52649,296,18.2787,17.3051,0.07694948
991,52707,72,18.10206,17.12572,0.08308806
2886,54498,565,17.77943,16.54546,0.07408088
1164,52674,357,17.50985,16.2857,0.09530156
1164,52674,279,18.47272,17.47561,0.085337
1220,52723,402,16.27865,14.55382,0.03295464
994,52725,179,17.74447,16.51047,0.09158705
995,52731,147,17.26897,15.84869,0.07800648
996,52641,181,18.75216,17.71453,0.07690534
960,52425,630,17.3494,16.02605,0.08600752
1002,52646,237,15.99421,14.49721,0.05232186
955,52409,186,17.93096,16.81934,0.09623641
962,52620,15,18.18292,16.5301,0.0890545
963,52643,1,16.3244,14.16242,0.02858984
967,52636,7,17.6018,16.16501,0.07227951
944,52614,40,17.1211,15.80956,0.0898193
968,52412,196,17.29182,15.72212,0.05912172
961,52615,329,18.56862,17.34326,0.06113602
1615,53166,253,18.02339,16.95998,0.08523664
939,52636,369,17.40837,16.3785,0.08751091
1694,53472,278,17.1763,15.73704,0.06720273
1832,54259,499,18.03296,16.96582,0.07847366
1011,52652,59,17.13614,15.47053,0.0703
1039,52707,129,17.05887,14.99352,0.02762208
1194,52703,287,17.27065,16.10748,0.0583951
1747,53075,555,17.54062,16.23601,0.08906849
1747,53075,598,17.8657,16.30619,0.09026363
1750,53358,305,17.94337,16.16421,0.08951877
1189,52668,26,18.52388,17.40375,0.09313444
1191,52674,243,17.24229,15.56127,0.076363
1196,52733,316,18.91304,17.86777,0.09396601
1194,52703,330,18.01303,16.89371,0.07642527
1017,52706,65,17.30198,15.18191,0.06439911
1020,52721,280,17.44864,15.92617,0.08033575
1000,52643,612,16.35213,14.52822,0.05786857
1001,52670,375,18.27773,17.33315,0.08312983
1003,52641,441,17.40544,15.96405,0.08480024
1004,52723,364,17.50901,15.83271,0.09031138
1004,52723,509,17.73246,16.65304,0.07584739
1044,52468,323,16.52983,14.37401,0.0698852
1043,52465,628,18.41461,17.10477,0.0689032
1237,52762,295,17.69464,16.4753,0.07109126
1237,52762,249,16.67536,14.96427,0.02712371
1019,52707,572,16.6979,15.28006,0.05167755
1220,52723,53,17.39287,15.65803,0.02994699
1231,52725,43,18.75645,17.70096,0.08682901
1626,53472,567,17.99292,17.06885,0.08546923
1231,52725,16,18.24521,16.75566,0.09027223
1232,52731,243,17.8241,16.05968,0.08650312
1019,52707,583,16.4486,14.28178,0.03370332
1048,52736,207,18.30587,17.06216,0.08704869
1441,53083,399,17.40196,15.97028,0.06684307
1240,52734,5,17.967,17.00565,0.0694235
1231,52725,165,17.93468,16.63061,0.09245066
1231,52725,61,17.32204,15.88787,0.08933602
1233,52734,51,18.28812,17.21604,0.08412125
1791,54266,253,16.99058,14.93298,0.08027857
1796,53884,134,17.23808,15.4116,0.06662085
1049,52751,336,18.38359,17.18919,0.0830944
1047,52733,588,18.20174,17.20083,0.07666564
1045,52725,41,17.51919,16.51124,0.07201193
1044,52468,181,16.09069,14.5523,0.04118164
1194,52703,103,16.91759,15.37692,0.03326146
1050,52721,472,18.37311,17.02931,0.09573987
1231,52725,177,17.56292,16.16124,0.06464164
1793,53883,346,16.64027,14.91238,0.04590705
566,52238,537,18.48298,17.59614,0.09419245
572,52289,575,18.32606,16.81537,0.06277034
1000,52643,247,16.84453,15.23907,0.02830022
993,52710,45,18.31679,16.43824,0.08819832
1044,52468,600,18.05361,16.79669,0.08007634
997,52734,96,17.13989,15.38645,0.07482611
1159,52669,602,15.99993,14.05461,0.03964421
1162,52668,194,17.44391,15.75234,0.04205127
1164,52674,409,17.73866,16.19563,0.07634047
1162,52668,572,18.16215,17.11029,0.08178423
1163,52669,620,17.07291,15.43112,0.07228552
1239,52760,318,17.21751,15.51178,0.06248971
1240,52734,585,17.07059,15.76029,0.07794288
2886,54498,430,18.58192,17.33051,0.08598863
1225,52760,271,17.81376,16.33604,0.08181688
1224,52765,39,17.54168,16.28621,0.07859579
1220,52723,385,17.36727,15.68962,0.07421238
1221,52751,376,16.94994,15.3922,0.07480828
1228,52728,634,17.2896,16.18762,0.04452503
1055,52761,616,16.6681,15.25743,0.03931586
1334,52764,107,17.61408,16.38394,0.03359319
1330,52822,554,18.28164,17.30049,0.06169496
1233,52734,510,17.8412,16.20089,0.06768598
1330,52822,541,17.53852,15.92181,0.0617188
1307,52999,404,16.62332,15.01973,0.04178499
1237,52762,446,17.36748,15.66186,0.06851108
1165,52703,81,16.05743,13.5226,0.0369206
1165,52703,90,17.92966,16.13996,0.0595209
1767,53436,241,17.23248,15.54585,0.08170256
1747,53075,247,17.57749,15.76548,0.03087513
1748,53112,188,17.34883,15.90276,0.09465338
1755,53386,295,18.06385,17.05556,0.08125225
1161,52703,108,17.66785,16.4291,0.07474843
1220,52723,449,17.27915,15.97386,0.03367053
1610,53144,46,17.4095,16.27833,0.06811631
1228,52728,326,17.08498,15.7108,0.05983301
1230,52672,444,17.5618,16.56936,0.06783573
1232,52731,418,18.48252,17.53163,0.08553402
1767,53436,193,17.12078,14.98459,0.04180851
1164,52674,80,18.06337,16.69429,0.08619762
1161,52703,503,18.33733,17.22814,0.08161382
1162,52668,481,17.98068,16.60749,0.09691708
1165,52703,589,16.46223,14.67162,0.05292108
1233,52734,524,18.47986,17.45218,0.07475655
977,52410,353,17.75912,16.62508,0.08156251
494,51915,415,17.26858,15.84117,0.03830992
955,52409,618,17.05323,15.44869,0.06275598
1745,53061,142,16.71816,15.01461,0.06000981
955,52409,433,17.12536,15.83221,0.05734314
493,51957,537,18.4741,17.38478,0.06122982
493,51957,524,19.13138,17.77848,0.06066462
1754,53385,158,18.4963,17.096,0.0736758
965,52438,282,17.57658,16.27791,0.07401164
967,52636,127,17.35037,16.17439,0.07336719
1755,53386,184,17.91466,16.57265,0.07859548
969,52442,88,16.38921,14.1979,0.06457099
967,52636,137,16.88766,15.43042,0.07447612
1767,53436,68,18.56995,17.53408,0.06772946
965,52438,76,17.99857,16.54863,0.07342618
966,52642,164,16.30325,14.52136,0.0340146
969,52442,194,18.16856,17.11924,0.09715983
961,52615,301,16.6214,14.62938,0.0424317
968,52412,542,17.34589,15.87181,0.05283514
970,52413,501,16.20284,14.3393,0.02962119
971,52644,421,17.73364,16.5254,0.08578297
1615,53166,237,18.03013,17.00136,0.08698136
1184,52641,453,18.12762,16.84979,0.09510947
1176,52791,438,18.10172,16.43443,0.08843104
1167,52738,43,18.55051,17.65208,0.07250289
1799,53556,88,17.15325,15.82236,0.08408096
1799,53556,303,17.32142,16.12305,0.07192962
1797,54507,634,16.45402,14.65539,0.05073857
1040,52722,319,16.49254,14.10133,0.02918867
1753,53383,307,17.90223,16.6743,0.08024516
1755,53386,307,17.65379,16.18558,0.08170412
1194,52703,596,17.17744,15.18963,0.05474698
1040,52722,177,17.79977,16.45028,0.06205915
1040,52722,172,17.48556,15.87643,0.06304725
1015,52734,304,17.73728,15.99385,0.06913441
1013,52707,32,17.35942,16.06199,0.07250103
1015,52734,229,18.36823,17.17712,0.07335004
1235,52734,330,15.92754,14.39507,0.02983647
1010,52649,540,17.88442,16.47363,0.07626169
1013,52707,483,17.4556,16.14166,0.07082044
1014,52707,599,17.26414,15.93691,0.07596639
1018,52672,438,17.77594,16.56419,0.07942931
1749,53357,384,17.72322,16.56491,0.09201271
1749,53357,428,16.53685,14.61731,0.03264144
1749,53357,466,17.57972,16.27304,0.08765548
1751,53377,486,17.46775,15.73199,0.06693795
1220,52723,11,17.71384,16.5179,0.0849595
1018,52672,467,18.22803,17.07253,0.0964493
1747,53075,619,18.12452,16.98158,0.09765884
1013,52707,406,18.0152,16.7942,0.07355483
1015,52734,456,17.65204,16.1744,0.0615046
1016,52759,454,16.6832,14.85461,0.04988573
1017,52706,578,17.63473,15.63741,0.06652308
1017,52706,611,17.34947,15.93259,0.08039328
1018,52672,574,16.75201,14.95274,0.04009377
1755,53386,567,17.04361,15.33742,0.08446134
1755,53386,619,18.29801,17.35887,0.08427683
1766,53468,362,18.12271,16.51364,0.09029634
1039,52707,105,17.31576,15.32036,0.09157728
1039,52707,543,18.53563,17.3912,0.06430759
1210,52701,34,17.57183,16.09274,0.08519377
1216,52709,200,17.82825,16.66228,0.08155414
1358,52994,613,18.59772,17.51957,0.08500759
1045,52725,292,17.58393,16.35071,0.07283308
1045,52725,254,17.66415,16.58618,0.07635061
1045,52725,208,18.15158,16.8756,0.07351553
1429,52990,536,18.16127,16.83714,0.08427432
1689,53177,326,17.7477,16.09724,0.05955881
1600,53090,172,17.41711,16.13966,0.09292796
1051,52468,467,17.53927,16.37259,0.06293099
1308,53053,316,17.28173,15.71815,0.06061472
1052,52466,191,18.50632,17.61472,0.07249883
1303,53050,429,18.07084,17.16789,0.0991654
1054,52516,186,16.91241,14.83696,0.03042058
1054,52516,192,17.09478,15.32929,0.03237246
1599,53089,327,17.56846,16.47123,0.05941917
1055,52761,186,17.61761,15.71515,0.07599099
1056,52764,493,17.09832,15.78352,0.0667057
1055,52761,178,18.2104,17.41401,0.09713534
1050,52721,550,17.74276,16.51464,0.03777549
1689,53177,605,17.73791,16.35101,0.05700065
1271,52974,381,17.2152,16.2742,0.07400343
1045,52725,410,17.80738,16.40322,0.07383148
1044,52468,20,17.60564,16.32209,0.07414074
1052,52466,84,17.37311,15.97637,0.06211089
1054,52516,273,18.37405,17.25812,0.07622898
1054,52516,170,17.12074,15.7136,0.07081148
1055,52761,172,18.34157,17.30893,0.08206697
1055,52761,540,17.61141,15.82522,0.07455682
1044,52468,545,17.49709,15.72516,0.07901384
1590,52974,72,18.34612,17.27722,0.06604634
1331,52766,246,18.35528,17.02633,0.09831226
1325,52762,247,18.01344,17.10364,0.07471812
1686,53472,521,17.68734,16.27414,0.0883446
1058,52520,166,17.33272,15.93219,0.03691738
1340,52781,146,16.89966,15.38034,0.03155218
1693,53446,72,17.69417,16.59836,0.04791781
1057,52522,15,17.94014,16.64624,0.09022875
1058,52520,537,18.37608,17.14289,0.09595526
1332,52781,292,17.06421,15.1401,0.07128708
1052,52466,620,17.5083,16.1769,0.07646576
1296,52962,366,18.18268,16.97992,0.08206508
1428,52998,179,17.98275,16.8197,0.09616388
1430,53002,316,17.65047,16.20936,0.06184504
1054,52516,448,17.10093,15.53607,0.06711525
1340,52781,395,18.31761,17.17053,0.09757195
1343,52790,380,17.86362,16.65805,0.09853578
1331,52766,59,17.3363,15.99072,0.0721233
1333,52782,339,17.22516,16.05065,0.06104353
1333,52782,362,17.92866,16.87515,0.06842117
1331,52766,372,15.93545,14.47419,0.02662442
1331,52766,482,18.32799,17.34699,0.07481105
1333,52782,420,16.20361,14.16272,0.03669601
1339,52767,587,18.55722,17.2113,0.09713517
1341,52786,602,17.98391,17.22238,0.06895489
1332,52781,524,17.01203,15.06984,0.07177484
1599,53089,373,17.32572,15.67761,0.05317835
1332,52781,529,17.62817,16.15874,0.07138672
1750,53358,6,17.36683,16.01356,0.0648224
1173,52790,289,18.34979,17.20648,0.07502935
1174,52782,303,17.25489,15.98454,0.07701722
1767,53436,286,17.49579,16.00123,0.08203592
1767,53436,281,18.52443,17.65842,0.08440923
1768,53442,287,16.2013,14.04844,0.02391634
1168,52731,185,17.91815,16.60043,0.06574562
1171,52753,324,17.13318,15.29598,0.05497325
960,52425,66,17.13638,15.21335,0.07080367
1168,52731,428,17.79457,16.63358,0.0757791
1168,52731,56,17.9182,16.66078,0.05986096
1171,52753,224,18.33567,17.19818,0.0612473
1171,52753,199,17.75447,16.8332,0.06057047
1166,52751,28,18.14787,17.1139,0.06885938
1167,52738,111,16.38504,14.34838,0.03451314
1168,52731,583,16.7479,15.14114,0.05928104
1169,52753,408,17.59588,16.47072,0.04243495
1170,52756,7,17.09831,15.96117,0.06270144
1172,52759,590,16.78972,14.55527,0.02965493
1174,52782,561,16.90102,15.12984,0.06077347
1175,52791,553,18.00836,16.99949,0.08255899
1159,52669,611,17.66129,16.30674,0.07398076
1161,52703,615,17.7463,16.63497,0.07476348
1768,53442,227,18.34556,17.1891,0.05766745
818,52395,374,17.20938,15.85983,0.06042054
1756,53080,231,17.45941,15.88407,0.09846181
970,52413,533,17.877,16.18145,0.08333312
1757,53083,299,18.03706,16.79309,0.085037
1614,53120,27,16.88738,15.60762,0.08917778
818,52395,208,16.60986,15.05834,0.06128246
819,52409,300,17.34521,16.06882,0.07132786
819,52409,314,17.13838,15.44848,0.05990732
819,52409,238,18.73737,17.81966,0.08296047
1167,52738,121,17.88449,16.92627,0.06730379
1168,52731,195,16.75217,14.71424,0.06526043
1170,52756,225,17.1475,15.5776,0.07200046
1175,52791,402,17.87566,16.85169,0.06730335
1175,52791,186,17.51524,16.07166,0.08553471
1175,52791,182,17.20274,15.3651,0.08635242
1395,52825,253,17.82499,16.77326,0.07214497
1170,52756,122,17.20502,15.77271,0.05974805
1172,52759,375,16.2375,14.42509,0.03246991
1172,52759,171,17.68081,15.92666,0.02818066
1173,52790,445,16.94871,14.5892,0.03037371
1397,53119,390,17.44156,15.91171,0.0794745
358,51818,491,16.65031,14.3857,0.02810765
366,52017,583,16.44571,14.38489,0.03069422
376,52143,122,18.33272,17.05948,0.05646879
377,52145,298,18.21995,17.14544,0.09008739
1212,52703,34,17.69352,16.45917,0.06095325
1757,53083,622,17.1004,15.75992,0.09595959
1758,53084,581,17.84835,16.77694,0.0645186
1759,53081,235,17.99426,16.37636,0.05305962
1759,53081,223,17.84752,16.11881,0.06937364
1214,52731,418,17.58513,15.976,0.09237538
1216,52709,362,17.14807,15.61547,0.07342304
1216,52709,458,18.66613,17.50557,0.07273056
1752,53379,351,16.99686,15.5841,0.06794413
1461,53062,332,17.4888,16.09941,0.02855747
1195,52724,262,18.25991,16.91007,0.07913492
1394,53108,406,17.27832,15.95389,0.06251144
1189,52668,574,17.49572,15.80165,0.02880906
1205,52670,483,18.22753,17.03896,0.09687951
1204,52669,243,17.7695,16.16741,0.04460312
1204,52669,408,16.71801,15.21849,0.0274299
1238,52761,251,18.21239,17.23833,0.08519346
1237,52762,168,18.7343,17.47847,0.06867768
1239,52760,307,17.37897,15.60935,0.06200406
1747,53075,624,18.77137,17.77345,0.08675317
1236,52751,630,18.33307,17.14849,0.07961498
1697,53142,309,18.32444,16.51549,0.08548427
1237,52762,356,18.47442,17.35284,0.09741081
1748,53112,381,18.26894,17.19779,0.08535343
1237,52762,632,17.70814,16.41629,0.08917715
1696,53116,270,18.41773,17.37459,0.08691789
1234,52724,626,17.4972,16.25106,0.04803231
1700,53502,592,17.6921,16.13163,0.09476145
1426,52993,64,17.53712,15.93265,0.09007592
1430,53002,44,17.43835,15.6514,0.09345882
1236,52751,617,16.67463,15.22759,0.0795532
1597,52999,4,17.36403,16.07147,0.09642034
1765,53466,545,17.13621,15.33081,0.08119124
1221,52751,91,16.32521,14.04083,0.02975954
1221,52751,17,17.41254,15.96183,0.08323881
1222,52763,309,17.3105,15.21977,0.08155322
1227,52733,23,17.43286,14.8458,0.06885712
1229,52723,31,18.34505,17.05499,0.09522206
1224,52765,635,17.59241,15.99076,0.06895837
1370,53090,225,17.90832,16.75432,0.09634823
1226,52734,493,18.46116,17.53103,0.08815582
1225,52760,611,17.60275,16.54118,0.07058752
1230,52672,339,18.86087,17.33779,0.06836515
1225,52760,330,18.29121,17.39774,0.07898937
1226,52734,534,18.12637,16.92459,0.08124696
1434,53053,20,17.88846,16.57244,0.08772428
1446,53080,19,18.6343,17.54947,0.07136596
1441,53083,32,19.13057,17.7982,0.09703173
1446,53080,251,17.61852,16.2709,0.05316415
1206,52670,189,18.09678,16.95498,0.07847147
1209,52674,611,18.25796,17.04854,0.08556572
1211,52964,166,17.70872,16.55773,0.08563938
1211,52964,156,18.10537,16.76569,0.08605041
1434,53053,630,16.57878,14.83881,0.0635977
1208,52672,533,17.5035,15.88406,0.06890442
1212,52703,316,16.68326,15.10929,0.04328656
1214,52731,260,16.34248,14.95985,0.02762085
1214,52731,212,17.35422,15.64271,0.08267909
1217,52672,488,18.63892,17.72999,0.08293258
