aid,z,log_M,logage,logZ,alpha_fe,sigma_e,ra,dec,Scale,Rhlr,e,ng,_RA,_DE,Separation
spec-2599-54234-0315,0.04587528,10.792,10.148468063752027,-0.043299756760817376,0.0727741572555911,129.43665568689076,187.83921001,17.03791398,0.902,5.36,0.6,2.21,187.83921,17.03791,0.014328041335366996
spec-2599-54234-0621,0.06630149,11.257,10.131513547368913,0.2869720397701573,0.14433245550588,169.45631200370727,190.38834063,17.40075244,1.272,7.43,0.19,2.86,190.38834,17.40075,0.009046681856263223
spec-2600-54243-0077,0.06527775,10.319,10.152985021320418,-0.22905805289622616,-0.114653062887019,103.95893113832871,191.28474872,17.28553763,1.254,2.67,0.29,4.41,191.28475,17.28554,0.009599687435526073
spec-2600-54243-0098,0.06893396,10.973,10.065035471097243,0.2352990115941734,0.0675063993020402,176.46056279946703,190.80855164,15.9644236,1.318,5.72,0.19,4.66,190.80855,15.96442,0.014148567565627698
spec-2601-54144-0142,0.06527594,10.637,10.030509944421624,0.12960297232615,0.0385624467250591,140.9590813648112,192.205123,17.28609667,1.254,3.89,0.12,6.27,192.20512,17.2861,0.01581308068537265
spec-2601-54144-0186,0.06528277,10.809,10.041149592205286,0.16009656020860058,0.149531168271181,140.61853260179828,191.73806362,17.14198785,1.254,4.97,0.19,5.32,191.73806,17.14199,0.014662430746258058
spec-2601-54144-0286,0.0871129,10.823,10.155747638756704,0.19396069356954007,0.121821616876028,174.94214933536645,191.18663565,16.73186329,1.631,4.11,0.22,3.73,191.18664,16.73186,0.019109950579793814
spec-2601-54144-0525,0.06056819,10.644,10.138665349038853,0.12180938488738434,0.110869230358693,144.4247989313093,192.58235145,18.23979138,1.17,4.04,0.33,4.96,192.58235,18.23979,0.007018548185626862
spec-2601-54144-0528,0.08014693,10.696,9.956002522962672,0.1904473458812815,0.108293599967362,124.22068147159904,192.75208802,18.23151244,1.513,3.31,0.77,3.56,192.75209,18.23151,0.011090262890882623
spec-2601-54144-0563,0.07644597,11.021,10.091520261720119,-0.03094632903822683,-0.00679686797383149,157.45376566087927,192.99244015,18.2895609,1.449,6.13,0.46,3.38,192.99244,18.28956,0.003280317443465477
spec-2602-54149-0120,0.08000153,10.394,10.118555445648754,0.02778814041091368,0.218359390758733,110.6716313407651,194.9873351,16.91943329,1.511,3.11,0.62,3.93,194.98733,16.91943,0.021185363343719368
spec-2602-54149-0283,0.06775431,10.63,10.08554793569913,0.1598092053041205,0.0134949926379871,157.56901094242167,193.28681999,16.28239449,1.298,4.91,0.55,6.06,193.28682,16.28239,0.01616403694066864
spec-2602-54149-0328,0.08207741,11.089,10.160016055386311,0.11635901981668555,-0.108369095482495,194.68461486231158,193.67447492,18.47617497,1.545,11.41,0.27,6.81,193.67447,18.47617,0.02454244391221959
spec-2602-54149-0588,0.07905214,10.536,10.139020193206285,0.11257698330011066,0.0433462107833803,128.97660033763088,195.25943133,17.76204846,1.495,2.91,0.58,4.05,195.25943,17.76205,0.007178257727827954
spec-2603-54479-0316,0.07915756,11.159,10.116499303767624,0.3108747608000341,0.146080545135017,183.70073151106902,194.93549493,16.91064495,1.497,7.38,0.05,4.92,194.93549,16.91064,0.02461487597705815
spec-2603-54479-0485,0.08024583,11.013,10.16269444168462,0.15811464615888818,0.180486211970126,179.59828895625128,196.49515139,17.96215418,1.515,5.52,0.42,3.62,196.49515,17.96215,0.015782931427353184
spec-2604-54484-0013,0.08506961,11.35,10.156012988605346,0.3681841922918615,0.227805931423446,235.16048098289062,199.74400433,16.31615389,1.596,8.91,0.06,5.21,199.744,16.31615,0.020491947855673858
spec-2604-54484-0161,0.07211582,11.397,10.000000696428966,0.38807968969347106,0.27056909216451,243.70007617781567,198.61882038,17.01667311,1.375,8.18,0.38,4.23,198.61882,17.01667,0.011272158783236664
spec-2605-54484-0041,0.07128827,11.182,10.151688095419887,0.13137739496727377,0.148718030578391,164.02983229980836,201.27446802,15.68791575,1.359,7.62,0.3,2.46,201.27447,15.68792,0.016768528305769772
spec-2605-54484-0180,0.08449165,10.532,9.874468563694176,-0.19587061654071555,0.0736427705294039,108.35568951784062,200.74981853,16.91965782,1.587,4.0,0.4,3.19,200.74982,16.91966,0.00933939814876249
spec-2605-54484-0268,0.08294411,10.589,10.15072441289962,0.29967909556320715,0.10815015464917,132.75869094186442,200.08405952,16.33047702,1.56,3.03,0.35,1.97,200.08406,16.33048,0.010855408510013298
spec-2605-54484-0391,0.08522323,10.821,10.164311014567291,0.15393987287971136,0.0943977941120622,170.64636021684177,200.03625448,17.23053327,1.599,5.68,0.21,6.04,200.03625,17.23053,0.01938733927762393
spec-2605-54484-0425,0.08456947,10.909,10.06099254238782,0.25450815983408204,0.0669686442160172,174.2529899224021,200.08740855,17.55280802,1.588,5.84,0.36,5.21,200.08741,17.55281,0.008693586821673111
spec-2605-54484-0452,0.07901306,11.185,10.062399589537437,0.33381615880035087,0.127274578104367,186.23977847746258,200.70504297,17.68749107,1.494,10.8,0.3,6.01,200.70504,17.68749,0.01089054782825832
spec-2605-54484-0599,0.08612736,10.809,10.141230276081,0.15718231756144052,0.00623637105533402,130.08595693617536,201.28664944,17.15319386,1.614,6.81,0.77,3.73,201.28665,17.15319,0.014028882852300622
spec-2606-54154-0522,0.02274716,10.502,10.1220195867283,0.3469041839771029,0.0925685572963317,131.8632684211312,203.11866944,18.04540198,0.46,3.47,0.3,4.52,203.11867,18.0454,0.007381235904142564
spec-2607-54184-0141,0.07644839,10.844,10.15655336821659,0.2301717449204024,0.289509056371897,164.81489135505248,205.09914635,16.31161083,1.45,3.66,0.69,3.6,205.09915,16.31161,0.012960240522043354
spec-2607-54184-0152,0.07524501,11.152,10.053713588589659,0.2821918680851548,0.165443164574529,193.77325262931979,205.11017038,16.35349029,1.429,7.85,0.31,3.81,205.11017,16.35349,0.0016771994288483512
spec-2607-54184-0179,0.07377474,11.009,10.155641901145378,0.15511000826087254,0.0962834489382556,170.15922197191568,204.95516141,16.10054203,1.403,5.61,0.62,3.33,204.95516,16.10054,0.008785842761254358
spec-2607-54184-0308,0.09504401,11.016,10.167605952938317,0.2699168172079942,-0.0193604452242654,181.24100113984753,203.62711266,15.89181677,1.764,10.21,0.16,7.99,203.62711,15.89182,0.014833565129814166
spec-2607-54184-0552,0.09431109,10.904,9.926747602821266,0.35967451445577614,0.00892241459096386,168.03708161634708,205.33164401,16.73980986,1.751,10.29,0.32,7.81,205.33164,16.73981,0.013833424112192981
spec-2607-54184-0585,0.07469956,10.769,10.115517312416769,0.26012261645510987,-0.0488267645473649,125.93571775223153,205.76153991,17.00921306,1.418,4.88,0.69,2.81,205.76154,17.00921,0.011020356120444243
spec-2608-54474-0495,0.02425218,10.199,10.139680961087663,-0.007223865821408104,0.195675526875815,116.49276526174424,180.64998096,20.54507644,0.49,2.06,0.44,3.8,180.64998,20.54508,0.013218273524191028
spec-2609-54476-0278,0.06713039,10.323,10.11993590247166,0.11825683784836814,-0.0364594066184187,110.77174492368474,181.390096,19.72197803,1.286,6.21,0.25,6.58,181.3901,19.72198,0.015298462901570307
spec-2609-54476-0381,0.02466363,10.074,10.140469284630113,0.007461785271780528,0.085971423453321,105.35671155999208,180.99069473,20.31248982,0.497,3.75,0.05,8.0,180.99069,20.31249,0.015982226627309852
spec-2610-54476-0233,0.07801244,10.539,10.012699330208578,-0.010739989962402987,0.0820556032194366,109.00613151407703,183.86736984,19.20563446,1.476,4.05,0.5,3.27,183.86737,19.20563,0.01606521114537345
spec-2610-54476-0344,0.06409254,11.123,10.022891929003384,0.22033368988102325,0.0958485699145589,154.37205355397137,183.12939549,20.63072983,1.233,7.99,0.34,3.35,183.1294,20.63073,0.015207116354160463
spec-2611-54477-0020,0.08491885,11.276,10.091194030519025,0.3029193472769623,0.17233807620012,208.63888932064248,186.44059505,18.71144617,1.594,7.85,0.37,5.18,186.44059,18.71145,0.022059169679957472
spec-2611-54477-0095,0.084175,10.789,9.98975696572203,0.19581451901983304,0.220903708915295,148.05514557774393,186.02056557,18.98315267,1.581,4.19,0.63,3.68,186.02057,18.98315,0.017883420847169835
spec-2611-54477-0220,0.06794675,10.77,10.094230297224415,0.1697715974249495,-0.0754521482688025,134.27270067721122,185.58525122,18.98925904,1.301,4.44,0.23,5.05,185.58525,18.98926,0.005402890476277465
spec-2611-54477-0473,0.06529417,11.171,10.06625897126991,0.20577513235969253,0.10788406656248,180.0337976371147,185.8611339,20.37387023,1.254,6.26,0.22,5.1,185.86113,20.37387,0.013187688639885379
spec-2611-54477-0516,0.06533637,11.253,10.090445919539004,0.2591954532147411,0.106515106988231,196.1558125170123,186.06085631,20.28586956,1.255,8.07,0.65,3.47,186.06086,20.28587,0.01256033329405711
spec-2611-54477-0625,0.06489701,10.999,10.132803442478336,0.2962627048879163,0.156070394080894,159.00546711183577,186.96957851,20.47710667,1.247,7.64,0.11,5.48,186.96958,20.47711,0.012998591076742685
spec-2611-54477-0635,0.07470185,11.037,10.142522559428745,0.17154940794181833,-0.0476896669595865,142.14611816339342,187.12611208,20.1380702,1.419,7.44,0.8,2.83,187.12611,20.13807,0.007066999528715544
spec-2613-54481-0276,0.07377169,10.849,10.110239938330793,0.19245930214594664,0.218076741467969,159.02811734033426,189.03472339,19.62053746,1.403,3.84,0.7,4.52,189.03472,19.62054,0.014688668433736498
spec-2613-54481-0332,0.07403193,10.957,10.048812877214461,0.3716291332312598,0.152729918135945,181.15646400768327,188.28941666,20.79162045,1.407,4.97,0.29,6.49,188.28942,20.79162,0.011357102133292893
spec-2614-54481-0063,0.07166004,10.97,10.122624630357407,0.17937826825104985,0.180614372411963,148.73679602700315,192.24755577,19.1880091,1.366,5.73,0.63,1.91,192.24756,19.18801,0.01474245035356554
spec-2615-54483-0466,0.06665713,10.965,10.13097251193889,0.23409799419208316,0.13375632464457,141.43670039388724,193.74546063,19.55644944,1.278,11.44,0.11,5.58,193.74546,19.55645,0.0029379798157841658
spec-2615-54483-0623,0.0636811,10.333,10.05965348907515,-0.2693063432662204,-0.231278323221947,106.01202828349362,195.18147611,19.59753203,1.226,2.94,0.69,1.97,195.18148,19.59753,0.015081650299892923
spec-2616-54499-0025,0.0842752,11.119,10.127989006952575,0.3416622323876445,0.215903371861464,174.4421540193862,196.11787766,18.80787775,1.583,6.82,0.68,3.76,196.11788,18.80788,0.011366523968646692
spec-2616-54499-0113,0.06436343,10.835,10.151713505965395,0.20894410648027836,0.0953607784520093,160.21129159369048,195.80094082,19.13915257,1.237,5.25,0.8,3.19,195.80094,19.13915,0.009663181069426503
spec-2616-54499-0119,0.06552097,10.495,10.154782296824209,0.09822081006173639,0.14461033557457,128.63498774951665,195.81796586,19.25416596,1.257,2.99,0.39,6.33,195.81797,19.25417,0.020236169440835148
spec-2616-54499-0182,0.06443156,10.658,10.044437725724647,-0.09288056951408764,-0.0291768675236758,116.19613468564864,195.36085515,19.21342707,1.239,4.39,0.0,3.81,195.36085,19.21343,0.020439328521276365
spec-2616-54499-0226,0.08535473,10.624,10.162162781871825,-0.1262382679235812,-0.0848309829534733,159.54460857507632,195.0364922,19.05601366,1.601,4.28,0.29,5.2,195.03649,19.05601,0.015154105556338645
spec-2616-54499-0492,0.04715385,10.602,10.122655434084642,0.18588974097859323,0.102594861723135,145.13979346440908,195.45232383,19.9649794,0.925,2.95,0.49,3.94,195.45232,19.96498,0.013138137656068714
spec-2616-54499-0547,0.06559703,10.718,10.152123827258237,-0.08040954791694176,-0.012416627728053,125.28154991860735,196.00625258,19.80510607,1.26,4.88,0.75,1.5,196.00625,19.80511,0.016629172691435563
spec-2616-54499-0588,0.08497807,10.44,9.954788325979637,0.10602859007445076,0.139374900069521,110.13215976762594,196.23225515,19.70516767,1.595,2.75,0.39,3.4,196.23225,19.70517,0.019365204156945818
spec-2617-54502-0124,0.09759013,10.815,9.927880991541166,0.32123009864465835,0.0505057184221118,167.65578414153177,197.16955078,18.51949176,1.805,4.97,0.41,7.96,197.16955,18.51949,0.006872719949309914
spec-2617-54502-0184,0.07032826,10.81,10.157922489613021,-0.059386889039554754,0.206973484286856,144.76366149062895,196.75548999,19.26952322,1.343,10.08,0.2,5.26,196.75549,19.26952,0.01159204981292289
spec-2617-54502-0276,0.06324392,10.978,10.150477646439564,0.26768978011260225,0.0899864428062081,191.7138097189906,196.29179729,19.29513774,1.217,4.81,0.3,5.26,196.2918,19.29514,0.01228746021369003
spec-2618-54506-0425,0.06886924,10.576,10.115267805307262,0.1999555302279117,0.121143208120316,123.68758094424727,198.67374433,20.54010703,1.317,5.23,0.07,7.03,198.67374,20.54011,0.01809397376773851
spec-2618-54506-0522,0.03038305,10.845,10.137229300372029,0.30816609205575624,0.158521496257652,184.62060301109446,199.06410683,20.04766702,0.609,3.83,0.09,4.76,199.06411,20.04767,0.015166395757797985
spec-2619-54506-0263,0.07318843,10.642,10.131511051252593,0.04359941147880029,0.0748224406616904,130.39163617132903,200.33739961,19.02311938,1.393,6.85,0.58,6.66,200.3374,19.02312,0.002596846490297548
spec-2641-54230-0125,0.02269552,10.577,10.13951220461041,0.20237415091491634,0.274994606447832,140.95993587926696,203.1806995,18.17631745,0.459,6.45,0.18,5.52,203.1807,18.17632,0.009337939934267164
spec-2641-54230-0180,0.08842205,11.012,10.09303558378711,0.2521382078095792,0.0193477892115892,185.87256936800566,202.99696267,18.95092255,1.653,3.78,0.19,5.52,202.99696,18.95092,0.01291970249174006
spec-2641-54230-0293,0.06025986,10.367,10.11989421298381,0.1825493925466923,0.108714499024104,124.14213357754204,202.03324108,18.16675284,1.165,3.06,0.68,3.66,202.03324,18.16675,0.01087093627258619
spec-2641-54230-0387,0.08670254,10.835,10.164946646724122,0.20522045386437462,0.14078196047903,135.99643768142445,202.2377189,19.41733516,1.624,5.8,0.11,5.05,202.23772,19.41733,0.018947723761865754
spec-2641-54230-0432,0.08723713,10.882,10.109624226101534,0.15192519595363957,0.0308043631108793,180.51121449656122,202.58608367,19.36234744,1.633,7.21,0.44,6.98,202.58608,19.36235,0.015501753812936803
spec-2642-54232-0143,0.08697829,10.844,10.114535349762823,0.2194815336862361,-0.0146445830987215,156.09512480776627,205.39923388,18.3681163,1.628,10.4,0.33,7.99,205.39923,18.36812,0.01879237227700074
spec-2642-54232-0226,0.07575055,10.834,10.108881805218573,0.2409281683511088,0.0899929743991972,140.92203944127436,204.89557251,18.45515669,1.437,3.51,0.45,4.38,204.89557,18.45516,0.014678492278200232
spec-2642-54232-0320,0.08823643,11.059,10.074542097481055,0.13665726702255435,0.0800984118984708,170.40717845945224,203.8163719,18.43249289,1.651,7.43,0.15,4.87,203.81637,18.43249,0.012261788581949888
spec-2643-54208-0117,0.07456101,10.782,10.024803616829098,0.19883534586702056,-0.0103559965672042,133.0591418024627,181.2214467,22.25567401,1.417,2.97,0.28,3.19,181.22145,22.25567,0.018146283084059273
spec-2643-54208-0567,0.09974538,11.329,10.137251257651226,0.25069144140103655,0.202777441518541,217.97353884104317,181.18035575,23.62872665,1.84,12.9,0.27,4.23,181.18036,23.62873,0.018491285724318463
spec-2643-54208-0582,0.07590079,10.222,10.130506309874876,0.06388605981794415,-0.689239908847555,115.3252330703599,181.39339216,22.69443146,1.44,2.73,0.45,4.25,181.39339,22.69443,0.008893315592696885
spec-2643-54208-0595,0.07573561,11.152,10.1435475265465,0.32945093453441693,0.242185577885473,194.76819368646383,181.51623865,22.70649638,1.437,7.97,0.23,4.2,181.51624,22.7065,0.013781625592878327
spec-2643-54208-0618,0.0812437,10.804,10.089682172297543,0.06319766700620477,0.318791801527744,143.25231184957815,181.98798118,22.96391723,1.532,5.28,0.25,2.73,181.98798,22.96392,0.010711649518167525
spec-2644-54210-0276,0.06673873,10.683,10.15235326934815,0.08747634274108275,-0.0813656574380679,120.44084347400135,181.69268679,22.31200731,1.28,4.49,0.19,3.57,181.69269,22.31201,0.014424740872987212
spec-2644-54210-0350,0.09282326,11.086,10.154573892760302,0.11959302400576621,0.232676984840053,175.44774858604816,181.20740539,22.96506653,1.726,10.36,0.43,4.98,181.2074,22.96507,0.021800170233137794
spec-2644-54210-0376,0.08072431,10.772,10.107364891207808,0.057801808914167946,0.210883671784791,161.7160775396984,181.98735447,23.25679482,1.524,5.03,0.38,5.15,181.98735,23.25679,0.022796302863886644
spec-2644-54210-0411,0.05359332,10.907,10.127347025883214,0.2808711506344912,0.141028759564852,175.15210676650224,182.07498434,23.28957242,1.043,5.24,0.56,4.18,182.07498,23.28957,0.01678833397068487
spec-2644-54210-0569,0.05203031,10.725,10.138624802759919,0.14763554499573808,0.0587516477879091,140.78314618829313,183.11268906,23.70690117,1.015,3.2,0.72,2.42,183.11269,23.7069,0.005228887448294029
spec-2645-54477-0031,0.07473038,10.688,10.158326102434646,0.1549132244077463,-0.0727776879994806,117.39589950609131,185.51572097,22.4521355,1.418,4.89,0.48,3.62,185.51572,22.45214,0.016518337742375475
spec-2645-54477-0631,0.07560971,10.839,10.146605547918169,0.35122002383505907,0.107133915226882,177.01593100913814,185.55482995,22.91355248,1.434,9.36,0.2,7.83,185.55483,22.91355,0.008929539321410626
spec-2649-54212-0165,0.07186733,10.732,9.978751275165273,0.2620790882548037,0.13719696186293,162.4475775289132,193.72799105,22.30606921,1.369,5.06,0.79,4.59,193.72799,22.30607,0.004507585847363384
spec-2649-54212-0188,0.07202939,10.959,10.155818309988948,0.2305026748935287,0.207590460916557,186.39647058894874,193.40254989,22.13072307,1.373,6.03,0.33,5.5,193.40255,22.13072,0.011058085938241797
spec-2650-54505-0177,0.06805632,10.059,10.023574537729562,-0.2445967843695261,0.323995376806809,105.16206981711373,196.42584945,21.8800129,1.302,2.84,0.5,2.58,196.42585,21.88001,0.010600450035686009
spec-2650-54505-0206,0.0649241,10.538,10.038947958571992,0.27227515665523283,-0.164951112156263,107.60550784716737,196.10121408,20.87266626,1.247,3.08,0.17,4.65,196.10121,20.87267,0.01922576481236006
spec-2650-54505-0213,0.08744817,10.668,10.0471908413617,0.0747298200861053,0.0119400990909952,127.04933627669722,196.19647776,21.28984888,1.637,3.14,0.41,4.03,196.19648,21.28985,0.00852715455132659
spec-2650-54505-0411,0.06728814,11.028,10.147079775869077,0.16835441324931627,-0.0839140757419879,157.17670758640875,195.88154644,22.84680192,1.289,6.58,0.31,4.06,195.88155,22.8468,0.013684463439584132
spec-2650-54505-0428,0.08905075,10.456,10.139577215414912,-0.25387248006151103,0.230516416878472,133.59400990493214,195.56211446,22.54044559,1.665,4.2,0.69,4.53,195.56211,22.54045,0.021724652157347143
spec-2651-54507-0105,0.08837351,10.633,10.02139020544297,0.24698376364893618,0.0119578742189433,123.88999057227075,199.08964943,21.46228388,1.652,4.34,0.78,4.55,199.08965,21.46228,0.01409794389686028
