"lambda" "flux_orig" "err_orig" "flux_corr" "err_corr" "flux_norm" "err_norm" "flux_cont" "flux_cont_corr"
5982.4 4.4989e-05 1e-06 4.4989e-05 1e-06 0.935197608353063 0.0207872504023886 4.81064104507584e-05 4.81064104507584e-05
5982.1 4.61281e-05 1e-06 4.61281e-05 1e-06 0.95891348461026 0.0207880551032941 4.81045482625038e-05 4.81045482625038e-05
5982.2 4.5397e-05 1e-06 4.5397e-05 1e-06 0.94370315942975 0.020787786845601 4.81051690315755e-05 4.81051690315755e-05
5982.3 4.4948e-05 1e-06 4.4948e-05 1e-06 0.934357386570664 0.0207875186119664 4.81057897609938e-05 4.81057897609938e-05
5982.4 4.4989e-05 1e-06 4.4989e-05 1e-06 0.935197608353063 0.0207872504023886 4.81064104507584e-05 4.81064104507584e-05
5982.5 4.54267e-05 1e-06 4.54267e-05 1e-06 0.944284005070914 0.0207869822168662 4.81070311008694e-05 4.81070311008694e-05
5982.6 4.59456e-05 1e-06 4.59456e-05 1e-06 0.955058049303664 0.0207867140553973 4.8107651711327e-05 4.8107651711327e-05
5982.7 4.62913e-05 1e-06 4.62913e-05 1e-06 0.962231603923018 0.0207864459179807 4.81082722821308e-05 4.81082722821308e-05
5982.8 4.64383e-05 1e-06 4.64383e-05 1e-06 0.965274760744024 0.0207861778046144 4.81088928132813e-05 4.81088928132813e-05
5982.9 4.65099e-05 1e-06 4.65099e-05 1e-06 0.966750582267496 0.0207859097152971 4.8109513304778e-05 4.8109513304778e-05
5983 4.65843e-05 1e-06 4.65843e-05 1e-06 0.968284566317357 0.0207856416500271 4.81101337566212e-05 4.81101337566212e-05
5983.1 4.65698e-05 1e-06 4.65698e-05 1e-06 0.967970691887222 0.0207853736088027 4.8110754168811e-05 4.8110754168811e-05
5983.2 4.61947e-05 1e-06 4.61947e-05 1e-06 0.960161717273327 0.0207851055916226 4.8111374541347e-05 4.8111374541347e-05
5983.3 4.51051e-05 1e-06 4.51051e-05 1e-06 0.93750217836342 0.0207848375984849 4.81119948742296e-05 4.81119948742296e-05
5983.4 4.31245e-05 1e-06 4.31245e-05 1e-06 0.896324172982551 0.0207845696293882 4.81126151674585e-05 4.81126151674585e-05
5983.5 4.06245e-05 1e-06 4.06245e-05 1e-06 0.844351863775095 0.0207843016843308 4.8113235421034e-05 4.8113235421034e-05
5983.6 3.86053e-05 1e-06 3.86053e-05 1e-06 0.802373858642756 0.0207840337633112 4.81138556349558e-05 4.81138556349558e-05
