"lambda" "flux_orig" "err_orig" "flux_corr" "err_corr" "flux_norm" "err_norm" "flux_cont" "flux_cont_corr"
5982.4 0.000565246 1e-06 0.000565246 1e-06 0.925990014390125 0.00163820710697665 0.000610423429211904 0.000610423429211904
5982.1 0.000579808 1e-06 0.000579808 1e-06 0.94985414664557 0.00163822187111176 0.000610417927897251 0.000610417927897251
5982.2 0.000570073 1e-06 0.000570073 1e-06 0.933903252995082 0.00163821695290793 0.000610419760474913 0.000610419760474913
5982.3 0.000564333 1e-06 0.000564333 1e-06 0.92449711038916 0.00163821203152954 0.000610421594246464 0.000610421594246464
5982.4 0.000565246 1e-06 0.000565246 1e-06 0.925990014390125 0.00163820710697665 0.000610423429211904 0.000610423429211904
5982.5 0.000571557 1e-06 0.000571557 1e-06 0.936325922965209 0.00163820217924933 0.000610425265371231 0.000610425265371231
5982.6 0.000579069 1e-06 0.000579069 1e-06 0.948629242403414 0.00163819724834763 0.000610427102724444 0.000610427102724444
5982.7 0.000584325 1e-06 0.000584325 1e-06 0.957236724036754 0.0016381923142716 0.000610428941271547 0.000610428941271547
5982.8 0.000586858 1e-06 0.000586858 1e-06 0.961383367703971 0.00163818737702131 0.000610430781012539 0.000610430781012539
5982.9 0.000588217 1e-06 0.000588217 1e-06 0.963606758307664 0.00163818243659681 0.000610432621947419 0.000610432621947419
5983 0.000589433 1e-06 0.000589433 1e-06 0.965595874230382 0.00163817749299816 0.000610434464076186 0.000610434464076186
5983.1 0.000589332 1e-06 0.000589332 1e-06 0.965427503012118 0.00163817254622542 0.000610436307398841 0.000610436307398841
5983.2 0.000584398 1e-06 0.000584398 1e-06 0.957341866930045 0.00163816759627864 0.000610438151915384 0.000610438151915384
5983.3 0.000570063 1e-06 0.000570063 1e-06 0.933855910846513 0.00163816264315789 0.000610439997625816 0.000610439997625816
5983.4 0.000544083 1e-06 0.000544083 1e-06 0.891293748741596 0.00163815768686321 0.000610441844530137 0.000610441844530137
5983.5 0.000511328 1e-06 0.000511328 1e-06 0.837633357793265 0.00163815272739468 0.000610443692628345 0.000610443692628345
5983.6 0.000484782 1e-06 0.000484782 1e-06 0.794144549692169 0.00163814776475234 0.00061044554192044 0.00061044554192044
5983.7 0.000477954 1e-06 0.000477954 1e-06 0.78295690332278 0.00163814279893626 0.000610447392406424 0.000610447392406424
5983.8 0.000493743 1e-06 0.000493743 1e-06 0.808819086571268 0.00163813782994649 0.000610449244086297 0.000610449244086297
