Nome,1.3
266-51630-177,10.824792077906604
267-51608-125,10.811243815875033
268-51633-98,11.167965094001147
268-51633-369,10.70228194408821
268-51633-509,11.209757026968987
268-51633-625,10.738729287633209
269-51910-214,11.129415172119486
269-51910-271,10.77089035539051
270-51909-42,10.683800733579021
270-51909-113,10.962599738041485
270-51909-618,11.1107946191495
271-51883-175,10.711505055604293
271-51883-265,11.148901534078242
274-51913-252,11.091576945654825
275-51910-610,11.111039416695817
276-51909-436,10.966934990135622
277-51908-382,10.949274609658909
279-51984-225,10.668275152881245
279-51984-516,11.303855214867989
279-51984-595,10.800813547040896
280-51612-145,10.669970556693118
280-51612-441,10.736473286744223
283-51959-453,11.040962133270106
284-51943-559,11.05735771471982
285-51930-140,10.709876060763825
286-51999-432,10.950803969678285
290-51941-245,10.822194021466684
291-51928-156,10.980013750041747
291-51928-439,10.980498643738743
291-51928-571,10.828394511704557
292-51609-393,10.874954836340722
294-51986-253,11.16297221081156
295-51985-410,11.229393516358334
295-51985-486,10.997496598262718
295-51985-634,11.150407834203754
296-51984-230,11.003747951638069
296-51984-233,10.847593349916515
296-51984-422,10.899520000534176
297-51959-198,10.890673721046166
297-51959-467,10.92442063051843
299-51671-590,10.917560458258894
302-51688-99,10.751132162548293
302-51688-176,10.67802950775006
302-51688-623,10.580195950541581
302-51688-636,10.61083460442476
303-51615-75,11.085044972862994
303-51615-278,10.88119834722437
303-51615-552,10.941615082202869
304-51609-90,10.706600356860637
305-51613-506,11.057683536361363
306-51637-72,10.994324301992261
307-51663-385,10.525143402607725
310-51990-71,11.009482995446763
310-51990-74,10.906020900815069
310-51990-390,11.01785733236746
311-51665-186,11.252549804575962
311-51665-605,10.9605386687885
313-51673-26,11.041462519072606
313-51673-153,10.434621956813714
313-51673-414,10.748354215952247
315-51663-557,10.873265364498677
315-51663-581,10.642529391573548
328-52282-505,10.813352006904795
328-52282-507,10.804561957718597
329-52056-140,10.772339011654948
330-52370-600,11.033670193325323
332-52367-535,10.794851961263014
333-52313-428,10.990443692927458
334-51993-57,10.6746138301881
334-51993-240,10.919037520001508
336-51999-580,11.269448244266906
337-51997-365,10.765687530998726
337-51997-366,10.914765684475729
337-51997-415,10.960686602230806
337-51997-417,10.974749338358441
337-51997-450,11.134660622691133
338-51694-459,10.840121150231063
338-51694-464,10.899289963999378
338-51694-468,11.235869053240064
338-51694-495,10.95641274698473
339-51692-192,10.97805808902968
339-51692-276,10.760817367828032
339-51692-422,10.92390402569301
339-51692-594,11.117174618232617
339-51692-603,11.006492267865482
339-51692-609,10.875520903193616
340-51990-389,10.97537589119611
340-51990-390,10.80491188546521
341-51690-133,11.264505866676496
341-51690-542,10.843785221063511
350-51691-90,10.64628402672917
350-51691-92,10.798679966255172
350-51691-251,10.841147954142977
351-51695-578,11.169327641968113
355-51788-290,10.923563060486359
359-51821-368,10.779602573379801
362-51999-296,10.931294802879519
363-51989-174,10.947876503369077
363-51989-279,10.980771087254185
363-51989-494,11.080603528185735
367-51997-234,11.461229668133562
371-52078-283,11.248422989918913
371-52078-335,11.03329451619316
374-51791-118,11.096431080276757
374-51791-182,11.049761737726483
374-51791-405,10.955253660511174
376-52143-78,11.225583247654056
376-52143-471,10.77982059858235
378-52146-611,10.825240328364284
379-51789-562,10.826557716900515
380-51792-509,10.835358829468845
382-51816-366,10.44550971569046
383-51818-381,10.834716821039152
384-51821-577,11.411877995455995
385-51783-354,11.12702995731507
387-51791-465,10.792818389857
387-51791-552,10.800992400509038
389-51795-62,10.701736426296257
390-51900-586,10.658430732659099
392-51793-86,10.798221756297913
394-51913-40,11.142816689278893
395-51783-177,10.641116613494514
398-51789-76,10.850511265027382
398-51789-448,10.9394427750251
399-51817-171,10.9917774826846
399-51817-427,11.271625199362786
402-51793-221,10.917524635435779
403-51871-54,10.38663395427221
403-51871-403,10.828997495050427
404-51812-67,10.802089135213826
404-51812-287,10.542901895857735
404-51812-312,10.930429040448159
407-51820-132,10.8837789666833
407-51820-343,10.679823815147
407-51820-609,10.926997880023592
409-51871-427,10.867215144241674
411-51817-41,10.95142998706553
412-52258-514,10.388623379037972
415-51810-134,10.792388856160104
418-51817-199,10.620091776470739
418-51817-630,10.69873145255638
419-51879-439,10.884788546888851
422-51811-139,11.085316612720503
422-51811-166,11.183995093099336
426-51882-200,11.03693693527504
428-51883-211,10.601020700392702
430-51877-325,10.90596031567225
432-51884-170,10.719286010418514
432-51884-470,10.891842343186907
435-51882-509,11.098558689920338
435-51882-538,10.866059373735427
437-51876-144,10.813882554929132
439-51877-40,10.679281498747427
439-51877-165,11.006570892354837
441-51868-111,10.70835438283476
442-51882-108,10.723747160283905
442-51882-146,10.731616382091776
443-51873-598,10.729221730201086
443-51873-633,10.595376641917612
444-51883-147,11.060578264051248
444-51883-626,11.07699162451716
445-51873-567,11.102928575053962
445-51873-581,11.032044890312667
445-51873-622,10.690160352334388
446-51899-71,10.84339798472037
447-51877-460,10.974249359713564
448-51900-180,10.534920414603125
448-51900-411,10.8982632384468
448-51900-518,11.089422823827409
449-51900-193,10.904662100099435
450-51908-367,10.824475386758015
452-51911-333,11.005715040932198
453-51915-343,10.89677661802596
457-51901-570,11.290699891757521
459-51924-211,10.603917193045453
467-51901-71,11.100851893304009
467-51901-272,11.08444116359296
467-51901-458,10.823249806640023
468-51912-262,11.234830883805797
471-51924-95,10.913820078441017
472-51955-78,11.127335899508337
472-51955-82,11.010904464565183
475-51965-39,10.880590677798468
475-51965-84,11.126696021571293
476-52314-257,10.44056442644333
477-52026-194,10.697783914071046
480-51989-344,10.311357988551247
481-51908-40,10.634504979236208
481-51908-149,11.031028125582434
481-51908-296,10.99344248792446
483-51924-548,10.98174596013859
485-51909-432,10.957369705629153
486-51910-250,11.094333425588454
487-51943-182,10.832839934825177
490-51929-28,10.562925405920419
491-51942-468,10.852438167334938
493-51957-533,11.108618778843967
496-51988-187,10.653074951430217
496-51988-459,11.126966849495362
503-51999-452,10.701120851185632
503-51999-550,10.654543453620027
504-52316-536,10.894752877870612
505-52317-501,10.94670820818526
506-52022-400,10.819054709011588
508-52366-417,10.682138058810024
509-52374-164,10.474133711639217
509-52374-427,10.714751962823604
509-52374-493,10.738207918272149
510-52381-175,11.086836233318081
510-52381-199,10.798283723053418
510-52381-408,10.894858120290817
510-52381-475,10.979794504091402
511-52636-133,11.191987615973014
511-52636-481,10.928361389578015
514-51994-168,11.034838457242877
515-52051-420,10.935796992436632
518-52282-406,11.001223745417674
518-52282-449,10.932137691305584
518-52282-450,10.750594297221285
518-52282-452,10.806137130083533
518-52282-566,11.029550895129553
518-52282-568,10.841826769842577
518-52282-577,10.905533225625055
519-52283-193,10.848147290188603
521-52326-25,10.609605795598538
521-52326-207,11.134197947677794
521-52326-264,10.97850131454745
521-52326-303,10.736666105442797
521-52326-440,10.79516305808972
522-52024-221,10.566078490831018
522-52024-375,11.157842239601413
523-52026-538,11.203237277828608
524-52027-163,10.34603700800372
524-52027-361,11.089358501976534
528-52022-306,10.968225327131462
529-52025-118,10.72656258866476
529-52025-218,10.838796037097248
529-52025-228,10.720900735623294
