aid,ra,dec,log_M,Rhlr,e,ng,z,sigma_e,Kq,Kn,Mdyn,lim_sup
spec-0339-51692-0276,195.675713036659,-3.21050025054359,10.432,0.76,0.56,5.54,0.08495803,203.1443136374697,0.8386131011557931,5.005927559999999,10.485909791273109,0.0
spec-0374-51791-0405,333.587931564889,0.892401194348942,10.558,1.59,0.37,7.87,0.09022401,201.47538240678824,0.928983936520446,3.8227092899999997,10.726661233363584,0.0
spec-0382-51816-0366,348.947463957113,1.12618416834363,10.077,0.49,0.46,4.94,0.05522059,155.10236915794655,0.8775527169786937,5.3529867599999985,10.109742982747443,0.0
spec-0390-51900-0586,6.30748621161928,0.407670308222262,10.182,0.85,0.68,2.67,0.07166046,161.1272336408272,0.8083302385460109,6.82303649,10.451764001893185,0.0
spec-0487-51943-0182,148.413586819308,62.8798978158878,10.392,1.06,0.62,5.63,0.06673117,198.48386664624357,0.8216932330693044,4.95536529,10.596982328848231,0.0
spec-0554-52000-0395,139.824246102376,54.8614134420663,10.361,1.29,0.57,3.6,0.04408099,187.1720528548612,0.8355072068666826,6.190735999999999,10.735204857150235,0.0
spec-0622-52054-0342,241.073180563465,49.4628608063254,10.374,0.67,0.37,7.83,0.08302419,185.67038120894236,0.928983936520446,3.840814489999999,10.282432251833693,0.0
spec-0739-52520-0232,339.586113211954,13.41280124259,10.537,1.12,0.53,5.93,0.0920083,196.91320388219316,0.8487068161348575,4.7896440899999995,10.613269287687409,0.0
spec-0889-52663-0612,117.378965969248,30.426818029853,10.282,0.69,0.37,4.65,0.05991222,169.99077766304836,0.928983936520446,5.526952249999999,10.376634384180237,-0.018823263491225983
spec-0904-52381-0331,152.96748692502,54.1768554882503,10.473,1.52,0.69,6.78,0.09410895,185.7735281382756,0.8063922713597157,4.34365844,10.630653925568833,0.0
spec-0906-52368-0026,163.543250283258,54.8273806999672,10.74,1.76,0.56,3.93,0.07276089,268.8166217039064,0.8386131011557931,5.97639209,11.170866285792421,0.0
spec-0941-52709-0086,147.375166256518,42.1068969161792,10.243,0.73,0.47,7.97,0.07186035,208.6399467681401,0.8729178863405056,3.7777836899999997,10.386768921378334,0.0
spec-0943-52376-0583,153.636932416775,45.6469659470992,10.412,1.19,0.55,7.86,0.08426625,212.11097468292496,0.8418447448145492,3.82722836,10.603230277024062,0.0
spec-0951-52398-0165,170.368429262714,58.3764008098784,10.241,0.76,0.44,4.63,0.0689491,165.57701281227608,0.8874053975750458,5.539099289999999,10.376815549767176,0.0
spec-1226-52734-0551,177.208041419833,10.4326755735618,10.342,1.26,0.55,6.36,0.08236741,172.96895695085968,0.8418447448145492,4.559675359999999,10.526913461245522,0.0
spec-1237-52762-0481,153.641646172704,8.7505739349807,10.524,1.32,0.49,5.48,0.06872252,194.38454873782757,0.8641911456966372,5.039852639999999,10.703365718347174,0.0
spec-1239-52760-0339,156.204729512491,9.55964016911914,10.077,0.45,0.26,7.77,0.04568534,162.89084771167234,1.024588205031141,3.8681168899999996,10.04149547725399,0.0
spec-1385-53108-0337,226.180266547038,35.178242192263,10.437,1.42,0.22,7.79,0.09610792,183.65217095473648,1.0721232014342572,3.858996809999999,10.663440246586456,0.0
spec-1401-53144-0035,234.998069718462,35.7223380892537,10.169,1.09,0.42,7.89,0.06773119,169.64861539862594,0.898093470327658,3.8136856100000003,10.397634218893963,0.0
spec-1435-52996-0212,163.455550304789,40.4198678595837,10.643,1.24,0.32,7.88,0.09766051,216.73355179857717,0.9669974820474221,3.81819504,10.698998089026583,0.0
spec-1461-53062-0541,199.932194664268,47.2590936846605,10.31,0.8,0.51,6.25,0.06633398,187.4062383117241,0.8561389940226636,4.61765625,10.412064606785254,0.0
spec-1465-53082-0064,206.615687572791,45.098368571198,10.447,1.18,0.43,6.12,0.06236197,185.03297974068025,0.8926404490652192,4.686931039999999,10.594386074002456,0.0
spec-1650-53174-0296,230.280793667637,29.6653907986033,10.426,1.13,0.35,7.96,0.08072399,187.6803287180906,0.9432436911467813,3.7822545599999997,10.518731273697991,0.0
spec-1684-53239-0336,244.040473296143,32.9579792707145,10.464,1.25,0.27,7.87,0.09544598,212.95533037976185,1.013935990115002,3.8227092899999997,10.708309509194134,0.0
spec-1756-53080-0547,122.639383090642,7.31734963681543,10.623,1.44,0.24,6.27,0.09788467,203.3868198417811,1.047323184938283,4.60707089,10.824954371305575,0.0
spec-1811-53533-0270,214.400481416386,8.17914089474911,10.403,1.32,0.33,7.99,0.06005179,180.43335976808223,0.9587450189793348,3.7688564099999997,10.557560970478832,0.0
spec-1818-54539-0411,229.836702038805,7.67648058289093,10.276,0.68,0.46,5.33,0.0752018,196.689868051174,0.8775527169786937,5.1254244899999994,10.439516600620074,0.0
spec-1824-53491-0478,211.541012457517,6.92286931335257,10.431,0.99,0.39,7.88,0.09335458,220.1245420598104,0.9158595133204178,3.81819504,10.591099750717229,0.0
spec-1845-54144-0547,229.030157901807,29.2806131154973,10.28,1.03,0.3,7.97,0.07947188,177.89964394999842,0.984585082448575,3.7777836899999997,10.450118376278228,0.0
spec-1846-54173-0435,229.948826058365,28.494641963203,10.317,1.01,0.53,3.88,0.07471757,173.3153150811784,0.8487068161348575,6.008531039999999,10.555961910091153,0.0
spec-1994-53845-0269,193.668354873493,30.3986278598415,10.359,1.6,0.43,7.96,0.06272991,181.15977374303745,0.8926404490652192,3.7822545599999997,10.615111494651886,0.0
spec-2151-54523-0057,227.182925200855,27.1822123479003,10.121,1.07,0.33,7.94,0.08000033,176.8460092543725,0.9587450189793348,3.7912107599999993,10.451496009458607,0.0
spec-2429-53799-0025,132.191223236796,14.2888028085651,10.56,1.72,0.49,7.9,0.09352289,196.91488770421992,0.8641911456966372,3.8091809999999997,10.707967627961013,0.0
spec-2501-54084-0572,173.546464636336,25.5606462049035,10.176,1.0,0.46,7.98,0.07102586,166.2914254231019,0.8775527169786937,3.7733176399999993,10.32817694821228,0.0
spec-2607-54184-0127,204.665632717115,15.5302815463503,10.285,0.92,0.73,4.7,0.07693143,171.67377229521966,0.7993527728767938,5.496669,10.44247445408229,0.0
spec-2609-54476-0520,182.355624998249,20.1557992228607,10.037,0.48,0.38,5.18,0.06011003,175.28286185037445,0.9222860468299282,5.21208084,10.217037584514124,0.0
spec-2661-54505-0126,193.3826859078,24.4600491900551,10.242,0.47,0.59,7.82,0.07022398,230.212412529459,0.8296525174182051,3.8453528399999994,10.266628416267466,0.0
