aid,ra,dec,log_M,Rhlr,e,ng,z,sigma_e
spec-2087-53415-0047,139.237392105392,25.3044058335802,10.416,,0.32,4.86,0.04293343,188.28233085927891
spec-2087-53415-0052,139.221406636834,25.0303777091774,10.315,1.39,0.09,7.97,0.07527136,193.76339447886997
spec-2087-53415-0396,138.096048572819,26.3759669688003,10.249,1.21,0.35,4.61,0.07590948,175.76816969052317
spec-2088-53493-0152,197.88933913124,39.5207129821885,10.473,1.44,0.53,5.73,0.07377042,214.88036951493226
spec-2088-53493-0460,197.541698806176,40.1979573822431,10.321,1.26,0.46,7.94,0.07890788,209.23127234376722
spec-2089-53498-0090,182.22718348682,32.9520742520832,10.126,0.64,0.17,4.85,0.05698425,152.5055594400813
spec-2089-53498-0138,182.004224705276,33.1914095657985,10.376,1.36,0.22,5.28,0.07790685,183.95973846277434
spec-2092-53460-0362,167.552806441835,31.7256193597601,10.637,2.39,0.35,4.02,0.07211742,217.93330109711795
spec-2092-53460-0469,167.729558063994,31.5540844405798,10.484,1.86,0.55,3.88,0.02747749,190.7170759629143
spec-2092-53460-0599,168.785472845427,31.0020145056479,10.271,1.07,0.59,3.09,0.02795149,181.02950393700112
spec-2093-53818-0249,197.910322447904,32.740267302738,10.278,1.51,0.26,7.98,0.06750314,191.49951230441965
spec-2093-53818-0427,197.980155382378,33.852345666826,10.512,1.57,0.28,6.96,0.08880097,213.16592881411015
spec-2094-53851-0018,206.659791868857,29.2979467739363,10.336,1.43,0.43,3.23,0.05472654,188.76890769607039
spec-2094-53851-0166,205.54737573148,29.895637774781,10.381,1.1,0.29,4.05,0.02723926,206.37670806226183
spec-2094-53851-0366,204.836874911294,31.0317800980748,10.166,0.99,0.3,2.86,0.06134753,205.22015649720998
spec-2095-53474-0325,179.943972620729,33.1367336401398,10.565,2.03,0.3,4.89,0.03159737,208.2576603477314
spec-2095-53474-0365,180.232231953917,33.615846716811,10.545,2.06,0.61,6.29,0.07993837,237.37200956962621
spec-2097-53491-0446,176.835210583921,35.0773718872108,10.263,1.02,0.37,7.47,0.05776933,198.00229067492975
spec-2100-53713-0221,170.716016319545,33.5562761834816,10.749,2.1,0.71,4.46,0.04497237,249.73621061123026
spec-2100-53713-0400,170.49522632307,33.8663046583749,10.433,3.14,0.35,7.94,0.08664802,193.58547585654568
spec-2100-53713-0473,170.798786902981,34.152890658201,10.545,2.28,0.3,7.7,0.0452196,229.43048936494446
spec-2102-54115-0489,202.318076682328,37.5965809209748,10.467,1.36,0.61,3.45,0.05632659,187.45424646705675
spec-2103-53467-0307,178.98321766659,36.1159497026155,10.372,1.25,0.6,3.33,0.06327902,181.5861992863087
spec-2103-53467-0311,178.973790448172,36.1896948393904,10.204,0.93,0.37,3.33,0.06381252,181.80295320383422
spec-2103-53467-0313,178.748879354447,36.020828181588,10.2,0.99,0.6,2.33,0.06864669,168.60425458750422
spec-2103-53467-0407,180.447992605808,36.9252894234406,10.758,2.4,0.72,3.71,0.07959434,222.95931098663553
spec-2104-53852-0309,198.094606844215,31.075009148655,10.081,0.88,0.49,6.89,0.06144787,169.57071570694046
spec-2105-53472-0006,184.293152390877,35.2934780189073,10.602,1.45,0.47,3.0,0.08793778,203.34120877651083
spec-2105-53472-0392,182.402049022187,36.8503100871362,10.229,1.71,0.24,4.35,0.0761709,162.78364424473483
spec-2106-53714-0045,166.988600180136,31.4819326219547,10.55,2.48,0.32,4.75,0.04715455,199.58905617786087
spec-2108-53473-0608,182.569196316905,39.304714786902,10.248,0.84,0.5,4.23,0.02205594,184.4142712886305
spec-2108-53473-0639,183.3273419724,38.4527461932192,10.621,2.22,0.42,4.71,0.0881545,207.2733282690954
spec-2109-53468-0233,203.251958268612,32.578651145012,10.439,1.28,0.58,3.09,0.03540683,190.2045984172461
spec-2110-53467-0412,201.953413508167,31.7281650229955,10.289,1.18,0.23,3.83,0.05416223,176.22067937362436
spec-2111-53467-0092,170.73471812619,34.8669433993107,10.512,1.8,0.71,3.62,0.03868378,207.30370933560152
spec-2114-53848-0202,207.177342821436,26.6168491424714,10.535,1.39,0.44,2.83,0.06177851,227.23200472537314
spec-2114-53848-0204,207.187556506096,26.5698358126684,10.69,2.21,0.47,4.91,0.06119458,256.026392567553
spec-2114-53848-0205,207.205995955925,26.5618385584745,10.286,1.12,0.23,2.9,0.06211456,170.39285820578112
spec-2114-53848-0211,207.191355991166,26.5272477498348,10.229,1.94,0.18,7.92,0.06430561,198.27075952349813
spec-2114-53848-0214,207.216648152032,26.7181777007324,10.166,0.95,0.23,5.62,0.06304246,179.3426688390742
spec-2114-53848-0260,207.075982336095,26.6514876476881,10.161,0.83,0.11,3.23,0.0629333,174.5072040090076
spec-2114-53848-0291,207.0310474567,26.4818670450409,10.82,2.55,0.3,4.45,0.06061524,245.08412268013814
spec-2114-53848-0481,207.363276226613,28.0790456368905,10.512,1.14,0.27,3.84,0.07636397,205.65957476072847
spec-2114-53848-0526,207.530046165922,29.2532310549594,10.355,1.29,0.35,5.89,0.07724174,196.85577536895963
spec-2115-53535-0011,208.524093920477,24.5302080017091,10.093,1.34,0.27,7.81,0.05646681,165.23658649149291
spec-2115-53535-0141,207.806574585449,25.0403359644139,10.065,0.65,0.55,3.69,0.02770444,187.77099285130333
spec-2115-53535-0462,207.100308241066,25.6514701398868,10.504,1.43,0.48,3.68,0.05459456,198.39678055296204
spec-2116-53854-0180,208.196255941303,29.6982303364675,10.305,1.42,0.57,3.88,0.07745336,175.2603071079382
spec-2118-53820-0542,209.790170679221,28.1280814700633,10.746,2.31,0.52,3.76,0.07241368,220.85615947230977
spec-2118-53820-0545,209.814753173456,27.9507413638263,10.555,1.15,0.26,3.3,0.07469866,209.99151096202468
spec-2119-53792-0003,210.957838184346,24.268963063121,10.703,2.14,0.1,4.45,0.06131956,220.1172441658895
spec-2119-53792-0561,210.739487064666,25.8242934743551,10.381,2.29,0.39,7.34,0.06056871,185.18108255251002
spec-2120-53852-0337,209.617813171637,28.1536502690328,10.177,1.24,0.57,5.02,0.07029798,169.86939972496452
spec-2120-53852-0431,209.79060308967,27.950087304307,10.606,0.91,0.58,3.67,0.08036856,305.2664827329588
spec-2120-53852-0516,210.443995655992,27.6611066121812,10.401,1.41,0.72,3.0,0.07185773,179.17472128834495
spec-2124-53770-0041,212.680587709314,23.8848103094272,10.392,2.04,0.54,4.43,0.06837951,177.7914150071321
spec-2124-53770-0148,211.957059839305,24.3290490522324,10.623,1.92,0.36,4.86,0.06114161,207.45505411185653
spec-2124-53770-0282,211.086564396152,24.0914372654877,10.537,1.51,0.1,4.55,0.09024541,213.8093474359173
spec-2126-53794-0141,213.625498763103,28.4148124213834,10.709,2.54,0.67,2.78,0.05730162,242.99948427511032
spec-2126-53794-0158,213.829858064379,28.8437280999188,10.397,1.17,0.6,3.31,0.06380646,214.78072047901944
spec-2126-53794-0348,211.840204235742,29.644238974784,10.992,,0.03,7.99,0.06294757,300.4049578341093
spec-2127-53859-0265,213.106893423978,26.1347027397767,10.579,1.6,0.52,2.06,0.07161101,203.47590560358742
spec-2127-53859-0368,213.40203482953,27.4922937964707,10.502,1.19,0.53,3.99,0.05465127,211.5522496778665
spec-2127-53859-0376,213.321667846694,27.3567861022323,10.6,1.44,0.61,3.01,0.05507555,210.32063077586506
spec-2131-53819-0354,215.030763978657,26.122086980493,10.327,0.76,0.43,4.33,0.07266413,199.8864034367285
spec-2131-53819-0474,215.8627517968,26.2003418812007,10.402,1.15,0.24,4.68,0.03764195,189.874617980956
spec-2131-53819-0515,216.215135487674,26.1294722007184,10.043,0.58,0.41,3.85,0.03831652,167.39815389728756
spec-2132-53493-0024,217.749948797561,23.3738097629067,10.659,2.12,0.6,4.28,0.06486023,207.11728370827325
spec-2132-53493-0537,216.523818393344,24.8044817528996,10.372,1.46,0.38,3.88,0.03820034,190.50515306515888
spec-2132-53493-0583,217.469000353673,24.4384313548846,10.816,2.34,0.56,3.68,0.08252534,249.07652239799262
spec-2132-53493-0633,217.863728706415,23.96748351697,10.346,2.21,0.61,3.83,0.08086254,194.27416689038515
spec-2133-53917-0171,217.412296617355,30.202532412901,10.417,1.36,0.51,3.42,0.06786246,180.19757474721604
spec-2134-53876-0639,218.998594847386,28.1195092475073,10.173,1.39,0.44,5.25,0.05203298,164.52809714270626
spec-2135-53827-0019,219.314406244829,24.7077095218359,10.576,1.93,0.68,6.11,0.0876238,223.67492077203383
spec-2135-53827-0467,217.763151645804,25.7848659078744,10.505,1.63,0.47,4.48,0.0945128,194.63246046213834
spec-2137-54206-0171,219.707257553382,27.2545517319029,10.39,1.44,0.5,4.67,0.09263,181.3982271138892
spec-2137-54206-0585,220.542228869699,27.6524936277942,10.339,1.55,0.44,7.77,0.08023064,218.6898994737414
spec-2139-53878-0392,219.51519768385,24.8513732164335,10.401,1.23,0.78,4.13,0.08906358,178.50383516680128
spec-2139-53878-0605,220.928414091652,25.749851490566,10.231,1.36,0.56,4.8,0.07397717,168.53054247560914
spec-2142-54208-0227,221.277334076155,26.5060830650719,10.769,3.55,0.4,7.99,0.07201222,250.3623116306848
spec-2142-54208-0376,221.241355683282,27.6792611692094,10.627,1.96,0.28,5.81,0.06156689,208.1656862477553
spec-2142-54208-0573,222.442895993502,27.6961975005267,10.237,2.5,0.3,7.96,0.07520671,223.30647019001952
spec-2143-54184-0359,221.21762992037,24.8094415178379,10.546,1.69,0.0,5.83,0.03964029,193.8471425547806
spec-2143-54184-0469,221.864869310274,24.9678246044575,10.592,1.23,0.43,2.7,0.06270025,259.18205815392207
spec-2143-54184-0504,222.934944135981,24.6548990841964,10.542,1.39,0.31,3.63,0.08040906,229.31842849180583
spec-2144-53770-0320,220.973478281255,22.2184350624377,10.285,1.51,0.67,2.97,0.05583312,170.92710569947977
spec-2145-54212-0149,223.910190572336,25.9796796522997,10.23,0.96,0.15,5.32,0.08119648,179.55061470531032
spec-2145-54212-0625,224.739231116359,26.9548877468122,10.371,1.26,0.5,3.03,0.06893568,229.32655314221435
spec-2147-53491-0576,161.698224199761,10.2228942483765,10.757,2.72,0.47,5.12,0.07779656,229.59652110885807
spec-2148-54526-0111,224.53251045131,21.9506538239721,10.51,1.7,0.58,3.95,0.07859278,213.85240377772752
spec-2150-54510-0457,225.483225910437,22.8517091066118,10.925,4.0,0.21,7.87,0.0806127,249.1258810743408
spec-2151-54523-0057,227.182925200855,27.1822123479003,10.121,1.07,0.33,7.94,0.08000033,176.8460092543725
spec-2151-54523-0107,226.269353641018,26.0087353281566,10.533,1.24,0.42,2.28,0.05280887,206.1633262805971
spec-2151-54523-0213,225.571219201888,27.2250158695446,10.428,1.1,0.41,4.61,0.07822873,225.16427880390083
spec-2151-54523-0346,225.878433829046,28.7379014637297,10.936,3.25,0.47,5.68,0.058042,272.42444407010765
spec-2153-54212-0179,226.559678569861,20.8596291890056,10.19,2.03,0.31,7.91,0.05108625,173.34174736252643
spec-2156-54525-0040,230.624030183478,20.5289256400544,10.045,0.63,0.55,2.74,0.03950009,180.44371170979997
spec-2156-54525-0121,228.934665034512,19.7351229575844,10.238,1.76,0.26,7.97,0.04944315,175.15633185908771
spec-2156-54525-0232,228.127704030984,20.6660638118582,10.232,1.35,0.29,7.97,0.04048414,174.97272936108283
spec-2156-54525-0239,228.067052061154,20.60471560952,11.073,3.11,0.53,3.9,0.07965589,275.8823475678592
spec-2157-54242-0340,228.552023151991,27.2039690285846,10.379,1.56,0.53,2.86,0.08143678,181.68028712194652
spec-2157-54242-0452,229.375129309544,27.3758139871372,10.648,1.81,0.6,4.7,0.06418404,220.4842975567765
spec-2157-54242-0540,229.514257788691,27.3303301850495,10.738,1.86,0.56,4.53,0.07287423,218.68902819968957
spec-2157-54242-0557,229.563089057357,26.9769308609403,10.363,1.36,0.48,3.24,0.08201547,185.94330130155606
spec-2157-54242-0567,229.718007088975,27.5099695976046,10.182,0.97,0.54,4.27,0.06439309,196.96878170624737
spec-2159-54328-0426,230.322879066423,20.240624778785,10.133,0.97,0.44,2.7,0.05823664,152.68000890977638
spec-2159-54328-0538,230.985039151838,20.7606242625308,10.64,1.55,0.0,1.37,0.04055981,209.34263352712526
spec-2161-53878-0025,232.540150318696,21.944778474852,10.678,2.25,0.62,4.03,0.08441087,236.68637651156578
spec-2161-53878-0166,231.525656150408,22.0965273094573,10.464,1.03,0.21,4.06,0.09158553,193.36266022062387
spec-2161-53878-0534,231.912575710232,23.4784036999403,10.5,1.67,0.7,4.4,0.0896961,199.94073583474878
spec-2162-54207-0538,233.666857161378,22.3466995795363,10.586,1.32,0.42,3.85,0.08815919,243.58296870221017
spec-2165-53917-0174,234.635974857122,23.8174315673069,10.809,2.5,0.59,4.71,0.09184004,234.03781443741923
spec-2166-54232-0251,234.165575735344,20.4020809493688,10.623,1.84,0.28,5.6,0.09778953,234.2742692359977
spec-2166-54232-0258,234.132243645652,19.7368527373802,10.122,0.83,0.36,2.71,0.04106251,157.46526496612483
spec-2166-54232-0461,234.802140234922,21.8192284668967,10.473,1.25,0.59,3.95,0.04374685,214.83031615000226
spec-2166-54232-0507,235.080841466043,21.7085569791698,10.461,1.87,0.41,4.63,0.03931079,195.67739349396783
spec-2168-53886-0031,237.797727053468,20.2223657619316,10.539,1.59,0.52,5.03,0.03746887,209.92982568107365
spec-2168-53886-0599,237.697848838516,20.4557167304258,10.395,1.41,0.36,7.98,0.05535445,205.25016011405995
spec-2169-53556-0617,238.104024297739,23.5715143309686,10.535,1.38,0.43,2.94,0.08711323,209.53301764079234
spec-2172-54230-0604,239.181282008489,20.1339238190763,10.313,0.85,0.51,3.57,0.05070878,212.0025408554026
spec-2173-53874-0349,239.010666426861,21.3837615263187,10.649,2.23,0.67,3.84,0.02719703,208.3582349725968
spec-2173-53874-0598,241.028546750929,20.9805603287066,10.453,1.48,0.35,3.78,0.04753611,187.66190286225606
spec-2196-53534-0144,240.597216339171,15.9964247193616,10.398,1.32,0.38,2.83,0.0347338,183.857301258792
spec-2196-53534-0214,240.549841687282,15.9198379019766,10.3,1.58,0.39,4.15,0.03444698,208.26265306654085
spec-2196-53534-0521,241.144435252939,17.7134775724787,10.126,1.31,0.34,8.0,0.03359075,245.28171386451123
spec-2197-53555-0240,240.668949401667,15.9831913794327,10.393,1.53,0.62,4.27,0.03366669,206.14137127881696
spec-2197-53555-0269,240.549176729718,15.9182161283226,10.508,3.79,0.15,5.5,0.03288664,202.74862518724555
spec-2197-53555-0429,240.583941103543,16.4256842492244,10.282,0.8,0.29,2.55,0.03658101,202.7851791273376
spec-2199-53556-0211,240.325262293001,16.7482157533785,10.462,1.43,0.49,4.2,0.03614409,214.73574861585593
spec-2200-53875-0209,241.3635873491,16.4249911360197,10.1,1.06,0.14,4.7,0.04415599,183.03606404687883
spec-2202-53566-0428,245.586529552652,14.6600689436643,10.377,1.78,0.46,4.47,0.06662165,181.5710497434347
spec-2203-53915-0199,247.667952132182,13.1910287609652,10.621,1.57,0.7,2.71,0.08660276,237.08693387465385
spec-2203-53915-0495,247.886839305758,13.9558384674958,10.035,0.65,0.37,6.62,0.05328906,189.19104199011534
spec-2204-53877-0138,249.199707005988,12.3248804472973,10.334,1.06,0.58,2.95,0.08521454,225.55544039466062
spec-2205-53793-0544,242.921924897587,21.0106303999669,10.494,1.71,0.51,3.73,0.08780495,199.7297647949904
spec-2211-53786-0103,167.060990608768,28.5405872763346,10.479,1.9,0.38,6.77,0.03163842,237.62725495167695
spec-2211-53786-0386,165.462238655655,29.0218926795327,10.528,2.16,0.63,4.82,0.06642648,205.74174991423078
spec-2211-53786-0390,165.416288506032,29.1965671883791,10.23,0.9,0.46,4.98,0.07032672,186.88142990662507
spec-2213-53792-0037,169.069726206672,28.596538643002,10.568,1.88,0.62,3.7,0.06880805,209.6969151944119
spec-2213-53792-0140,167.935710107857,27.6326499699595,10.108,0.69,0.13,4.75,0.03431016,186.94397617009574
spec-2213-53792-0226,167.570861686668,28.7903771263286,10.154,1.27,0.38,5.04,0.03708043,172.9510563637073
spec-2213-53792-0433,167.186391061737,29.2408779887885,10.343,1.21,0.35,2.63,0.07776397,187.57550488319043
spec-2215-53793-0067,170.28294428797,28.7577025079415,10.338,1.32,0.43,6.96,0.06001388,206.01682244609532
spec-2215-53793-0216,168.653989799544,28.4227668241061,10.295,1.1,0.28,7.86,0.07957844,189.43523103970563
spec-2216-53795-0131,170.832430268939,26.1137312262493,10.549,1.65,0.44,2.98,0.03294067,202.1340066510511
spec-2216-53795-0403,170.539893309704,27.6624899937427,10.218,1.36,0.45,5.21,0.06884437,167.16736941003632
spec-2216-53795-0446,170.741947822542,27.9353613355777,10.401,1.54,0.54,7.87,0.07004756,203.9468197464242
spec-2218-53816-0248,171.984081947366,25.7138143505516,10.489,1.09,0.31,3.12,0.07042593,233.40013464013975
spec-2219-53816-0087,173.90469500982,25.9792076853657,10.293,1.1,0.49,6.22,0.09008747,220.97841227861852
spec-2219-53816-0290,172.638575379898,26.22413219832,10.449,1.45,0.64,2.8,0.05682045,192.57375235014828
spec-2219-53816-0488,174.129540248909,27.0662050597035,10.712,2.03,0.59,3.17,0.07679565,263.5693002370915
spec-2220-53795-0440,173.546625390706,29.6457734539138,10.534,1.82,0.33,6.05,0.08078857,198.66159787012336
spec-2221-53792-0145,176.142708518028,26.7080453840664,10.073,0.82,0.52,3.08,0.02969957,164.93730014862862
spec-2224-53815-0193,178.517144084022,29.5629486465208,10.277,2.03,0.16,8.0,0.04437446,222.6959146841568
spec-2224-53815-0575,179.628517104887,30.7134119852093,10.414,1.85,0.18,4.93,0.07960169,182.74980017247694
spec-2225-53729-0165,180.20760204957,29.2522528782734,10.432,1.18,0.47,3.94,0.08124608,187.6047472515884
spec-2227-53820-0010,182.35470417964,26.8101260681859,10.532,1.98,0.35,7.97,0.07767998,211.35351625958685
spec-2227-53820-0516,181.641442782271,28.1437618897388,10.169,1.26,0.58,3.1,0.0254337,180.96456821752014
spec-2229-53823-0338,181.779964554898,28.4597517366217,10.479,1.27,0.29,4.57,0.08634181,186.3207785795541
spec-2230-53799-0022,185.148965122664,29.2997947690124,10.964,3.95,0.26,7.97,0.08981932,326.2297016188088
spec-2230-53799-0443,183.532773703171,31.003216625381,10.5,1.97,0.29,6.94,0.07462467,201.31786993322982
spec-2230-53799-0621,185.104785228556,30.5212571811197,10.524,2.53,0.35,4.32,0.0280338,203.98775973726907
spec-2233-53845-0373,185.04252511864,28.3889646249098,10.543,2.07,0.36,4.68,0.02548624,215.2797633803725
spec-2233-53845-0453,186.021784822097,28.3089176349716,10.505,1.66,0.47,3.19,0.03055688,209.67609505370277
spec-2237-53828-0623,191.754113702412,30.0108759245474,10.575,2.69,0.43,7.92,0.06246813,234.28732679560488
spec-2239-53726-0270,191.227609595015,29.6683593086139,10.691,2.0,0.6,4.88,0.05766325,245.4231985273949
spec-2239-53726-0523,192.725175261746,30.8778908699418,10.405,2.25,0.64,4.93,0.09114516,189.95554890731086
spec-2240-53823-0068,194.8071019503,27.4025691279803,10.297,1.94,0.3,6.1,0.01886249,175.1298660288512
spec-2240-53823-0476,194.319932275213,27.6184523807869,10.125,0.79,0.2,3.33,0.02416236,159.8375689925707
spec-2240-53823-0491,194.357667652825,27.5461337984977,10.189,1.31,0.43,3.98,0.01857126,160.9754031816726
spec-2240-53823-0541,194.878434451101,27.8842071991656,10.234,1.47,0.25,5.31,0.01570999,210.24860748630923
spec-2241-54169-0168,194.414207717511,27.6060772729441,10.529,2.07,0.61,4.17,0.07007243,196.0267437179013
spec-2241-54169-0391,194.221407959797,27.9294970525839,10.125,0.79,0.59,3.75,0.02040969,183.2328589718921
spec-2241-54169-0491,194.872525699143,27.8501566064127,10.498,1.88,0.58,4.51,0.02264451,227.5357804811972
spec-2241-54169-0500,194.813531168594,27.9707257794689,10.162,1.8,0.3,4.99,0.01608296,190.93024702670044
spec-2241-54169-0510,194.926265602208,27.924732907372,10.086,0.81,0.15,5.01,0.02303923,172.7943998183705
spec-2241-54169-0576,195.363104189032,27.9991958902805,10.092,0.71,0.21,2.92,0.025495,158.25152233001364
spec-2242-54153-0440,195.655638946037,27.1761404681539,10.068,0.78,0.29,3.09,0.01829657,183.01272721269638
spec-2242-54153-0457,196.453582067988,28.1065380227774,10.1,1.0,0.37,5.96,0.02440839,179.27998797484364
spec-2242-54153-0509,196.563448152905,27.632320547358,10.68,1.81,0.56,3.22,0.09785794,209.5613065931371
spec-2244-53795-0266,200.452808824954,26.0677354313708,10.425,2.05,0.47,7.95,0.07244004,203.4624476680247
spec-2244-53795-0389,200.400932008941,26.6621724079315,10.193,1.0,0.38,4.54,0.07401384,179.6739101274696
spec-2246-53767-0068,206.058849158466,25.9910934765583,10.66,2.18,0.32,5.89,0.06720154,234.79885413957027
spec-2246-53767-0385,205.05788182831,26.5645049223993,10.48,2.36,0.2,4.15,0.07584681,215.4758118949608
spec-2246-53767-0409,205.245248876087,26.5847742907945,10.399,1.16,0.28,5.16,0.07595281,217.45035809126676
spec-2246-53767-0465,205.443730471576,26.3263828140692,10.804,2.64,0.48,5.7,0.07447623,242.40967365751902
spec-2246-53767-0480,205.345558658608,26.4692561522172,10.137,1.4,0.14,7.96,0.0794723,167.78876098498327
spec-2266-53679-0176,120.386839194736,14.5648031197669,10.448,1.6,0.09,4.4,0.0861528,183.1484639513488
spec-2269-53711-0251,122.945537489752,16.4563464822994,10.471,1.71,0.43,5.26,0.09177469,196.16016954430287
spec-2270-53714-0195,123.971398016718,13.6715696415069,10.67,1.69,0.18,4.5,0.09030687,208.6878903079037
spec-2271-53726-0307,123.900263437689,17.6538347133717,10.391,0.91,0.37,2.98,0.06664319,211.13695207516395
spec-2272-53713-0060,125.769385099077,14.6792819972947,10.245,1.03,0.51,3.71,0.08044373,164.24876152012538
spec-2273-53709-0172,126.697230859343,18.1253795724703,10.515,1.2,0.72,3.63,0.0997415,249.0869790739472
spec-2274-53726-0496,126.890411999567,16.0772698218194,10.627,2.02,0.56,2.83,0.0921487,224.40012982423917
spec-2276-53712-0258,128.158722298847,15.5506862058771,10.241,1.95,0.17,7.99,0.0653367,168.41971699219877
spec-2278-53711-0359,128.848101921508,17.5994187805863,10.064,0.9,0.39,7.66,0.04793206,164.899531413943
spec-2279-53708-0191,131.324840096988,17.7370804352696,10.458,1.48,0.36,6.03,0.07612149,187.2956973692156
spec-2282-53683-0557,134.593956947441,21.6624355850858,10.376,1.22,0.35,7.94,0.08312983,245.45749177762903
spec-2283-53729-0538,134.824710327964,19.6041464842911,10.544,2.13,0.6,2.95,0.09702987,203.97658305904912
spec-2283-53729-0567,135.353125673253,19.8236911112901,10.534,1.27,0.21,4.52,0.09904542,194.2618542468363
spec-2284-53708-0138,136.174550052234,21.2723624126296,10.496,2.03,0.5,5.54,0.08268077,195.12794421060022
spec-2288-53699-0166,139.322699647198,20.0452742182275,10.481,1.76,0.09,4.93,0.02880703,188.19214920899086
spec-2290-53727-0173,140.329739085253,22.1325060789268,10.018,0.85,0.36,3.48,0.03464737,143.68866232520034
spec-2292-53713-0561,145.204285723405,22.5266136989577,10.354,2.79,0.25,7.87,0.08759767,202.8582507980912
spec-2292-53713-0578,145.354635193163,22.6041869451377,10.76,2.43,0.41,4.5,0.090152,229.9301668020231
spec-2293-53730-0629,144.047451928705,23.7955330465333,10.31,1.13,0.57,7.95,0.07202713,224.1333709288433
spec-2294-54524-0593,144.075672065873,25.8302434430784,10.051,0.99,0.47,7.38,0.06630005,160.14895188986452
spec-2295-53734-0417,146.742875303082,23.2853936400797,10.844,2.69,0.64,4.58,0.08286928,267.05495071558784
spec-2296-53735-0106,145.845934491209,23.6903707542054,10.79,3.04,0.57,6.95,0.08954746,237.39699244408547
spec-2296-53735-0114,146.016324746315,23.6106767131336,10.576,1.84,0.38,7.89,0.08713418,242.14181260062867
spec-2297-53738-0392,144.716534711203,26.5204435607853,10.613,2.34,0.6,4.4,0.04355083,214.57065555582642
spec-2298-53737-0567,149.892528293473,24.0124172025672,10.681,3.32,0.24,7.98,0.08044883,222.86417135482938
spec-2342-53742-0005,148.907100193139,26.2474174840771,10.46,2.15,0.32,7.72,0.08156294,197.3580439001937
spec-2342-53742-0048,148.658541120109,26.0617018951774,10.512,1.65,0.42,4.02,0.08663369,206.6555206539576
spec-2342-53742-0109,148.780343868273,26.5439675544343,10.585,1.56,0.34,6.11,0.08526027,250.65173144122147
spec-2342-53742-0214,147.848580467773,26.5221875748422,10.249,1.03,0.4,6.13,0.05133542,175.15268842974905
spec-2343-53735-0140,151.85505927521,23.0207817786302,10.144,1.12,0.37,4.3,0.04173654,158.4514210129788
spec-2343-53735-0454,151.659204752367,24.7290154159041,10.464,1.77,0.17,6.11,0.07190392,186.8398250025233
spec-2344-53740-0343,148.974813532822,25.8716969869653,10.685,2.22,0.65,4.51,0.0860963,235.92223753228134
spec-2346-53734-0022,155.485318341916,23.9079467729503,10.321,1.78,0.37,6.47,0.04072259,200.57721634680257
spec-2346-53734-0077,155.366644017694,23.9818851363719,10.769,2.26,0.57,4.65,0.03833428,244.71078325233128
spec-2349-53734-0301,155.420083853375,23.9748390849701,10.102,1.06,0.43,3.65,0.04009369,171.31124115105334
spec-2349-53734-0319,155.378126061627,24.0691646544427,10.181,1.11,0.58,4.23,0.03788309,196.44641832671505
spec-2351-53786-0525,156.167050523497,30.6004016834937,10.089,0.93,0.4,2.48,0.05232141,177.48267183196174
spec-2352-53770-0100,159.196661433524,24.3330782059612,10.162,0.84,0.07,3.51,0.05492491,155.1416629940621
spec-2352-53770-0264,158.331700246413,24.5138450879889,10.405,0.97,0.3,4.69,0.08337204,194.8806146850814
spec-2354-53799-0621,158.968120094884,30.2352548755296,10.578,1.9,0.68,6.45,0.0971634,212.2974068270678
spec-2356-53786-0409,159.42537728927,28.5306444998884,10.346,1.26,0.55,2.79,0.08353876,179.95478912375773
spec-2358-53797-0382,161.199679962088,28.3191885519753,10.543,1.96,0.57,5.54,0.08806807,204.39130530623333
spec-2359-53826-0467,163.572686284431,28.5936240226576,10.665,2.22,0.33,6.95,0.07725998,216.39285222866675
spec-2359-53826-0562,164.48905529341,29.5595336985134,10.078,1.0,0.32,3.68,0.05320875,158.29323895499397
spec-2363-53763-0198,148.547263034986,20.6192286325969,10.458,1.87,0.51,5.07,0.07783198,184.81404856603334
spec-2364-53737-0147,151.821774404151,21.0088165205184,10.837,2.62,0.61,4.44,0.02865113,247.0482651335771
spec-2366-53741-0603,157.213811136584,23.1118425895225,10.319,1.34,0.24,5.25,0.03848022,173.71232215915492
spec-2367-53763-0614,159.106729407149,23.2953135773241,10.546,1.81,0.46,5.9,0.04654199,198.62606201516235
spec-2370-53764-0307,146.542809764619,17.9246515462504,10.312,1.47,0.66,2.72,0.07463411,176.65462258407072
spec-2371-53762-0283,148.99938951975,17.8573591991959,10.217,0.7,0.32,3.97,0.06297354,221.74086296096974
spec-2371-53762-0397,148.879929400178,19.1259868942277,10.121,1.56,0.27,7.98,0.06983504,163.17563889893069
spec-2371-53762-0430,149.302673438433,19.2625269430562,10.852,2.06,0.35,3.41,0.09642464,289.40282046777236
spec-2419-54139-0509,121.168028512635,9.9600436129032,10.012,1.3,0.33,8.0,0.03311493,170.735766399511
spec-2421-54153-0152,123.610741635749,9.64555881930081,10.276,0.94,0.36,3.48,0.0526719,202.16749060712837
spec-2423-54149-0178,125.699304302593,10.6188562955818,10.356,1.11,0.55,5.08,0.06379919,175.46034260426885
spec-2423-54149-0471,125.417052421067,11.0797381857514,10.696,2.71,0.46,5.36,0.08509931,222.11164048583657
spec-2424-54448-0523,127.678457523279,12.4917714887662,10.101,0.73,0.33,7.96,0.05790443,231.07412299194155
spec-2424-54448-0628,128.589503905286,11.7339342832702,10.642,2.26,0.54,4.91,0.05917828,231.62325810459288
