aid,ra,dec,log_M,Rhlr,e,ng,z,sigma_e,Kq,Kn,Mdyn,lim_sup
spec-0382-51816-0366,348.947463957113,1.12618416834363,10.077,0.49,0.46,4.94,0.05522059,155.10236915794655,0.8775527169786937,5.3529867599999985,10.109742982747443,0.0
spec-0622-52054-0342,241.073180563465,49.4628608063254,10.374,0.67,0.37,7.83,0.08302419,185.67038120894236,0.928983936520446,3.840814489999999,10.282432251833693,0.0
spec-0739-52520-0232,339.586113211954,13.41280124259,10.537,1.12,0.53,5.93,0.0920083,196.91320388219316,0.8487068161348575,4.7896440899999995,10.613269287687409,0.0
spec-0906-52368-0026,163.543250283258,54.8273806999672,10.74,1.76,0.56,3.93,0.07276089,268.8166217039064,0.8386131011557931,5.97639209,11.170866285792421,0.0
spec-0951-52398-0165,170.368429262714,58.3764008098784,10.241,0.76,0.44,4.63,0.0689491,165.57701281227608,0.8874053975750458,5.539099289999999,10.376815549767176,0.0
spec-1239-52760-0339,156.204729512491,9.55964016911914,10.077,0.45,0.26,7.77,0.04568534,162.89084771167234,1.024588205031141,3.8681168899999996,10.04149547725399,0.0
spec-1435-52996-0212,163.455550304789,40.4198678595837,10.643,1.24,0.32,7.88,0.09766051,216.73355179857717,0.9669974820474221,3.81819504,10.698998089026583,0.0
spec-1650-53174-0296,230.280793667637,29.6653907986033,10.426,1.13,0.35,7.96,0.08072399,187.6803287180906,0.9432436911467813,3.7822545599999997,10.518731273697991,0.0
spec-1684-53239-0336,244.040473296143,32.9579792707145,10.464,1.25,0.27,7.87,0.09544598,212.95533037976185,1.013935990115002,3.8227092899999997,10.708309509194134,0.0
spec-1811-53533-0270,214.400481416386,8.17914089474911,10.403,1.32,0.33,7.99,0.06005179,180.43335976808223,0.9587450189793348,3.7688564099999997,10.557560970478832,0.0
spec-2501-54084-0572,173.546464636336,25.5606462049035,10.176,1.0,0.46,7.98,0.07102586,166.2914254231019,0.8775527169786937,3.7733176399999993,10.32817694821228,0.0
spec-2661-54505-0126,193.3826859078,24.4600491900551,10.242,0.47,0.59,7.82,0.07022398,230.212412529459,0.8296525174182051,3.8453528399999994,10.266628416267466,0.0
