lam,fluxo
5644.0,0.8975515048130196
5645.0,0.9022182805725693
5646.0,0.906879631220751
5647.0,0.9114950806888071
5648.0,0.9159555661277249
5649.0,0.9200188213793081
5650.0,0.9232467741742802
5651.0,0.924996291920909
5652.0,0.9245201818924382
5653.0,0.9211950981616288
5654.0,0.9148166570510878
5655.0,0.9058367940254903
5656.0,0.895411892071324
5657.0,0.8851950190285759
5658.0,0.8769156404072155
5659.0,0.871894285966391
5660.0,0.8706813479482326
5661.0,0.8729594779471193
5662.0,0.8777341199163018
5663.0,0.8837230092051692
5664.0,0.8897965660690762
5665.0,0.8953226420006062
5666.0,0.9003077395757901
5667.0,0.9052891122932598
5668.0,0.9110170510053499
5669.0,0.9180548448187843
5670.0,0.9264677370474518
5671.0,0.9357327093200225
5672.0,0.9448917294793417
5673.0,0.9528563552223049
5674.0,0.9587176024442449
5675.0,0.9619428695734336
5676.0,0.9624203516513539
5677.0,0.9603875000963874
5678.0,0.9563147787545188
5679.0,0.9508029680997815
5680.0,0.9445135058176943
5681.0,0.9381186992318025
5682.0,0.9322530165249754
5683.0,0.9274646612162671
5684.0,0.924184150532796
5685.0,0.9227207010723932
5686.0,0.9232701029143507
5687.0,0.92589806791965
5688.0,0.9304779983501339
5689.0,0.9366070012611177
5690.0,0.9435621863156012
5691.0,0.9503552549371007
5692.0,0.9558953685421486
5693.0,0.9592116776482599
5694.0,0.9596574641998407
5695.0,0.9570327224307356
5696.0,0.9516036278754701
5697.0,0.9440333620409187
5698.0,0.9352490759663767
5699.0,0.9262613182460537
5700.0,0.9179501599987596
5701.0,0.9108541897918614
5702.0,0.9050332603556714
5703.0,0.9000866278986073
5704.0,0.8953633862764911
5705.0,0.8903097866763094
5706.0,0.8848106248381173
5707.0,0.8793613812991681
5708.0,0.8749773063815683
5709.0,0.8728692410193071
5710.0,0.8740238366231762
5711.0,0.8788617357877196
5712.0,0.887100737183683
5713.0,0.8978554117974137
5714.0,0.9099107845575914
5715.0,0.9220544906758428
5716.0,0.9333512682229654
5717.0,0.9432832321144554
5718.0,0.9517355682517121
5719.0,0.958859466595542
5720.0,0.9648801580958024
5721.0,0.9699310302022017
5722.0,0.9739797348503323
5723.0,0.976869328237924
5724.0,0.9784416724621727
5725.0,0.9786708759594991
5726.0,0.977737129195502
5727.0,0.9760140896938773
5728.0,0.9739928905893962
5729.0,0.9721856429700549
5730.0,0.9710344428723903
5731.0,0.9708277542631738
5732.0,0.9716266686248202
5733.0,0.9732271044457333
5734.0,0.9751965886616996
5735.0,0.9769989069773283
5736.0,0.9781687679351315
5737.0,0.9784624706045848
5738.0,0.9779189600012931
5739.0,0.9768112690572843
5740.0,0.9755185290078334
5741.0,0.9743759972659299
5742.0,0.9735593879517277
5743.0,0.9730394020459403
5744.0,0.9726124379942818
5745.0,0.9719820226122247
5746.0,0.9708460809186064
5747.0,0.9689542654222999
5748.0,0.9661370506178801
5749.0,0.9623430373087899
5750.0,0.9577109205298096
5751.0,0.9526423022745032
5752.0,0.9477852718505823
5753.0,0.9438592718969094
5754.0,0.9413626444242239
5755.0,0.940326144102442
5756.0,0.9402957012672764
5757.0,0.940603391555104
5758.0,0.9407938271850956
5759.0,0.9409535150068465
5760.0,0.9417336735015385
5761.0,0.9440358474669747
5762.0,0.9485263821259227
5763.0,0.9552390529073462
5764.0,0.9634678769906847
5765.0,0.9719904866981257
5766.0,0.9794960635013777
5767.0,0.9850097193716137
5768.0,0.9881371607654609
5769.0,0.9890625477505016
5770.0,0.9883478226311623
5771.0,0.9866462432603677
5772.0,0.984442618894045
5773.0,0.9818929738840635
5774.0,0.978792402585119
5775.0,0.9746695013318567
5776.0,0.9689831493524464
5777.0,0.961370308128367
5778.0,0.9518653476598414
5779.0,0.9410049639067953
5780.0,0.9297683949638259
5781.0,0.9193712617763571
5782.0,0.9109928580317984
5783.0,0.9055320726440165
5784.0,0.9034541010326915
5785.0,0.9047434345419867
5786.0,0.908952558626386
5787.0,0.9153306642326884
5788.0,0.9230077664062523
5789.0,0.9311859269493976
5790.0,0.9392730090880786
5791.0,0.9469156466683312
5792.0,0.9539442560606026
5793.0,0.9602918950235614
5794.0,0.9659473914467714
5795.0,0.9709514964621155
5796.0,0.9753905715451436
5797.0,0.9793388529529704
5798.0,0.9827563167849073
5799.0,0.9854163216025037
5800.0,0.9869496261033743
5801.0,0.9870243546632788
5802.0,0.985578355563809
5803.0,0.9829612763063736
5804.0,0.979880423628928
5805.0,0.9771572289203128
5806.0,0.9754134572989326
5807.0,0.9748446471983785
5808.0,0.9751849665300195
5809.0,0.9758660528586124
5810.0,0.9762866898198104
5811.0,0.9760787274607602
5812.0,0.9752738666483504
5813.0,0.9743195085306323
5814.0,0.9739395075902768
5815.0,0.9748824683012539
5816.0,0.9776430248722868
5817.0,0.9822639215602212
5818.0,0.9883054232624635
5819.0,0.9949988601407801
5820.0,1.0015135515281468
5821.0,1.0072123907008947
5822.0,1.0117854469307357
5823.0,1.015223067918982
5824.0,1.0176736744028338
5825.0,1.019278808251072
5826.0,1.020070638566943
5827.0,1.0199706082567492
5828.0,1.0188734052008686
5829.0,1.0167636689862012
5830.0,1.0138046145028035
5831.0,1.010355854690433
5832.0,1.0069118101005423
5833.0,1.0039872119004194
5834.0,1.0019966081531757
5835.0,1.0011708846834737
5836.0,1.001529097205361
5837.0,1.0028949563447949
