Amostra,Mcor
spec-0404-51812-0067.fits.cxt_1comp.out,10.745577113144689
spec-0404-51812-0287.fits.cxt_1comp.out,10.770813522521221
spec-0404-51812-0312.fits.cxt_1comp.out,10.22670063196634
spec-0407-51820-0132.fits.cxt_1comp.out,11.27154865576308
spec-0407-51820-0343.fits.cxt_1comp.out,10.008585641135705
spec-0407-51820-0609.fits.cxt_1comp.out,11.388286715916443
spec-0409-51871-0427.fits.cxt_1comp.out,10.33003064302615
spec-0411-51817-0041.fits.cxt_1comp.out,10.75087548343928
spec-0412-52258-0514.fits.cxt_1comp.out,10.3641418206166
spec-0415-51810-0134.fits.cxt_1comp.out,10.475360497751163
spec-0418-51817-0199.fits.cxt_1comp.out,10.47477913620192
spec-0418-51817-0630.fits.cxt_1comp.out,10.099535144126701
spec-0419-51879-0439.fits.cxt_1comp.out,10.693052095152252
spec-0422-51811-0139.fits.cxt_1comp.out,10.912504120203828
spec-0422-51811-0166.fits.cxt_1comp.out,11.042021709042597
spec-0426-51882-0200.fits.cxt_1comp.out,10.664096127804097
spec-0428-51883-0211.fits.cxt_1comp.out,10.684741451128499
spec-0430-51877-0325.fits.cxt_1comp.out,10.554213592442034
spec-0432-51884-0170.fits.cxt_1comp.out,10.48677947704212
spec-0432-51884-0470.fits.cxt_1comp.out,10.650384616287921
spec-0435-51882-0509.fits.cxt_1comp.out,10.834880257514028
spec-0435-51882-0538.fits.cxt_1comp.out,10.7795710974983
spec-0437-51876-0144.fits.cxt_1comp.out,10.758386722797288
spec-0439-51877-0040.fits.cxt_1comp.out,10.687548753279753
spec-0439-51877-0165.fits.cxt_1comp.out,10.440508407036354
spec-0441-51868-0111.fits.cxt_1comp.out,10.833721794259585
spec-0442-51882-0108.fits.cxt_1comp.out,10.199144593247075
spec-0442-51882-0146.fits.cxt_1comp.out,10.575943056659924
spec-0443-51873-0598.fits.cxt_1comp.out,10.809933829577233
spec-0443-51873-0633.fits.cxt_1comp.out,10.409346269663917
spec-0444-51883-0147.fits.cxt_1comp.out,10.751868922330273
spec-0444-51883-0626.fits.cxt_1comp.out,10.802547967532776
spec-0445-51873-0567.fits.cxt_1comp.out,10.284106998707763
spec-0445-51873-0581.fits.cxt_1comp.out,10.862545634673449
spec-0445-51873-0622.fits.cxt_1comp.out,10.81762589089381
spec-0446-51899-0071.fits.cxt_1comp.out,10.998976276813117
spec-0447-51877-0460.fits.cxt_1comp.out,10.27030527813516
spec-0448-51900-0180.fits.cxt_1comp.out,11.236620929194444
spec-0448-51900-0411.fits.cxt_1comp.out,9.812509577070506
spec-0448-51900-0518.fits.cxt_1comp.out,10.879309934466967
spec-0449-51900-0193.fits.cxt_1comp.out,10.806873720041528
spec-0450-51908-0367.fits.cxt_1comp.out,10.73177685518927
spec-0452-51911-0333.fits.cxt_1comp.out,10.658132519682486
spec-0453-51915-0343.fits.cxt_1comp.out,10.82379220219888
spec-0457-51901-0570.fits.cxt_1comp.out,10.981118694796852
spec-0459-51924-0211.fits.cxt_1comp.out,10.748816836953376
spec-0467-51901-0071.fits.cxt_1comp.out,10.67664233458386
spec-0467-51901-0272.fits.cxt_1comp.out,10.834771712537098
spec-0467-51901-0458.fits.cxt_1comp.out,11.195256067273545
spec-0468-51912-0262.fits.cxt_1comp.out,10.419571365383208
spec-0471-51924-0095.fits.cxt_1comp.out,11.267682242308258
spec-0472-51955-0078.fits.cxt_1comp.out,10.45572146453396
spec-0472-51955-0082.fits.cxt_1comp.out,11.15490045222122
spec-0475-51965-0039.fits.cxt_1comp.out,10.309959080417459
spec-0475-51965-0084.fits.cxt_1comp.out,11.025250577432121
spec-0476-52314-0257.fits.cxt_1comp.out,10.761528168333669
spec-0477-52026-0194.fits.cxt_1comp.out,10.145824096561691
spec-0480-51989-0344.fits.cxt_1comp.out,10.46420260157862
spec-0481-51908-0040.fits.cxt_1comp.out,10.839248280023531
spec-0481-51908-0149.fits.cxt_1comp.out,9.930153918601174
spec-0481-51908-0296.fits.cxt_1comp.out,10.771992533231687
spec-0483-51924-0548.fits.cxt_1comp.out,11.011315248127513
spec-0485-51909-0432.fits.cxt_1comp.out,11.212031890980102
spec-0486-51910-0250.fits.cxt_1comp.out,10.442480311706733
spec-0487-51943-0182.fits.cxt_1comp.out,11.065785823927795
spec-0490-51929-0028.fits.cxt_1comp.out,10.457389600113613
spec-0491-51942-0468.fits.cxt_1comp.out,10.728201507242263
spec-0493-51957-0533.fits.cxt_1comp.out,10.773564542202083
spec-0496-51988-0187.fits.cxt_1comp.out,10.469147020606648
spec-0496-51988-0459.fits.cxt_1comp.out,10.491896373818488
spec-0503-51999-0452.fits.cxt_1comp.out,11.179477755404085
spec-0503-51999-0550.fits.cxt_1comp.out,10.217473869089966
spec-0504-52316-0536.fits.cxt_1comp.out,10.548982184474012
spec-0505-52317-0501.fits.cxt_1comp.out,10.785221768774008
spec-0506-52022-0400.fits.cxt_1comp.out,10.656903405189645
spec-0508-52366-0417.fits.cxt_1comp.out,10.84388323298527
spec-0509-52374-0164.fits.cxt_1comp.out,10.361396699560649
spec-0509-52374-0427.fits.cxt_1comp.out,10.635487552601806
spec-0509-52374-0493.fits.cxt_1comp.out,10.456591976098409
spec-0510-52381-0175.fits.cxt_1comp.out,10.565509258372694
spec-0510-52381-0199.fits.cxt_1comp.out,10.721487615255793
spec-0510-52381-0408.fits.cxt_1comp.out,11.349256743800002
spec-0510-52381-0475.fits.cxt_1comp.out,9.990185036106723
spec-0511-52636-0133.fits.cxt_1comp.out,10.89858449911719
spec-0511-52636-0481.fits.cxt_1comp.out,11.106570423487284
spec-0514-51994-0168.fits.cxt_1comp.out,10.368604604477826
spec-0515-52051-0420.fits.cxt_1comp.out,10.854587331824318
spec-0518-52282-0406.fits.cxt_1comp.out,10.807602678029225
spec-0518-52282-0449.fits.cxt_1comp.out,10.69500088200755
spec-0518-52282-0450.fits.cxt_1comp.out,10.672423154535824
spec-0518-52282-0452.fits.cxt_1comp.out,10.586365392772393
spec-0518-52282-0566.fits.cxt_1comp.out,10.793729524006126
spec-0518-52282-0568.fits.cxt_1comp.out,10.723213298071789
spec-0518-52282-0577.fits.cxt_1comp.out,10.673733647277809
spec-0519-52283-0193.fits.cxt_1comp.out,10.544640316835686
spec-0521-52326-0025.fits.cxt_1comp.out,10.99639994014659
spec-0521-52326-0207.fits.cxt_1comp.out,10.314691939038129
spec-0521-52326-0264.fits.cxt_1comp.out,10.978792797599045
spec-0521-52326-0303.fits.cxt_1comp.out,10.542290183794206
spec-0521-52326-0440.fits.cxt_1comp.out,10.752650272261885
spec-0522-52024-0221.fits.cxt_1comp.out,10.713597494841565
spec-0522-52024-0375.fits.cxt_1comp.out,10.381086711793527
spec-0523-52026-0538.fits.cxt_1comp.out,11.141707475389087
spec-0524-52027-0163.fits.cxt_1comp.out,10.738005476156914
spec-0524-52027-0361.fits.cxt_1comp.out,10.39590767026972
spec-0528-52022-0306.fits.cxt_1comp.out,10.769642725123038
spec-0529-52025-0118.fits.cxt_1comp.out,10.588535841025223
spec-0529-52025-0218.fits.cxt_1comp.out,10.552074192581122
spec-0529-52025-0228.fits.cxt_1comp.out,10.675901459021052
spec-0530-52026-0510.fits.cxt_1comp.out,10.625431792493861
spec-0531-52028-0122.fits.cxt_1comp.out,10.793588548682111
spec-0531-52028-0451.fits.cxt_1comp.out,10.7603738554294
spec-0533-51994-0109.fits.cxt_1comp.out,11.186366934615794
spec-0533-51994-0338.fits.cxt_1comp.out,10.584675004485637
spec-0534-51997-0555.fits.cxt_1comp.out,10.563497348525363
spec-0534-51997-0634.fits.cxt_1comp.out,10.7451894301737
spec-0537-52027-0270.fits.cxt_1comp.out,10.643037590872357
spec-0537-52027-0313.fits.cxt_1comp.out,10.9152180121948
spec-0537-52027-0609.fits.cxt_1comp.out,11.042371504496467
spec-0539-52017-0490.fits.cxt_1comp.out,9.86246130462955
spec-0540-51996-0195.fits.cxt_1comp.out,11.46070013891433
spec-0540-51996-0530.fits.cxt_1comp.out,9.810226772781329
spec-0544-52201-0141.fits.cxt_1comp.out,10.903731458710206
spec-0545-52202-0253.fits.cxt_1comp.out,10.570013733852546
spec-0546-52205-0433.fits.cxt_1comp.out,10.823115181098352
spec-0552-51992-0461.fits.cxt_1comp.out,10.481601891944985
spec-0553-51999-0403.fits.cxt_1comp.out,11.055750481462935
spec-0553-51999-0460.fits.cxt_1comp.out,10.92332989297187
spec-0553-51999-0545.fits.cxt_1comp.out,10.931314989284596
spec-0554-52000-0275.fits.cxt_1comp.out,11.502723398383454
spec-0554-52000-0395.fits.cxt_1comp.out,10.37343656963754
spec-0555-52266-0064.fits.cxt_1comp.out,10.481623591176
spec-0555-52266-0156.fits.cxt_1comp.out,10.414622198174845
spec-0556-51991-0058.fits.cxt_1comp.out,10.48681996662155
spec-0558-52317-0440.fits.cxt_1comp.out,10.710653023524122
spec-0559-52316-0298.fits.cxt_1comp.out,10.988471376785355
spec-0560-52296-0180.fits.cxt_1comp.out,10.747554527389536
spec-0564-52224-0036.fits.cxt_1comp.out,11.027672251458156
spec-0565-52225-0408.fits.cxt_1comp.out,10.514377392996758
spec-0566-52238-0546.fits.cxt_1comp.out,10.869878127343206
spec-0567-52252-0109.fits.cxt_1comp.out,11.158154518821767
spec-0568-52254-0250.fits.cxt_1comp.out,10.370607512272798
spec-0569-52264-0551.fits.cxt_1comp.out,11.369540481903263
spec-0571-52286-0323.fits.cxt_1comp.out,10.746409089413351
spec-0571-52286-0588.fits.cxt_1comp.out,11.175156808207774
spec-0576-52325-0290.fits.cxt_1comp.out,10.959325416603225
spec-0576-52325-0291.fits.cxt_1comp.out,10.876531807158553
spec-0577-52367-0260.fits.cxt_1comp.out,10.566761757030868
spec-0577-52367-0536.fits.cxt_1comp.out,10.630565653344654
spec-0577-52367-0547.fits.cxt_1comp.out,10.67992664943174
spec-0577-52367-0589.fits.cxt_1comp.out,10.503364769633832
spec-0577-52367-0629.fits.cxt_1comp.out,10.607162014491271
spec-0578-52339-0322.fits.cxt_1comp.out,10.72812388003013
spec-0578-52339-0369.fits.cxt_1comp.out,10.582760261465154
spec-0578-52339-0622.fits.cxt_1comp.out,10.730876292720346
spec-0580-52368-0387.fits.cxt_1comp.out,11.069486992239206
spec-0581-52356-0293.fits.cxt_1comp.out,10.091984775899954
spec-0581-52356-0483.fits.cxt_1comp.out,10.785557382132925
spec-0581-52356-0549.fits.cxt_1comp.out,10.716221343342044
spec-0582-52045-0137.fits.cxt_1comp.out,10.619171825128879
spec-0582-52045-0527.fits.cxt_1comp.out,10.961149505793994
spec-0582-52045-0535.fits.cxt_1comp.out,10.850698109173264
spec-0582-52045-0610.fits.cxt_1comp.out,10.762646431882104
spec-0584-52049-0460.fits.cxt_1comp.out,10.76184004404371
spec-0585-52027-0539.fits.cxt_1comp.out,10.825168173441316
spec-0586-52023-0021.fits.cxt_1comp.out,11.424987990792774
spec-0586-52023-0069.fits.cxt_1comp.out,10.478561650860547
spec-0586-52023-0073.fits.cxt_1comp.out,10.394615012945518
spec-0587-52026-0238.fits.cxt_1comp.out,9.995768751288141
spec-0587-52026-0276.fits.cxt_1comp.out,11.148814863862343
spec-0587-52026-0305.fits.cxt_1comp.out,10.737211108555856
spec-0589-52055-0057.fits.cxt_1comp.out,10.473479583991299
spec-0589-52055-0293.fits.cxt_1comp.out,10.143251765419093
spec-0590-52057-0257.fits.cxt_1comp.out,10.798465614319058
spec-0591-52022-0004.fits.cxt_1comp.out,11.035091850110753
spec-0591-52022-0176.fits.cxt_1comp.out,10.222834223023508
spec-0591-52022-0370.fits.cxt_1comp.out,11.057541838317873
spec-0591-52022-0406.fits.cxt_1comp.out,10.906846721530677
spec-0591-52022-0440.fits.cxt_1comp.out,10.831355202673445
spec-0591-52022-0580.fits.cxt_1comp.out,11.263933857015976
spec-0592-52025-0064.fits.cxt_1comp.out,10.325368289692888
spec-0593-52026-0266.fits.cxt_1comp.out,10.54488345238467
spec-0593-52026-0307.fits.cxt_1comp.out,10.82353175709694
spec-0593-52026-0389.fits.cxt_1comp.out,11.50089170605402
spec-0594-52045-0388.fits.cxt_1comp.out,10.239234457882988
spec-0599-52317-0355.fits.cxt_1comp.out,10.810858676306017
spec-0602-52072-0100.fits.cxt_1comp.out,10.641743700341202
spec-0602-52072-0181.fits.cxt_1comp.out,10.967062773215506
spec-0604-52079-0180.fits.cxt_1comp.out,10.716195677712117
spec-0606-52365-0167.fits.cxt_1comp.out,10.15790275593728
spec-0607-52368-0048.fits.cxt_1comp.out,11.177785458410812
spec-0608-52081-0350.fits.cxt_1comp.out,10.554368656237134
spec-0609-52339-0499.fits.cxt_1comp.out,10.711480261393664
spec-0610-52056-0219.fits.cxt_1comp.out,10.636581549815375
spec-0612-52079-0188.fits.cxt_1comp.out,10.620311863957932
spec-0614-53437-0422.fits.cxt_1comp.out,10.61265190251981
spec-0616-52442-0245.fits.cxt_1comp.out,10.435524540326144
spec-0617-52072-0347.fits.cxt_1comp.out,10.889689816472218
spec-0618-52049-0326.fits.cxt_1comp.out,10.586470516738926
spec-0619-52056-0100.fits.cxt_1comp.out,10.97641102261295
spec-0619-52056-0562.fits.cxt_1comp.out,10.571449391462444
spec-0621-52055-0083.fits.cxt_1comp.out,10.916633178337749
spec-0621-52055-0100.fits.cxt_1comp.out,10.537209126436396
spec-0621-52055-0136.fits.cxt_1comp.out,10.682584605513098
spec-0622-52054-0342.fits.cxt_1comp.out,10.643336186724271
spec-0622-52054-0524.fits.cxt_1comp.out,10.69068757439852
spec-0623-52051-0079.fits.cxt_1comp.out,10.611292322503719
spec-0623-52051-0425.fits.cxt_1comp.out,10.711494779583651
spec-0623-52051-0483.fits.cxt_1comp.out,11.23492164804552
spec-0624-52377-0640.fits.cxt_1comp.out,10.13295590033108
spec-0625-52145-0347.fits.cxt_1comp.out,10.153999651544023
spec-0625-52145-0375.fits.cxt_1comp.out,10.381383707511146
spec-0626-52057-0017.fits.cxt_1comp.out,10.999449735973448
spec-0627-52144-0039.fits.cxt_1comp.out,10.896279883646264
spec-0629-52051-0148.fits.cxt_1comp.out,10.65920265221878
spec-0629-52051-0175.fits.cxt_1comp.out,10.509435795795845
spec-0631-52079-0450.fits.cxt_1comp.out,10.557606684481657
spec-0631-52079-0631.fits.cxt_1comp.out,11.45115183220385
spec-0632-52071-0381.fits.cxt_1comp.out,10.025253057439961
spec-0632-52071-0442.fits.cxt_1comp.out,10.881184686886307
spec-0632-52071-0523.fits.cxt_1comp.out,10.66798915090022
spec-0633-52079-0051.fits.cxt_1comp.out,11.087654108656235
spec-0633-52079-0583.fits.cxt_1comp.out,9.816889383766277
spec-0634-52164-0626.fits.cxt_1comp.out,10.797019754208334
spec-0635-52145-0282.fits.cxt_1comp.out,10.868889449019479
spec-0637-52174-0040.fits.cxt_1comp.out,10.625591613505097
spec-0638-52081-0291.fits.cxt_1comp.out,10.629739732951107
spec-0644-52173-0394.fits.cxt_1comp.out,10.800766543200462
spec-0648-52559-0199.fits.cxt_1comp.out,10.702171306302917
spec-0648-52559-0275.fits.cxt_1comp.out,10.795903948890704
spec-0649-52201-0130.fits.cxt_1comp.out,10.70245754208829
spec-0649-52201-0188.fits.cxt_1comp.out,10.522874338585206
spec-0649-52201-0570.fits.cxt_1comp.out,10.771956955438865
spec-0650-52143-0389.fits.cxt_1comp.out,10.847242929245638
spec-0651-52141-0295.fits.cxt_1comp.out,10.71532809991856
spec-0651-52141-0511.fits.cxt_1comp.out,10.837194078077957
spec-0653-52145-0518.fits.cxt_1comp.out,10.615565347739356
spec-0654-52146-0379.fits.cxt_1comp.out,10.231661165715028
spec-0655-52162-0072.fits.cxt_1comp.out,11.27629590423711
spec-0656-52148-0360.fits.cxt_1comp.out,10.77238203310281
spec-0656-52148-0412.fits.cxt_1comp.out,10.599954718077994
spec-0656-52148-0522.fits.cxt_1comp.out,10.601894271062003
spec-0657-52177-0103.fits.cxt_1comp.out,10.829783958259704
spec-0658-52146-0301.fits.cxt_1comp.out,10.480046634729266
spec-0658-52146-0453.fits.cxt_1comp.out,10.28451437450492
spec-0659-52199-0133.fits.cxt_1comp.out,10.68791812702413
spec-0660-52177-0411.fits.cxt_1comp.out,10.736985467751156
spec-0661-52163-0163.fits.cxt_1comp.out,10.975343725430422
spec-0662-52147-0260.fits.cxt_1comp.out,10.654704973516324
spec-0664-52174-0320.fits.cxt_1comp.out,10.952772767551474
spec-0668-52162-0121.fits.cxt_1comp.out,10.61412436788037
spec-0668-52162-0188.fits.cxt_1comp.out,10.687263826539397
spec-0716-52203-0180.fits.cxt_1comp.out,10.96731538834204
spec-0717-52468-0094.fits.cxt_1comp.out,10.659892139321137
spec-0718-52206-0117.fits.cxt_1comp.out,10.913266835476488
spec-0721-52228-0165.fits.cxt_1comp.out,10.525495015856649
spec-0722-52224-0456.fits.cxt_1comp.out,10.904327103274557
spec-0725-52258-0065.fits.cxt_1comp.out,10.740381735984164
spec-0726-52226-0059.fits.cxt_1comp.out,10.6925437381284
spec-0726-52226-0504.fits.cxt_1comp.out,10.729449900447591
spec-0729-52468-0271.fits.cxt_1comp.out,10.969995529230308
spec-0730-52466-0025.fits.cxt_1comp.out,10.45054963241473
spec-0730-52466-0064.fits.cxt_1comp.out,10.431923164886543
spec-0732-52221-0348.fits.cxt_1comp.out,10.523129674609478
spec-0732-52221-0391.fits.cxt_1comp.out,10.735588759660368
spec-0735-52519-0634.fits.cxt_1comp.out,10.832108183369678
spec-0738-52521-0062.fits.cxt_1comp.out,10.69864397898983
spec-0738-52521-0556.fits.cxt_1comp.out,10.992484090030874
spec-0739-52520-0232.fits.cxt_1comp.out,10.800374746847432
spec-0741-52261-0387.fits.cxt_1comp.out,10.705270979855225
spec-0746-52238-0291.fits.cxt_1comp.out,10.915514740205166
spec-0748-52233-0227.fits.cxt_1comp.out,10.138212509129328
spec-0750-52235-0145.fits.cxt_1comp.out,10.661459780492924
spec-0752-52251-0056.fits.cxt_1comp.out,10.982457661434422
spec-0758-52253-0072.fits.cxt_1comp.out,10.906887528178617
spec-0758-52253-0632.fits.cxt_1comp.out,10.990666405472851
spec-0759-52254-0017.fits.cxt_1comp.out,10.441521778048703
spec-0759-52254-0408.fits.cxt_1comp.out,11.034813459567378
spec-0759-52254-0495.fits.cxt_1comp.out,10.700425252685678
spec-0761-54524-0131.fits.cxt_1comp.out,10.571757439915984
spec-0761-54524-0385.fits.cxt_1comp.out,10.409797039716771
spec-0762-52232-0086.fits.cxt_1comp.out,11.21527051083193
spec-0766-52247-0589.fits.cxt_1comp.out,9.99678314604006
spec-0775-52295-0263.fits.cxt_1comp.out,10.750669393456107
spec-0776-52319-0259.fits.cxt_1comp.out,10.44207776508226
spec-0776-52319-0470.fits.cxt_1comp.out,10.629587239024062
spec-0776-52319-0574.fits.cxt_1comp.out,10.654884664869474
spec-0777-52320-0042.fits.cxt_1comp.out,10.915583774078856
spec-0779-52342-0004.fits.cxt_1comp.out,10.62583128192729
spec-0781-52373-0579.fits.cxt_1comp.out,11.135428808482262
spec-0782-52320-0549.fits.cxt_1comp.out,10.629477634889005
spec-0783-52325-0275.fits.cxt_1comp.out,10.791965636249735
spec-0785-52339-0068.fits.cxt_1comp.out,10.868625564362755
spec-0786-52319-0285.fits.cxt_1comp.out,10.936224477566036
spec-0794-52376-0029.fits.cxt_1comp.out,10.654489805382719
