"lambda" "flux_orig" "err_orig" "flux_corr" "err_corr" "flux_norm" "err_norm" "flux_cont" "flux_cont_corr"
8402.4 3.50728e-05 1e-06 3.50728e-05 1e-06 0.913165906829257 0.0260362989789597 3.84079166093505e-05 3.84079166093505e-05
8402.1 3.6628e-05 1e-06 3.6628e-05 1e-06 0.953643425797792 0.0260359131210492 3.84084858230507e-05 3.84084858230507e-05
8402.2 3.65299e-05 1e-06 3.65299e-05 1e-06 0.951093989592302 0.0260360414233902 3.84082965508582e-05 3.84082965508582e-05
8402.3 3.59385e-05 1e-06 3.59385e-05 1e-06 0.935700897079235 0.0260361700426906 3.84081068129582e-05 3.84081068129582e-05
8402.4 3.50728e-05 1e-06 3.50728e-05 1e-06 0.913165906829257 0.0260362989789597 3.84079166093505e-05 3.84079166093505e-05
8402.5 3.43668e-05 1e-06 3.43668e-05 1e-06 0.894788721770611 0.026036428232207 3.84077259400352e-05 3.84077259400352e-05
8402.6 3.42625e-05 1e-06 3.42625e-05 1e-06 0.892077561706164 0.0260365578024419 3.84075348050123e-05 3.84075348050123e-05
8402.7 3.49178e-05 1e-06 3.49178e-05 1e-06 0.909143853410491 0.0260366876896738 3.84073432042818e-05 3.84073432042818e-05
8402.8 3.60932e-05 1e-06 3.60932e-05 1e-06 0.939752075608552 0.0260368178939122 3.84071511378437e-05 3.84071511378437e-05
8402.9 3.7334e-05 1e-06 3.7334e-05 1e-06 0.972063432131831 0.0260369484151666 3.8406958605698e-05 3.8406958605698e-05
8403 3.82648e-05 1e-06 3.82648e-05 1e-06 0.996303630217283 0.0260370792534466 3.84067656078448e-05 3.84067656078448e-05
8403.1 3.87448e-05 1e-06 3.87448e-05 1e-06 1.00880650984539 0.0260372104087616 3.84065721442839e-05 3.84065721442839e-05
8403.2 3.88404e-05 1e-06 3.88404e-05 1e-06 1.0113007735995 0.0260373418811212 3.84063782150154e-05 3.84063782150154e-05
8403.3 3.8729e-05 1e-06 3.8729e-05 1e-06 1.00840531778615 0.026037473670535 3.84061838200393e-05 3.84061838200393e-05
