"lambda" "flux_orig" "err_orig" "flux_corr" "err_corr" "flux_norm" "err_norm" "flux_cont" "flux_cont_corr"
8402.4 0.000371802 1e-06 0.000371802 1e-06 0.914976377299128 0.00246092376399032 0.000406351474447355 0.000406351474447355
8402.1 0.000381075 1e-06 0.000381075 1e-06 0.937757146897734 0.00246082043402935 0.000406368537164087 0.000406368537164087
8402.2 0.000384911 1e-06 0.000384911 1e-06 0.94721010560714 0.00246085486153199 0.000406362852044617 0.000406362852044617
8402.3 0.000381361 1e-06 0.000381361 1e-06 0.938487206187619 0.00246088930485188 0.000406357164472373 0.000406357164472373
8402.4 0.000371802 1e-06 0.000371802 1e-06 0.914976377299128 0.00246092376399032 0.000406351474447355 0.000406351474447355
8402.5 0.000361494 1e-06 0.000361494 1e-06 0.889621637630479 0.00246095823894858 0.000406345781969563 0.000406345781969563
8402.6 0.00035699 1e-06 0.00035699 1e-06 0.878549794585586 0.00246099272972797 0.000406340087038997 0.000406340087038997
8402.7 0.000361798 1e-06 0.000361798 1e-06 0.890394732049633 0.00246102723632975 0.000406334389655657 0.000406334389655657
8402.8 0.000374009 1e-06 0.000374009 1e-06 0.92045924733029 0.00246106175875524 0.000406328689819544 0.000406328689819544
8402.9 0.000388197 1e-06 0.000388197 1e-06 0.955390199208731 0.00246109629700572 0.000406322987530656 0.000406322987530656
8403 0.000399529 1e-06 0.000399529 1e-06 0.983293147802134 0.00246113085108248 0.000406317282788994 0.000406317282788994
8403.1 0.000406231 1e-06 0.000406231 1e-06 0.999801690132896 0.00246116542098682 0.000406311575594559 0.000406311575594559
8403.2 0.000409103 1e-06 0.000409103 1e-06 1.00688430634918 0.00246120000672002 0.00040630586594735 0.00040630586594735
8403.3 0.000409815 1e-06 0.000409815 1e-06 1.00865086099365 0.00246123460828338 0.000406300153847366 0.000406300153847366
8403.4 0.000409727 1e-06 0.000409727 1e-06 1.00844845602945 0.0024612692256782 0.000406294439294609 0.000406294439294609
8403.5 0.000409548 1e-06 0.000409548 1e-06 1.00802207280714 0.00246130385890576 0.000406288722289078 0.000406288722289078
8403.6 0.000409316 1e-06 0.000409316 1e-06 1.00746523272717 0.00246133850796737 0.000406283002830773 0.000406283002830773
8403.7 0.000408387 1e-06 0.000408387 1e-06 1.00519280594654 0.00246137317286433 0.000406277280919695 0.000406277280919695
8403.8 0.000405503 1e-06 0.000405503 1e-06 0.998108268857516 0.00246140785359792 0.000406271556555842 0.000406271556555842
8403.9 0.000399231 1e-06 0.000399231 1e-06 0.982684170746698 0.00246144255016945 0.000406265829739215 0.000406265829739215
8404 0.000388971 1e-06 0.000388971 1e-06 0.957443272303086 0.00246147726258021 0.000406260100469815 0.000406260100469815
8404.1 0.000376088 1e-06 0.000376088 1e-06 0.925745121607839 0.0024615119908315 0.00040625436874764 0.00040625436874764
8404.2 0.000364075 1e-06 0.000364075 1e-06 0.896187627517685 0.00246154673492463 0.000406248634572692 0.000406248634572692
8404.3 0.000356933 1e-06 0.000356933 1e-06 0.878619667705183 0.00246158149486089 0.00040624289794497 0.00040624289794497
8404.4 0.000356611 1e-06 0.000356611 1e-06 0.877839439889767 0.00246161627064159 0.000406237158864474 0.000406237158864474
8404.5 0.000361822 1e-06 0.000361822 1e-06 0.890679510651939 0.00246165106226802 0.000406231417331204 0.000406231417331204
8404.6 0.000369475 1e-06 0.000369475 1e-06 0.909531386722735 0.00246168586974148 0.00040622567334516 0.00040622567334516
8404.7 0.000376993 1e-06 0.000376993 1e-06 0.92805146924001 0.00246172069306329 0.000406219926906342 0.000406219926906342
8404.8 0.000382897 1e-06 0.000382897 1e-06 0.942598808026086 0.00246175553223474 0.00040621417801475 0.00040621417801475
8404.9 0.000385833 1e-06 0.000385833 1e-06 0.949839970486584 0.00246179038725714 0.000406208426670385 0.000406208426670385
8405 0.000384398 1e-06 0.000384398 1e-06 0.946320705575344 0.00246182525813179 0.000406202672873245 0.000406202672873245
8405.1 0.000378529 1e-06 0.000378529 1e-06 0.931885458773711 0.00246186014486 0.000406196916623332 0.000406196916623332
