Amostra,Mcor,M_Salim,Erro_Salim
spec-0587-52026-0305.fits.cxt_1comp.out,10.737211108555856,10.489,-0.24821110855585538
spec-0589-52055-0057.fits.cxt_1comp.out,10.4734795839913,10.624,0.1505204160086997
spec-0589-52055-0293.fits.cxt_1comp.out,10.143251765419093,10.463,0.3197482345809064
spec-0590-52057-0257.fits.cxt_1comp.out,10.798465614319058,10.652,-0.1464656143190588
spec-0591-52022-0004.fits.cxt_1comp.out,11.035091850110753,10.504,-0.5310918501107533
spec-0591-52022-0176.fits.cxt_1comp.out,10.222834223023508,10.374,0.1511657769764927
spec-0591-52022-0370.fits.cxt_1comp.out,11.057541838317873,10.435,-0.622541838317872
spec-0591-52022-0406.fits.cxt_1comp.out,10.906846721530677,11.188,0.2811532784693238
spec-0591-52022-0440.fits.cxt_1comp.out,10.831355202673445,10.512,-0.3193552026734441
spec-0591-52022-0580.fits.cxt_1comp.out,11.263933857015976,10.631,-0.6329338570159759
spec-0592-52025-0064.fits.cxt_1comp.out,10.325368289692888,10.63,0.3046317103071132
spec-0593-52026-0266.fits.cxt_1comp.out,10.54488345238467,10.215,-0.32988345238467076
spec-0593-52026-0307.fits.cxt_1comp.out,10.82353175709694,10.572,-0.25153175709694153
spec-0593-52026-0389.fits.cxt_1comp.out,11.50089170605402,10.544,-0.9568917060540194
spec-0594-52045-0388.fits.cxt_1comp.out,10.239234457882988,10.76,0.5207655421170116
spec-0599-52317-0355.fits.cxt_1comp.out,10.810858676306015,10.528,-0.2828586763060148
spec-0602-52072-0100.fits.cxt_1comp.out,10.641743700341202,10.286,-0.3557437003412023
spec-0602-52072-0181.fits.cxt_1comp.out,10.967062773215506,10.657,-0.3100627732155061
spec-0604-52079-0180.fits.cxt_1comp.out,10.716195677712117,10.019,-0.6971956777121164
spec-0606-52365-0167.fits.cxt_1comp.out,10.15790275593728,10.502,0.3440972440627199
spec-0607-52368-0048.fits.cxt_1comp.out,11.177785458410812,10.618,-0.5597854584108113
spec-0608-52081-0350.fits.cxt_1comp.out,10.554368656237134,10.884,0.3296313437628662
spec-0609-52339-0499.fits.cxt_1comp.out,10.711480261393664,10.681,-0.030480261393664776
spec-0610-52056-0219.fits.cxt_1comp.out,10.636581549815377,10.184,-0.45258154981537757
spec-0612-52079-0188.fits.cxt_1comp.out,10.620311863957932,10.183,-0.4373118639579321
spec-0614-53437-0422.fits.cxt_1comp.out,10.61265190251981,10.608,-0.00465190251980907
spec-0616-52442-0245.fits.cxt_1comp.out,10.435524540326144,10.333,-0.10252454032614366
spec-0617-52072-0347.fits.cxt_1comp.out,10.889689816472218,10.655,-0.2346898164722191
spec-0618-52049-0326.fits.cxt_1comp.out,10.586470516738926,10.287,-0.2994705167389249
spec-0619-52056-0100.fits.cxt_1comp.out,10.97641102261295,10.413,-0.5634110226129501
spec-0619-52056-0562.fits.cxt_1comp.out,10.571449391462444,10.72,0.14855060853755653
spec-0621-52055-0083.fits.cxt_1comp.out,10.916633178337747,10.436,-0.4806331783377473
spec-0621-52055-0100.fits.cxt_1comp.out,10.537209126436396,10.401,-0.1362091264363965
spec-0621-52055-0136.fits.cxt_1comp.out,10.682584605513098,10.143,-0.5395846055130971
spec-0622-52054-0342.fits.cxt_1comp.out,10.643336186724271,10.548,-0.09533618672427124
spec-0622-52054-0524.fits.cxt_1comp.out,10.69068757439852,10.374,-0.3166875743985198
spec-0623-52051-0079.fits.cxt_1comp.out,10.61129232250372,10.066,-0.5452923225037196
spec-0623-52051-0425.fits.cxt_1comp.out,10.711494779583653,10.684,-0.02749477958365354
spec-0623-52051-0483.fits.cxt_1comp.out,11.23492164804552,10.829,-0.4059216480455188
spec-0624-52377-0640.fits.cxt_1comp.out,10.13295590033108,10.193,0.06004409966891977
spec-0625-52145-0347.fits.cxt_1comp.out,10.153999651544025,10.246,0.09200034845597571
spec-0625-52145-0375.fits.cxt_1comp.out,10.381383707511146,10.008,-0.373383707511147
spec-0626-52057-0017.fits.cxt_1comp.out,10.999449735973448,10.636,-0.36344973597344854
spec-0627-52144-0039.fits.cxt_1comp.out,10.896279883646264,10.464,-0.43227988364626313
spec-0629-52051-0148.fits.cxt_1comp.out,10.65920265221878,10.424,-0.23520265221878134
spec-0629-52051-0175.fits.cxt_1comp.out,10.509435795795843,10.482,-0.027435795795843987
spec-0631-52079-0450.fits.cxt_1comp.out,10.557606684481655,10.436,-0.12160668448165524
spec-0631-52079-0631.fits.cxt_1comp.out,11.45115183220385,10.407,-1.04415183220385
spec-0632-52071-0381.fits.cxt_1comp.out,10.02525305743996,10.638,0.6127469425600403
spec-0632-52071-0442.fits.cxt_1comp.out,10.881184686886307,10.485,-0.3961846868863077
spec-0632-52071-0523.fits.cxt_1comp.out,10.66798915090022,10.363,-0.30498915090022116
spec-0633-52079-0051.fits.cxt_1comp.out,11.087654108656237,10.419,-0.6686541086562361
spec-0633-52079-0583.fits.cxt_1comp.out,9.816889383766275,10.412,0.5951106162337254
spec-0634-52164-0626.fits.cxt_1comp.out,10.797019754208334,10.458,-0.3390197542083335
spec-0635-52145-0282.fits.cxt_1comp.out,10.86888944901948,10.513,-0.3558894490194806
spec-0637-52174-0040.fits.cxt_1comp.out,10.625591613505096,10.588,-0.03759161350509643
spec-0638-52081-0291.fits.cxt_1comp.out,10.629739732951109,10.451,-0.178739732951108
spec-0644-52173-0394.fits.cxt_1comp.out,10.800766543200462,10.513,-0.2877665432004619
spec-0648-52559-0199.fits.cxt_1comp.out,10.702171306302915,10.678,-0.02417130630291453
spec-0648-52559-0275.fits.cxt_1comp.out,10.795903948890704,10.298,-0.4979039488907038
spec-0649-52201-0130.fits.cxt_1comp.out,10.70245754208829,10.472,-0.23045754208829017
spec-0649-52201-0188.fits.cxt_1comp.out,10.522874338585206,10.318,-0.20487433858520632
spec-0649-52201-0570.fits.cxt_1comp.out,10.771956955438863,10.287,-0.48495695543886264
spec-0650-52143-0389.fits.cxt_1comp.out,10.847242929245638,10.512,-0.3352429292456378
spec-0651-52141-0295.fits.cxt_1comp.out,10.71532809991856,10.688,-0.027328099918559445
spec-0651-52141-0511.fits.cxt_1comp.out,10.837194078077957,10.274,-0.5631940780779576
spec-0653-52145-0518.fits.cxt_1comp.out,10.615565347739356,10.371,-0.24456534773935523
spec-0654-52146-0379.fits.cxt_1comp.out,10.231661165715028,10.595,0.3633388342849724
spec-0655-52162-0072.fits.cxt_1comp.out,11.27629590423711,10.486,-0.7902959042371087
spec-0656-52148-0360.fits.cxt_1comp.out,10.77238203310281,10.634,-0.1383820331028094
spec-0656-52148-0412.fits.cxt_1comp.out,10.599954718077994,10.428,-0.171954718077993
spec-0656-52148-0522.fits.cxt_1comp.out,10.601894271062005,10.582,-0.01989427106200381
spec-0657-52177-0103.fits.cxt_1comp.out,10.829783958259704,10.493,-0.3367839582597032
spec-0658-52146-0301.fits.cxt_1comp.out,10.480046634729266,10.213,-0.26704663472926704
spec-0658-52146-0453.fits.cxt_1comp.out,10.28451437450492,10.263,-0.02151437450491933
spec-0659-52199-0133.fits.cxt_1comp.out,10.68791812702413,10.303,-0.38491812702412886
spec-0660-52177-0411.fits.cxt_1comp.out,10.736985467751156,10.561,-0.17598546775115587
spec-0661-52163-0163.fits.cxt_1comp.out,10.975343725430422,10.225,-0.7503437254304224
spec-0662-52147-0260.fits.cxt_1comp.out,10.654704973516324,10.676,0.021295026483675983
spec-0664-52174-0320.fits.cxt_1comp.out,10.952772767551474,10.593,-0.35977276755147436
spec-0668-52162-0121.fits.cxt_1comp.out,10.61412436788037,10.69,0.07587563211962944
spec-0668-52162-0188.fits.cxt_1comp.out,10.687263826539397,10.521,-0.16626382653939586
spec-0716-52203-0180.fits.cxt_1comp.out,10.96731538834204,10.666,-0.3013153883420401
spec-0717-52468-0094.fits.cxt_1comp.out,10.659892139321135,10.737,0.07710786067886488
spec-0718-52206-0117.fits.cxt_1comp.out,10.913266835476488,10.209,-0.7042668354764885
spec-0721-52228-0165.fits.cxt_1comp.out,10.525495015856649,10.483,-0.042495015856648166
spec-0722-52224-0456.fits.cxt_1comp.out,10.904327103274555,10.585,-0.3193271032745546
spec-0725-52258-0065.fits.cxt_1comp.out,10.740381735984164,10.577,-0.1633817359841636
spec-0726-52226-0059.fits.cxt_1comp.out,10.6925437381284,10.548,-0.14454373812839982
spec-0726-52226-0504.fits.cxt_1comp.out,10.729449900447593,10.496,-0.23344990044759228
spec-0729-52468-0271.fits.cxt_1comp.out,10.969995529230308,10.353,-0.6169955292303086
spec-0730-52466-0025.fits.cxt_1comp.out,10.45054963241473,10.687,0.23645036758527027
spec-0730-52466-0064.fits.cxt_1comp.out,10.431923164886545,10.001,-0.43092316488654525
spec-0732-52221-0348.fits.cxt_1comp.out,10.523129674609478,10.173,-0.3501296746094784
spec-0732-52221-0391.fits.cxt_1comp.out,10.735588759660368,10.631,-0.10458875966036807
spec-0735-52519-0634.fits.cxt_1comp.out,10.832108183369678,10.489,-0.34310818336967763
spec-0738-52521-0062.fits.cxt_1comp.out,10.69864397898983,10.472,-0.22664397898983069
spec-0738-52521-0556.fits.cxt_1comp.out,10.992484090030874,10.636,-0.3564840900308752
spec-0739-52520-0232.fits.cxt_1comp.out,10.800374746847432,10.675,-0.12537474684743088
spec-0741-52261-0387.fits.cxt_1comp.out,10.705270979855223,10.537,-0.16827097985522244
spec-0746-52238-0291.fits.cxt_1comp.out,10.915514740205166,10.379,-0.5365147402051669
spec-0748-52233-0227.fits.cxt_1comp.out,10.138212509129328,10.239,0.10078749087067251
spec-0750-52235-0145.fits.cxt_1comp.out,10.661459780492924,10.466,-0.195459780492925
spec-0752-52251-0056.fits.cxt_1comp.out,10.982457661434422,10.468,-0.5144576614344221
spec-0758-52253-0072.fits.cxt_1comp.out,10.906887528178617,10.681,-0.22588752817861746
spec-0758-52253-0632.fits.cxt_1comp.out,10.990666405472853,10.492,-0.4986664054728518
spec-0759-52254-0017.fits.cxt_1comp.out,10.441521778048704,10.699,0.25747822195129544
spec-0759-52254-0408.fits.cxt_1comp.out,11.034813459567378,10.658,-0.3768134595673782
spec-0759-52254-0495.fits.cxt_1comp.out,10.700425252685678,10.448,-0.2524252526856774
spec-0761-54524-0131.fits.cxt_1comp.out,10.571757439915984,10.564,-0.007757439915984321
spec-0761-54524-0385.fits.cxt_1comp.out,10.409797039716771,10.115,-0.2947970397167712
spec-0762-52232-0086.fits.cxt_1comp.out,11.21527051083193,10.401,-0.8142705108319301
spec-0766-52247-0589.fits.cxt_1comp.out,9.99678314604006,10.441,0.44421685395994004
spec-0775-52295-0263.fits.cxt_1comp.out,10.750669393456109,10.366,-0.3846693934561092
spec-0776-52319-0259.fits.cxt_1comp.out,10.44207776508226,10.22,-0.2220777650822594
spec-0776-52319-0470.fits.cxt_1comp.out,10.629587239024062,10.413,-0.21658723902406152
spec-0776-52319-0574.fits.cxt_1comp.out,10.654884664869474,10.497,-0.15788466486947428
spec-0777-52320-0042.fits.cxt_1comp.out,10.915583774078856,10.573,-0.34258377407885554
spec-0779-52342-0004.fits.cxt_1comp.out,10.62583128192729,10.53,-0.09583128192729085
spec-0781-52373-0579.fits.cxt_1comp.out,11.135428808482262,10.608,-0.5274288084822611
spec-0782-52320-0549.fits.cxt_1comp.out,10.629477634889003,10.51,-0.11947763488900343
spec-0783-52325-0275.fits.cxt_1comp.out,10.791965636249737,10.544,-0.24796563624973622
spec-0785-52339-0068.fits.cxt_1comp.out,10.868625564362755,10.711,-0.1576255643627551
spec-0786-52319-0285.fits.cxt_1comp.out,10.936224477566036,10.423,-0.5132244775660357
spec-0794-52376-0029.fits.cxt_1comp.out,10.65448980538272,10.702,0.047510194617279566
spec-0795-52378-0600.fits.cxt_1comp.out,10.623964285445544,10.272,-0.35196428544554337
spec-0812-52352-0455.fits.cxt_1comp.out,10.670111062406963,10.244,-0.4261110624069637
spec-0813-52354-0164.fits.cxt_1comp.out,10.695541646251405,10.337,-0.35854164625140506
spec-0815-52374-0433.fits.cxt_1comp.out,10.608255016783726,10.43,-0.17825501678372646
spec-0816-52379-0306.fits.cxt_1comp.out,10.940661902405653,10.339,-0.6016619024056524
spec-0816-52379-0513.fits.cxt_1comp.out,10.61897012138605,10.421,-0.1979701213860512
spec-0817-52381-0127.fits.cxt_1comp.out,10.030748035914568,10.497,0.4662519640854317
spec-0817-52381-0550.fits.cxt_1comp.out,10.880125647157714,10.399,-0.48112564715771455
spec-0820-52438-0072.fits.cxt_1comp.out,10.929881953338288,10.644,-0.28588195333828814
spec-0820-52438-0196.fits.cxt_1comp.out,10.540779325370083,10.621,0.080220674629917
spec-0828-52317-0185.fits.cxt_1comp.out,10.876342020184882,10.503,-0.3733420201848823
spec-0830-52293-0133.fits.cxt_1comp.out,10.88289550940015,10.42,-0.4628955094001501
spec-0832-52312-0235.fits.cxt_1comp.out,10.25196180831721,10.308,0.05603819168278967
spec-0835-52326-0136.fits.cxt_1comp.out,10.660530428681229,10.613,-0.04753042868122925
spec-0835-52326-0349.fits.cxt_1comp.out,10.948169996116864,10.16,-0.7881699961168636
spec-0835-52326-0567.fits.cxt_1comp.out,10.118464985597846,10.428,0.3095350144021545
spec-0838-52378-0481.fits.cxt_1comp.out,10.66539309275592,10.511,-0.15439309275592095
spec-0838-52378-0519.fits.cxt_1comp.out,11.060725296676717,10.566,-0.49472529667671594
spec-0838-52378-0574.fits.cxt_1comp.out,10.915403008849015,10.873,-0.04240300884901593
spec-0839-52373-0310.fits.cxt_1comp.out,10.74468056973841,10.575,-0.16968056973841072
spec-0840-52374-0045.fits.cxt_1comp.out,10.804439047281484,10.433,-0.37143904728148414
spec-0840-52374-0106.fits.cxt_1comp.out,10.926206274160096,10.652,-0.2742062741600968
spec-0840-52374-0370.fits.cxt_1comp.out,10.580117190951562,10.381,-0.19911719095156144
spec-0840-52374-0542.fits.cxt_1comp.out,10.516642025455168,10.38,-0.13664202545516702
spec-0842-52376-0585.fits.cxt_1comp.out,10.865315595202448,10.275,-0.5903155952024477
spec-0842-52376-0590.fits.cxt_1comp.out,10.590967375222274,10.668,0.07703262477772554
spec-0842-52376-0625.fits.cxt_1comp.out,10.621327583592898,10.291,-0.33032758359289716
spec-0843-52378-0386.fits.cxt_1comp.out,10.729225546209715,10.439,-0.2902255462097152
spec-0843-52378-0399.fits.cxt_1comp.out,10.861588179268606,10.704,-0.1575881792686058
spec-0843-52378-0431.fits.cxt_1comp.out,10.675974697508323,10.509,-0.16697469750832283
spec-0843-52378-0511.fits.cxt_1comp.out,10.65532639497952,10.423,-0.2323263949795198
spec-0844-52378-0216.fits.cxt_1comp.out,10.647234099623956,10.496,-0.15123409962395584
spec-0844-52378-0219.fits.cxt_1comp.out,10.537136814963514,10.315,-0.22213681496351434
spec-0845-52381-0552.fits.cxt_1comp.out,10.553485241572504,10.288,-0.2654852415725042
spec-0846-52407-0188.fits.cxt_1comp.out,10.722832928827478,10.286,-0.43683292882747793
spec-0846-52407-0255.fits.cxt_1comp.out,10.756409918523795,10.453,-0.30340991852379595
spec-0846-52407-0522.fits.cxt_1comp.out,10.84896139370435,10.42,-0.42896139370435016
spec-0847-52426-0430.fits.cxt_1comp.out,10.713519546873314,10.741,0.027480453126685234
spec-0848-52669-0115.fits.cxt_1comp.out,10.825570481158303,10.611,-0.21457048115830268
spec-0849-52439-0081.fits.cxt_1comp.out,11.364983048902074,10.789,-0.5759830489020743
spec-0850-52338-0067.fits.cxt_1comp.out,10.483876603972234,10.406,-0.07787660397223384
spec-0850-52338-0178.fits.cxt_1comp.out,10.378294254827646,10.483,0.10470574517235498
spec-0854-52373-0108.fits.cxt_1comp.out,10.804691246338288,10.616,-0.18869124633828882
spec-0854-52373-0584.fits.cxt_1comp.out,10.57402803069186,10.313,-0.2610280306918593
spec-0855-52375-0333.fits.cxt_1comp.out,10.542476404553016,10.193,-0.3494764045530161
spec-0855-52375-0506.fits.cxt_1comp.out,10.92597722273303,10.496,-0.4299772227330294
spec-0855-52375-0581.fits.cxt_1comp.out,10.734876186596749,10.619,-0.11587618659674881
spec-0856-52339-0279.fits.cxt_1comp.out,10.435772682118069,10.356,-0.07977268211806887
spec-0865-52323-0284.fits.cxt_1comp.out,11.313211600743635,10.393,-0.9202116007436345
spec-0865-52323-0442.fits.cxt_1comp.out,10.208724373105348,10.597,0.3882756268946519
spec-0878-52353-0110.fits.cxt_1comp.out,11.58263265093127,10.549,-1.0336326509312705
spec-0881-52368-0265.fits.cxt_1comp.out,9.970994811625076,10.795,0.8240051883749242
spec-0882-52370-0001.fits.cxt_1comp.out,10.474434027396317,10.374,-0.10043402739631624
spec-0882-52370-0036.fits.cxt_1comp.out,10.871215747880514,10.578,-0.29321574788051485
spec-0882-52370-0214.fits.cxt_1comp.out,10.543708586115008,10.091,-0.4527085861150084
spec-0882-52370-0607.fits.cxt_1comp.out,10.59715347129472,10.361,-0.23615347129471864
spec-0882-52370-0631.fits.cxt_1comp.out,10.796889464679351,10.666,-0.1308894646793508
spec-0883-52430-0289.fits.cxt_1comp.out,10.652700966053253,10.285,-0.36770096605325264
spec-0884-52374-0129.fits.cxt_1comp.out,10.86095800912742,10.801,-0.05995800912742055
spec-0884-52374-0502.fits.cxt_1comp.out,11.222894821421228,10.666,-0.5568948214212277
spec-0885-52379-0522.fits.cxt_1comp.out,10.15807469472375,10.148,-0.01007469472375
spec-0886-52381-0006.fits.cxt_1comp.out,10.93752637887267,10.591,-0.3465263788726709
spec-0886-52381-0089.fits.cxt_1comp.out,10.158834134921662,10.357,0.19816586507833733
spec-0886-52381-0186.fits.cxt_1comp.out,11.566294908726388,10.791,-0.7752949087263872
spec-0886-52381-0531.fits.cxt_1comp.out,10.180111407267995,10.546,0.3658885927320039
spec-0887-52376-0541.fits.cxt_1comp.out,10.859447841256806,10.396,-0.46344784125680505
spec-0888-52339-0013.fits.cxt_1comp.out,9.737383215938957,10.087,0.3496167840610429
spec-0889-52663-0405.fits.cxt_1comp.out,11.175996089738446,10.532,-0.6439960897384456
spec-0889-52663-0612.fits.cxt_1comp.out,10.629354221013694,10.72,0.09064577898630688
spec-0890-52583-0535.fits.cxt_1comp.out,10.346726268203687,10.282,-0.0647262682036871
spec-0892-52378-0096.fits.cxt_1comp.out,10.576000639941952,10.315,-0.2610006399419529
spec-0892-52378-0150.fits.cxt_1comp.out,10.623365919964282,10.302,-0.32136591996428265
spec-0893-52589-0079.fits.cxt_1comp.out,10.931705712308135,10.346,-0.5857057123081351
spec-0893-52589-0170.fits.cxt_1comp.out,10.73755951876712,10.738,0.00044048123288042973
spec-0895-52581-0001.fits.cxt_1comp.out,10.574618085664849,10.506,-0.0686180856648484
spec-0896-52592-0080.fits.cxt_1comp.out,10.865171675322092,10.221,-0.6441716753220916
spec-0904-52381-0069.fits.cxt_1comp.out,10.868755767888056,10.722,-0.146755767888056
spec-0904-52381-0219.fits.cxt_1comp.out,10.766343098376549,10.559,-0.2073430983765494
spec-0904-52381-0310.fits.cxt_1comp.out,10.839825202686823,10.629,-0.2108252026868236
spec-0904-52381-0331.fits.cxt_1comp.out,10.753185218113776,10.754,0.0008147818862234146
spec-0906-52368-0026.fits.cxt_1comp.out,11.611613027548032,10.473,-1.1386130275480308
spec-0908-52373-0523.fits.cxt_1comp.out,10.588128753131745,10.74,0.15187124686825548
spec-0909-52379-0335.fits.cxt_1comp.out,10.569297661040972,10.478,-0.09129766104097214
spec-0910-52377-0059.fits.cxt_1comp.out,10.710825495634396,10.293,-0.4178254956343963
spec-0910-52377-0503.fits.cxt_1comp.out,10.674286233859654,10.408,-0.26628623385965433
spec-0911-52426-0426.fits.cxt_1comp.out,10.728782098989187,10.459,-0.2697820989891877
spec-0911-52426-0492.fits.cxt_1comp.out,10.734856127986744,10.458,-0.2768561279867434
spec-0912-52427-0167.fits.cxt_1comp.out,10.90580951632626,10.461,-0.4448095163262593
spec-0914-52721-0148.fits.cxt_1comp.out,10.920689186642726,10.664,-0.2566891866427259
spec-0914-52721-0184.fits.cxt_1comp.out,10.87601426544213,10.636,-0.2400142654421309
spec-0915-52443-0062.fits.cxt_1comp.out,10.692089613823798,10.573,-0.11908961382379779
spec-0915-52443-0170.fits.cxt_1comp.out,10.743970196167462,10.451,-0.29297019616746134
spec-0919-52409-0073.fits.cxt_1comp.out,10.838384009443493,10.532,-0.30638400944349264
spec-0922-52426-0026.fits.cxt_1comp.out,10.47775982399216,10.752,0.2742401760078401
spec-0922-52426-0324.fits.cxt_1comp.out,10.608795857667836,10.345,-0.2637958576678354
spec-0922-52426-0441.fits.cxt_1comp.out,10.465412850954984,10.386,-0.0794128509549843
spec-0923-52404-0318.fits.cxt_1comp.out,10.998383193341557,10.19,-0.8083831933415571
spec-0923-52404-0456.fits.cxt_1comp.out,10.328903849776015,10.725,0.39609615022398437
spec-0924-52409-0023.fits.cxt_1comp.out,10.640072219114224,10.056,-0.5840722191142245
spec-0924-52409-0318.fits.cxt_1comp.out,10.574112918047383,10.487,-0.0871129180473833
spec-0925-52411-0174.fits.cxt_1comp.out,10.940901177576825,10.45,-0.4909011775768253
spec-0925-52411-0397.fits.cxt_1comp.out,11.069087934703804,10.861,-0.20808793470380316
spec-0925-52411-0623.fits.cxt_1comp.out,10.674960445712593,10.947,0.27203955428740656
spec-0926-52413-0508.fits.cxt_1comp.out,10.599758568291191,10.42,-0.17975856829119152
spec-0932-52620-0027.fits.cxt_1comp.out,10.793153071507176,10.378,-0.4151530715071754
spec-0933-52642-0515.fits.cxt_1comp.out,10.89201191714432,10.596,-0.2960119171443196
spec-0933-52642-0618.fits.cxt_1comp.out,10.962808313522858,10.678,-0.2848083135228574
spec-0936-52705-0190.fits.cxt_1comp.out,10.80572982858448,10.906,0.10027017141552008
spec-0937-52707-0075.fits.cxt_1comp.out,10.67972712743383,10.596,-0.08372712743383026
spec-0937-52707-0233.fits.cxt_1comp.out,10.51164105285253,10.472,-0.039641052852530834
spec-0938-52708-0118.fits.cxt_1comp.out,10.749269810137523,10.276,-0.47326981013752345
spec-0940-52670-0070.fits.cxt_1comp.out,10.703187929742802,10.407,-0.2961879297428016
spec-0941-52709-0071.fits.cxt_1comp.out,10.70459564312598,10.46,-0.24459564312597948
spec-0941-52709-0086.fits.cxt_1comp.out,10.53391523867799,10.441,-0.09291523867798901
spec-0941-52709-0252.fits.cxt_1comp.out,10.855206802191566,10.243,-0.6122068021915652
spec-0942-52703-0186.fits.cxt_1comp.out,10.741116072658189,10.618,-0.12311607265818836
spec-0942-52703-0408.fits.cxt_1comp.out,10.47512111260123,10.426,-0.0491211126012292
spec-0943-52376-0583.fits.cxt_1comp.out,10.698977323082609,10.162,-0.536977323082608
spec-0944-52614-0379.fits.cxt_1comp.out,10.567729433674373,10.412,-0.15572943367437198
spec-0944-52614-0632.fits.cxt_1comp.out,10.895643317003458,10.288,-0.6076433170034576
spec-0945-52652-0105.fits.cxt_1comp.out,10.531174593639046,10.561,0.029825406360954432
spec-0946-52407-0243.fits.cxt_1comp.out,10.75110514294633,10.369,-0.3821051429463296
spec-0949-52427-0225.fits.cxt_1comp.out,10.85281125939536,10.478,-0.37481125939535964
spec-0950-52378-0632.fits.cxt_1comp.out,10.467204271561538,10.667,0.1997957284384615
spec-0951-52398-0165.fits.cxt_1comp.out,10.583069275587272,10.14,-0.4430692755872716
spec-0955-52409-0191.fits.cxt_1comp.out,10.827385400999072,10.241,-0.5863854009990721
spec-0955-52409-0483.fits.cxt_1comp.out,10.54987521996954,10.59,0.04012478003046027
spec-0957-52398-0581.fits.cxt_1comp.out,10.757225008512757,10.416,-0.3412250085127564
spec-0959-52411-0037.fits.cxt_1comp.out,10.582056813198678,10.559,-0.023056813198678583
spec-0959-52411-0598.fits.cxt_1comp.out,10.538462146491128,10.277,-0.2614621464911284
spec-0960-52425-0418.fits.cxt_1comp.out,10.879219106182523,10.331,-0.5482191061825237
spec-0960-52425-0429.fits.cxt_1comp.out,10.751272571293295,10.681,-0.07027257129329634
spec-0960-52425-0449.fits.cxt_1comp.out,10.597633163734484,10.563,-0.03463316373448322
spec-0960-52425-0477.fits.cxt_1comp.out,10.51338336978954,10.283,-0.230383369789541
spec-0961-52615-0378.fits.cxt_1comp.out,10.83865810155067,10.229,-0.6096581015506715
spec-0961-52615-0468.fits.cxt_1comp.out,10.313542373575466,10.735,0.42145762642453377
spec-0964-52646-0069.fits.cxt_1comp.out,10.62279336576968,10.139,-0.4837933657696798
spec-0964-52646-0082.fits.cxt_1comp.out,10.618793533703808,10.337,-0.28179353370380866
spec-0966-52642-0031.fits.cxt_1comp.out,10.98401080802022,10.402,-0.58201080802022
spec-0967-52636-0444.fits.cxt_1comp.out,10.548309119096164,10.723,0.174690880903837
spec-0969-52442-0108.fits.cxt_1comp.out,10.543577605158678,10.228,-0.31557760515867805
spec-0969-52442-0355.fits.cxt_1comp.out,10.668445968947555,10.256,-0.41244596894755503
spec-0969-52442-0601.fits.cxt_1comp.out,10.58495436906743,10.486,-0.09895436906742994
spec-0971-52644-0524.fits.cxt_1comp.out,10.82858646857369,10.272,-0.5565864685736894
spec-0972-52435-0001.fits.cxt_1comp.out,10.823959319528996,10.561,-0.26295931952899565
spec-0973-52426-0142.fits.cxt_1comp.out,10.847919451653675,10.561,-0.2869194516536755
spec-0973-52426-0240.fits.cxt_1comp.out,10.843836260857838,10.609,-0.23483626085783804
spec-0974-52427-0142.fits.cxt_1comp.out,10.705287107691934,10.644,-0.061287107691933684
spec-0974-52427-0173.fits.cxt_1comp.out,10.977887292249155,10.511,-0.46688729224915626
spec-0974-52427-0632.fits.cxt_1comp.out,10.729406208942825,10.765,0.03559379105717575
spec-0975-52411-0437.fits.cxt_1comp.out,10.562093046714512,10.475,-0.08709304671451257
spec-0976-52413-0323.fits.cxt_1comp.out,10.399766769549164,10.324,-0.07576676954916373
spec-0977-52410-0059.fits.cxt_1comp.out,10.8018726217407,10.264,-0.5378726217406999
spec-0979-52427-0148.fits.cxt_1comp.out,10.779766984034708,10.446,-0.3337669840347086
spec-0982-52466-0089.fits.cxt_1comp.out,10.697871484412216,10.501,-0.1968714844122168
spec-0982-52466-0095.fits.cxt_1comp.out,10.824771488013466,10.469,-0.3557714880134668
spec-0983-52443-0185.fits.cxt_1comp.out,10.770094951390323,10.594,-0.17609495139032383
spec-0983-52443-0260.fits.cxt_1comp.out,10.671659208137871,10.606,-0.06565920813787152
spec-0985-52431-0393.fits.cxt_1comp.out,10.622838039090627,10.471,-0.15183803909062732
spec-0985-52431-0589.fits.cxt_1comp.out,10.71159110639524,10.396,-0.3155911063952388
spec-0994-52725-0164.fits.cxt_1comp.out,10.642888942181134,10.437,-0.20588894218113474
spec-0994-52725-0194.fits.cxt_1comp.out,10.7355802886821,10.394,-0.3415802886820991
spec-0994-52725-0518.fits.cxt_1comp.out,10.925280346952029,10.586,-0.33928034695202847
spec-0994-52725-0544.fits.cxt_1comp.out,10.779424715072953,10.63,-0.14942471507295174
spec-0994-52725-0560.fits.cxt_1comp.out,10.750785465103691,10.468,-0.2827854651036912
spec-0995-52731-0025.fits.cxt_1comp.out,10.829468859306674,10.496,-0.3334688593066737
spec-0995-52731-0605.fits.cxt_1comp.out,10.335953576493113,10.595,0.2590464235068879
spec-0997-52734-0503.fits.cxt_1comp.out,10.723693308512338,10.234,-0.4896933085123383
spec-1000-52643-0165.fits.cxt_1comp.out,10.814599796731374,10.474,-0.3405997967313734
spec-1000-52643-0278.fits.cxt_1comp.out,11.063047705212352,10.67,-0.3930477052123518
spec-1000-52643-0549.fits.cxt_1comp.out,10.75580193720734,10.908,0.15219806279266024
spec-1002-52646-0197.fits.cxt_1comp.out,10.733369857925323,10.484,-0.2493698579253234
spec-1002-52646-0541.fits.cxt_1comp.out,10.42089981565684,10.472,0.05110018434315933
