Amostra,Mcor
448-51900-180,10.283221789517961
448-51900-411,10.730413037132502
448-51900-518,10.880459870044858
449-51900-193,10.72561632428918
450-51908-367,10.66043773942663
452-51911-333,10.821826019917037
453-51915-343,10.725526727232879
457-51901-570,10.996503945686516
459-51924-211,10.483098235661194
467-51901-71,10.8540434333759
467-51901-272,10.863422000726368
467-51901-458,10.611070566548012
468-51912-262,10.94762694440749
471-51924-95,10.75193642426866
472-51955-78,10.841358919053828
472-51955-82,10.727665074729456
475-51965-39,10.668667982103017
475-51965-84,10.854571832969338
476-52314-257,10.26752752787587
477-52026-194,10.5528965290977
480-51989-344,10.2693300895988
481-51908-40,10.378200800983556
481-51908-149,10.789721550790638
481-51908-296,10.801066899974185
483-51924-548,10.911777387573535
485-51909-432,10.733762861209815
486-51910-250,10.871858088743897
487-51943-182,10.668849765393428
490-51929-28,10.403839023314903
491-51942-468,10.615703920485304
493-51957-533,10.85423794367896
496-51988-187,10.398267057791948
496-51988-459,10.88050117656776
503-51999-452,10.525997162675145
503-51999-550,10.482056174566878
504-52316-536,10.689692558194581
505-52317-501,10.71402451238758
506-52022-400,10.62525830210233
508-52366-417,10.540859863517763
509-52374-164,10.383673071938235
509-52374-427,10.520435111447274
509-52374-493,10.502235193503955
510-52381-175,10.809927335063517
510-52381-199,10.622100216438131
510-52381-408,10.57330067474166
510-52381-475,10.749970659045012
511-52636-133,10.91588934897399
511-52636-481,10.68019666274353
514-51994-168,10.79328672651384
515-52051-420,10.718979917793
518-52282-406,10.760987283916856
518-52282-449,10.68996788116986
518-52282-450,10.566156129531201
518-52282-452,10.637289591775307
518-52282-566,10.795950202521983
518-52282-568,10.584284164078584
518-52282-577,10.685396569566203
519-52283-193,10.688117197105816
521-52326-25,10.452416327712221
521-52326-207,10.878717058808025
521-52326-264,10.735924381878032
521-52326-303,10.594290961557972
521-52326-440,10.609799408893485
522-52024-221,10.378955970085837
522-52024-375,10.918969342266829
523-52026-538,10.967509364527366
524-52027-163,10.280466249225407
524-52027-361,10.801759282127223
528-52022-306,10.714789008316844
529-52025-118,10.550743701333426
529-52025-218,10.635865469838027
529-52025-228,10.569686503219366
530-52026-510,10.795610258790408
531-52028-122,10.596586250576028
531-52028-451,10.715357198918682
533-51994-109,11.024939885072946
533-51994-338,10.761403214220971
534-51997-555,10.61691529097056
534-51997-634,10.703860213945804
537-52027-270,10.59095747054163
537-52027-313,10.820791293530554
537-52027-609,10.20717094206243
539-52017-490,10.805695968990296
540-51996-195,10.489704167869252
540-51996-530,10.796638945393557
544-52201-141,10.55333063172647
545-52202-253,10.843159228282394
546-52205-433,10.421641428272313
552-51992-461,10.900921858102592
553-51999-403,11.025772359158065
553-51999-460,10.953444931151417
553-51999-545,10.85360117486341
554-52000-275,10.562424044123006
554-52000-395,10.825434682388277
555-52266-64,10.221859808241447
555-52266-156,10.395208450903148
556-51991-58,10.92290728242133
558-52317-440,10.67597823742821
559-52316-298,10.902003716695358
560-52296-180,10.940196395166309
564-52224-36,10.629841880232208
565-52225-408,10.888711126029339
566-52238-546,10.823432331348274
567-52252-109,10.586582599830008
568-52254-250,10.783337512963842
569-52264-551,10.95316886374883
571-52286-323,11.096242044529928
571-52286-588,11.226418892342691
576-52325-290,10.68963112201832
576-52325-291,10.89943247209771
577-52367-260,10.551301588698376
577-52367-536,10.380085156975248
577-52367-547,10.727125688289531
577-52367-589,10.497894319171646
577-52367-629,10.650701713211868
578-52339-322,10.603318132603727
578-52339-369,10.626566040829962
578-52339-622,10.723115505325087
580-52368-387,10.575082526998528
581-52356-293,10.592758642261533
581-52356-483,10.741290546974728
581-52356-549,10.676539106672426
582-52045-137,10.765504666988525
582-52045-527,10.914882139346398
582-52045-535,10.879641570192957
582-52045-610,10.721563681052961
584-52049-460,10.680948533484012
585-52027-539,10.764471423653786
586-52023-21,10.675921083552423
586-52023-69,10.390378895011612
586-52023-73,10.343064135272432
587-52026-238,10.565241689196712
587-52026-276,10.663429448764164
587-52026-305,10.736853455578382
589-52055-57,10.586587793690951
589-52055-293,10.767655361100342
590-52057-257,10.748131784656147
591-52022-4,10.459137409061698
591-52022-176,10.60939325699248
591-52022-370,11.265458950597704
591-52022-406,10.83950140240036
591-52022-440,10.847142640201366
591-52022-580,10.812016064949205
592-52025-64,10.462377718979615
593-52026-266,10.850733110693888
593-52026-307,10.756023573729177
593-52026-389,10.855747833014497
594-52045-388,10.797343459029998
599-52317-355,10.52831092444918
602-52072-100,10.881233309043226
602-52072-181,10.226291076677425
604-52079-180,10.586590151963232
606-52365-167,10.81461058503169
607-52368-48,10.99691355243428
608-52081-350,10.873916549161802
609-52339-499,10.497974878457237
610-52056-219,10.478617614312755
612-52079-188,10.698285561199324
614-53437-422,10.526103414839323
616-52442-245,10.787373861845257
617-52072-347,10.49475537473431
618-52049-326,10.672737793697488
619-52056-100,10.862534761966874
619-52056-562,10.685641355279214
621-52055-83,10.684451607009704
621-52055-100,10.439910669788146
621-52055-136,10.752337736694834
622-52054-342,10.72065177540771
622-52054-524,10.333958037158318
623-52051-79,10.773359705783843
623-52051-425,11.006490813305371
623-52051-483,10.334808366707941
624-52377-640,10.419907983460343
625-52145-347,10.253236679165761
625-52145-375,10.846203634485972
626-52057-17,10.685452072996366
627-52144-39,10.669568355016073
629-52051-148,10.683214380994446
629-52051-175,10.63952740338707
631-52079-450,10.71496741623077
631-52079-631,10.711955382242264
632-52071-381,10.718491143059449
632-52071-442,10.459093916592579
632-52071-523,10.660774498102942
633-52079-51,10.487331833223124
633-52079-583,10.708965293692678
634-52164-626,10.761526011217928
635-52145-282,10.788267705581797
637-52174-40,10.603304047669758
638-52081-291,10.658626088216383
644-52173-394,10.887660847764469
648-52559-199,10.551986278172988
648-52559-275,10.730707505379232
649-52201-130,10.542653773527942
649-52201-188,10.630842457711488
649-52201-570,10.710757248649792
650-52143-389,10.88852838087431
651-52141-295,10.500127416572951
651-52141-511,10.488050292514737
653-52145-518,10.789891576104507
654-52146-379,10.742291534125282
655-52162-72,10.884304886219482
656-52148-360,10.679583272408493
656-52148-412,10.759024996932764
656-52148-522,10.56454735801246
657-52177-103,10.437854429499351
658-52146-301,10.465742620955579
658-52146-453,10.551231359817818
659-52199-133,10.74680863887212
660-52177-411,10.494640575755684
661-52163-163,10.821731676933407
662-52147-260,10.762371734501018
664-52174-320,10.855847279267433
668-52162-121,10.786531048994446
668-52162-188,10.866118074660609
716-52203-180,10.999517068791183
717-52468-94,10.531680460662766
718-52206-117,10.705951024781216
721-52228-165,10.785961852497897
722-52224-456,10.755625098969222
725-52258-65,10.771304763455191
726-52226-59,10.652411759367265
726-52226-504,10.625139852101935
729-52468-271,10.860590840331806
730-52466-25,10.288537623801144
730-52466-64,10.42841340225118
732-52221-348,10.769597337797345
732-52221-391,10.652084011665247
735-52519-634,10.708472210408349
738-52521-62,10.90685183794016
738-52521-556,10.881417316216185
739-52520-232,10.793763414723882
741-52261-387,10.620115436941957
746-52238-291,10.451193190651432
748-52233-227,10.643595977143427
750-52235-145,10.686464776460177
752-52251-56,10.927087881475424
758-52253-72,10.69130545100842
758-52253-632,10.92838096381928
759-52254-17,10.740253924548433
759-52254-408,10.591864019861003
759-52254-495,10.754422749755415
761-54524-131,10.409896163460372
761-54524-385,10.658939204998495
762-52232-86,10.548887069693142
766-52247-589,10.656017582557025
775-52295-263,10.355960970757177
776-52319-259,10.624515393672072
776-52319-470,10.722987777689179
776-52319-574,10.862633021243196
777-52320-42,10.666868921794533
779-52342-4,10.776066723992496
781-52373-579,10.697820918066283
782-52320-549,10.765578875713041
783-52325-275,10.90022408577899
785-52339-68,10.646226495540837
786-52319-285,10.919974458952895
794-52376-29,10.549956888321708
795-52378-600,10.574275187997108
812-52352-455,10.58412066319298
813-52354-164,10.605584199114576
815-52374-433,10.54642761855211
816-52379-306,10.560445059787018
816-52379-513,10.574486726634474
817-52381-127,10.638367745986391
817-52381-550,10.76605320852244
820-52438-72,10.80450611164316
820-52438-196,10.663033998175019
828-52317-185,10.621076693517855
830-52293-133,10.680616235714211
832-52312-235,10.848801499676613
835-52326-136,10.34967467146494
835-52326-349,10.534178036787633
835-52326-567,10.637259186920536
838-52378-481,10.818173200665317
838-52378-519,11.062781364007087
838-52378-574,10.799229454370662
839-52373-310,10.65107777005024
840-52374-45,10.875319331273452
840-52374-106,10.561216340475807
840-52374-370,10.622836549015913
840-52374-542,10.554001700882065
842-52376-585,10.80515400736254
842-52376-590,10.577429890448677
842-52376-625,10.621680922915356
843-52378-386,10.782487006692289
843-52378-399,10.720567717868263
843-52378-431,10.67369235418636
843-52378-511,10.68416350426089
844-52378-216,10.52700479601672
844-52378-219,10.535198424872815
845-52381-552,10.5638459616557
846-52407-188,10.670083370490255
846-52407-255,10.687139082347784
846-52407-522,10.86626038939703
847-52426-430,10.846223911369153
848-52669-115,10.935700059314282
849-52439-81,10.566743203193242
850-52338-67,10.681985824534463
850-52338-178,10.888310832997664
854-52373-108,10.55533282565183
854-52373-584,10.460693708718196
855-52375-333,10.774694953105616
855-52375-506,10.754538231414502
855-52375-581,10.606645202505995
856-52339-279,10.640472307021874
865-52323-284,10.70060744496989
865-52323-442,10.795487257882375
878-52353-110,10.780169385326712
881-52368-265,10.58639422922396
882-52370-1,10.674528610029636
882-52370-36,10.384104617896359
882-52370-214,10.571832869965357
882-52370-607,10.84996230780448
882-52370-631,10.550254648527487
883-52430-289,10.931212240288097
884-52374-129,10.832290254977144
884-52374-502,10.28439404685743
885-52379-522,10.774859679291582
886-52381-6,10.414963289334608
886-52381-89,10.949112081713087
886-52381-186,10.603956369865053
886-52381-531,10.588503887456149
887-52376-541,10.268018853943602
888-52339-13,10.691238050758743
889-52663-405,10.867782680636097
889-52663-612,10.48719921121529
890-52583-535,10.57914165703204
892-52378-96,10.580364580112077
892-52378-150,10.604559670928358
893-52589-79,10.89633196382039
893-52589-170,10.712169059668616
895-52581-1,10.554634716193123
896-52592-80,10.848336292115246
904-52381-69,10.837622392721418
904-52381-219,10.725988998917144
904-52381-310,10.816884552358582
904-52381-331,10.737872719335321
906-52368-26,11.580611688043538
908-52373-523,10.588779908181436
909-52379-335,10.547060597161755
910-52377-59,10.696507677982128
910-52377-503,10.661759978208636
911-52426-426,10.69012409009614
911-52426-492,10.677264703821303
912-52427-167,10.883739142932601
914-52721-148,10.911206761807165
914-52721-184,10.841770393126636
915-52443-62,10.658621399700179
915-52443-170,10.71588459173907
919-52409-73,10.807789367238337
922-52426-26,10.46034892111574
922-52426-324,10.589020600018445
922-52426-441,10.419633137145647
923-52404-318,10.968990499242055
923-52404-456,10.319655509521356
924-52409-23,10.645335287187356
924-52409-318,10.537975964054102
925-52411-174,10.915099065526634
925-52411-397,11.025482579415863
925-52411-623,10.661445456379736
926-52413-508,10.601122726474793
932-52620-27,10.781442521464738
933-52642-515,10.871973798801983
933-52642-618,10.929975404113694
936-52705-190,10.806823112930305
937-52707-75,10.653678673614182
937-52707-233,10.498101842973963
938-52708-118,10.715524110923093
940-52670-70,10.685821726842837
941-52709-71,10.67070306647655
941-52709-86,10.512668149013615
941-52709-252,10.821159206452242
942-52703-186,10.68767461470198
942-52703-408,10.47169168876517
943-52376-583,10.665975395831268
944-52614-379,10.549547500286186
944-52614-632,10.863398348577139
945-52652-105,10.509103170025519
946-52407-243,10.715328008010614
949-52427-225,10.814255533830197
950-52378-632,10.429899167160736
951-52398-165,10.575344135274033
955-52409-191,10.803673828275173
955-52409-483,10.54448555192555
957-52398-581,10.725625384913961
959-52411-37,10.543964691090213
959-52411-598,10.553551389617224
960-52425-418,10.85442789071807
960-52425-429,10.73148681030142
960-52425-449,10.55866545677738
960-52425-477,10.481697233409795
961-52615-378,10.792656348602998
961-52615-468,10.286648915811076
964-52646-69,10.607141475649623
964-52646-82,10.60909558280583
966-52642-31,10.947620400689477
967-52636-444,10.52201980517269
969-52442-108,10.52232586598997
969-52442-355,10.644329186945166
969-52442-601,10.58560761146619
971-52644-524,10.831209751024904
972-52435-1,10.827611547303187
973-52426-142,10.816913849372064
973-52426-240,10.825334045888578
974-52427-142,10.672818101240743
974-52427-173,10.95413212458254
974-52427-632,10.70473263966942
975-52411-437,10.548432062640167
976-52413-323,10.379504458970096
977-52410-59,10.7739489157135
979-52427-148,10.757377174118764
982-52466-89,10.70438657011956
982-52466-95,10.780228826814568
983-52443-185,10.74421910915753
983-52443-260,10.63660504916948
985-52431-393,10.596601104772537
985-52431-589,10.695520166024792
994-52725-164,10.620207208623357
994-52725-194,10.685208279679276
994-52725-518,10.874189091569473
994-52725-544,10.717153534468418
994-52725-560,10.732284875879403
995-52731-25,10.816609781443825
995-52731-605,10.31354355141653
997-52734-503,10.712034781538721
1000-52643-165,10.79104079698494
1000-52643-278,11.040756211706507
1000-52643-549,10.7351910871851
1002-52646-197,10.713018619000845
1002-52646-541,10.399228176765876
1003-52641-126,10.636816713382327
1004-52723-64,10.707495048377421
1004-52723-288,10.754422705499486
1004-52723-373,10.673890340126324
1004-52723-620,10.503056320258683
1006-52708-582,10.78441930182672
1008-52707-428,10.849374029622506
1008-52707-470,10.698096556047885
1009-52644-413,10.443395520348771
1011-52652-495,10.846745396700925
1013-52707-390,10.692961110791524
1014-52707-249,10.69384898801444
1014-52707-459,10.829553946573474
1014-52707-515,10.467156092058366
1015-52734-329,10.45959834866601
1015-52734-530,10.579805313925386
1016-52759-444,10.5832857160482
1016-52759-456,10.515772507090075
1016-52759-542,10.704942182599796
1016-52759-565,10.26208502600464
1017-52706-335,10.29295280343257
1018-52672-88,10.789343525317724
1018-52672-524,10.981842957819788
1019-52707-545,10.571066018175536
1040-52722-17,10.186949400079593
1041-52724-626,10.601215580390106
1044-52468-518,10.653451597357535
1045-52725-206,10.733731072705964
1046-52460-148,10.765943691257094
1046-52460-293,10.497981033091065
1047-52733-274,10.513148300227119
1048-52736-63,10.92620735181945
1048-52736-567,10.700695446099676
1050-52721-98,10.548080136005046
1051-52468-339,10.540857083144047
1051-52468-498,10.507540393660452
1052-52466-5,10.690406721063853
1052-52466-36,10.95754013887436
1052-52466-259,10.558981840933253
1054-52516-264,10.72526144953682
1055-52761-398,10.855720186048803
1056-52764-112,10.334341554650013
1056-52764-209,10.216386525859317
1056-52764-278,10.675374343969132
1056-52764-457,10.26704812069507
1056-52764-467,10.673502822653036
1057-52522-314,10.586331200839362
1061-52641-323,10.5407056165729
1061-52641-325,10.96446718053779
1158-52668-351,10.813607150310004
1159-52669-131,10.961122839404077
1159-52669-136,10.65977225543899
1159-52669-575,10.721768025753406
1161-52703-345,10.576035748028279
1162-52668-563,10.605236223829076
1164-52674-9,10.618015986501538
1164-52674-432,10.524463988745495
1168-52731-190,10.486142808562546
1170-52756-345,10.300113921430356
1170-52756-517,10.653574855788417
1172-52759-40,10.48636801362959
1172-52759-93,10.554946741059602
1172-52759-105,10.537206101534125
1172-52759-158,10.41765430032825
1172-52759-285,10.533252068711516
1172-52759-592,10.738696674535941
1174-52782-48,10.73449180039702
1175-52791-184,10.728878632932592
1178-52825-245,10.288136472964275
1184-52641-337,10.808230413383406
1185-52642-335,10.84292498463635
1185-52642-338,10.471753713424182
1185-52642-374,10.681559453260506
1185-52642-438,10.887807899722068
1189-52668-67,10.7046861277523
1190-52670-569,10.66828814083652
1192-52649-118,10.802899511106663
1194-52703-110,10.814286221212093
1194-52703-211,10.724572629242612
1198-52669-176,10.811599365997116
1198-52669-340,10.737000598350727
1199-52703-360,10.710833117634609
1199-52703-553,10.796085716314703
1200-52668-616,10.752289234371982
1201-52674-544,10.534494219464184
1203-52669-619,10.54473493724861
1206-52670-126,10.652998475482207
1207-52672-568,10.682018130868219
1207-52672-615,10.239710886873233
1208-52672-284,10.728158989583108
1208-52672-545,10.468219843148509
1210-52701-371,10.715382974568895
1210-52701-499,10.63828179198926
1211-52964-510,10.46140107402312
1214-52731-312,10.534447502787962
1215-52725-53,10.915416720209006
1216-52709-14,10.892170413447902
1216-52709-577,10.65295204870996
1217-52672-563,10.625944983385185
1220-52723-157,10.661489530184248
1220-52723-210,10.598090174791396
1220-52723-354,10.555597725606424
1220-52723-426,10.732991053027646
1222-52763-170,10.508463900452112
1222-52763-542,10.763626792589159
1223-52781-40,10.241989350661344
1223-52781-172,10.862703391168212
1224-52765-63,10.5386649739781
1225-52760-29,10.762578131231148
1225-52760-183,10.705527151504729
1226-52734-448,10.603231018378908
1226-52734-551,10.669108523613849
1228-52728-483,10.657887918162702
1229-52723-208,10.419993493691985
1229-52723-442,10.604173140907381
1231-52725-49,10.88209950369609
1231-52725-174,10.81128551988436
1231-52725-390,10.71565799378863
1231-52725-460,10.369478837703008
1231-52725-507,10.960469318345268
1234-52724-393,10.456175196245862
1234-52724-440,10.80658776496152
1234-52724-471,10.832809605036827
1234-52724-519,10.718358348475626
1234-52724-629,10.630919252933154
1236-52751-43,10.837157640217693
1237-52762-178,10.874944184358135
1237-52762-397,10.793341962040845
1237-52762-481,10.825516522636212
1239-52760-339,10.342155108187924
1242-52901-331,10.864935390260094
1263-52708-275,10.750273229371793
1264-52707-390,10.689528788138341
1268-52933-29,10.829733414136555
1268-52933-62,10.693962925151478
1269-52937-9,10.789600862248266
1270-52991-59,10.771136807338001
1271-52974-335,10.760941179946892
1272-52989-142,10.85645522369304
1272-52989-400,10.392354278489496
1272-52989-480,10.820655491159753
1275-52996-87,10.900064655265675
1275-52996-270,10.973133047442339
1275-52996-483,11.026372312257227
1275-52996-553,10.552832900442514
1276-53035-1,10.60934529667297
1276-53035-180,10.539498051669954
1277-52765-210,10.59838141647237
1278-52735-485,10.718054851759815
1278-52735-631,10.724593259473345
1282-52759-136,10.791305856609258
1283-52762-69,10.86277678801528
1283-52762-128,10.326185323126985
1284-52736-150,10.627122090290577
1287-52728-125,10.759423878134202
1291-52738-304,10.613144089355174
1291-52738-501,10.733357444340474
1295-52934-57,10.75071214213805
1296-52962-54,10.987953121886964
1296-52962-55,10.329362652578919
1299-52972-634,10.515588228769767
1300-52973-304,10.827587639030183
1301-52976-204,11.087020171869723
1302-52763-26,10.716151917438923
1309-52762-126,10.659521452955273
1309-52762-199,10.128396590963101
1310-53033-138,10.65073386844172
1310-53033-323,10.739992871223228
1311-52765-114,10.642680626326616
1311-52765-249,10.783300017439286
1312-52781-556,10.679040058285326
1313-52790-48,10.723955668346877
1313-52790-85,10.517710392191852
1313-52790-525,10.75708192200823
1314-53050-289,10.709035197931431
1319-52791-444,10.564960127657782
1322-52791-166,10.88232593906906
1322-52791-511,10.726404876878325
1323-52797-21,10.567862849948146
1323-52797-372,10.48877258834569
1323-52797-623,10.431511466099707
1324-53088-162,10.810600033486605
1324-53088-510,10.334492121137345
1324-53088-639,10.763563347414765
1325-52762-278,10.880103369610397
1325-52762-416,10.504504583100589
1327-52781-345,10.607779007957317
1329-52767-273,10.606000569055693
1331-52766-3,10.739248159343678
1331-52766-416,10.53566854449888
1333-52782-469,10.645198663413911
1337-52767-499,10.621910189202818
1337-52767-592,10.215979623392236
1339-52767-634,10.760300612830857
1340-52781-108,10.733859536062079
1340-52781-314,10.821038632613009
1341-52786-114,10.853582796421119
1341-52786-129,10.30786084214681
1342-52793-266,10.542789856607703
1343-52790-97,10.578070258042743
1343-52790-387,10.51660265993992
1344-52792-49,10.788630083237761
1344-52792-135,10.830903048457033
1347-52823-236,10.819443800760379
1347-52823-374,10.644653511499616
1347-52823-385,10.9826080256032
1347-52823-400,10.720852542617285
1347-52823-465,10.803718720801573
1348-53084-95,10.654782398226573
1348-53084-106,10.608169561448506
1349-52797-624,10.584388928201339
1352-52819-479,10.736661583206086
1356-53033-112,10.841874704077757
1356-53033-525,10.771934209919946
1357-53034-612,10.691820000818867
1359-53002-112,10.732912326562749
1359-53002-317,10.698147063212957
1362-53050-358,10.666203062531823
1364-53061-249,10.536463151534534
1364-53061-530,10.664213543029225
1369-53089-605,10.407581197149872
1371-52821-9,10.362217220165745
1372-53062-104,10.371254152707914
1372-53062-388,10.611757671429647
1374-53083-240,10.798532149026766
1375-53084-100,10.594132852673239
1375-53084-153,10.943234546246982
1375-53084-373,10.44004046333172
1376-53089-250,10.625028083400625
1377-53050-502,10.307044803981832
1378-53061-356,10.905928027312706
1379-53084-84,10.75554435029597
1379-53084-400,10.639366623292842
1380-53084-553,10.671560388763742
1382-53115-543,10.185344714900431
1384-53121-159,10.441272913670335
1384-53121-167,10.62605899601973
1385-53108-209,10.678196272205643
1385-53108-337,10.747286250646159
1386-53116-519,10.612667508241792
1390-53142-84,10.515558543386945
1390-53142-494,10.601455715961045
1391-52817-54,10.903885500979772
1391-52817-113,10.69758554386179
1391-52817-132,10.939500920380507
1391-52817-134,11.077975169216606
1391-52817-442,10.63049887505497
1391-52817-593,10.973035775671013
1392-52822-189,10.72791418086085
1392-52822-229,10.986692386599962
1392-52822-231,10.754944992629976
1392-52822-234,10.832265097075805
1392-52822-271,10.659461660766757
1392-52822-318,10.918709845514462
1392-52822-330,10.581385681900352
1392-52822-435,10.824123094239907
1393-52824-57,10.563603711685843
1393-52824-62,10.816918653176847
1393-52824-232,10.534475387584616
1393-52824-598,10.95333930739297
1394-53108-439,10.854187957297198
1395-52825-433,10.922096312171837
1395-52825-540,10.402060732308255
1396-53112-366,10.778431408043009
1401-53144-35,10.475459136392104
1402-52872-133,10.771243804859102
1404-52825-245,10.689748663196934
1404-52825-323,10.44411009575805
1406-52876-322,10.448529608582582
1406-52876-427,10.619503658899683
1409-52824-155,10.177305075024305
1409-52824-441,10.555921015078354
1409-52824-477,10.617449395558957
1409-52824-539,10.891372399078799
1415-52885-449,10.72372562954728
1416-52875-51,10.622714348448714
1416-52875-225,10.563693209528143
1416-52875-436,10.61789776890348
1416-52875-527,10.565922318949406
1417-53141-351,10.586092894660263
1417-53141-394,10.767346691293987
1417-53141-448,10.578095634467285
1418-53142-70,10.818034890905787
1418-53142-189,10.751324319704333
1419-53144-30,10.703347500265638
1420-53146-125,10.805580922957448
1420-53146-252,10.84501321517833
1420-53146-261,10.959803270119805
1421-53149-22,10.773003254196574
1421-53149-354,10.72784568691084
1423-53167-142,10.939308159418493
1424-52912-73,10.282547529193904
1424-52912-447,10.566822322893707
1425-52913-472,10.85416782544214
1426-52993-148,10.418400327348829
1426-52993-279,10.620024470330712
1427-52996-27,10.533993843310963
1427-52996-341,10.378932263484899
1427-52996-591,10.635929657301741
1428-52998-272,10.619625302604195
1428-52998-436,10.456362675147583
1429-52990-450,10.804640495676379
1431-52992-585,10.757506211532501
1435-52996-78,10.562380669170352
1435-52996-212,11.007767701323546
1436-53054-137,10.618212601739742
1437-53046-75,10.57570662987544
1439-53003-133,10.707457237941039
1439-53003-192,10.751873284198286
1439-53003-210,10.582216209171147
1439-53003-237,10.549557057137907
1439-53003-438,10.904700157317242
1442-53050-234,10.848669944743412
