"lambda" "flux_orig" "err_orig" "flux_corr" "err_corr" "flux_norm" "err_norm" "flux_cont" "flux_cont_corr"
5646.1 0.000580731 1e-06 0.000580731 1e-06 0.84811456441232 0.0014604258501997 0.000684731785501647 0.000684731785501647
5646.2 0.000612712 1e-06 0.000612712 1e-06 0.894847369407814 0.00146046979561003 0.000684711181981209 0.000684711181981209
5646.3 0.0006371 1e-06 0.0006371 1e-06 0.930493306186127 0.0014605137438175 0.000684690578389352 0.000684690578389352
5646.4 0.000650453 1e-06 0.000650453 1e-06 0.950024134270311 0.00146055769482239 0.000684669974726059 0.000684669974726059
5646.5 0.000653522 1e-06 0.000653522 1e-06 0.954535310612677 0.00146060164862495 0.000684649370991348 0.000684649370991348
5646.6 0.000651002 1e-06 0.000651002 1e-06 0.950883210293011 0.0014606456052255 0.00068462876718519 0.00068462876718519
5646.7 0.000648037 1e-06 0.000648037 1e-06 0.946580883390409 0.00146068956462426 0.000684608163307607 0.000684608163307607
5646.8 0.000645787 1e-06 0.000645787 1e-06 0.943322722085464 0.00146073352682148 0.000684587559358601 0.000684587559358601
5646.9 0.000640831 1e-06 0.000640831 1e-06 0.936111500858891 0.00146077749181749 0.000684566955338153 0.000684566955338153
5647 0.000630184 1e-06 0.000630184 1e-06 0.920586310704442 0.0014608214596125 0.00068454635124628 0.00068454635124628
5647.1 0.000616917 1e-06 0.000616917 1e-06 0.901232718606889 0.0014608654302068 0.000684525747082974 0.000684525747082974
5647.2 0.000609325 1e-06 0.000609325 1e-06 0.890168622348972 0.00146090940360066 0.000684505142848235 0.000684505142848235
5647.3 0.000613338 1e-06 0.000613338 1e-06 0.896058224056294 0.00146095337979433 0.000684484538542071 0.000684484538542071
5647.4 0.000626226 1e-06 0.000626226 1e-06 0.914914532004437 0.0014609973587881 0.000684463934164468 0.000684463934164468
5647.5 0.000638767 1e-06 0.000638767 1e-06 0.933264993999675 0.00146104134058221 0.000684443329715442 0.000684443329715442
5647.6 0.000643462 1e-06 0.000643462 1e-06 0.940152885509013 0.00146108532517695 0.000684422725194977 0.000684422725194977
5647.7 0.000640347 1e-06 0.000640347 1e-06 0.935629771917905 0.00146112931257257 0.000684402120603091 0.000684402120603091
5647.8 0.000635539 1e-06 0.000635539 1e-06 0.928632619668725 0.00146117330276934 0.000684381515939768 0.000684381515939768
5647.9 0.000634974 1e-06 0.000634974 1e-06 0.927834991162709 0.00146121729576756 0.000684360911205006 0.000684360911205006
5648 0.000639326 1e-06 0.000639326 1e-06 0.934222336492631 0.00146126129156742 0.000684340306398832 0.000684340306398832
5648.1 0.000644178 1e-06 0.000644178 1e-06 0.941340719210648 0.00146130529016925 0.000684319701521219 0.000684319701521219
5648.2 0.000644265 1e-06 0.000644265 1e-06 0.941496201335487 0.00146134929157332 0.000684299096572166 0.000684299096572166
5648.3 0.000637615 1e-06 0.000637615 1e-06 0.931806286288682 0.00146139329577987 0.000684278491551688 0.000684278491551688
5648.4 0.000626905 1e-06 0.000626905 1e-06 0.916182352305044 0.00146143730278917 0.000684257886459781 0.000684257886459781
5648.5 0.000617904 1e-06 0.000617904 1e-06 0.903055148981708 0.00146148131260148 0.000684237281296445 0.000684237281296445
5648.6 0.000615777 1e-06 0.000615777 1e-06 0.89997368018621 0.0014615253252171 0.000684216676061673 0.000684216676061673
5648.7 0.000621496 1e-06 0.000621496 1e-06 0.908359498928077 0.00146156934063627 0.000684196070755472 0.000684196070755472
5648.8 0.000631671 1e-06 0.000631671 1e-06 0.923258772003982 0.00146161335885925 0.000684175465377843 0.000684175465377843
5648.9 0.000641739 1e-06 0.000641739 1e-06 0.938002545310869 0.00146165737988632 0.000684154859928784 0.000684154859928784
5649 0.000648413 1e-06 0.000648413 1e-06 0.947786192288847 0.00146170140371776 0.000684134254408287 0.000684134254408287
5649.1 0.000649311 1e-06 0.000649311 1e-06 0.949127387128474 0.00146174543035383 0.000684113648816362 0.000684113648816362
5649.2 0.000642096 1e-06 0.000642096 1e-06 0.93860916497639 0.00146178945979478 0.000684093043153006 0.000684093043153006
5649.3 0.000625329 1e-06 0.000625329 1e-06 0.914126875744437 0.00146183349204089 0.000684072437418221 0.000684072437418221
5649.4 0.000600425 1e-06 0.000600425 1e-06 0.877747814204468 0.00146187752709242 0.000684051831612005 0.000684051831612005
5649.5 0.000572887 1e-06 0.000572887 1e-06 0.837515859579314 0.00146192156494966 0.000684031225734355 0.000684031225734355
5649.6 0.000550978 1e-06 0.000550978 1e-06 0.805510885449358 0.00146196560561285 0.000684010619785274 0.000684010619785274
5649.7 0.000541308 1e-06 0.000541308 1e-06 0.791397519125427 0.00146200964908227 0.000683990013764763 0.000683990013764763
5649.8 0.000544962 1e-06 0.000544962 1e-06 0.796763705929782 0.00146205369535818 0.000683969407672827 0.000683969407672827
5649.9 0.000558758 1e-06 0.000558758 1e-06 0.816958811488284 0.00146209774444086 0.000683948801509454 0.000683948801509454
5650 0.000579245 1e-06 0.000579245 1e-06 0.846938324815499 0.00146214179633057 0.000683928195274651 0.000683928195274651
5650.1 0.000603025 1e-06 0.000603025 1e-06 0.881734622815905 0.00146218585102758 0.000683907588968415 0.000683907588968415
5650.2 0.000624134 1e-06 0.000624134 1e-06 0.912627401731802 0.00146222990853215 0.000683886982590752 0.000683886982590752
5650.3 0.000635006 1e-06 0.000635006 1e-06 0.928552743860101 0.00146227396884455 0.000683866376141658 0.000683866376141658
5650.4 0.000631864 1e-06 0.000631864 1e-06 0.923986120949566 0.00146231803196505 0.000683845769621131 0.000683845769621131
5650.5 0.000618802 1e-06 0.000618802 1e-06 0.90491259090096 0.00146236209789393 0.000683825163029173 0.000683825163029173
5650.6 0.000606301 1e-06 0.000606301 1e-06 0.88665832123481 0.00146240616663144 0.000683804556365784 0.000683804556365784
5650.7 0.000604716 1e-06 0.000604716 1e-06 0.88436705822996 0.00146245023817786 0.000683783949630965 0.000683783949630965
5650.8 0.000617114 1e-06 0.000617114 1e-06 0.902525715184761 0.00146249431253344 0.000683763342824716 0.000683763342824716
5650.9 0.000637416 1e-06 0.000637416 1e-06 0.932245370208038 0.00146253838969847 0.000683742735947034 0.000683742735947034
