"lambda" "flux_orig" "err_orig" "flux_corr" "err_corr" "flux_norm" "err_norm" "flux_cont" "flux_cont_corr"
5717.4 0.000621362 1e-06 0.000621362 1e-06 0.920984999272787 0.00148220360960726 0.000674671140670727 0.000674671140670727
5716.1 0.000660726 1e-06 0.000660726 1e-06 0.978910571142534 0.00148156811014329 0.000674960532123823 0.000674960532123823
5716.2 0.000651322 1e-06 0.000651322 1e-06 0.965009730830505 0.00148161697413953 0.000674938271803188 0.000674938271803188
5716.3 0.00063935 1e-06 0.00063935 1e-06 0.947303055804005 0.0014816658415641 0.000674916011389158 0.000674916011389158
5716.4 0.000630843 1e-06 0.000630843 1e-06 0.934729354325507 0.00148171471241736 0.000674893750881731 0.000674893750881731
5716.5 0.000631088 1e-06 0.000631088 1e-06 0.935123218403133 0.00148176358669969 0.000674871490280907 0.000674871490280907
5716.6 0.000640339 1e-06 0.000640339 1e-06 0.94886231164875 0.00148181246441143 0.000674849229586685 0.000674849229586685
5716.7 0.000653555 1e-06 0.000653555 1e-06 0.968477891692842 0.00148186134555293 0.000674826968799076 0.000674826968799076
5716.8 0.000664292 1e-06 0.000664292 1e-06 0.984421110589892 0.00148191023012454 0.000674804707918076 0.000674804707918076
5716.9 0.000668514 1e-06 0.000668514 1e-06 0.990710417895337 0.00148195911812668 0.000674782446943668 0.000674782446943668
5717 0.000665468 1e-06 0.000665468 1e-06 0.986228906105638 0.00148200800955965 0.000674760185875874 0.000674760185875874
5717.1 0.000656756 1e-06 0.000656756 1e-06 0.973349764321782 0.00148205690442384 0.000674737924714678 0.000674737924714678
5717.2 0.000645282 1e-06 0.000645282 1e-06 0.956376196590507 0.0014821058027196 0.000674715663460088 0.000674715663460088
5717.3 0.000633592 1e-06 0.000633592 1e-06 0.939081363500155 0.00148215470444727 0.000674693402112111 0.000674693402112111
5717.4 0.000621362 1e-06 0.000621362 1e-06 0.920984999272787 0.00148220360960726 0.000674671140670727 0.000674671140670727
5717.5 0.000604846 1e-06 0.000604846 1e-06 0.896534506623124 0.00148225251819988 0.000674648879135958 0.000674648879135958
5717.6 0.000581174 1e-06 0.000581174 1e-06 0.861475051409884 0.00148230143022552 0.000674626617507791 0.000674626617507791
5717.7 0.000554664 1e-06 0.000554664 1e-06 0.822206372138759 0.00148235034568452 0.000674604355786229 0.000674604355786229
5717.8 0.000537148 1e-06 0.000537148 1e-06 0.796267800169149 0.00148239926457727 0.000674582093971268 0.000674582093971268
5717.9 0.00053925 1e-06 0.00053925 1e-06 0.799410184788032 0.00148244818690409 0.000674559832062917 0.000674559832062917
5718 0.000561093 1e-06 0.000561093 1e-06 0.83181875243675 0.00148249711266537 0.000674537570061171 0.000674537570061171
5718.1 0.000592655 1e-06 0.000592655 1e-06 0.878638324439407 0.00148254604186147 0.000674515307966026 0.000674515307966026
5718.2 0.000622211 1e-06 0.000622211 1e-06 0.922486901674093 0.00148259497449273 0.000674493045777491 0.000674493045777491
5718.3 0.000643148 1e-06 0.000643148 1e-06 0.953559465788536 0.00148264391055952 0.000674470783495558 0.000674470783495558
5718.4 0.000654604 1e-06 0.000654604 1e-06 0.970576670422129 0.00148269285006222 0.000674448521120228 0.000674448521120228
5718.5 0.00065886 1e-06 0.00065886 1e-06 0.976919257736745 0.00148274179300116 0.000674426258651507 0.000674426258651507
5718.6 0.000658767 1e-06 0.000658767 1e-06 0.976813607006985 0.00148279073937672 0.000674403996089389 0.000674403996089389
5718.7 0.000656156 1e-06 0.000656156 1e-06 0.97297415909967 0.00148283968918926 0.000674381733433873 0.000674381733433873
5718.8 0.000651753 1e-06 0.000651753 1e-06 0.966477121375638 0.00148288864243914 0.000674359470684961 0.000674359470684961
5718.9 0.0006466 1e-06 0.0006466 1e-06 0.958867451595324 0.0014829375991267 0.000674337207842662 0.000674337207842662
5719 0.000643137 1e-06 0.000643137 1e-06 0.953763526757863 0.00148298655925233 0.000674314944906964 0.000674314944906964
5719.1 0.000643905 1e-06 0.000643905 1e-06 0.954933988319075 0.00148303552281637 0.00067429268187787 0.00067429268187787
5719.2 0.000648946 1e-06 0.000648946 1e-06 0.962441747330206 0.00148308448981919 0.000674270418755382 0.000674270418755382
5719.3 0.000655036 1e-06 0.000655036 1e-06 0.971505809275631 0.00148313346026116 0.000674248155539497 0.000674248155539497
5719.4 0.000657809 1e-06 0.000657809 1e-06 0.975650753820924 0.00148318243414262 0.000674225892230221 0.000674225892230221
5719.5 0.000654818 1e-06 0.000654818 1e-06 0.971246626392007 0.00148323141146396 0.000674203628827543 0.000674203628827543
5719.6 0.000647267 1e-06 0.000647267 1e-06 0.960078449634627 0.00148328039222551 0.000674181365331476 0.000674181365331476
5719.7 0.00063946 1e-06 0.00063946 1e-06 0.948529803050421 0.00148332937642764 0.000674159101742013 0.000674159101742013
5719.8 0.000635969 1e-06 0.000635969 1e-06 0.943382654819698 0.00148337836407073 0.000674136838059152 0.000674136838059152
5719.9 0.000638025 1e-06 0.000638025 1e-06 0.946463738272844 0.00148342735515512 0.0006741145742829 0.0006741145742829
5720 0.000642353 1e-06 0.000642353 1e-06 0.952915483646753 0.00148347634968118 0.000674092310413251 0.000674092310413251
5720.1 0.000644049 1e-06 0.000644049 1e-06 0.955463016628162 0.00148352534764927 0.000674070046450207 0.000674070046450207
5720.2 0.000640883 1e-06 0.000640883 1e-06 0.950797579548457 0.00148357434905975 0.000674047782393768 0.000674047782393768
5720.3 0.000634805 1e-06 0.000634805 1e-06 0.941811523180728 0.00148362335391298 0.000674025518243935 0.000674025518243935
5720.4 0.000629259 1e-06 0.000629259 1e-06 0.933614186971479 0.00148367236220933 0.000674003254000705 0.000674003254000705
5720.5 0.000624663 1e-06 0.000624663 1e-06 0.9268258446152 0.00148372137394915 0.000673980989664081 0.000673980989664081
5720.6 0.000616527 1e-06 0.000616527 1e-06 0.914784506700887 0.00148377038913282 0.000673958725234062 0.000673958725234062
5720.7 0.000599426 1e-06 0.000599426 1e-06 0.889439932316352 0.00148381940776068 0.000673936460710648 0.000673936460710648
5720.8 0.000574429 1e-06 0.000574429 1e-06 0.852377058280599 0.0014838684298331 0.000673914196093838 0.000673914196093838
5720.9 0.000552209 1e-06 0.000552209 1e-06 0.819432574101615 0.00148391745535045 0.000673891931383634 0.000673891931383634
5721 0.000546475 1e-06 0.000546475 1e-06 0.810950584514991 0.00148396648431308 0.000673869666580033 0.000673869666580033
5721.1 0.000562633 1e-06 0.000562633 1e-06 0.834956102219488 0.00148401551672136 0.000673847401683039 0.000673847401683039
5721.2 0.000592923 1e-06 0.000592923 1e-06 0.879936006706809 0.00148406455257564 0.00067382513669265 0.00067382513669265
5721.3 0.000622645 1e-06 0.000622645 1e-06 0.92407590741382 0.0014841135918763 0.000673802871608865 0.000673802871608865
5721.4 0.000640572 1e-06 0.000640572 1e-06 0.950713027186168 0.00148416263462369 0.000673780606431686 0.000673780606431686
5721.5 0.000644593 1e-06 0.000644593 1e-06 0.956712459973632 0.00148421168081818 0.000673758341161111 0.000673758341161111
5721.6 0.000640458 1e-06 0.000640458 1e-06 0.950606658909029 0.00148426073046012 0.000673736075797141 0.000673736075797141
5721.7 0.000636512 1e-06 0.000636512 1e-06 0.944780988946903 0.00148430978354988 0.000673713810339776 0.000673713810339776
5721.8 0.000638037 1e-06 0.000638037 1e-06 0.947075861253117 0.00148435884008783 0.000673691544789016 0.000673691544789016
5721.9 0.000644636 1e-06 0.000644636 1e-06 0.956902771072306 0.00148440790007431 0.000673669279144861 0.000673669279144861
5722 0.000652135 1e-06 0.000652135 1e-06 0.968066341898403 0.00148445696350971 0.000673647013407311 0.000673647013407311
5722.1 0.000656682 1e-06 0.000656682 1e-06 0.974848389051436 0.00148450603039437 0.000673624747576366 0.000673624747576366
5722.2 0.000657324 1e-06 0.000657324 1e-06 0.975833697031367 0.00148455510072866 0.000673602481652026 0.000673602481652026
5722.3 0.000655797 1e-06 0.000655797 1e-06 0.973598963833069 0.00148460417451295 0.00067358021563429 0.00067358021563429
5722.4 0.000654732 1e-06 0.000654732 1e-06 0.972049992823204 0.00148465325174759 0.00067355794952316 0.00067355794952316
5722.5 0.000655864 1e-06 0.000655864 1e-06 0.973762810558807 0.00148470233243295 0.000673535683318635 0.000673535683318635
5722.6 0.000659299 1e-06 0.000659299 1e-06 0.978895124192786 0.0014847514165694 0.000673513417020714 0.000673513417020714
5722.7 0.000664015 1e-06 0.000664015 1e-06 0.985929806767998 0.00148480050415728 0.000673491150629399 0.000673491150629399
5722.8 0.000668784 1e-06 0.000668784 1e-06 0.993043651674215 0.00148484959519698 0.000673468884144688 0.000673468884144688
5722.9 0.000672726 1e-06 0.000672726 1e-06 0.998929955919614 0.00148489868968884 0.000673446617566583 0.000673446617566583
5723 0.000675348 1e-06 0.000675348 1e-06 1.00285651848253 0.00148494778763324 0.000673424350895082 0.000673424350895082
5723.1 0.000676287 1e-06 0.000676287 1e-06 1.00428409109179 0.00148499688903053 0.000673402084130186 0.000673402084130186
5723.2 0.000674886 1e-06 0.000674886 1e-06 1.00223675062642 0.00148504599388108 0.000673379817271896 0.000673379817271896
5723.3 0.00067002 1e-06 0.00067002 1e-06 0.995043420366159 0.00148509510218525 0.00067335755032021 0.00067335755032021
5723.4 0.000660885 1e-06 0.000660885 1e-06 0.981509533831986 0.0014851442139434 0.000673335283275129 0.000673335283275129
5723.5 0.000648688 1e-06 0.000648688 1e-06 0.963427090303486 0.00148519332915591 0.000673313016136653 0.000673313016136653
5723.6 0.000637385 1e-06 0.000637385 1e-06 0.946671257605739 0.00148524244782312 0.000673290748904782 0.000673290748904782
5723.7 0.000631367 1e-06 0.000631367 1e-06 0.937764082641722 0.00148529156994541 0.000673268481579516 0.000673268481579516
5723.8 0.00063164 1e-06 0.00063164 1e-06 0.938200596920231 0.00148534069552313 0.000673246214160855 0.000673246214160855
5723.9 0.000635067 1e-06 0.000635067 1e-06 0.943322059711722 0.00148538982455666 0.000673223946648799 0.000673223946648799
5724 0.000637895 1e-06 0.000637895 1e-06 0.947554083505079 0.00148543895704635 0.000673201679043348 0.000673201679043348
5724.1 0.000639092 1e-06 0.000639092 1e-06 0.949363556326803 0.00148548809299256 0.000673179411344502 0.000673179411344502
5724.2 0.00063985 1e-06 0.00063985 1e-06 0.950520998148369 0.00148553723239567 0.000673157143552261 0.000673157143552261
5724.3 0.000641397 1e-06 0.000641397 1e-06 0.952850644330093 0.00148558637525603 0.000673134875666624 0.000673134875666624
