"lambda" "flux_orig" "err_orig" "flux_corr" "err_corr" "flux_norm" "err_norm" "flux_cont" "flux_cont_corr"
5717.4 4.9385e-05 1e-06 4.9385e-05 1e-06 0.918922072498325 0.0186073113799398 5.37423155651646e-05 5.37423155651646e-05
5716.1 5.26471e-05 1e-06 5.26471e-05 1e-06 0.979169985559967 0.0185987449557519 5.37670688199171e-05 5.37670688199171e-05
5716.2 5.19857e-05 1e-06 5.19857e-05 1e-06 0.966903005632994 0.0185994034058019 5.37651653755766e-05 5.37651653755766e-05
5716.3 5.1114e-05 1e-06 5.1114e-05 1e-06 0.950723566005269 0.0186000619400804 5.37632618225399e-05 5.37632618225399e-05
5716.4 5.04799e-05 1e-06 5.04799e-05 1e-06 0.938962513726105 0.0186007205586006 5.37613581608062e-05 5.37613581608062e-05
5716.5 5.04802e-05 1e-06 5.04802e-05 1e-06 0.939001345390085 0.0186013792613754 5.3759454390376e-05 5.3759454390376e-05
5716.6 5.11408e-05 1e-06 5.11408e-05 1e-06 0.951323107426526 0.0186020380484178 5.37575505112492e-05 5.37575505112492e-05
5716.7 5.20919e-05 1e-06 5.20919e-05 1e-06 0.969049827673417 0.0186026969197402 5.3755646523427e-05 5.3755646523427e-05
5716.8 5.28555e-05 1e-06 5.28555e-05 1e-06 0.983289676469898 0.0186033558753564 5.37537424269074e-05 5.37537424269074e-05
5716.9 5.313e-05 1e-06 5.313e-05 1e-06 0.988431312448771 0.018604014915279 5.37518382216909e-05 5.37518382216909e-05
5717 5.28597e-05 1e-06 5.28597e-05 1e-06 0.983437488326849 0.0186046740395206 5.37499339077787e-05 5.37499339077787e-05
5717.1 5.21646e-05 1e-06 5.21646e-05 1e-06 0.970539766753551 0.0186053332480945 5.37480294851701e-05 5.37480294851701e-05
5717.2 5.12618e-05 1e-06 5.12618e-05 1e-06 0.95377666843894 0.0186059925410138 5.37461249538647e-05 5.37461249538647e-05
5717.3 5.0342e-05 1e-06 5.0342e-05 1e-06 0.936696070870616 0.0186066519182912 5.37442203138627e-05 5.37442203138627e-05
5717.4 4.9385e-05 1e-06 4.9385e-05 1e-06 0.918922072498325 0.0186073113799398 5.37423155651646e-05 5.37423155651646e-05
5717.5 4.81171e-05 1e-06 4.81171e-05 1e-06 0.895361597842112 0.0186079709259725 5.37404107077697e-05 5.37404107077697e-05
5717.6 4.63298e-05 1e-06 4.63298e-05 1e-06 0.862134131952021 0.0186086305564026 5.37385057416777e-05 5.37385057416777e-05
5717.7 4.43544e-05 1e-06 4.43544e-05 1e-06 0.825403904406797 0.0186092902712425 5.37366006668901e-05 5.37366006668901e-05
5717.8 4.30873e-05 1e-06 4.30873e-05 1e-06 0.801852501672892 0.0186099500705055 5.37346954834058e-05 5.37346954834058e-05
5717.9 4.33258e-05 1e-06 4.33258e-05 1e-06 0.80631956475388 0.0186106099542047 5.37327901912249e-05 5.37327901912249e-05
5718 4.50581e-05 1e-06 4.50581e-05 1e-06 0.838588461288361 0.0186112699223527 5.37308847903479e-05 5.37308847903479e-05
5718.1 4.74975e-05 1e-06 4.74975e-05 1e-06 0.884020143985803 0.018611929974963 5.37289792807739e-05 5.37289792807739e-05
5718.2 4.97419e-05 1e-06 4.97419e-05 1e-06 0.925825596094495 0.0186125901120483 5.37270736625033e-05 5.37270736625033e-05
